candidate_id,block_id,p_star,y,h,t,offset,D_t,line_t,diff,abs_diff
hexc_00077,78,3441797,3441229,568,3441797,568,-1392.208998971388,-1392.208998971388,0.0,0.0
hexc_00078,79,109546081,109535495,10586,109535495,0,-5629.528205982864,-5629.528205982864,0.0,0.0
hexc_00078,79,109546081,109535495,10586,109535496,1,-5629.321261941263,-5630.291624431836,0.97036249057237,0.97036249057237
hexc_00078,79,109546081,109535495,10586,109535497,2,-5647.509671104468,-5631.055042880807,-16.45462822366062,16.45462822366062
hexc_00078,79,109546081,109535495,10586,109535498,3,-5647.509671104468,-5631.818461329779,-15.691209774689014,15.691209774689014
hexc_00078,79,109546081,109535495,10586,109535499,4,-5647.186321039468,-5632.581879778751,-14.604441260717067,14.604441260717067
hexc_00078,79,109546081,109535495,10586,109535500,5,-5647.042609899468,-5633.345298227721,-13.69731167174632,13.69731167174632
hexc_00078,79,109546081,109535495,10586,109535501,6,-5646.719259834467,-5634.108716676693,-12.610543157774373,12.610543157774373
hexc_00078,79,109546081,109535495,10586,109535503,8,-5646.395893901521,-5635.635553574636,-10.760340326884943,10.760340326884943
hexc_00078,79,109546081,109535495,10586,109535505,10,-5645.966960141827,-5637.162390472579,-8.80456966924794,8.80456966924794
hexc_00078,79,109546081,109535495,10586,109535506,11,-5645.823249001827,-5637.925808921551,-7.897440080276283,7.897440080276283
hexc_00078,79,109546081,109535495,10586,109535509,14,-5645.176548133439,-5640.216064268465,-4.960483864973867,4.960483864973867
hexc_00078,79,109546081,109535495,10586,109535511,16,-5644.853099412787,-5641.742901166408,-3.1101982463787863,3.1101982463787863
hexc_00078,79,109546081,109535495,10586,109535513,18,-5644.386038207787,-5643.269738064351,-1.1163001434360922,1.1163001434360922
hexc_00078,79,109546081,109535495,10586,109535519,24,-5643.051001526367,-5647.85024875818,4.799247231812842,4.799247231812842
hexc_00078,79,109546081,109535495,10586,109535526,31,-5641.727652619734,-5653.194177900981,11.466525281247414,11.466525281247414
hexc_00078,79,109546081,109535495,10586,109535527,32,-5659.916062056822,-5653.957596349952,-5.958465706869902,5.958465706869902
hexc_00078,79,109546081,109535495,10586,109535536,41,-5658.229250653279,-5660.8283623906955,2.599111737416024,2.599111737416024
hexc_00078,79,109546081,109535495,10586,109535548,53,-5655.746258892054,-5669.989383778354,14.243124886299483,14.243124886299483
hexc_00078,79,109546081,109535495,10586,109535559,64,-5653.44116842516,-5678.386986717041,24.94581829188064,24.94581829188064
hexc_00078,79,109546081,109535495,10586,109535564,69,-5671.162497926145,-5682.204078961898,11.041581035752642,11.041581035752642
hexc_00078,79,109546081,109535495,10586,109535585,90,-5666.668874131272,-5698.2358663903,31.566992259027757,31.566992259027757
hexc_00078,79,109546081,109535495,10586,109535612,117,-5698.350394630892,-5718.84816451253,20.497769881638305,20.497769881638305
hexc_00078,79,109546081,109535495,10586,109535623,128,-5714.391691714027,-5727.245767451217,12.854075737190215,12.854075737190215
hexc_00078,79,109546081,109535495,10586,109535648,153,-5709.347347838448,-5746.3312286755045,36.98388083705686,36.98388083705686
hexc_00078,79,109546081,109535495,10586,109535694,199,-5755.651829291057,-5781.448477328194,25.796648037136947,25.796648037136947
hexc_00078,79,109546081,109535495,10586,109535755,260,-5779.952292120328,-5828.017002715455,48.06471059512751,48.06471059512751
hexc_00078,79,109546081,109535495,10586,109535834,339,-5800.819491103233,-5888.327060184204,87.50756908097082,87.50756908097082
hexc_00078,79,109546081,109535495,10586,109535936,441,-5835.273327325496,-5966.195741979298,130.92241465380175,130.92241465380175
hexc_00078,79,109546081,109535495,10586,109536070,575,-5918.81006792899,-6068.493814141479,149.6837462124886,149.6837462124886
hexc_00078,79,109546081,109535495,10586,109536245,750,-6049.459170372286,-6202.0920427114925,152.6328723392062,152.6328723392062
hexc_00078,79,109546081,109535495,10586,109536472,977,-6262.086254194358,-6375.388030628023,113.30177643366551,113.30177643366551
hexc_00078,79,109546081,109535495,10586,109536768,1273,-6460.401437387356,-6601.359891523589,140.95845413623283,140.95845413623283
hexc_00078,79,109546081,109535495,10586,109537154,1659,-6806.9758014842655,-6896.03941282659,89.0636113423243,89.0636113423243
hexc_00078,79,109546081,109535495,10586,109537657,2162,-7147.714051364142,-7280.038892659257,132.32484129511522,132.32484129511522
hexc_00078,79,109546081,109535495,10586,109538312,2817,-7698.388214324948,-7780.077976735592,81.6897624106432,81.6897624106432
hexc_00078,79,109546081,109535495,10586,109539166,3671,-8355.852595507402,-8432.037332157255,76.18473664985322,76.18473664985322
hexc_00078,79,109546081,109535495,10586,109540279,4784,-9256.597425229327,-9281.722065862541,25.124640633213858,25.124640633213858
hexc_00078,79,109546081,109535495,10586,109541729,6234,-10365.609486091616,-10388.678816871223,23.06933077960639,23.06933077960639
hexc_00078,79,109546081,109535495,10586,109543618,8123,-11847.509659723435,-11830.776266978393,-16.733392745041783,16.733392745041783
hexc_00078,79,109546081,109535495,10586,109546081,10586,-13711.075906795208,-13711.075906795208,0.0,0.0
hexc_00079,80,1198607,1198510,3,1198510,0,-606.3161341083674,-606.3161341083674,0.0,0.0
