candidate_id,block_id,x,y,h,p_star,post_P0_flag,post_P0_by_pstar,finite_certified_flag,finite_zone_flag,threshold_relevant_flag,forbidden_flag,near_forbidden_flag,positive_harmless_flag,negative_transfer_flag,row_regime,Q_R2Q,Q_delta_D,Q_exc,epsilon,E_theta,epsilon_abs,Q_R2Q_recon,Q_R2Q_reconstruction_error,E_theta_sign,Q_R2Q_gt_0p75,Q_delta_D_gt_0p75,E_theta_positive,E_theta_nonnegative,E_theta_negative,positive_harmless_bound,positive_subthreshold_bound,Q_R2Q_minus_Q_delta_D,Q_exc_plus_abs_epsilon,direct_threshold_sign_counterexample,direct_delta_counterexample,endpoint_sign_bridge_counterexample,positive_harmless_counterexample_0p305,positive_harmless_counterexample_0p75,thresholdtransfer_failure_flag,Q_R2Q_bin,Q_delta_D_bin
hexc_00000,1,180530237,179845447,684790,180530237,False,False,True,True,True,True,True,False,True,primitive_negative_transfer_verified,1.8193520399038576,1.8091175489119344,0.0022301154184481,0.008004375573475,-3089.9881332697114,0.008004375573475,1.8193520399038576,0.0,negative,True,True,False,False,True,False,False,0.010234490991923195,0.0102344909919231,False,False,False,False,False,False,"(1.0, inf]","(1.0, inf]"
hexc_00006,7,30774449,30670319,104130,30774449,False,False,True,True,True,False,True,False,True,primitive_negative_transfer_verified,0.862526348366495,0.8528427097579773,0.0037875901851982,0.0058960484233195,-928.3530182520336,0.0058960484233195,0.862526348366495,0.0,negative,True,True,False,False,True,False,False,0.00968363860851773,0.0096836386085177,False,False,False,False,False,False,"(0.805, 1.0]","(0.75, 1.0]"
hexc_00040,41,604672261,604520611,151650,604672261,True,True,False,False,True,False,True,False,True,primitive_full_verified,0.7568596623500748,0.7467076670478365,0.0014698183580815,0.0086821769441568,-1617.0683062109456,0.0086821769441568,0.7568596623500748,0.0,negative,True,False,False,False,True,False,False,0.010151995302238315,0.010151995302238299,False,True,False,False,False,True,"(0.75, 0.805]","(0.25, 0.75]"
