scope,rows,Q_exc_max,Q_exc_mean,Q_exc_median,Q_exc_q95,Q_exc_q99,Q_DeltaD_max,Q_DeltaD_mean,Q_DeltaD_median,Q_DeltaD_q95,Q_DeltaD_q99,Q_DeltaD_log1_max,Q_delayed_proxy_max,Q_delayed_proxy_mean,Q_delayed_proxy_q95,Q_delayed_proxy_q99,sampled_points_min,sampled_points_median,sampled_points_max,pass_Q_exc_le_0p05_frac,pass_Q_exc_le_0p10_frac,pass_Q_exc_le_0p25_frac,pass_Q_exc_le_1_frac,pass_Q_delayed_le_0p05_frac,pass_Q_delayed_le_0p10_frac,pass_Q_delayed_le_0p25_frac,pass_Q_delayed_le_1_frac,worst_block_id,worst_p_star,worst_h,interval_rows,longA_rows,basis,worst_y,worst_exc_abs,worst_DeltaD_abs,worst_t_location,sample_source
LongA/B2-active,166,0.020567236449224698,0.006318694000692523,0.005722562223876077,0.011325087838312521,0.016202783327572627,1.8091175489119342,0.1279126365907968,0.07733282709465768,0.31854107900525525,0.7838549319963852,34.393873361464586,1.8113476643303823,0.1342313305914893,0.3240436571709137,0.7861359704939576,8,37.0,41,1.0,1.0,1.0,1.0,0.04819277108433735,0.6144578313253012,0.9156626506024096,0.9939759036144579,1,180530237,684790,166,166,sym_all,179845447,667.0135370697717,541095.7142812033,179860179,notes\sr11_realpath_pstar\prime_mesh_r2q_sr11_realpath_noise_samples.csv
