rank_metric,rank,candidate_id,block_id,x,y,h,p_star,row_regime,post_P0_by_pstar,threshold_relevant_flag,forbidden_flag,finite_zone_flag,C_end,C_best,C_gap,E_end_over_h,E_best_over_h,E_gap_over_h,endpoint_residual_fraction,best_residual_fraction,slope_gap_abs,intercept_gap_abs,pythagorean_abs_error
C_best,1,hexc_00304,305,30386689,30386676,13,30386821,finite_positive,False,False,False,True,8.580752479596972,6.616791960800818,5.463275323795285,73.62931311610959,43.78193585251833,29.84737726359048,9.861270095805125e-06,5.863771865942267e-06,1.1069467938533912,2.799859728877891,
C_best,2,hexc_00355,356,33821509,33821502,7,33821677,finite_positive,False,False,False,True,7.38923518106439,6.071104017630254,4.212183824121211,54.6007965610797,36.85830399288621,17.74249256818839,5.261093137005674e-06,3.5515044173708654e-06,1.4361630502789637,2.859494676966733,
C_best,3,hexc_00242,243,30781189,30781182,7,30781319,finite_positive,False,False,False,True,7.348868426896997,6.037917219644655,4.1892031228576885,54.00586715584355,36.456444351281434,17.549422804560606,5.094887652269624e-06,3.439283506642126e-06,1.4283136157444813,2.8437958008044006,
C_best,4,hexc_00320,321,109471009,109470995,14,109471171,finite_positive,False,False,False,True,6.030874917591912,5.956490123786639,0.9442868615353766,36.37145227163924,35.47977459476777,0.8916776768683313,1.2594219895041159e-06,1.2285461678455583e-06,0.027079488406675623,1.1155179964798663,
C_best,5,hexc_00245,246,12808387,12808371,16,12808469,finite_positive,False,False,False,True,5.59790897870274,5.485552969148478,1.1159272182833937,31.33658493384075,30.091291377333686,1.2452935565057128,8.828053475322487e-06,8.477232920608917e-06,0.11213171884791695,0.22045985046315764,
C_best,6,hexc_00662,663,604872091,604872087,4,604872131,post_P0_positive_tail,True,False,False,False,7.085660762263424,5.475430152365041,4.497360679831783,50.20658843787949,29.980335353428252,20.226253084497003,2.594248423585902e-07,1.549128115435299e-07,0.007185556837049134,4.036919957770806,
C_best,7,hexc_00112,113,30784249,30783029,1220,30784249,finite_negative,False,False,False,True,5.703211321141049,5.462188142709623,1.6404633696716058,32.52661937359144,29.835499306357605,2.6911200672343196,0.00011340296590874124,0.00010402046618641763,0.028748247298368557,1.2044602147625483,
C_best,8,hexc_00275,276,108562160,108561847,313,108562291,finite_negative,False,False,False,True,7.517295788807058,5.381442798987884,5.2487912301443815,56.50973597641633,28.959926598778548,27.549809377640567,1.8522158874289463e-05,9.492176032714042e-06,0.20116558688883768,12.251751831502588,
C_best,9,hexc_00673,674,187509559,187509555,4,187509659,finite_positive,False,False,False,True,6.671592040126686,5.154695153566559,4.235476150764788,44.51014034988176,26.570882126202566,17.939258223697298,7.352200833734836e-07,4.388987771903431e-07,0.007185556466843934,3.8026825196839127,
C_best,10,hexc_00322,323,179438221,179438217,4,179438351,finite_positive,False,False,False,True,6.656036436858135,5.1426458852772425,4.225637744464502,44.30282104878313,26.446806701358955,17.856014347443043,7.154629182248775e-07,4.270994273580971e-07,0.007185556442713903,3.793882749791919,
