extreme_type,candidate_id,block_id,x,y,h,p_star,E_theta_sign,row_regime,Q_R2Q,Q_exc,Q_energy_L2,Q_energy_RMS,kappa_L2,kappa_RMS,bridge_argmax_location_fraction,threshold_relevant_flag,forbidden_flag,finite_certified_flag,threshold_relevance_non_surviving_flag,energy_L2_above_0p025_flag,high_energy_harmless_flag,harmful_concentration_flag
top_kappa_L2,hexc_00296,297,604724143,604718720,5423,604724143,negative,post_P0_negative_tail,0.1444593757832343,0.0050062983240905,0.0067813758735842,0.0010590729809582,0.7382422708040356,4.7270569772831275,0.47851742577908907,False,False,False,True,False,False,False
top_kappa_L2,hexc_00020,21,30847123,30831334,15789,30847123,negative,finite_negative,0.338124053326903,0.0060303868534807,0.0084337008776589,0.0013334851938981,0.7150344719309831,4.522275073675486,0.7586294255494331,False,False,True,True,False,False,False
top_kappa_L2,hexc_00032,33,1197619,1197615,4,1197697,positive,finite_positive,0.0726584885625681,0.0177247165152088,0.0249378557636041,0.0111525481401007,0.7107554347586446,1.5892974674977514,0.25,False,False,True,True,False,False,False
top_kappa_L2,hexc_00231,232,7103281,7103277,4,7103387,positive,finite_positive,0.0636678531151053,0.0157384918917144,0.0221562198206484,0.0099085627286796,0.7103419274188179,1.5883728369766992,0.25,False,False,True,True,False,False,False
top_kappa_L2,hexc_00185,186,22052341,22052337,4,22052431,positive,finite_positive,0.0607248084445193,0.014690835140949,0.0206876955885622,0.0092518187267695,0.7101242899702787,1.5878861848473187,0.25,False,False,True,True,False,False,False
top_kappa_L2,hexc_00123,124,30340831,30340827,4,30340987,positive,finite_positive,0.0597199396392292,0.0144204613622394,0.0203085588396176,0.0090822636180878,0.7100681774675318,1.5877607134767926,0.25,False,False,True,True,False,False,False
top_kappa_L2,hexc_00297,298,30423259,30423255,4,30423359,positive,finite_positive,0.0588683256744303,0.0144182081956392,0.0203053990582444,0.0090808505208989,0.7100677092965143,1.587759666614572,0.25,False,False,True,True,False,False,False
top_kappa_L2,hexc_00399,400,31019929,31019925,4,31019993,positive,finite_positive,0.058517488803213,0.0144020784216403,0.0202827788463261,0.009070734454596,0.710064362026459,1.5877521818911797,0.25,False,False,True,True,False,False,False
top_kappa_L2,hexc_00254,255,33472333,33472329,4,33472553,positive,finite_positive,0.0583129230101737,0.0143392191682336,0.0201946235958818,0.0090313102280826,0.7100513213406826,1.5877230220313114,0.25,False,False,True,True,False,False,False
top_kappa_L2,hexc_00360,361,33862651,33862647,4,33862799,positive,finite_positive,0.0585493445209605,0.0143296944521975,0.0201812656596905,0.00902533637741,0.7100493444679852,1.5877186016095826,0.25,False,False,True,True,False,False,False
