rho_bin,rows,rho_min,rho_max,W_max,K_max,required_W_for_65_at_rhomax,W_margin_to_required,passes_bin_envelope
1e-8..1e-5,2,7.088585359010924e-07,2.0377749152049087e-06,3033676.629773508,2.1504475741786093,31897536.629291523,28863859.999518014,True
1e-5..1e-4,3,2.06217770804309e-05,7.391554499757357e-05,434187.6454525263,10.343278350394945,879382.0028267904,445194.35737426416,True
1e-4..1e-3,12,0.0001694418706646,0.0008798736703956,118558.50123838447,34.17926461258425,73874.24148147921,-44684.25975690526,True
1e-3..1e-2,5,0.0011672833390651,0.0044902565189875,30665.21988657529,64.24988591171059,14475.787680534726,-16189.432206040565,True
0,117,0.0,0.0,408.8705537076421,0.0,inf,inf,True
1e-2..1/16,2,0.037037037037037,0.037037037037037,817.7385078195945,30.28661140072569,1755.0000000000018,937.2614921804073,True
1/16..0.063,1,0.06250000001022,0.06250000001022,817.7394705925482,51.108716920391565,1039.999999829939,222.26052923739087,True
