rows,primitive_full_rows,primitive_missing_rows,positive_rows,positive_missing_primitive_rows,positive_missing_cap_pass_rows,superthreshold_rows,superthreshold_missing_primitive_rows,forbidden_rows,forbidden_missing_primitive_rows,primitive_negative_transfer_antecedent_rows,primitive_negative_transfer_violations,primitive_positive_available_rows,primitive_positive_available_violations,formula_rows,max_abs_formula_residual,formula_residual_cap,formula_residual_cap_violations,operational_greenlight_failures,pass_rawr2q_operational_greenlight,pass_rawr2q_primitive_proof_grade,proof_grade_blocker,recommended_theorem_form,recommended_next_file
1468,166,1302,1320,1302,1302,3,0,1,0,2,0,18,0,166,0.0257284509172871,0.03,0,0,True,False,1302 positive-harmless rows still lack primitive endpoint/bridge export,threshold_relevant_rows_primitive_verified_positive_missing_rows_cap_harmless,Prime_Mesh_R2Q_RawR2Q_PositiveShort_PrimitiveExemption_Or_Export_Target_v1.md
