rank_metric,rank,candidate_id,block_id,x,y,h,p_star,row_regime,post_P0_by_pstar,threshold_relevant_flag,forbidden_flag,finite_zone_flag,E_end_over_h,C_end,endpoint_residual_abs_max,residual_kappa,E_best_over_h,E_gap_over_h,endpoint_residual_fraction,ddR_sq_over_h,distance_to_mean_template,ratio_E_end_to_h4_ddR_sq
E_best_over_h,4,hexc_00320,321,109471009,109470995,14,109471171,finite_positive,False,False,False,True,36.37145227163924,6.030874917591912,13.164333829767202,0.5833840456598567,35.47977459476777,0.8916776768683313,1.259421989504116e-06,,,
E_best_over_h,5,hexc_00245,246,12808387,12808371,16,12808469,finite_positive,False,False,False,True,31.33658493384075,5.59790897870274,12.237202579598945,0.5465077507581588,30.09129137733369,1.2452935565057128,8.828053475322487e-06,,,
E_best_over_h,6,hexc_00662,663,604872091,604872087,4,604872131,post_P0_positive_tail,True,False,False,False,50.20658843787949,7.085660762263424,10.056372108580035,0.7096283921845317,29.98033535342825,20.226253084497003,2.594248423585902e-07,,,
E_best_over_h,7,hexc_00112,113,30784249,30783029,1220,30784249,finite_negative,False,False,False,True,32.52661937359144,5.703211321141049,86.71467660723147,0.43530457307281056,29.835499306357605,2.69112006723432,0.0001134029659087,,,
E_best_over_h,8,hexc_00275,276,108562160,108561847,313,108562291,finite_negative,False,False,False,True,56.50973597641633,7.517295788807058,55.15381198050545,0.41470734409527704,28.959926598778548,27.549809377640567,1.8522158874289463e-05,,,
E_best_over_h,9,hexc_00673,674,187509559,187509555,4,187509659,finite_positive,False,False,False,True,44.51014034988176,6.671592040126686,9.4707785115379,0.7097839956771442,26.57088212620257,17.939258223697298,7.352200833734836e-07,,,
E_best_over_h,10,hexc_00322,323,179438221,179438217,4,179438351,finite_positive,False,False,False,True,44.30282104878313,6.656036436858135,9.448779086688774,0.7097902164691953,26.446806701358955,17.856014347443043,7.154629182248775e-07,,,
E_best_over_h,11,hexc_00444,445,179382103,179382099,4,179382319,finite_positive,False,False,False,True,44.30134893036435,6.655925850726129,9.448622690862976,0.7097902607968639,26.445925677883285,17.855423252506874,7.589229592880685e-07,,,
E_best_over_h,12,hexc_00525,526,179146273,179146269,4,179146433,finite_positive,False,False,False,True,44.295157736736925,6.655460745638647,9.4479649185605,0.7097904472467811,26.44222041461544,17.85293732212409,7.705762945638789e-07,,,
E_best_over_h,13,hexc_00448,449,178913599,178913595,4,178913689,finite_positive,False,False,False,True,44.28904182928211,6.655001264408754,9.447315099767366,0.7097906314677979,26.43856020875291,17.850481620545494,7.448955074200035e-07,,,
E_best_over_h,14,hexc_00423,424,178906843,178906839,4,178907011,finite_positive,False,False,False,True,44.28886413326652,6.654987913833241,9.447296218789234,0.709790636820829,26.43845386248085,17.850410270786504,7.612323883255991e-07,,,
E_best_over_h,15,hexc_00459,460,178299031,178299027,4,178299217,finite_positive,False,False,False,True,44.27285143166415,6.653784744915043,9.44559464377562,0.7097911193320563,26.428870695008715,17.843980736668392,7.690564429438081e-07,,,
E_best_over_h,16,hexc_00679,680,604864891,604864888,3,604865039,post_P0_positive_tail,True,False,False,False,29.325718449094055,5.415322561869612,6.63238853623443,0.7071067813628299,26.39314660418465,2.932571844901363,1.426900148785597e-07,,,
E_best_over_h,17,hexc_00607,608,604715329,604715326,3,604715411,post_P0_positive_tail,True,False,False,False,29.32498949307036,5.415255256501799,6.632306104329473,0.7071067813627352,26.39249054375849,2.93249894930784,1.398959352531885e-07,,,
