rank_metric,rank,candidate_id,block_id,x,y,h,p_star,row_regime,post_P0_by_pstar,threshold_relevant_flag,forbidden_flag,finite_zone_flag,E_end_over_h,C_end,endpoint_residual_abs_max,residual_kappa,E_best_over_h,E_gap_over_h,endpoint_residual_fraction,ddR_sq_over_h,distance_to_mean_template,ratio_E_end_to_h4_ddR_sq
E_best_over_h,18,hexc_00222,223,604848841,604844050,4791,604848841,post_P0_negative_tail,True,False,False,False,34.159585568743275,5.844620224509312,195.88185471513864,0.48420004506123027,25.67240826983171,8.48717729891248,2.3668597395800266e-05,,,
E_best_over_h,19,hexc_00066,67,39699197,39695992,3205,39699197,finite_negative,False,False,False,True,29.188175754491084,5.402608236258769,147.75622177868263,0.48309026304688846,25.27816400320945,3.910011751282041,0.0001871865445184,,,
E_best_over_h,20,hexc_00453,454,604143557,604142790,767,604143557,post_P0_negative_tail,True,False,False,False,64.13704142037176,8.008560508628985,76.23714683878279,0.3437276677689038,25.237480767773157,38.89956065262014,8.378008990139962e-06,,,
E_best_over_h,21,hexc_00619,620,109709029,109709025,4,109709357,finite_positive,False,False,False,True,42.01752080974671,6.482092317280486,9.20277943201654,0.7098617993670828,25.079161840784288,16.938358968968284,1.1772522978111863e-06,,,
E_best_over_h,22,hexc_00428,429,108831199,108831195,4,108831299,finite_positive,False,False,False,True,41.980707369547154,6.479252068684097,9.198762621303104,0.7098629999103682,25.0571315025788,16.923575866981786,1.153044944529206e-06,,,
E_best_over_h,23,hexc_00059,60,3290983,3290975,8,3291137,finite_positive,False,False,False,True,47.12482161579511,6.864752116121537,13.100680718981152,0.6747206612745972,24.69461226479452,22.43020935100241,4.0678337800586574e-05,,,
E_best_over_h,24,hexc_00158,159,178905659,178902349,3310,178905659,finite_negative,False,False,False,True,26.702005209845066,5.167398301838659,141.52648954555298,0.47604915589607294,23.8618391080728,2.8401661017720987,4.583522721075273e-05,,,
E_best_over_h,25,hexc_00173,174,30825511,30824836,675,30825511,finite_negative,False,False,False,True,42.09537763075,6.488095069490736,85.60944577509645,0.5078700402716325,23.805987239538,18.28939039121296,8.866595523415045e-05,,,
E_gap_over_h,1,hexc_00442,443,604711937,604711166,771,604711937,post_P0_negative_tail,True,False,False,False,59.29000543512908,7.700000352930452,71.15483103322367,0.3328024061732526,15.370701986648015,43.91930344849154,7.786089605810606e-06,,,
E_gap_over_h,2,hexc_00081,82,12782500,12782006,494,12782599,finite_negative,False,False,False,True,55.32747455760799,7.438244050688844,64.68278396224969,0.3912504100723178,14.985154644742488,40.34231991286319,0.0001905539623356,,,
E_gap_over_h,3,hexc_00453,454,604143557,604142790,767,604143557,post_P0_negative_tail,True,False,False,False,64.13704142037176,8.008560508628985,76.23714683878279,0.3437276677689038,25.237480767773157,38.89956065262014,8.378008990139962e-06,,,
E_gap_over_h,4,hexc_00303,304,604870961,604869251,1710,604870961,post_P0_negative_tail,True,False,False,False,45.74617977052387,6.763592223849976,109.04298268701496,0.3898721841017818,9.107119008538994,36.63906076198799,1.3293950372010175e-05,,,
E_gap_over_h,5,hexc_00273,274,109547591,109546815,776,109547591,finite_negative,False,False,False,True,47.732209098918574,6.908850056190145,65.83835952501795,0.3420915708587609,12.331348394980049,35.400860703944744,3.3288283699061934e-05,,,
E_gap_over_h,6,hexc_00026,27,1192781,1192323,458,1192781,finite_negative,False,False,False,True,50.81680635690252,7.12859076935284,50.44514412859007,0.3306609767602321,18.0750450189864,32.741761337916,0.0013147173309265,,,
E_gap_over_h,7,hexc_00198,199,39635782,39635564,218,39635819,finite_positive,False,False,False,True,51.97483561645937,7.209357503721075,38.59059490648997,0.36254061289768497,21.09152818361997,30.88330743284049,2.945504504656541e-05,,,
E_gap_over_h,8,hexc_00095,96,3438637,3438262,375,3438637,finite_negative,False,False,False,True,42.97725121573247,6.555703716286487,40.1850159934861,0.3165404344986905,12.661502892974855,30.315748322757173,0.0003997805963526,,,
E_gap_over_h,9,hexc_00087,88,3290641,3290318,323,3290641,finite_negative,False,False,False,True,37.064381685718736,6.088052372123514,31.76322485756475,0.29029860449105555,7.141037751109179,29.92334393461108,0.0003214670912142,,,
E_gap_over_h,10,hexc_00304,305,30386689,30386676,13,30386821,finite_positive,False,False,False,True,73.62931311610959,8.580752479596972,18.50388997128084,0.5980892364862637,43.78193585251833,29.84737726359048,9.861270095805125e-06,,,
E_gap_over_h,11,hexc_00174,175,12776941,12776609,332,12776941,finite_positive,False,False,False,True,38.299762996426296,6.188680230584409,36.60171411558758,0.32458940473260556,9.70565470105542,28.594108295372745,9.22831606510849e-05,,,
E_gap_over_h,12,hexc_00275,276,108562160,108561847,313,108562291,finite_negative,False,False,False,True,56.50973597641633,7.517295788807058,55.15381198050545,0.41470734409527704,28.959926598778548,27.549809377640567,1.8522158874289463e-05,,,
E_gap_over_h,13,hexc_00071,72,12843647,12843190,457,12843647,finite_negative,False,False,False,True,36.81771421299473,6.067760230348158,46.7553266868681,0.3604496304793532,11.62104305409722,25.19667115889838,0.0001203172121038,,,
E_gap_over_h,14,hexc_00178,179,30851221,30850871,350,30851287,finite_positive,False,False,False,True,37.78481657852081,6.14693554370963,36.68218819202775,0.3189793386494542,14.8709264130881,22.91389016543365,4.343837955789532e-05,,,
E_gap_over_h,15,hexc_00059,60,3290983,3290975,8,3291137,finite_positive,False,False,False,True,47.12482161579511,6.864752116121537,13.100680718981152,0.6747206612745972,24.69461226479452,22.43020935100241,4.0678337800586574e-05,,,
E_gap_over_h,16,hexc_00431,432,604813747,604812190,1557,604813747,post_P0_negative_tail,True,False,False,False,34.565741303140506,5.879263670149562,93.03450992577382,0.40102997051552625,12.568442159967406,21.99729914318018,9.081008140640063e-06,,,
E_gap_over_h,17,hexc_00298,299,39651863,39651244,619,39651863,finite_negative,False,False,False,True,32.97396823627521,5.7422964253228175,43.71997974397391,0.3060194427137883,11.020830021006576,21.953138215270663,5.1699592959444696e-05,,,
E_gap_over_h,18,hexc_00270,271,187425023,187423758,1265,187425023,finite_negative,False,False,False,True,42.091371128218206,6.487786304142439,104.27347431840008,0.4518892862356673,20.79100964997896,21.3003614782426,2.7773637107415584e-05,,,
E_gap_over_h,19,hexc_00208,209,40865926,40865652,274,40866037,finite_positive,False,False,False,True,26.95229227012873,5.191559714587585,24.575397519717622,0.2859745704612867,5.6794937613890815,21.27279850874023,1.891285963038876e-05,,,
E_gap_over_h,20,hexc_00056,57,179620853,179616870,3983,179620853,finite_negative,False,False,False,True,39.63680033772592,6.295776388796375,185.7346871182781,0.4674536668025877,19.190617873874707,20.44618246385102,6.583213712460457e-05,,,
E_gap_over_h,21,hexc_00662,663,604872091,604872087,4,604872131,post_P0_positive_tail,True,False,False,False,50.20658843787949,7.085660762263424,10.056372108580035,0.7096283921845317,29.98033535342825,20.226253084497003,2.594248423585902e-07,,,
E_gap_over_h,22,hexc_00251,252,39640132,39639838,294,39640253,finite_positive,False,False,False,True,35.09549907121984,5.924145429614287,38.78742235319578,0.3818488989636674,16.27787309318034,18.817625978040788,2.751592436295832e-05,,,
E_gap_over_h,23,hexc_00189,190,31026221,31025775,446,31026421,finite_positive,False,False,False,True,28.41617862724496,5.33068275432378,35.48207442467492,0.315180061610628,9.834578982084029,18.581599645161425,4.0003877624842783e-05,,,
E_gap_over_h,24,hexc_00173,174,30825511,30824836,675,30825511,finite_negative,False,False,False,True,42.09537763075,6.488095069490736,85.60944577509645,0.5078700402716325,23.805987239538,18.28939039121296,8.866595523415045e-05,,,
E_gap_over_h,25,hexc_00673,674,187509559,187509555,4,187509659,finite_positive,False,False,False,True,44.51014034988176,6.671592040126686,9.4707785115379,0.7097839956771442,26.57088212620257,17.939258223697298,7.352200833734836e-07,,,
ddR_sq_over_h,1,hexc_00662,663,604872091,604872087,4,604872131,post_P0_positive_tail,True,False,False,False,50.20658843787949,7.085660762263424,10.056372108580035,0.7096283921845317,29.98033535342825,20.226253084497003,2.594248423585902e-07,298.35814080104774,,
ddR_sq_over_h,2,hexc_00673,674,187509559,187509555,4,187509659,finite_positive,False,False,False,True,44.51014034988176,6.671592040126686,9.4707785115379,0.7097839956771442,26.57088212620257,17.939258223697298,7.352200833734836e-07,264.3477647844411,,
ddR_sq_over_h,3,hexc_00679,680,604864891,604864888,3,604865039,post_P0_positive_tail,True,False,False,False,29.325718449094055,5.415322561869612,6.63238853623443,0.7071067813628299,26.39314660418465,2.932571844901363,1.426900148785597e-07,263.93146604184653,,
ddR_sq_over_h,4,hexc_00607,608,604715329,604715326,3,604715411,post_P0_positive_tail,True,False,False,False,29.32498949307036,5.415255256501799,6.632306104329473,0.7071067813627352,26.39249054375849,2.93249894930784,1.398959352531885e-07,263.9249054376332,,
ddR_sq_over_h,5,hexc_00322,323,179438221,179438217,4,179438351,finite_positive,False,False,False,True,44.30282104878313,6.656036436858135,9.448779086688774,0.7097902164691953,26.446806701358955,17.856014347443043,7.154629182248775e-07,263.1101720940669,,
ddR_sq_over_h,6,hexc_00444,445,179382103,179382099,4,179382319,finite_positive,False,False,False,True,44.30134893036435,6.655925850726129,9.448622690862976,0.7097902607968639,26.445925677883285,17.855423252506874,7.589229592880685e-07,263.1013843352025,,
ddR_sq_over_h,7,hexc_00525,526,179146273,179146269,4,179146433,finite_positive,False,False,False,True,44.295157736736925,6.655460745638647,9.4479649185605,0.7097904472467811,26.44222041461544,17.85293732212409,7.705762945638789e-07,263.06442623155834,,
ddR_sq_over_h,8,hexc_00448,449,178913599,178913595,4,178913689,finite_positive,False,False,False,True,44.28904182928211,6.655001264408754,9.447315099767366,0.7097906314677979,26.43856020875291,17.850481620545494,7.448955074200035e-07,263.0279175589686,,
ddR_sq_over_h,9,hexc_00423,424,178906843,178906839,4,178907011,finite_positive,False,False,False,True,44.28886413326652,6.654987913833241,9.447296218789234,0.709790636820829,26.43845386248085,17.850410270786504,7.612323883255991e-07,263.0268568096549,,
ddR_sq_over_h,10,hexc_00459,460,178299031,178299027,4,178299217,finite_positive,False,False,False,True,44.27285143166415,6.653784744915043,9.44559464377562,0.7097911193320563,26.428870695008715,17.843980736668392,7.690564429438081e-07,262.9312696699021,,
ddR_sq_over_h,11,hexc_00619,620,109709029,109709025,4,109709357,finite_positive,False,False,False,True,42.01752080974671,6.482092317280486,9.20277943201654,0.7098617993670828,25.079161840784288,16.938358968968284,1.1772522978111863e-06,249.46907631674944,,
ddR_sq_over_h,12,hexc_00428,429,108831199,108831195,4,108831299,finite_positive,False,False,False,True,41.980707369547154,6.479252068684097,9.198762621303104,0.7098629999103682,25.0571315025788,16.923575866981786,1.153044944529206e-06,249.24935019388425,,
ddR_sq_over_h,13,hexc_00452,453,180641719,180641716,3,180641999,finite_positive,False,False,False,True,25.87160107543095,5.086413380313377,6.229558706852004,0.7071067818148887,23.284440967890124,2.5871601075412065,4.072148068639106e-07,232.8444096788785,,
ddR_sq_over_h,14,hexc_00485,486,179621503,179621500,3,179621809,finite_positive,False,False,False,True,25.85592229378609,5.084871905346888,6.2276707933242506,0.7071067818186935,23.27033006440861,2.58559222938012,4.112856511579996e-07,232.70330064404084,,
ddR_sq_over_h,15,hexc_00410,411,179435749,179435746,3,179436077,finite_positive,False,False,False,True,25.85305854042757,5.084590302121457,6.227325901223594,0.7071067818193483,23.267752686389347,2.585305854040869,4.1342006685403005e-07,232.67752686384816,,
ddR_sq_over_h,16,hexc_00558,559,179412619,179412616,3,179412683,finite_positive,False,False,False,True,25.8527017507899,5.084555216613337,6.227282930428373,0.7071067818194559,23.26743157571317,2.5852701750786125,4.201510210908507e-07,232.6743157571091,,
ddR_sq_over_h,17,hexc_00369,370,179411671,179411668,3,179411909,finite_positive,False,False,False,True,25.852687126579053,5.084553778511842,6.227281169120943,0.7071067818194561,23.26741841392115,2.585268712653752,3.995998500706496e-07,232.67418413921143,,
ddR_sq_over_h,18,hexc_00519,520,179378389,179378386,3,179378513,finite_positive,False,False,False,True,25.852173659248923,5.084503285400544,6.227219327942294,0.7071067818195138,23.26695629332403,2.585217365921116,4.041431273182276e-07,232.6695629332403,,
ddR_sq_over_h,19,hexc_00349,350,178894801,178894798,3,178894987,finite_positive,False,False,False,True,25.844702779764944,5.083768560798666,6.226319477769721,0.7071067818213613,23.26023250178392,2.58447027797574,4.149854945226946e-07,232.60232501788448,,
ddR_sq_over_h,20,hexc_00341,342,40863883,40863879,4,40864051,finite_positive,False,False,False,True,37.612913500416326,6.132936776163303,8.70898689759133,0.710017664900793,22.44349377819909,15.169419722227538,2.754484323581681e-06,223.18335892044385,,
ddR_sq_over_h,21,hexc_00634,635,109814323,109814320,3,109814437,finite_positive,False,False,False,True,24.511904791219617,4.950949887770994,6.063650492670604,0.7071067822484718,22.060714312093243,2.4511904791186527,6.570207220609359e-07,220.60714312097653,,
ddR_sq_over_h,22,hexc_00457,458,109709671,109709668,3,109709861,finite_positive,False,False,False,True,24.509335366901,4.950690392955411,6.063332677735161,0.7071067822495881,22.05840183021311,2.450933536691203,6.470692588659901e-07,220.58401830210903,,
ddR_sq_over_h,23,hexc_00536,537,109705909,109705906,3,109705961,finite_positive,False,False,False,True,24.509242958852763,4.95068106010201,6.063321247370368,0.707106782249537,22.058318662969693,2.450924295885276,6.412836590371733e-07,220.58318662967488,,
ddR_sq_over_h,24,hexc_00486,487,109567753,109567750,3,109567891,finite_positive,False,False,False,True,24.50584728199709,4.950338097746163,6.062901205995331,0.7071067822509366,22.05526255379407,2.4505847281967683,6.277238746262349e-07,220.5526255379738,,
ddR_sq_over_h,25,hexc_00326,327,109497079,109497076,3,109497203,finite_positive,False,False,False,True,24.50410865149563,4.95016248738318,6.062686128110727,0.7071067822517698,22.05369778634717,2.450410865149195,6.369832220163212e-07,220.5369778634937,,
distance_to_mean_template,1,hexc_00662,663,604872091,604872087,4,604872131,post_P0_positive_tail,True,False,False,False,50.20658843787949,7.085660762263424,10.056372108580035,0.7096283921845317,29.98033535342825,20.226253084497003,2.594248423585902e-07,,23.05399900068136,
distance_to_mean_template,2,hexc_00673,674,187509559,187509555,4,187509659,finite_positive,False,False,False,True,44.51014034988176,6.671592040126686,9.4707785115379,0.7097839956771442,26.57088212620257,17.939258223697298,7.352200833734836e-07,,21.712654005615633,
distance_to_mean_template,3,hexc_00322,323,179438221,179438217,4,179438351,finite_positive,False,False,False,True,44.30282104878313,6.656036436858135,9.448779086688774,0.7097902164691953,26.446806701358955,17.856014347443043,7.154629182248775e-07,,21.66226331511443,
distance_to_mean_template,4,hexc_00444,445,179382103,179382099,4,179382319,finite_positive,False,False,False,True,44.30134893036435,6.655925850726129,9.448622690862976,0.7097902607968639,26.445925677883285,17.855423252506874,7.589229592880685e-07,,21.661905083474515,
distance_to_mean_template,5,hexc_00525,526,179146273,179146269,4,179146433,finite_positive,False,False,False,True,44.295157736736925,6.655460745638647,9.4479649185605,0.7097904472467811,26.44222041461544,17.85293732212409,7.705762945638789e-07,,21.660398426607596,
distance_to_mean_template,6,hexc_00448,449,178913599,178913595,4,178913689,finite_positive,False,False,False,True,44.28904182928211,6.655001264408754,9.447315099767366,0.7097906314677979,26.43856020875291,17.850481620545494,7.448955074200035e-07,,21.6589099876458,
distance_to_mean_template,7,hexc_00423,424,178906843,178906839,4,178907011,finite_positive,False,False,False,True,44.28886413326652,6.654987913833241,9.447296218789234,0.709790636820829,26.43845386248085,17.850410270786504,7.612323883255991e-07,,21.65886673992417,
distance_to_mean_template,8,hexc_00459,460,178299031,178299027,4,178299217,finite_positive,False,False,False,True,44.27285143166415,6.653784744915043,9.44559464377562,0.7097911193320563,26.428870695008715,17.843980736668392,7.690564429438081e-07,,21.654969206576556,
distance_to_mean_template,9,hexc_00619,620,109709029,109709025,4,109709357,finite_positive,False,False,False,True,42.01752080974671,6.482092317280486,9.20277943201654,0.7098617993670828,25.079161840784288,16.938358968968284,1.1772522978111863e-06,,21.098793082367894,
distance_to_mean_template,10,hexc_00428,429,108831199,108831195,4,108831299,finite_positive,False,False,False,True,41.980707369547154,6.479252068684097,9.198762621303104,0.7098629999103682,25.0571315025788,16.923575866981786,1.153044944529206e-06,,21.089592497332713,
distance_to_mean_template,11,hexc_00341,342,40863883,40863879,4,40864051,finite_positive,False,False,False,True,37.612913500416326,6.132936776163303,8.70898689759133,0.710017664900793,22.44349377819909,15.169419722227538,2.754484323581681e-06,,19.967764742664244,
distance_to_mean_template,12,hexc_00360,361,33862651,33862647,4,33862799,finite_positive,False,False,False,True,36.80234726640456,6.066493819860411,8.61501992002195,0.7100493444679863,21.958504439699787,14.843842826716884,3.32347286093648e-06,,19.752537284590588,
distance_to_mean_template,13,hexc_00254,255,33472333,33472329,4,33472553,finite_positive,False,False,False,True,36.75263343117713,6.062395024342865,8.609223195047434,0.7100513213406638,21.928759443400352,14.823873987798718,3.2612635156772443e-06,,19.739260163211842,
distance_to_mean_template,14,hexc_00399,400,31019929,31019925,4,31019993,finite_positive,False,False,False,True,36.42718889982567,6.035494089121922,8.571178519813657,0.7100643620264601,21.734039465140423,14.693149434695377,3.4566973425803245e-06,,19.652120760226836,
distance_to_mean_template,15,hexc_00297,298,30423259,30423255,4,30423359,finite_positive,False,False,False,True,36.34434829479782,6.0286273972437385,8.561467292326142,0.7100677092965147,21.684474662264726,14.659873632535025,3.5431005298821045e-06,,19.629877715002397,
distance_to_mean_template,16,hexc_00123,124,30340831,30340827,4,30340987,finite_positive,False,False,False,True,36.33278410129205,6.027668214267608,8.56011076656796,0.710068177467533,21.67755564080268,14.655228460493657,3.2909855331628457e-06,,19.626770666546197,
distance_to_mean_template,17,hexc_00304,305,30386689,30386676,13,30386821,finite_positive,False,False,False,True,73.62931311610959,8.580752479596972,18.50388997128084,0.5980892364862637,43.78193585251833,29.84737726359048,9.861270095805125e-06,,19.58835400030301,
distance_to_mean_template,18,hexc_00355,356,33821509,33821502,7,33821677,finite_positive,False,False,False,True,54.6007965610797,7.38923518106439,12.35249588295892,0.6318386791525418,36.85830399288621,17.74249256818839,5.261093137005674e-06,,19.571176125147616,
distance_to_mean_template,19,hexc_00242,243,30781189,30781182,7,30781319,finite_positive,False,False,False,True,54.00586715584355,7.348868426896997,12.28521502684498,0.6318489532934979,36.45644435128144,17.549422804560606,5.094887652269624e-06,,19.46419769382341,
distance_to_mean_template,20,hexc_00185,186,22052341,22052337,4,22052431,finite_positive,False,False,False,True,34.98558085790533,5.9148610176322265,8.400572960837962,0.7101242899702814,20.87152641104775,14.114054446862175,4.4147960644023e-06,,19.261359694062104,
distance_to_mean_template,21,hexc_00231,232,7103281,7103277,4,7103387,finite_positive,False,False,False,True,30.408008655143053,5.514345714148058,7.834141926083248,0.710341927418817,18.13312319031589,12.274885464830556,1.2155728687056514e-05,,17.9640158982433,
distance_to_mean_template,22,hexc_00059,60,3290983,3290975,8,3291137,finite_positive,False,False,False,True,47.12482161579511,6.864752116121537,13.100680718981152,0.6747206612745972,24.69461226479452,22.43020935100241,4.0678337800586574e-05,,17.406008249438948,
distance_to_mean_template,23,hexc_00679,680,604864891,604864888,3,604865039,post_P0_positive_tail,True,False,False,False,29.325718449094055,5.415322561869612,6.63238853623443,0.7071067813628299,26.39314660418465,2.932571844901363,1.426900148785597e-07,,17.305035360776046,
distance_to_mean_template,24,hexc_00607,608,604715329,604715326,3,604715411,post_P0_positive_tail,True,False,False,False,29.32498949307036,5.415255256501799,6.632306104329473,0.7071067813627352,26.39249054375849,2.93249894930784,1.398959352531885e-07,,17.304817030093524,
distance_to_mean_template,25,hexc_00452,453,180641719,180641716,3,180641999,finite_positive,False,False,False,True,25.87160107543095,5.086413380313377,6.229558706852004,0.7071067818148887,23.284440967890124,2.5871601075412065,4.072148068639106e-07,,16.238096188723073,
endpoint_residual_fraction,1,hexc_00004,5,356077,355293,784,356077,finite_negative,False,False,False,True,21.7152630494778,4.659963846370249,58.86631372712236,0.4511555060743249,8.748654408224548,12.96660864125347,0.0013550898740644,,,
endpoint_residual_fraction,2,hexc_00026,27,1192781,1192323,458,1192781,finite_negative,False,False,False,True,50.81680635690252,7.12859076935284,50.44514412859007,0.3306609767602321,18.0750450189864,32.741761337916,0.0013147173309265,,,
endpoint_residual_fraction,3,hexc_00018,19,1515197,1513853,1344,1515197,finite_negative,False,False,False,True,13.226155874884489,3.636778227344154,76.78974942550417,0.5759526723884522,6.859847636696631,6.366308238187839,0.0005320069009106,,,
endpoint_residual_fraction,4,hexc_00011,12,3279709,3278912,797,3279709,finite_negative,False,False,False,True,32.74537462401581,5.722357435883904,72.48431875885103,0.4486833142625865,17.089807531792392,15.6555670922246,0.0004669420757839,,,
endpoint_residual_fraction,5,hexc_00028,29,3456977,3455716,1261,3456977,finite_negative,False,False,False,True,21.415712351722785,4.627711351383401,62.47652506736517,0.3801833213263085,6.02129370504641,15.39441864667731,0.0004571403580773,,,
endpoint_residual_fraction,6,hexc_00005,6,3448507,3446024,2483,3448507,finite_negative,False,False,False,True,15.603074800215603,3.950072758850855,86.25508396793089,0.4382190441875334,13.065475703406118,2.537599096809437,0.0004159678813378,,,
endpoint_residual_fraction,7,hexc_00013,14,1195591,1195386,205,1195669,finite_positive,False,False,False,True,34.0636585686781,5.836408019379565,35.651017552909366,0.426627998784291,18.32998695282551,15.733671615851984,0.0004154153049167,,,
endpoint_residual_fraction,8,hexc_00095,96,3438637,3438262,375,3438637,finite_negative,False,False,False,True,42.97725121573247,6.555703716286487,40.1850159934861,0.3165404344986905,12.661502892974855,30.315748322757173,0.0003997805963526,,,
endpoint_residual_fraction,9,hexc_00055,56,1511449,1511046,403,1511527,finite_positive,False,False,False,True,19.72434627496444,4.441210001223139,31.37153690440482,0.3518697749805351,17.71681178132743,2.007534493636961,0.000375106831128,,,
endpoint_residual_fraction,10,hexc_00041,42,7117417,7115469,1948,7117417,finite_negative,False,False,False,True,22.42628599254608,4.735639977082937,83.96168172265789,0.401705681674416,6.653780769948327,15.772505222598332,0.0003621431164998,,,
endpoint_residual_fraction,11,hexc_00017,18,3241093,3239129,1964,3241093,finite_negative,False,False,False,True,11.070062029486165,3.3271702735937883,81.42228980252094,0.5522014500817981,7.488749354663839,3.581312674822237,0.0003223417146451,,,
endpoint_residual_fraction,12,hexc_00087,88,3290641,3290318,323,3290641,finite_negative,False,False,False,True,37.064381685718736,6.088052372123514,31.76322485756475,0.29029860449105555,7.141037751109179,29.92334393461108,0.0003214670912142,,,
endpoint_residual_fraction,13,hexc_00047,48,3440630,3439819,811,3440807,finite_positive,False,False,False,True,20.24626336143573,4.499584798782631,57.481088754737584,0.44858228367379316,10.821620687619964,9.424642673816471,0.0003120675818278,,,
endpoint_residual_fraction,14,hexc_00007,8,3452747,3451296,1451,3452747,finite_negative,False,False,False,True,15.020940233851428,3.8756857759435848,65.98354433162308,0.4469442710549294,7.801181459299474,7.219758774552058,0.0003049414510545,,,
endpoint_residual_fraction,15,hexc_00001,2,24181,24178,3,24317,finite_positive,False,False,False,True,7.070485412778683,2.659038437627159,3.256685045547357,0.7071157607599191,6.363436871044681,0.7070485417339826,0.0002992154873217,,,
endpoint_residual_fraction,16,hexc_00031,32,3293113,3292080,1033,3293113,finite_negative,False,False,False,True,10.433606039597809,3.2301092922063503,44.40858594402789,0.4277594047228856,9.023030006413356,1.4105760331844155,0.0002167543171115,,,
endpoint_residual_fraction,17,hexc_00029,30,4994789,4991760,3029,4994789,finite_negative,False,False,False,True,6.7725090752872426,2.602404479570238,74.79600740040564,0.5222205783550301,4.414293117005743,2.358215958281865,0.0001940008489264,,,
endpoint_residual_fraction,18,hexc_00081,82,12782500,12782006,494,12782599,finite_negative,False,False,False,True,55.32747455760799,7.438244050688844,64.68278396224969,0.3912504100723178,14.985154644742488,40.34231991286319,0.0001905539623356,,,
endpoint_residual_fraction,19,hexc_00066,67,39699197,39695992,3205,39699197,finite_negative,False,False,False,True,29.188175754491084,5.402608236258769,147.75622177868263,0.48309026304688846,25.27816400320945,3.910011751282041,0.0001871865445184,,,
endpoint_residual_fraction,20,hexc_00039,40,30417481,30409154,8327,30417481,finite_negative,False,False,False,True,15.40448913963717,3.92485530174517,231.2263682727644,0.6456087763904885,9.196960398276564,6.20752874136119,0.0001863417947354,,,
endpoint_residual_fraction,21,hexc_00030,31,7108243,7105465,2778,7108243,finite_negative,False,False,False,True,9.370049690420158,3.061053689568374,89.51022293063807,0.5547988741137998,8.20372646114628,1.166323229273918,0.0001830505303507,,,
endpoint_residual_fraction,22,hexc_00044,45,12836777,12833438,3339,12836777,finite_negative,False,False,False,True,10.544763546459029,3.2472701683812866,94.22200439377092,0.5021410269450308,10.410724036060492,0.1340395103984974,0.0001659265567339,,,
endpoint_residual_fraction,23,hexc_00054,55,12895717,12894136,1581,12895717,finite_negative,False,False,False,True,17.418669460359947,4.173567953245754,87.99334457305758,0.5302447794210293,12.293732771845916,5.124936688513932,0.0001589169496643,,,
endpoint_residual_fraction,24,hexc_00038,39,39690667,39682692,7975,39690667,finite_negative,False,False,False,True,15.157642687894906,3.893281737544165,188.65092151155025,0.5425974551015369,12.656976739491244,2.500665948403456,0.0001527009753997,,,
endpoint_residual_fraction,25,hexc_00035,36,39707851,39704004,3847,39707851,finite_negative,False,False,False,True,24.385436628711638,4.9381612598933655,209.64678474559517,0.6844817054532214,14.042718767900068,10.342717860812392,0.0001517244341785,,,
ratio_E_end_to_h4_ddR_sq,1,hexc_00001,2,24181,24178,3,24317,finite_positive,False,False,False,True,7.070485412778683,2.659038437627159,3.256685045547357,0.7071157607599191,6.363436871044681,0.7070485417339826,0.0002992154873217,,,0.0013717421126794908
ratio_E_end_to_h4_ddR_sq,2,hexc_00025,26,230563,230560,3,230647,finite_positive,False,False,False,True,10.711023833807426,3.272770055137914,4.00831267749993,0.7071075463177489,9.639921450421664,1.0711023833857438,5.554263419178818e-05,,,0.001371742112484281
ratio_E_end_to_h4_ddR_sq,3,hexc_00022,23,354553,354550,3,354619,finite_positive,False,False,False,True,11.49137092698831,3.389892465401861,4.1517562320296975,0.7071072615537654,10.342233834287264,1.149137092700858,6.247311942863546e-05,,,0.001371742112483416
ratio_E_end_to_h4_ddR_sq,4,hexc_00052,53,356173,356170,3,356243,finite_positive,False,False,False,True,11.499784360845952,3.391133197154891,4.153275799052494,0.7071072591939216,10.349805924759254,1.1499784360865872,7.467753112967915e-05,,,0.0013717421124834106
ratio_E_end_to_h4_ddR_sq,5,hexc_00113,114,359419,359416,3,359477,finite_positive,False,False,False,True,11.516537001316218,3.393602363465145,4.156299872471152,0.7071072545322599,10.364883301182344,1.151653700133749,6.095139240186e-05,,,0.0013717421124833996
ratio_E_end_to_h4_ddR_sq,6,hexc_00485,486,179621503,179621500,3,179621809,finite_positive,False,False,False,True,25.85592229378609,5.084871905346888,6.2276707933242506,0.7071067818186935,23.27033006440861,2.58559222938012,4.112856511579996e-07,,,0.0013717421124830535
ratio_E_end_to_h4_ddR_sq,7,hexc_00057,58,1188361,1188358,3,1188511,finite_positive,False,False,False,True,13.83147958334183,3.7190697201507033,4.554912407598067,0.7071069118207731,12.448331625007356,1.3831479583341644,2.589905993208387e-05,,,0.0013717421124828948
ratio_E_end_to_h4_ddR_sq,8,hexc_00060,61,1190071,1190068,3,1190143,finite_positive,False,False,False,True,13.834390676393523,3.719461073380595,4.555391714250163,0.707106911619344,12.450951608753778,1.3834390676393336,2.2097751857162177e-05,,,0.0013717421124828948
ratio_E_end_to_h4_ddR_sq,9,hexc_00079,80,1198513,1198510,3,1198607,finite_positive,False,False,False,True,13.84870571185177,3.7213849185285537,4.557747927809714,0.707106910633654,12.463835140666616,1.3848705711854317,2.7014463888327412e-05,,,0.0013717421124828943
ratio_E_end_to_h4_ddR_sq,10,hexc_00171,172,1198363,1198360,3,1198397,finite_positive,False,False,False,True,13.84845217460609,3.721350853467876,4.557706206905777,0.7071069106510395,12.4636069571454,1.3848452174607946,2.8762448870825627e-05,,,0.001371742112482894
