rows,post_P0_rows,used_files,missing_expected_files,B3_mode,B3_available_rows,B3_missing_rows,B3_fields_found,accumulation_fields_found,accumulation_risk_count,post_P0_accumulation_risk_count,finite_zone_accumulation_risk_count,accumulation_risk_repaid_count,accumulation_risk_finite_certified_count,accumulation_risk_non_surviving_count,accumulation_risk_surviving_unrepaid_count,pass_no_surviving_unrepaid_accumulation,B3_balance_min,B3_balance_negative_count,B3_margin_min,B3_margin_negative_count,pass_B3_numeric_balance,zero_crossing_available_rows,zero_crossing_count_total,accumulation_without_zero_crossing_count,persistence_failure_count,pass_zero_crossing_persistence,post_P0_surviving_unrepaid_accumulation_count,post_P0_B3_balance_min,pass_post_P0_B3_noaccumulation,finite_zone_accumulation_risk_uncertified_count,pass_finite_zone_B3_coverage,threshold_rows_count,threshold_rows_accumulation_risk_count,threshold_rows_B3_safe_count,threshold_rows_B3_failure_count,neutral_1e_minus_8_count,neutral_1e_minus_8_accumulation_risk_count,best_B3_closure_form,B3_noaccumulation_failures,pass_b3_noaccumulation_empirical,recommended_next_file,negative_subthreshold_count,negative_subthreshold_accumulation_risk_count,negative_subthreshold_accumulation_risk_repaid_count,negative_subthreshold_accumulation_risk_surviving_unrepaid_count,pass_O2_B3_consistency,chains_count,chains_with_accumulation_risk_count,chains_surviving_unrepaid_count,chains_finite_certified_count,chains_closed_count,chain_balance_min,pass_chain_noaccumulation,chain_mode
1469,142,prime_mesh_r2q_b3_no_accumulation_rows.csv;prime_mesh_r2q_b3_no_accumulation_summary.csv;prime_mesh_r2q_b3_block_to_tail_blocks.csv;prime_mesh_r2q_b3_block_to_tail_crossings.csv;prime_mesh_r2q_o2_repayment_closure_rows.csv;prime_mesh_r2q_o2_repayment_closure_summary.csv;prime_mesh_r2q_endpointmotion_thresholdtransfer_rows.csv;prime_mesh_r2q_rawr2q_primitive_decomposition_rows_v3.csv;prime_mesh_r2q_firstcrossing_threshold_relevance_rows.csv;prime_mesh_r2q_finite_certificate_rows.csv;prime_mesh_r2q_negative_transfer_coordinate_rows.csv;prime_mesh_r2q_channel_compatibility_rows.csv,prime_mesh_r2q_neutral_clause_rows.csv,dedicated_B3,1469,0,B3_value;B3_balance;B3_margin;B3_repaid_flag;B3_surviving_flag;B3_block_pass,accumulation_value;accumulation_balance;accumulation_margin;accumulation_risk_flag;unrepaid_tail;tail_candidate_flag,142,142,0,142,0,142,0,True,-0.0,0,-0.0,0,True,1469,1,142,0,True,0,-0.0,True,142,True,3,1,3,0,0,0,B3_numeric_noaccumulation,0,True,Prime_Mesh_R2Q_B3_NoAccumulation_Theorem_Target_v1.md,145,21,21,0,True,0,0,0,0,0,,True,no_chain_ids_available
