rows,post_P0_rows,K_target,K_prime_profile_delta_abs_max,post_P0_K_sampled_max,post_P0_K_sampled_above_65_count,post_P0_K_full_max,post_P0_full_grid_above_65_count,post_P0_full_to_sampled_energy_ratio_max,post_P0_full_to_sampled_energy_ratio_median,post_P0_full_to_sampled_absmax_ratio_max,post_P0_sample_count_max,post_P0_sample_count_min,post_P0_sample_offset_gap_max,post_P0_sample_count_over_h_max,post_P0_event_to_sample_alignment_score_min,post_P0_event_to_sample_alignment_score_mean,post_P0_nearest_sample_distance_to_event_max,post_P0_nearest_sample_distance_to_event_mean_max,post_P0_samples_on_event_count_max,post_P0_samples_between_events_count_max,threshold_relevant_rows,threshold_relevant_K_sampled_max,forbidden_rows,forbidden_K_sampled_max,lifting_plausible_empirical,sampled_only_warning,best_theorem_form_recommended,samplegrid_structure_failures,pass_samplegrid_structure_empirical
1468,142,65.0,7.105427357601002e-15,64.2498859117116,0,52989.54013889719,22,24641.168087593134,156.0986243269993,2.510777681109823,41,2,43800,2.0,0.003165485405860318,0.8869136466733594,21878.0,6435.671563342318,8,39,3,5.249368097143086,1,4.242257262839463,False,True,sampled_grid_only_with_no_full_lifting,0,True
