metric,rank,candidate_id,block_id,p_star,h,post_P0_flag,value,K_prime,product_actual,rayleigh_over_h,weight_l2_sq,event_count,sample_count
rayleigh_over_h,9,hexc_00360,361,33862799,4,False,0.0625000002129092,37.57501427082907,37.57501427082905,0.0625000002129092,601.2002262852478,2,5
rayleigh_over_h,10,hexc_00341,342,40864051,4,False,0.0625000001745394,38.39402056811908,38.394020568119046,0.0625000001745394,614.3043273743798,2,5
rayleigh_over_h,11,hexc_00428,429,108831299,4,False,0.0625000000620669,42.805805829086985,42.805805829086964,0.0625000000620669,684.8928925852447,2,5
rayleigh_over_h,12,hexc_00619,620,109709357,4,False,0.0625000000615436,42.84298005706769,42.84298005706769,0.0625000000615436,685.487680238085,2,5
rayleigh_over_h,13,hexc_00459,460,178299217,4,False,0.0625000000369003,45.12012021068158,45.12012021068152,0.0625000000369003,721.9219229446782,2,5
rayleigh_over_h,14,hexc_00423,424,178907011,4,False,0.0625000000367684,45.13628574684368,45.13628574684366,0.0625000000367684,722.1805715246438,2,5
rayleigh_over_h,15,hexc_00448,449,178913689,4,False,0.0625000000367669,45.1364651387445,45.13646513874443,0.0625000000367669,722.1834417950718,2,5
rayleigh_over_h,16,hexc_00525,526,179146433,4,False,0.0625000000367167,45.14263941256952,45.142639412569515,0.0625000000367167,722.2822301767951,2,5
rayleigh_over_h,17,hexc_00444,445,179382319,4,False,0.0625000000366658,45.14888968695817,45.1488896869581,0.0625000000366658,722.3822345675421,2,5
rayleigh_over_h,18,hexc_00322,323,179438351,4,False,0.0625000000366538,45.150375852758906,45.150375852758884,0.0625000000366538,722.4060132204793,2,5
rayleigh_over_h,19,hexc_00673,674,187509659,4,False,0.062500000034995,45.35967113037008,45.359671130370025,0.062500000034995,725.7547376795558,2,5
rayleigh_over_h,20,hexc_00662,663,604872131,4,True,0.06250000001022,51.1087169203916,51.108716920391565,0.06250000001022,817.7394705925482,2,5
weight_l2_sq,1,hexc_00000,1,180530237,684790,False,12959053.727783969,4.242257262838288,4.242257262838288,3.2735856737309205e-07,12959053.727783969,35864,41
weight_l2_sq,2,hexc_00040,41,604672261,151650,True,3033676.629773508,2.1504475741786093,2.1504475741786093,7.088585359010924e-07,3033676.629773508,7420,41
weight_l2_sq,3,hexc_00006,7,30774449,104130,False,1779248.2415295793,5.2493680971415095,5.2493680971415095,2.950329231534745e-06,1779248.2415295793,5986,41
weight_l2_sq,4,hexc_00023,24,180619079,61662,False,1150120.8492122318,14.8875268699018,14.8875268699018,1.2944315269216204e-05,1150120.8492122318,3182,41
weight_l2_sq,5,hexc_00002,3,30974597,64413,False,1093316.616665536,2.123480173174438,2.123480173174438,1.9422371715622123e-06,1093316.616665536,3676,41
weight_l2_sq,6,hexc_00063,64,604810421,53021,True,1051188.9309305267,2.1420864345912927,2.1420864345912927,2.0377749152049087e-06,1051188.9309305267,2571,41
weight_l2_sq,7,hexc_00009,10,178298621,43765,False,798074.177811984,3.625948703216957,3.6259487032169564,4.543373039781753e-06,798074.177811984,2211,40
weight_l2_sq,8,hexc_00104,105,604432601,22162,True,434187.6454525263,8.953720835599164,8.953720835599166,2.06217770804309e-05,434187.6454525263,1062,41
weight_l2_sq,9,hexc_00024,25,109813367,23159,False,415443.40602984704,8.632103006925288,8.632103006925286,2.0778047940193143e-05,415443.40602984704,1212,41
weight_l2_sq,10,hexc_00183,184,604356173,20686,True,410878.7045005271,10.34327835039494,10.343278350394943,2.5173556665508988e-05,410878.7045005271,1005,40
weight_l2_sq,11,hexc_00020,21,30847123,15789,False,264952.9009793016,6.281871907446504,6.281871907446504,2.3709390930342185e-05,264952.9009793016,891,40
weight_l2_sq,12,hexc_00074,75,113195507,12848,False,232219.20970225587,15.294287511442286,15.294287511442286,6.586142262327108e-05,232219.20970225587,676,41
weight_l2_sq,13,hexc_00048,49,33902159,13400,False,227279.07943450435,4.868706166264111,4.86870616626411,2.1421708405269822e-05,227279.07943450435,756,41
weight_l2_sq,14,hexc_00061,62,113166227,11734,False,207022.77611569525,6.659239168363888,6.659239168363888,3.216669824117494e-05,207022.77611569525,602,40
weight_l2_sq,15,hexc_00089,90,179641471,10782,False,196155.9763356998,15.782038821551296,15.782038821551293,8.045657907736666e-05,196155.9763356998,543,40
weight_l2_sq,16,hexc_00078,79,109546081,10586,False,189848.613817078,14.29696289203924,14.296962892039241,7.530717556786893e-05,189848.613817078,554,40
weight_l2_sq,17,hexc_00043,44,109588091,10737,False,187114.83108940587,15.650024564874345,15.650024564874343,8.36386109735821e-05,187114.83108940587,546,40
weight_l2_sq,18,hexc_00008,9,12883477,11482,False,180102.6915603797,3.4598590865423064,3.4598590865423064,1.9210479624522343e-05,180102.6915603797,672,39
