rows,post_P0_rows,candidate_rows,block_rows,selection_rows,pstar_over_x_min,pstar_over_x_max,pstar_over_x_mean,h_over_x_min,h_over_x_max,h_over_x_mean,scale_ratio_min,scale_ratio_max,scale_ratio_mean,scale_ratio_q95,scale_ratio_q99,post_P0_pstar_over_x_min,post_P0_pstar_over_x_max,post_P0_h_over_x_max,post_P0_scale_ratio_max,coverage_failures,compatibility_failures,geometry_failures,post_P0_failures,pass_blocksystem_definition_empirical
1469,142,1469,1469,1469,1.0,1.0056242504445638,1.0000067522497174,1.6532086363467068e-09,0.007874015748031496,3.378813482259336e-05,4.0659668423964146e-05,0.08873565094161139,0.0015017582664258184,0.006601895332031715,0.024582301584379455,1.0,1.0000003823184502,0.0002507970181221857,0.01583657217083879,0,0,0,0,True
