block_id,p_star,y,h,theta_local_error,theta_local_norm,theta_local_norm_pos,Q_max,D_start_norm,D_end_norm,delta_D_norm,prime_minus_repay_norm,repay_minus_prime_norm,cp_residual_norm,cp_obstruction_norm,canonical_response_norm,k4_sym_all_norm,k4_sym_comp_norm,is_tail,scale_bin,depth_bin,mu_bin
455,230891,230890,1,11.349701016670412,0.0744168930515604,0.0744168930515604,0.0812431088851837,-0.49922769853906485,-0.5242559419987586,-0.025028243459693744,0.07885350206639534,-0.07885350206639534,-0.08124310888518375,0.08124310888518375,0.1831749350044314,0.0023744246924141516,0.0023744246924141516,False,p<100M,0.50-0.55,0.50-1.00
214,231107,231106,1,11.350636085721526,0.0744117553076697,0.0744117553076697,0.081042286548022,-0.5463027174844646,-0.5713212071897421,-0.025018489705277477,0.07884769255487908,-0.07884769255487908,-0.08104228654802208,0.08104228654802208,0.18314719963475382,0.0023740651697173694,0.0023740651697173694,False,p<100M,0.50-0.55,0.50-1.00
601,231131,231130,1,11.35073992833084,0.0744111847870341,0.0744111847870341,0.0819644318764493,-0.4950125369957981,-0.5200299437385618,-0.025017406742763763,0.07884704744156883,-0.07884704744156883,-0.08196443187644933,0.08196443187644933,0.18314411991592613,0.002374025248532574,0.002374025248532574,False,p<100M,0.50-0.55,0.50-1.00
107,231701,231700,1,11.35320302633692,0.0743976548454212,0.0743976548454212,0.0810551545684911,-0.5987701514374232,-0.6237618840095346,-0.024991732572111403,0.07883174874813109,-0.07883174874813109,-0.08105515456849113,0.08105515456849113,0.18307109319675802,0.002373078631872415,0.002373078631872415,False,p<100M,0.50-0.55,0.50-1.00
58,1188511,1188358,3,24.97616952660599,0.0736954721948265,0.0736954721948265,0.0833294497303515,-0.567923615967328,-0.5929921880540032,-0.025068572086675223,0.08063919288629051,-0.08063919288629051,-0.08332944973035153,0.08332944973035153,0.08103319318552225,-0.0031591288245884563,0.0021370577344569123,False,p<100M,0.55-0.60,0.50-1.00
61,1190143,1190068,3,24.97904537377347,0.0736894995793346,0.0736894995793346,0.0832943901091022,-0.6155224430825692,-0.6405764575867605,-0.025054014504191303,0.08063185815170103,-0.08063185815170103,-0.08329439010910226,0.08329439010910226,0.08101729726099247,-0.003158509112204734,0.002136638517255618,False,p<100M,0.55-0.60,0.25-0.50
172,1198397,1198360,3,24.99293236459349,0.0736576698291679,0.0736576698291679,0.0829932104381138,-0.5363700714006937,-0.561350342145027,-0.024980270744333333,0.08059317392706945,-0.08059317392706945,-0.08299321043811389,0.08299321043811389,0.08093730557085896,-0.0031553905870204393,0.0021345289266871737,False,p<100M,0.50-0.55,0.50-1.00
80,1198607,1198510,3,24.993182690643494,0.073656563386218,0.073656563386218,0.0831464357639209,-0.5538099065562926,-0.5787882175389333,-0.024978310982640736,0.08059189383959263,-0.08059189383959263,-0.08314643576392096,0.08314643576392096,0.08093527913990575,-0.003155311585364723,0.002134475484390612,False,p<100M,0.50-0.55,0.50-1.00
149,1511863,1511818,3,25.45764956203124,0.0725968668312942,0.0725968668312942,0.0810451897299419,-0.5843310754404843,-0.6069493564838048,-0.022618281043320355,0.07930770621417005,-0.07930770621417005,-0.08104518972994199,0.08104518972994199,0.07831546922762063,-0.0030531766863758844,0.0020653842291243688,False,p<100M,0.50-0.55,0.25-0.50
187,338531,338530,1,11.732370947643444,0.0723714409769057,0.0723714409769057,0.079871308359875,-0.5233321087409781,-0.5446595273556811,-0.021327418614702907,0.0765453740251714,-0.0765453740251714,-0.07987130835987508,0.07987130835987508,0.17232979337877258,0.002233843383797501,0.002233843383797501,False,p<100M,0.50-0.55,>=1.00
