gap_count_expected,gap_count_actual,gap_inventory_pass,upper_exit_impossible_count,upper_exit_possible_count,upper_exit_unknown_count,lower_bracketed_count,lower_unbracketed_count,lower_unknown_count,subthreshold_safe_count,finite_certificate_safe_count,generator_contradiction_safe_count,monotone_safe_count,envelope_margin_safe_count,unknown_count,failure_count,uses_full_grid_HExc_upgrade,uses_failed_delta_route,gap_safety_classification,main_gap_safety_gap,recommended_next_file,pass_candidate_gap_firstexit_impossibility_audit
141,141,True,0,0,141,0,0,141,0,0,0,0,0,141,141,False,False,envelope_margin_data_missing,"All gaps remain unknown because per-gap normalized error/envelope margin, jump-event, lower-bracket, and generator-contradiction data are unavailable.",Prime_Mesh_R2Q_NormalizedError_GapMargin_Audit_Spec_v1.md,False
