block_id,p_star,y,hi,h,prime_log_sum,theta_local_error,theta_local_sum_from_sieve,prime_log_sum_check_delta,theta_local_norm,theta_start_error,theta_end_error,theta_end_norm,theta_pstar_error,theta_pstar_norm,theta_start_sign,theta_end_sign,theta_local_sign,theta_crosses_sign,Q_max,near_forbidden_proxy,post_Q,cp_ratio,d_worst,is_tail,scale_bin,depth_bin,mu_bin
1025,178913809,178913808,178913809,1,19.002414733873472,18.002414733873472,19.002414733171463,7.020091175036214e-10,0.04985551165386076,-7362.569941788912,-7344.56752705574,-0.0015206410575174857,-7344.56752705574,-0.0015206410575174857,negative,negative,positive,False,0.0539057463052351,False,0.0,0.0539057463052351,0.50113204762678,False,100M<=p<500M,0.50-0.55,>=1.00
1026,40840901,40840900,40840901,1,17.525194612721595,16.525194612721595,17.525194615125656,-2.4040609503117594e-09,0.053804782973727115,-3620.2139214128256,-3603.6887267977,-0.0018360052347454708,-3603.6887267977,-0.0018360052347454708,negative,negative,positive,False,0.0569264558814041,False,0.0,0.0569264558814041,0.501128077390301,False,p<100M,0.50-0.55,0.50-1.00
1027,179380543,179380542,179380543,1,19.00502004574287,18.00502004574287,19.005020052194595,-6.451724487988031e-09,0.04984905677779444,-7327.157511681318,-7309.152491629124,-0.0015109242497581164,-7309.152491629124,-0.0015109242497581164,negative,negative,positive,False,0.0535322410820112,False,0.0,0.0535322410820112,0.5011273513717507,False,100M<=p<500M,0.50-0.55,>=1.00
1028,618377,618376,618377,1,13.334853582808185,12.334853582808185,13.33485358278267,2.5513813284305797e-11,0.06936773206276105,-495.57753594312817,-483.2426823603455,-0.003455907576534572,-483.2426823603455,-0.003455907576534572,negative,negative,positive,False,0.0742407126876558,False,0.0,0.0742407126876558,0.5011100249766589,False,p<100M,0.50-0.55,0.25-0.50
1029,179439251,179439250,179439251,1,19.005347274070324,18.005347274070324,19.005347281694412,-7.624088027569087e-09,0.04984824616023549,-7328.143504232168,-7310.138156950474,-0.0015108287542408662,-7310.138156950474,-0.0015108287542408662,negative,negative,positive,False,0.0528225922871366,False,0.0,0.0528225922871366,0.5011079888722143,False,100M<=p<500M,0.50-0.55,0.50-1.00
1030,31036051,31036050,31036051,1,17.250660022247622,16.250660022247622,17.25066002085805,1.38957290118924e-09,0.054608415115923875,-3153.6491169855,-3137.398456964642,-0.0018924526319267312,-3137.398456964642,-0.0018924526319267312,negative,negative,positive,False,0.0583362442918414,False,0.0,0.0583362442918414,0.5011059266277504,False,p<100M,0.50-0.55,0.50-1.00
1031,39640529,39640528,39640529,1,17.49536261244297,16.49536261244297,17.495362609624863,2.818108413293885e-09,0.05389096626570465,-3531.993759468198,-3515.498396858573,-0.0018241951095806438,-3515.498396858573,-0.0018241951095806438,negative,negative,positive,False,0.0573762923742834,False,0.0,0.0573762923742834,0.5010950491019401,False,p<100M,0.50-0.55,0.50-1.00
1032,180641369,180641368,180641369,1,19.012024236946296,18.012024236946296,19.012024223804474,1.314182185296886e-08,0.04983171156921025,-7337.039638966322,-7319.0276147425175,-0.0015065656432311592,-7319.0276147425175,-0.0015065656432311592,negative,negative,positive,False,0.0526777806841792,False,0.0,0.0526777806841792,0.5010934392981352,False,100M<=p<500M,0.50-0.55,0.50-1.00
1033,30819869,30819868,30819869,1,17.243670137360514,16.243670137360514,17.243670135736465,1.6240484512763942e-09,0.054629188439259006,-3147.5270954333246,-3131.283425297588,-0.0018969136955163616,-3131.283425297588,-0.0018969136955163616,negative,negative,positive,False,0.0588432889266009,False,0.0,0.0588432889266009,0.5010929267900728,False,p<100M,0.50-0.55,>=1.00
1034,604866091,604866090,604866091,1,20.22051765430634,19.22051765430634,20.22051763534546,1.8960882641749777e-08,0.047008948938496574,-13267.788383245468,-13248.567865610123,-0.001317512597492393,-13248.567865610123,-0.001317512597492393,negative,negative,positive,False,0.0496337461663637,False,0.0,0.0496337461663637,0.5010913469505689,True,p>=500M,0.50-0.55,0.50-1.00
1035,12772339,12772338,12772339,1,16.362792374901147,15.362792374901147,16.362792374566197,3.3494984563731123e-10,0.057379310039601075,-2068.215895920992,-2052.8531035464257,-0.0021453977245222845,-2052.8531035464257,-0.0021453977245222845,negative,negative,positive,False,0.0617667099828097,False,0.0,0.0617667099828097,0.5010874781101886,False,p<100M,0.50-0.55,0.50-1.00
1036,109467517,109467516,109467517,1,18.51113841481016,17.51113841481016,18.511138409376144,5.434014127558839e-09,0.051103203370836285,-5792.23276245594,-5774.721624046564,-0.0016107278336069091,-5774.721624046564,-0.0016107278336069091,negative,negative,positive,False,0.0540584124171681,False,0.0,0.0540584124171681,0.5010823030268008,False,100M<=p<500M,0.50-0.55,0.50-1.00
1037,179472079,179472078,179472079,1,19.00553020504713,18.00553020504713,19.005530208349228,-3.302098150470556e-09,0.04984779301084994,-7314.74276226759,-7296.73723205924,-0.001507892150346311,-7296.73723205924,-0.001507892150346311,negative,negative,positive,False,0.052754244206941,False,0.0,0.052754244206941,0.501079519891418,False,100M<=p<500M,0.50-0.55,0.50-1.00
1038,187417903,187417902,187417903,1,19.04885145682348,18.04885145682348,19.04885146021843,-3.394948322466007e-09,0.04974071002420985,-7467.14366927743,-7449.094817817211,-0.0014995480100225707,-7449.094817817211,-0.0014995480100225707,negative,negative,positive,False,0.0531407114795376,False,0.0,0.0531407114795376,0.501079241544534,False,100M<=p<500M,0.50-0.55,>=1.00
1039,7055563,7055562,7055563,1,15.769326941644254,14.769326941644254,15.769326942041516,-3.972626672066326e-10,0.05939288062619801,-1527.4901532148942,-1512.7208262728527,-0.002290164267339349,-1512.7208262728527,-0.002290164267339349,negative,negative,positive,False,0.0636332271852552,False,0.0,0.0636332271852552,0.5010767252853359,False,p<100M,0.50-0.55,0.50-1.00
1040,30400789,30400788,30400789,1,17.22997911998702,16.22997911998702,17.229979120194912,-2.078905936286901e-10,0.05466992257074574,-3112.6123811788857,-3096.382402058691,-0.001891658170929489,-3096.382402058691,-0.001891658170929489,negative,negative,positive,False,0.058155166661356,False,0.0,0.058155166661356,0.5010738841550092,False,p<100M,0.50-0.55,0.50-1.00
1041,33929477,33929476,33929477,1,17.339794722553787,16.339794722553787,17.339794725179672,-2.625885286988705e-09,0.05434488732275984,-3287.441045001149,-3271.1012502759695,-0.001867744648903913,-3271.1012502759695,-0.001867744648903913,negative,negative,positive,False,0.0581526512748014,False,0.0,0.0581526512748014,0.5010721081087072,False,p<100M,0.50-0.55,0.50-1.00
1042,40836821,40836820,40836821,1,17.525094707878427,16.525094707878427,17.525094710290432,-2.4120048180975573e-09,0.05380507113616082,-3623.572723798454,-3607.0476290881634,-0.0018378292805628362,-3607.0476290881634,-0.0018378292805628362,negative,negative,positive,False,0.0576029681021219,False,0.0,0.0576029681021219,0.5010699916698665,False,p<100M,0.50-0.55,0.50-1.00
1043,30776353,30776352,30776353,1,17.242257193325095,16.242257193325095,17.242257192730904,5.941913627793838e-10,0.05463338949686108,-3135.5256277397275,-3119.2833705469966,-0.001891289514276777,-3119.2833705469966,-0.001891289514276777,negative,negative,positive,False,0.0581186934414031,False,0.0,0.0581186934414031,0.5010671243630467,False,p<100M,0.50-0.55,0.50-1.00
1044,3454223,3454222,3454223,1,15.05510809843038,14.05510809843038,15.055108098313212,1.1716672077000112e-10,0.06201067143339523,-1102.7127898666076,-1088.6576817682944,-0.002584332559635866,-1088.6576817682944,-0.002584332559635866,negative,negative,positive,False,0.0663552024669976,False,0.0,0.0663552024669976,0.5010607478619682,False,p<100M,0.50-0.55,0.50-1.00
1045,178016203,178016202,178016203,1,18.99738513220344,17.99738513220344,18.997385144233704,-1.2030263008000475e-08,0.0498679776222784,-7331.083632051945,-7313.086246907711,-0.001518739449992311,-7313.086246907711,-0.001518739449992311,negative,negative,positive,False,0.0535819133808564,False,0.0,0.0535819133808564,0.5010611103201446,False,100M<=p<500M,0.50-0.55,>=1.00
1046,109816381,109816380,109816381,1,18.514320265347404,17.514320265347404,18.514320269227028,-3.879623733382687e-09,0.051094922285013104,-5820.867445543408,-5803.353125274181,-0.0016155852884831407,-5803.353125274181,-0.0016155852884831407,negative,negative,positive,False,0.0544962849282872,False,0.0,0.0544962849282872,0.5010586109079652,False,100M<=p<500M,0.50-0.55,0.50-1.00
1047,179661673,179661672,179661673,1,19.00658604575582,18.00658604575582,19.00658604502678,7.290417158856144e-10,0.049845177684420684,-7323.303834050894,-7305.297248005867,-0.0015086966981409488,-7305.297248005867,-0.0015086966981409488,negative,negative,positive,False,0.0530176351764428,False,0.0,0.0530176351764428,0.5010586706946302,False,100M<=p<500M,0.50-0.55,0.50-1.00
1048,30776717,30776716,30776717,1,17.242269020517465,16.242269020517465,17.2422690205276,-1.0135892125617829e-11,0.054633354328809225,-3137.438119776547,-3121.1958507560194,-0.0018924353053733317,-3121.1958507560194,-0.0018924353053733317,negative,negative,positive,False,0.0582514018082677,False,0.0,0.0582514018082677,0.5010583604226978,False,p<100M,0.50-0.55,0.50-1.00
1049,604141169,604141168,604141169,1,20.219318452099937,19.219318452099937,20.219318509101868,-5.700193028701506e-08,0.047011591959808655,-13250.0561170578,-13230.836798548698,-0.0013166946528077612,-13230.836798548698,-0.0013166946528077612,negative,negative,positive,False,0.0498451115752558,False,0.0,0.0498451115752558,0.5010573179820698,True,p>=500M,0.50-0.55,0.50-1.00
1050,17591569,17591568,17591569,1,16.682930311143984,15.682930311143984,16.682930309325457,1.8185275507676124e-09,0.05634852358128861,-2391.3415966182947,-2375.6586663089693,-0.0020351062225744533,-2375.6586663089693,-0.0020351062225744533,negative,negative,positive,False,0.0600975242305102,False,0.0,0.0600975242305102,0.5010521380003513,False,p<100M,0.50-0.55,0.50-1.00
1051,108835253,108835252,108835253,1,18.50534585644821,17.50534585644821,18.505345851182938,5.265270885956852e-09,0.051118285954398004,-5770.167078241706,-5752.661732390523,-0.0016102363610231592,-5752.661732390523,-0.0016102363610231592,negative,negative,positive,False,0.0545099643960911,False,0.0,0.0545099643960911,0.5010482237969525,False,100M<=p<500M,0.50-0.55,0.50-1.00
1052,39640759,39640758,39640759,1,17.495368414568688,16.495368414568688,17.495368413627148,9.415401791557088e-10,0.05389094947689524,-3534.5540142804384,-3518.0586458668113,-0.0018255171181969015,-3518.0586458668113,-0.0018255171181969015,negative,negative,positive,False,0.0574714944854633,False,0.0,0.0574714944854633,0.5010462260147363,False,p<100M,0.50-0.55,0.50-1.00
1053,30336773,30336772,30336773,1,17.227871164988613,16.227871164988613,17.227871164679527,3.090860900556436e-10,0.054676199627224475,-3119.3154808729887,-3103.087609708309,-0.001898218123789288,-3103.087609708309,-0.001898218123789288,negative,negative,positive,False,0.0583789727930857,False,0.0,0.0583789727930857,0.5010443771268531,False,p<100M,0.50-0.55,0.50-1.00
1054,33865669,33865668,33865669,1,17.337912345345213,16.337912345345213,17.33791234344244,1.9027730502330087e-09,0.054350426412782364,-3303.7592191770673,-3287.421306833625,-0.0018792386244790406,-3287.421306833625,-0.0018792386244790406,negative,negative,positive,False,0.0588976206745489,False,0.0,0.0588976206745489,0.5010426406466361,False,p<100M,0.50-0.55,>=1.00
1055,179400047,179400046,179400047,1,19.00512876957333,18.00512876957333,19.005128771066666,-1.4933370096059662e-09,0.0498487874416999,-7312.945125490427,-7294.93999671936,-0.0015078870615276017,-7294.93999671936,-0.0015078870615276017,negative,negative,positive,False,0.0526726107882914,False,0.0,0.0526726107882914,0.5010338142818128,False,100M<=p<500M,0.50-0.55,0.50-1.00
1056,179379173,179379172,179379173,1,19.00501240831905,18.00501240831905,19.005012422800064,-1.448101372147903e-08,0.04984907569771059,-7344.523677021265,-7326.518664598465,-0.001514521129363136,-7326.518664598465,-0.001514521129363136,negative,negative,positive,False,0.053722866414157,False,0.0,0.053722866414157,0.5010337941509395,False,100M<=p<500M,0.50-0.55,>=1.00
1057,31034303,31034302,31034303,1,17.250603699063113,16.250603699063113,17.250603698194027,8.690861363902513e-10,0.054608582440609614,-3147.9630901142955,-3131.7124864161015,-0.0018890884361456495,-3131.7124864161015,-0.0018890884361456495,negative,negative,positive,False,0.0577357907455695,False,0.0,0.0577357907455695,0.5010297193979191,False,p<100M,0.50-0.55,0.50-1.00
1058,604357393,604357392,604357393,1,20.219676291172497,19.219676291172497,20.21967625617981,3.4992687858448335e-08,0.047010803257549104,-13246.745717167854,-13227.526040911674,-0.0013160830892211689,-13227.526040911674,-0.0013160830892211689,negative,negative,positive,False,0.0502046417587178,False,0.0,0.0502046417587178,0.5010242618811339,True,p>=500M,0.50-0.55,>=1.00
1059,109594403,109594402,109594403,1,18.51229686365595,17.51229686365595,18.512296870350838,-6.694886423019852e-09,0.05110018808170085,-5798.920565217733,-5781.408268347383,-0.0016114574387577874,-5781.408268347383,-0.0016114574387577874,negative,negative,positive,False,0.0544968190492292,False,0.0,0.0544968190492292,0.5010241286702433,False,100M<=p<500M,0.50-0.55,0.50-1.00
1060,40846573,40846572,40846573,1,17.52533348346227,16.52533348346227,17.525333486497402,-3.035133033790771e-09,0.053804382424372,-3614.0288630500436,-3597.503529563546,-0.0018326976986428735,-3597.503529563546,-0.0018326976986428735,negative,negative,positive,False,0.0569631998944803,False,0.0,0.0569631998944803,0.501023517383445,False,p<100M,0.50-0.55,0.50-1.00
1061,33914129,33914128,33914129,1,17.339342270180843,16.339342270180843,17.339342273771763,-3.5909195617023215e-09,0.054346218608120736,-3302.2995040267706,-3285.960161752999,-0.0018767512813948396,-3285.960161752999,-0.0018767512813948396,negative,negative,positive,False,0.0587143832589468,False,0.0,0.0587143832589468,0.501015379526984,False,p<100M,0.50-0.55,>=1.00
1062,604361011,604361010,604361011,1,20.219682277678515,19.219682277678515,20.219682335853577,-5.8175061212750734e-08,0.04701079006309693,-13245.423164606094,-13226.20348227024,-0.0013159467820073275,-13226.20348227024,-0.0013159467820073275,negative,negative,positive,False,0.0497861772683231,False,0.0,0.0497861772683231,0.5010154907697674,True,p>=500M,0.50-0.55,0.50-1.00
1063,108592613,108592612,108592613,1,18.5031139428928,17.5031139428928,18.503113940358162,2.534637388862393e-09,0.051124099747727,-5757.696199312806,-5740.193085372448,-0.0016089283826312335,-5740.193085372448,-0.0016089283826312335,negative,negative,positive,False,0.0545203554621977,False,0.0,0.0545203554621977,0.5010120320883062,False,100M<=p<500M,0.50-0.55,0.50-1.00
1064,40882469,40882468,40882469,1,17.52621189831774,16.52621189831774,17.52621189504862,3.2691218621039297e-09,0.05380184892167042,-3617.244990363717,-3600.7187784686685,-0.001833346396444003,-3600.7187784686685,-0.001833346396444003,negative,negative,positive,False,0.0567934646373467,False,0.0,0.0567934646373467,0.5010088798565899,False,p<100M,0.50-0.55,0.25-0.50
1065,109589027,109589026,109589027,1,18.512247808852848,17.512247808852848,18.512247815728188,-6.875339408907166e-09,0.05110031575767727,-5809.991862997413,-5792.4796151816845,-0.0016145915236938715,-5792.4796151816845,-0.0016145915236938715,negative,negative,positive,False,0.0543602998727245,False,0.0,0.0543602998727245,0.501008627544165,False,100M<=p<500M,0.50-0.55,0.50-1.00
1066,7114117,7114116,7114117,1,15.77759167779893,14.77759167779893,15.777591677382588,4.163407396617913e-10,0.059363874401958436,-1546.0346920900047,-1531.257100412622,-0.0023062489675143064,-1531.257100412622,-0.0023062489675143064,negative,negative,positive,False,0.06364220805078,False,0.0,0.06364220805078,0.5010049070323543,False,p<100M,0.50-0.55,0.50-1.00
1067,108591991,108591990,108591991,1,18.50310821504664,17.50310821504664,18.503108218312263,-3.2656224391303112e-09,0.051124114669584886,-5801.808186963201,-5784.305078744888,-0.0016212982545552293,-5784.305078744888,-0.0016212982545552293,negative,negative,positive,False,0.0549443196533628,False,0.0,0.0549443196533628,0.5010050906306948,False,100M<=p<500M,0.50-0.55,>=1.00
1068,109706759,109706758,109706759,1,18.513321536838767,17.513321536838767,18.51332153379917,3.0395952421713446e-09,0.051097521288385406,-5800.684144929051,-5783.170823395252,-0.0016109447290467848,-5783.170823395252,-0.0016109447290467848,negative,negative,positive,False,0.0547005126306362,False,0.0,0.0547005126306362,0.5009948342037563,False,100M<=p<500M,0.50-0.55,>=1.00
1069,40861279,40861278,40861279,1,17.525693448870705,16.525693448870705,17.52569344639778,2.4729231995479495e-09,0.05380334419218634,-3616.119982637465,-3599.594289191067,-0.0018333574768467128,-3599.594289191067,-0.0018333574768467128,negative,negative,positive,False,0.0570760752474639,False,0.0,0.0570760752474639,0.5009864858111477,False,p<100M,0.50-0.55,0.50-1.00
1070,31039139,31039138,31039139,1,17.250759514492515,16.250759514492515,17.25075951591134,-1.4188259456204833e-09,0.054608119547265105,-3153.7714771665633,-3137.520717650652,-0.0018924104062360183,-3137.520717650652,-0.0018924104062360183,negative,negative,positive,False,0.0582970257036431,False,0.0,0.0582970257036431,0.5009848386501594,False,p<100M,0.50-0.55,0.50-1.00
1071,30780077,30780076,30780077,1,17.24237818799631,16.24237818799631,17.242378186434507,1.5618013549101306e-09,0.05463302972240538,-3152.4280030839145,-3136.18562489748,-0.001901395999553234,-3136.18562489748,-0.001901395999553234,negative,negative,positive,False,0.0583531546770101,False,0.0,0.0583531546770101,0.5009845361679378,False,p<100M,0.50-0.55,0.50-1.00
1072,17594911,17594910,17594911,1,16.683120270469843,15.683120270469843,16.683120269328356,1.141486904998601e-09,0.056347922889435305,-2396.7362959235907,-2381.0531756542623,-0.0020394872562563247,-2381.0531756542623,-0.0020394872562563247,negative,negative,positive,False,0.0604306117113545,False,0.0,0.0604306117113545,0.5009817961175661,False,p<100M,0.50-0.55,0.50-1.00
1073,187494023,187494022,187494023,1,19.04925752553332,18.04925752553332,19.049257516860962,8.67235883106332e-09,0.04973970845825849,-7467.118328928947,-7449.0690714120865,-0.0014991744821402516,-7449.0690714120865,-0.0014991744821402516,negative,negative,positive,False,0.0528184107877725,False,0.0,0.0528184107877725,0.5009818979560738,False,100M<=p<500M,0.50-0.55,0.50-1.00
1074,604884331,604884330,604884331,1,20.22054780928653,19.22054780928653,20.220547795295715,1.3990813840791816e-08,0.047008882481250895,-13268.86814713478,-13249.647599339485,-0.001317596176194008,-13249.647599339485,-0.001317596176194008,negative,negative,positive,False,0.0500412215505364,False,0.0,0.0500412215505364,0.5009806544466852,True,p>=500M,0.50-0.55,>=1.00
1075,604361111,604361110,604361111,1,20.21968244314252,19.21968244314252,20.219682455062866,-1.1920345599492066e-08,0.04701078969840905,-13244.324752926826,-13225.105070471764,-0.0013158373646571578,-13225.105070471764,-0.0013158373646571578,negative,negative,positive,False,0.0501998774771426,False,0.0,0.0501998774771426,0.5009765329086558,True,p>=500M,0.50-0.55,>=1.00
1076,30399821,30399820,30399821,1,17.22994727820122,16.22994727820122,17.22994727641344,1.787778813877594e-09,0.0546700173783606,-3109.490268550813,-3093.2603212743998,-0.0018897878845495892,-3093.2603212743998,-0.0018897878845495892,negative,negative,positive,False,0.0579107278753571,False,0.0,0.0579107278753571,0.5009725033790083,False,p<100M,0.50-0.55,0.50-1.00
1077,187494157,187494156,187494157,1,19.049258240222507,18.049258240222507,19.0492582321167,8.105807580705005e-09,0.049739706695517444,-7467.773524463177,-7449.72426623106,-0.0014993056961659069,-7449.72426623106,-0.0014993056961659069,negative,negative,positive,False,0.0524179537194175,False,0.0,0.0524179537194175,0.5009659192420599,False,100M<=p<500M,0.50-0.55,0.50-1.00
1078,109527767,109527766,109527767,1,18.511688654983555,17.511688654983555,18.51168864965439,5.329166441470079e-09,0.051101771124231,-5806.088911190629,-5788.577222540975,-0.0016140524370716386,-5788.577222540975,-0.0016140524370716386,negative,negative,positive,False,0.0542052505928554,False,0.0,0.0542052505928554,0.5009617859322864,False,100M<=p<500M,0.50-0.55,0.50-1.00
1079,30781769,30781768,30781769,1,17.2424331571082,16.2424331571082,17.24243315681815,2.900470974509517e-10,0.054632866274763194,-3137.429958626628,-3121.1875254698098,-0.0018922389292075777,-3121.1875254698098,-0.0018922389292075777,negative,negative,positive,False,0.0582198634934368,False,0.0,0.0582198634934368,0.5009599198571499,False,p<100M,0.50-0.55,0.50-1.00
1080,179663629,179663628,179663629,1,19.00659693282661,18.00659693282661,19.00659692287445,9.952159985004982e-09,0.04984515071847812,-7321.624898284674,-7303.618301361799,-0.001508340021833295,-7303.618301361799,-0.001508340021833295,negative,negative,positive,False,0.0528439772376782,False,0.0,0.0528439772376782,0.5009593816049536,False,100M<=p<500M,0.50-0.55,0.50-1.00
1081,17999011,17999010,17999011,1,16.705827369906494,15.705827369906494,16.705827370285988,-3.794937697421119e-10,0.056276209926160115,-2421.410962086171,-2405.705134715885,-0.0020318053304444416,-2405.705134715885,-0.0020318053304444416,negative,negative,positive,False,0.0591723335658698,False,0.0,0.0591723335658698,0.500957861147414,False,p<100M,0.50-0.55,0.25-0.50
1082,179380961,179380960,179380961,1,19.00502237598173,18.00502237598173,19.00502237677574,-7.940101909298392e-10,0.0498490510051801,-7308.042025744915,-7290.037003368139,-0.0015069706327995188,-7290.037003368139,-0.0015069706327995188,negative,negative,positive,False,0.0521747116325183,False,0.0,0.0521747116325182,0.5009580872231973,False,100M<=p<500M,0.50-0.55,0.25-0.50
1083,109603309,109603308,109603309,1,18.51237812362827,17.51237812362827,18.512378126382828,-2.7545574710075016e-09,0.051099976586046134,-5800.4858322143555,-5782.973454087973,-0.001611814064393644,-5782.973454087973,-0.001611814064393644,negative,negative,positive,False,0.054542461859309,False,0.0,0.054542461859309,0.5009567510224898,False,100M<=p<500M,0.50-0.55,>=1.00
1084,179408591,179408590,179408591,1,19.005176393844856,18.005176393844856,19.00517639517784,-1.3329852777133055e-09,0.04984866946539306,-7323.631674140692,-7305.626497745514,-0.0015100524687654154,-7305.626497745514,-0.0015100524687654154,negative,negative,positive,False,0.0534419489733958,False,0.0,0.0534419489733958,0.5009486779087272,False,100M<=p<500M,0.50-0.55,>=1.00
1085,33412189,33412188,33412189,1,17.32443133149224,16.32443133149224,17.32443132996559,1.5266472530583997e-09,0.05439012857674622,-3260.0344435423613,-3243.7100122123957,-0.0018696985048522658,-3243.7100122123957,-0.0018696985048522658,negative,negative,positive,False,0.0583910982497657,False,0.0,0.0583910982497657,0.500945506786288,False,p<100M,0.50-0.55,>=1.00
1086,12772057,12772056,12772057,1,16.362770295694418,15.362770295694418,16.3627702947706,9.238192433258519e-10,0.05737938242494369,-2080.745963556692,-2065.3831932619214,-0.002158522337162502,-2065.3831932619214,-0.002158522337162502,negative,negative,positive,False,0.06227170973379,False,0.0,0.06227170973379,0.5009420665618312,False,p<100M,0.50-0.55,>=1.00
1087,108548851,108548850,108548851,1,18.50271086924868,17.50271086924868,18.50271086394787,5.300812233599572e-09,0.05112514983336283,-5755.081800162792,-5737.579089298844,-0.0016085899271820045,-5737.579089298844,-0.0016085899271820045,negative,negative,positive,False,0.0542782829612496,False,0.0,0.0542782829612496,0.5009408424339941,False,100M<=p<500M,0.50-0.55,0.50-1.00
1088,108811249,108811248,108811249,1,18.50512527858569,17.50512527858569,18.505125284194946,-5.609255282479353e-09,0.05111886046731452,-5767.459289863706,-5749.954164579511,-0.0016096943728842383,-5749.954164579511,-0.0016096943728842383,negative,negative,positive,False,0.0542851518691058,False,0.0,0.0542851518691058,0.5009327895948815,False,100M<=p<500M,0.50-0.55,0.50-1.00
1089,108537413,108537412,108537413,1,18.50260549178444,17.50260549178444,18.502605497837067,-6.052626844166298e-09,0.05112542436934326,-5770.227469980717,-5752.72486448288,-0.001612939555313475,-5752.72486448288,-0.001612939555313475,negative,negative,positive,False,0.0539085459451573,False,0.0,0.0539085459451573,0.5009323494517524,False,100M<=p<500M,0.50-0.55,0.50-1.00
1090,179149561,179149560,179149561,1,19.003731551251725,18.003731551251725,19.003731548786163,2.465561976805475e-09,0.049852248921480616,-7324.3858124911785,-7306.382080942392,-0.0015115298620081868,-7306.382080942392,-0.0015115298620081868,negative,negative,positive,False,0.0533156574202763,False,0.0,0.0533156574202763,0.5009281233926871,False,100M<=p<500M,0.50-0.55,>=1.00
1091,30336529,30336528,30336529,1,17.22786312191227,16.22786312191227,17.227863121777773,1.3449863445202936e-10,0.05467622358060027,-3116.5056129060686,-3100.277749784291,-0.001896508676340165,-3100.277749784291,-0.001896508676340165,negative,negative,positive,False,0.0581716915777917,False,0.0,0.0581716915777917,0.5009221926337069,False,p<100M,0.50-0.55,0.50-1.00
1092,108833029,108833028,108833029,1,18.505325421684084,17.505325421684084,18.50532542169094,-6.856737400084967e-12,0.05111833917785625,-5785.312646120787,-5767.807320699096,-0.0016144958473095455,-5767.807320699096,-0.0016144958473095455,negative,negative,positive,False,0.054911741915113,False,0.0,0.054911741915113,0.5009213424011256,False,100M<=p<500M,0.50-0.55,>=1.00
1093,30781631,30781630,30781631,1,17.24242867392501,16.24242867392501,17.242428675293922,-1.368913871147015e-09,0.05463287960522628,-3137.3694089390337,-3121.12698026374,-0.0018922074488381371,-3121.12698026374,-0.0018922074488381371,negative,negative,positive,False,0.0581949055190804,False,0.0,0.0581949055190804,0.5009208541945668,False,p<100M,0.50-0.55,0.50-1.00
1094,76020619,76020618,76020619,1,18.14651516408628,17.14651516408628,18.146515160799026,3.2872549127205275e-09,0.05207021800440944,-4837.229496702552,-4820.082981541753,-0.0016788130726160938,-4820.082981541753,-0.0016788130726160938,negative,negative,positive,False,0.0560191245093466,False,0.0,0.0560191245093466,0.500920725601493,False,p<100M,0.50-0.55,>=1.00
1095,108532337,108532336,108532337,1,18.502558723406985,17.502558723406985,18.50255872309208,3.149054350615188e-10,0.0511255462141953,-5782.437629133463,-5764.935070410371,-0.0016164090020591385,-5764.935070410371,-0.0016164090020591385,negative,negative,positive,False,0.0551289746581206,False,0.0,0.0551289746581206,0.5009050747200015,False,100M<=p<500M,0.50-0.55,>=1.00
1096,33489283,33489282,33489283,1,17.326736035165272,16.326736035165272,17.32673603668809,-1.5228174277126527e-09,0.054383337033102115,-3255.1629352532327,-3238.8361992165446,-0.0018642430878078604,-3238.8361992165446,-0.0018642430878078604,negative,negative,positive,False,0.0577474700715806,False,0.0,0.0577474700715806,0.5008956362442513,False,p<100M,0.50-0.55,0.50-1.00
1097,180619783,180619782,180619783,1,19.011904733368866,18.011904733368866,19.01190474629402,-1.2925156056553533e-08,0.04983200740750519,-7367.642945796251,-7349.631041049957,-0.0015129745427791886,-7349.631041049957,-0.0015129745427791886,negative,negative,positive,False,0.0532369055469006,False,0.0,0.0532369055469006,0.5008942119241302,False,100M<=p<500M,0.50-0.55,>=1.00
1098,30804737,30804736,30804737,1,17.243179034819295,16.243179034819295,17.24317903444171,3.7758596249659604e-10,0.054630648544507256,-3155.2536898069084,-3139.0105107724667,-0.0019021700629813809,-3139.0105107724667,-0.0019021700629813809,negative,negative,positive,False,0.058989272338129,False,0.0,0.058989272338129,0.5008939192752992,False,p<100M,0.50-0.55,>=1.00
1099,33920713,33920712,33920713,1,17.33953638871423,16.33953638871423,17.339536391198635,-2.4844055701578327e-09,0.054345647430298676,-3297.3121186196804,-3280.9725822284818,-0.0018736788394010805,-3280.9725822284818,-0.0018736788394010805,negative,negative,positive,False,0.0585467889999367,False,0.0,0.0585467889999367,0.5008914628289646,False,p<100M,0.50-0.55,>=1.00
1100,179407897,179407896,179407897,1,19.005172525572227,18.005172525572227,19.00517252087593,4.696296684869594e-09,0.04984867904797596,-7313.817958086729,-7295.812785565853,-0.0015080275326418402,-7295.812785565853,-0.0015080275326418402,negative,negative,positive,False,0.0531144456911841,False,0.0,0.0531144456911841,0.5008859802433631,False,100M<=p<500M,0.50-0.55,>=1.00
1101,33866149,33866148,33866149,1,17.33792651889065,16.33792651889065,17.337926521897316,-3.0066651390825427e-09,0.05435038470145494,-3298.297508634627,-3281.9595821127295,-0.0018761000927893967,-3281.9595821127295,-0.0018761000927893967,negative,negative,positive,False,0.0581857775751032,False,0.0,0.0581857775751032,0.5008850073279689,False,p<100M,0.50-0.55,0.50-1.00
