block_id,p_star,y,hi,h,prime_log_sum,theta_local_error,theta_local_sum_from_sieve,prime_log_sum_check_delta,theta_local_norm,theta_start_error,theta_end_error,theta_end_norm,theta_pstar_error,theta_pstar_norm,theta_start_sign,theta_end_sign,theta_local_sign,theta_crosses_sign,Q_max,near_forbidden_proxy,post_Q,cp_ratio,d_worst,is_tail,scale_bin,depth_bin,mu_bin
322,39669379,39669378,39669379,1,17.496090138221277,16.496090138221277,17.49609013646841,1.7528662965560216e-09,0.053888861206128104,-3566.529910713434,-3550.033820576966,-0.0018412924594114865,-3550.033820576966,-0.0018412924594114865,negative,negative,positive,False,0.0582727770264986,False,0.0,0.0582727770264986,0.5103659646284864,False,p<100M,0.50-0.55,>=1.00
323,179438351,179438217,179438221,4,38.01068305675338,34.01068305675338,38.01068305969238,-2.939003707069787e-09,0.04707973054130014,-7264.416068255901,-7230.405385196209,-0.0014943551102843736,-7303.389359384775,-0.0015094385231034782,negative,negative,positive,False,0.0532141645529486,False,0.0,0.0532141645529486,0.5102742789410836,False,100M<=p<500M,0.50-0.55,0.50-1.00
324,109683631,109683630,109683631,1,18.51311069806788,17.51311069806788,18.51311069726944,7.984404248873034e-10,0.051098069990365744,-5795.692325890064,-5778.179215192795,-0.0016097606323452745,-5778.179215192795,-0.0016097606323452745,negative,negative,positive,False,0.055032164231841,False,0.0,0.055032164231841,0.5101455721032726,False,100M<=p<500M,0.50-0.55,>=1.00
325,1190201,1190200,1190201,1,13.989632758387462,12.989632758387462,13.989632758311927,7.553424552497745e-11,0.06637189919991743,-674.1241906271316,-661.1345578688197,-0.003096471415018719,-661.1345578688197,-0.003096471415018719,negative,negative,positive,False,0.0715945211420518,False,0.0,0.0715945211420518,0.5100509717145383,False,p<100M,0.50-0.55,0.50-1.00
326,187501387,187501386,187501387,1,19.04929680068071,18.04929680068071,19.04929679632187,4.358842176088729e-09,0.04973961158848317,-7478.097587376833,-7460.048290580511,-0.0015013484485855788,-7460.048290580511,-0.0015013484485855788,negative,negative,positive,False,0.0525393820764277,False,0.0,0.0525393820764277,0.5100003258784012,False,100M<=p<500M,0.50-0.55,0.50-1.00
327,109497203,109497076,109497079,3,37.02281684386655,34.02281684386655,37.022816851735115,-7.868564466662065e-09,0.057323230908800954,-5734.191956907511,-5700.169140055776,-0.0015896720905200575,-5787.146321401,-0.0016139273116599609,negative,negative,positive,False,0.0638594994842023,False,0.017588553985587244,0.0638594994842023,0.5099744377853106,False,100M<=p<500M,0.50-0.55,0.50-1.00
328,33489013,33488866,33488869,3,34.653447286128895,31.653447286128895,34.65344728529453,8.343619128936552e-10,0.060873359885656814,-3237.677723776549,-3206.0242764912546,-0.001845370899098256,-3246.063919529319,-0.0018684125650026496,negative,negative,positive,False,0.0671490711147243,False,0.014334441425129895,0.0671490711147243,0.5099638333078625,False,p<100M,0.50-0.55,0.50-1.00
329,109452269,109452148,109452151,3,37.021996050826246,34.021996050826246,37.021996051073074,-2.468283355483436e-10,0.0573243900613778,-5732.884854361415,-5698.862858310342,-0.0015897044357470168,-5779.840860500932,-0.001612292286923504,negative,negative,positive,False,0.0627535154340644,False,0.016480517948922104,0.0627535154340644,0.509913781909953,False,100M<=p<500M,0.50-0.55,0.50-1.00
330,187419913,187418830,187419913,1083,1009.5895347484436,-73.41046525155639,1009.5895347893238,-4.088019522896502e-08,-0.006147600946629099,-7366.505563259125,-7439.916028469801,-0.0014976905464562987,-7439.916028469801,-0.0014976905464562987,negative,negative,negative,False,0.0766870226372487,False,0.011968580366799198,0.0766870226372487,0.5098834189427849,False,100M<=p<500M,0.50-0.55,0.10-0.25
331,33415939,33415938,33415939,1,17.324543559684656,16.324543559684656,17.324543558061123,1.6235333077929681e-09,0.05438979782149964,-3250.620304185897,-3234.295760627836,-0.001864143299388532,-3234.295760627836,-0.001864143299388532,negative,negative,positive,False,0.0587411588277256,False,0.0,0.0587411588277256,0.5098629774210433,False,p<100M,0.50-0.55,>=1.00
332,40835099,40835098,40835099,1,17.525052539162417,16.525052539162417,17.525052540004253,-8.418368224738515e-10,0.053805192767221066,-3619.029909670353,-3602.5048571303487,-0.0018355622242166728,-3602.5048571303487,-0.0018355622242166728,negative,negative,positive,False,0.0578586384299054,False,0.0,0.0578586384299054,0.5098581743067604,False,p<100M,0.50-0.55,>=1.00
333,445001,445000,445001,1,13.005831808336865,12.005831808336865,13.005831808317453,1.9412027540965937e-11,0.0709767302044906,-440.2651383286575,-428.25930652034003,-0.0037953344203567776,-428.25930652034003,-0.0037953344203567776,negative,negative,positive,False,0.0776707266078231,False,0.0,0.0776707266078231,0.5098245134068178,False,p<100M,0.50-0.55,0.50-1.00
334,40836461,40836460,40836461,1,17.525085892265995,16.525085892265995,17.525085888803005,3.4629898948423943e-09,0.05380509656378772,-3631.599595181644,-3615.074509292841,-0.0018419290336558355,-3615.074509292841,-0.0018419290336558355,negative,negative,positive,False,0.0572224328808061,False,0.0,0.0572224328808061,0.5098332515563442,False,p<100M,0.50-0.55,0.50-1.00
335,604685377,604682818,604685377,2559,2426.425994675742,-132.574005324258,2426.425994515419,1.6032299754442647e-07,-0.006409904087848511,-13091.200517177582,-13223.774522662163,-0.0013152823706824043,-13223.774522662163,-0.0013152823706824043,negative,negative,negative,False,0.103142612325526,False,0.012223555991387514,0.103142612325526,0.5098177082877743,True,p>=500M,0.50-0.55,0.10-0.25
336,12842771,12842770,12842771,1,16.368291642911316,15.368291642911316,16.36829164251685,3.944649051845772e-10,0.05736128668061012,-2079.271153654903,-2063.9028620123863,-0.002149577833180875,-2063.9028620123863,-0.002149577833180875,negative,negative,positive,False,0.0614933608736022,False,0.0,0.0614933608736022,0.5097450738016737,False,p<100M,0.50-0.55,0.50-1.00
337,3454739,3454738,3454739,1,15.055257469638663,14.055257469638663,15.055257469415665,2.2299850854778924e-10,0.06201009996561062,-1106.8366029346362,-1092.7813454652205,-0.0025938763964895198,-1092.7813454652205,-0.0025938763964895198,negative,negative,positive,False,0.0678335682776829,False,0.0,0.0678335682776829,0.5095775294416988,False,p<100M,0.50-0.55,>=1.00
338,108591737,108591025,108591737,712,666.1116878067066,-45.88831219329336,666.1116878092289,-2.5222561816917732e-09,-0.005023111514206862,-5687.950943231583,-5733.839255422354,-0.0016071553406405061,-5733.839255422354,-0.0016071553406405061,negative,negative,negative,False,0.0670776998596762,False,0.02645383966100752,0.0670776998596762,0.5095535764984479,False,100M<=p<500M,0.50-0.55,0.25-0.50
339,108530069,108529950,108529951,1,18.50253673893403,17.50253673893403,18.50253674387932,-4.945288623048327e-09,0.0511255974816211,-5653.748527050018,-5636.245990306139,-0.001580347469749455,-5735.743452474475,-0.001608244507928975,negative,negative,positive,False,0.0549969698681508,False,0.0,0.0549969698681508,0.5095494135198644,False,100M<=p<500M,0.50-0.55,>=1.00
340,40882771,40882770,40882771,1,17.526219285319847,16.526219285319847,17.52621928602457,-7.04723390754225e-10,0.053801827617266575,-3621.2993398681283,-3604.7731205821037,-0.0018354023839935523,-3604.7731205821037,-0.0018354023839935523,negative,negative,positive,False,0.0576333796617081,False,0.0,0.0576333796617081,0.509544729930443,False,p<100M,0.50-0.55,0.50-1.00
341,7102457,7102456,7102457,1,15.775951338485887,14.775951338485887,15.775951338931918,-4.460307678755271e-10,0.059369629155683765,-1545.0620007887483,-1530.2860494498163,-0.0023071572533141993,-1530.2860494498163,-0.0023071572533141993,negative,negative,positive,False,0.0646932136535411,False,0.0,0.0646932136535411,0.5095150255628678,False,p<100M,0.50-0.55,>=1.00
342,40864051,40863879,40863883,4,35.051514300365966,31.051514300365966,35.05151429772377,2.642195795488078e-09,0.05054742130535292,-3570.7354798316956,-3539.683965533972,-0.001802773196012606,-3602.529408492148,-0.0018347759634928336,negative,negative,positive,False,0.0574566735917498,False,0.0,0.0574566735917498,0.5094716613312037,False,p<100M,0.50-0.55,0.50-1.00
343,1518239,1518238,1518239,1,14.233061668549976,13.233061668549976,14.233061668463051,8.692424557921186e-11,0.0653226318701599,-776.6833123865072,-763.4502507180441,-0.003058538899187376,-763.4502507180441,-0.003058538899187376,negative,negative,positive,False,0.07170621495335,False,0.0,0.07170621495335,0.5094374942286888,False,p<100M,0.50-0.55,>=1.00
344,109597217,109596735,109597217,482,407.2710430096557,-74.72895699034427,407.2710430175066,-7.850871952541638e-09,-0.009932157204436848,-5706.808229744434,-5781.537186726928,-0.001611468213801573,-5781.537186726928,-0.001611468213801573,negative,negative,negative,False,0.0542204176570948,False,0.0,0.0542204176570948,0.5094420870496775,False,100M<=p<500M,0.50-0.55,0.25-0.50
345,31018529,31018450,31018453,3,34.500185622358515,31.500185622358515,34.5001856200397,2.3188135855889414e-09,0.06111804987058399,-3131.7857441939414,-3100.2855585739017,-0.0018707198583718873,-3159.035463280976,-0.001906166817294288,negative,negative,positive,False,0.0692098295960013,False,0.015924904927554863,0.0692098295960013,0.5094190375911789,False,p<100M,0.50-0.55,>=1.00
346,40845443,40845352,40845353,1,17.525303615149454,16.525303615149454,17.52530361711979,-1.970335006262758e-09,0.05380445504449784,-3585.75047403574,-3569.22517041862,-0.0018183250381029836,-3641.699864603579,-0.001855244420980538,negative,negative,positive,False,0.0574305097109247,False,0.0,0.0574305097109247,0.5094015118213453,False,p<100M,0.50-0.55,0.50-1.00
347,177979733,177979051,177979733,682,626.9068833567122,-55.09311664328777,626.9068833887577,-3.204547738278052e-08,-0.00584557002628837,-7243.779319912195,-7298.8724365234375,-0.0015159756007959038,-7298.8724365234375,-0.0015159756007959038,negative,negative,negative,False,0.064256989998171,False,0.0,0.064256989998171,0.5093795941738046,False,100M<=p<500M,0.50-0.55,0.25-0.50
348,12783283,12783282,12783283,1,16.363648859683163,15.363648859683163,16.363648859784007,-1.0084377777275222e-10,0.0573765022463558,-2065.222799446434,-2049.85915058665,-0.0021411274335354407,-2049.85915058665,-0.0021411274335354407,negative,negative,positive,False,0.0626209646339798,False,0.0,0.0626209646339798,0.5093511062674271,False,p<100M,0.50-0.55,>=1.00
349,7051327,7051326,7051327,1,15.768726384026335,14.768726384026335,15.768726384267211,-2.4087576377951336e-10,0.05939498946439276,-1549.1291243797168,-1534.3603979954496,-0.0023237998443851825,-1534.3603979954496,-0.0023237998443851825,negative,negative,positive,False,0.0640096837074059,False,0.0,0.0640096837074058,0.5093310785249124,False,p<100M,0.50-0.55,0.50-1.00
350,178894987,178894798,178894801,3,38.0046169630778,35.0046169630778,38.0046169757843,-1.2706500740478077e-08,0.05596956433779495,-7221.914931565523,-7186.910314589739,-0.0014880949304970552,-7315.903387725353,-0.0015148028034057475,negative,negative,positive,False,0.0624748732312566,False,0.018563746874519164,0.0624748732312566,0.5093324645641792,False,100M<=p<500M,0.50-0.55,>=1.00
351,33843569,33843568,33843569,1,17.337259554044127,16.337259554044127,17.33725955337286,6.712674860409606e-10,0.05435234758141367,-3274.511411242187,-3258.174151688814,-0.0018632679515273249,-3258.174151688814,-0.0018632679515273249,negative,negative,positive,False,0.0573142485737193,False,0.0,0.0573142485737193,0.5093251429529002,False,p<100M,0.50-0.55,0.25-0.50
352,109712341,109712340,109712341,1,18.51337241663912,17.51337241663912,18.51337242126465,-4.625530181101567e-09,0.05109738887689234,-5810.166831254959,-5792.6534588336945,-0.0016135362689668903,-5792.6534588336945,-0.0016135362689668903,negative,negative,positive,False,0.0539020807162376,False,0.0,0.0539020807162376,0.5092974971206335,False,100M<=p<500M,0.50-0.55,0.50-1.00
353,179664509,179664508,179664509,1,19.00660183085661,18.00660183085661,19.006601840257645,-9.401034617440018e-09,0.04984513858666646,-7384.341149568558,-7366.3345477283,-0.0015212876435595972,-7366.3345477283,-0.0015212876435595972,negative,negative,positive,False,0.0530489105874725,False,0.0,0.0530489105874725,0.5092710768946377,False,100M<=p<500M,0.50-0.55,0.50-1.00
354,30784619,30784618,30784619,1,17.242525740093644,16.242525740093644,17.24252574145794,-1.3642953433645744e-09,0.05463259098653026,-3142.4212549999356,-3126.1787292584777,-0.0018951567921790655,-3126.1787292584777,-0.0018951567921790655,negative,negative,positive,False,0.0583295511087164,False,0.0,0.0583295511087164,0.5092391678389152,False,p<100M,0.50-0.55,0.50-1.00
355,33843947,33843946,33843947,1,17.337270723016555,16.337270723016555,17.337270721793175,1.2233805080086313e-09,0.05435231470992509,-3305.766134530306,-3289.4288638085127,-0.0018811288073703931,-3289.4288638085127,-0.0018811288073703931,negative,negative,positive,False,0.0578346580287957,False,0.0,0.0578346580287957,0.5092295049680529,False,p<100M,0.50-0.55,0.50-1.00
356,33821677,33821502,33821509,7,52.00982232048878,45.00982232048878,52.00982231646776,4.021018185085268e-09,0.056601741673700384,-3261.09392157197,-3216.084099255502,-0.0018399358095468295,-3262.727829359472,-0.001866615186374709,negative,negative,positive,False,0.0654611569085146,False,0.016179568040214136,0.0654611569085146,0.5091036125226484,False,p<100M,0.50-0.55,0.25-0.50
357,30978317,30978316,30978317,1,17.24879806610611,16.24879806610611,17.248798064887524,1.2185878972559294e-09,0.05461394714867216,-3154.5114338733256,-3138.262635808438,-0.001895146119658434,-3138.262635808438,-0.001895146119658434,negative,negative,positive,False,0.058206963587266,False,0.0,0.058206963587266,0.5090420374245351,False,p<100M,0.50-0.55,0.50-1.00
358,2275027,2275026,2275027,1,14.63750247842863,13.63750247842863,14.637502478435636,-7.005951374594588e-12,0.06365036219407175,-937.5952059784904,-923.9577035000548,-0.0028590704040281677,-923.9577035000548,-0.0028590704040281677,negative,negative,positive,False,0.0701677034244439,False,0.0,0.0701677034244439,0.5090326128084607,False,p<100M,0.50-0.55,>=1.00
359,109548913,109548912,109548913,1,18.511881701546663,17.511881701546663,18.511881694197655,7.349008512846922e-09,0.051101268653003365,-5811.632057204843,-5794.120175510645,-0.0016154083735108232,-5794.120175510645,-0.0016154083735108232,negative,negative,positive,False,0.0540412935367529,False,0.0,0.0540412935367529,0.5090335519826829,False,100M<=p<500M,0.50-0.55,0.50-1.00
360,33488281,33487676,33488180,504,502.4741794889246,-1.5258205110753806,502.4741794876754,1.249190972885117e-09,-0.0002263894383431751,-3208.5670283809304,-3210.092848893255,-0.0018477361440262484,-3276.4394390508533,-0.0018859218792936807,negative,negative,negative,False,0.0702213435707402,False,0.0,0.0702213435707402,0.5090295281131568,False,p<100M,0.50-0.55,0.25-0.50
361,33862799,33862647,33862651,4,34.67564639008905,30.67564639008905,34.675646394491196,-4.402146203119628e-09,0.051023984154930375,-3264.8724088594317,-3234.1967624649405,-0.0018489144622220264,-3278.169811077416,-0.0018740477829638786,negative,negative,positive,False,0.0585493445209605,False,0.0,0.0585493445209605,0.5089964553101051,False,p<100M,0.50-0.55,0.50-1.00
362,3441017,3441016,3441017,1,15.051277625191709,14.051277625191709,15.051277625374496,-1.8278711877428577e-10,0.062025329723603036,-1098.3295544600114,-1084.278276834637,-0.002580183625630001,-1084.278276834637,-0.002580183625630001,negative,negative,positive,False,0.0664152882950914,False,0.0,0.0664152882950914,0.5089930911308486,False,p<100M,0.50-0.55,0.50-1.00
363,17998027,17998026,17998027,1,16.70577269874159,15.70577269874159,16.705772697925568,8.160228048836871e-10,0.05627638236899266,-2423.0532132461667,-2407.347440548241,-0.0020332612728727107,-2407.347440548241,-0.0020332612728727107,negative,negative,positive,False,0.0607228067308972,False,0.0,0.0607228067308972,0.5089673036246306,False,p<100M,0.50-0.55,>=1.00
364,12783557,12783556,12783557,1,16.36367029369691,15.36367029369691,16.36367029324174,4.551701238142414e-10,0.05737643198325684,-2061.040627395734,-2045.6769571024925,-0.002136730534187869,-2045.6769571024925,-0.002136730534187869,negative,negative,positive,False,0.0625314742892232,False,0.0,0.0625314742892232,0.5089660187777126,False,p<100M,0.50-0.55,>=1.00
365,1196653,1196652,1196653,1,13.995039051118322,12.995039051118322,13.995039051165804,-4.7482018317168695e-11,0.06634823277333693,-689.6638564579189,-676.6688174067531,-0.003158230456303868,-676.6688174067531,-0.003158230456303868,negative,negative,positive,False,0.071617662491785,False,0.0,0.071617662491785,0.5089285423561476,False,p<100M,0.50-0.55,0.50-1.00
366,178000301,178000300,178000301,1,18.99729579926617,17.99729579926617,18.997295796871185,2.394983766862424e-09,0.049868199091902835,-7329.8567027151585,-7311.859406918287,-0.0015185667755469958,-7311.859406918287,-0.0015185667755469958,negative,negative,positive,False,0.0530150818740687,False,0.0,0.0530150818740687,0.5089336569673311,False,100M<=p<500M,0.50-0.55,0.50-1.00
367,444929,444928,444929,1,13.005669997857035,12.005669997857035,13.00566999783041,2.6625812665770354e-11,0.07097753971041117,-446.2995224027545,-434.2938524049241,-0.0038492211618135594,-434.2938524049241,-0.0038492211618135594,negative,negative,positive,False,0.0781852146270972,False,0.0,0.0781852146270972,0.508892189773538,False,p<100M,0.50-0.55,>=1.00
368,108530371,108530370,108530371,1,18.50254060882601,17.50254060882601,18.502540603280067,5.545942372009449e-09,0.051125593407958046,-5777.707911029458,-5760.205370426178,-0.001615100649633219,-5760.205370426178,-0.001615100649633219,negative,negative,positive,False,0.0550780849806609,False,0.0,0.0550780849806608,0.5088808440539985,False,100M<=p<500M,0.50-0.55,>=1.00
369,33877069,33877068,33877069,1,17.33824891278976,16.33824891278976,17.338248915970325,-3.1805669209461485e-09,0.05434943594565349,-3295.301841534674,-3278.963592618704,-0.0018740156492671296,-3278.963592618704,-0.0018740156492671296,negative,negative,positive,False,0.0580315698450999,False,0.0,0.0580315698450999,0.5088766936423129,False,p<100M,0.50-0.55,0.50-1.00
370,179411909,179411668,179411671,3,38.01038711128105,35.01038711128105,38.01038712263107,-1.1350024919920543e-08,0.05596179427631391,-7265.776182562113,-7230.765795439482,-0.0014945634429341375,-7297.719046980143,-0.001508401137039952,negative,negative,positive,False,0.0609062405598658,False,0.017008446329552483,0.0609062405598658,0.5088328774479058,False,100M<=p<500M,0.50-0.55,0.25-0.50
371,30801703,30801702,30801703,1,17.243080538623037,16.243080538623037,17.243080537766218,8.568186160573532e-10,0.054630941394565896,-3138.801661401987,-3122.558580864221,-0.001892315369957744,-3122.558580864221,-0.001892315369957744,negative,negative,positive,False,0.0590182314704876,False,0.0,0.0590182314704876,0.5087679548800931,False,p<100M,0.50-0.55,>=1.00
372,179380241,179380240,179380241,1,19.005018362169785,18.005018362169785,19.00501835346222,8.707566223620233e-09,0.04984906094844845,-7310.23279902339,-7292.227780669928,-0.0015074271645147458,-7292.227780669928,-0.0015074271645147458,negative,negative,positive,False,0.0524959052411155,False,0.0,0.0524959052411155,0.508719161417818,False,100M<=p<500M,0.50-0.55,0.50-1.00
373,1198289,1198288,1198289,1,13.996405263957271,12.996405263957271,13.996405263897032,6.02398131377413e-11,0.06634225473323002,-688.165795530891,-675.169390266994,-0.003148465512845795,-675.169390266994,-0.003148465512845795,negative,negative,positive,False,0.0723746919761434,False,0.0,0.0723746919761434,0.5086455629582203,False,p<100M,0.50-0.55,>=1.00
374,30339893,30339892,30339893,1,17.22797400518101,16.22797400518101,17.227974005043507,1.375042302242946e-10,0.05467589335697937,-3121.06165760383,-3104.8336835987866,-0.0018991658978005316,-3104.8336835987866,-0.0018991658978005316,negative,negative,positive,False,0.0584872273607094,False,0.0,0.0584872273607094,0.5086314788479691,False,p<100M,0.50-0.55,0.50-1.00
375,33866071,33866070,33866071,1,17.337924215703186,16.337924215703186,17.33792421221733,3.4858551600791543e-09,0.05435039147950108,-3272.311282455921,-3255.973358243704,-0.001861247959997353,-3255.973358243704,-0.001861247959997353,negative,negative,positive,False,0.0578606794756717,False,0.0,0.0578606794756717,0.5086144576181272,False,p<100M,0.50-0.55,0.50-1.00
376,15937,15936,15937,1,9.676398728859631,8.676398728859631,9.676398728859567,6.394884621840902e-14,0.092664202109152,-97.5986747954139,-88.92227606655433,-0.007522804447294703,-88.92227606655433,-0.007522804447294703,negative,negative,positive,False,0.1034376505744083,False,0.0,0.1034376505744083,0.5083691241639945,False,p<100M,0.50-0.55,0.50-1.00
377,187427707,187426768,187427707,939,914.3472535466526,-24.65274645334739,914.3472535610199,-1.4367287803906947e-08,-0.002217137039940156,-7418.270232319832,-7442.922978758812,-0.0014982581653647296,-7442.922978758812,-0.0014982581653647296,negative,negative,negative,False,0.0744485929586305,False,0.0,0.0744485929586305,0.5085769665318084,False,100M<=p<500M,0.50-0.55,0.10-0.25
378,108563563,108563562,108563563,1,18.502846393512364,17.502846393512364,18.502846390008926,3.503437540075538e-09,0.05112479676136765,-5794.378913253546,-5776.876066863537,-0.0016194737749656248,-5776.876066863537,-0.0016194737749656248,negative,negative,positive,False,0.054274460944475,False,0.0,0.054274460944475,0.50854850812018,False,100M<=p<500M,0.50-0.55,0.50-1.00
379,604681513,604678930,604681513,2583,2385.984815618951,-197.01518438104904,2385.984815120697,4.982539394404739e-07,-0.009481260249097082,-13045.040697336197,-13242.0558822155,-0.0013171057386630227,-13242.0558822155,-0.0013171057386630227,negative,negative,negative,False,0.1005708971627918,False,0.012296636237317337,0.1005708971627917,0.5085435133370222,True,p>=500M,0.50-0.55,0.10-0.25
380,3280747,3280746,3280747,1,15.00358169833306,14.00358169833306,15.003581698518246,-1.851869768643155e-10,0.06220842909104436,-1098.8627838431858,-1084.8592021446675,-0.002660707366736162,-1084.8592021446675,-0.002660707366736162,negative,negative,positive,False,0.0681975726185681,False,0.0,0.0681975726185681,0.5085012586497992,False,p<100M,0.50-0.55,>=1.00
381,22053061,22053060,22053061,1,16.908961971084082,15.908961971084082,16.908961970359087,7.249951750054606e-10,0.05564266840843207,-2700.052971754223,-2684.144009783864,-0.0019991136232836645,-2684.144009783864,-0.0019991136232836645,negative,negative,positive,False,0.0603424434897043,False,0.0,0.0603424434897043,0.508479842412076,False,p<100M,0.50-0.55,>=1.00
382,604365031,604363228,604365031,1803,1658.0143639860646,-144.9856360139354,1658.0143638849258,1.0113876669493038e-07,-0.008351763252946825,-13097.720136761665,-13242.70577287674,-0.001317583435545455,-13242.70577287674,-0.001317583435545455,negative,negative,negative,False,0.0869939928500895,False,0.028712832289133048,0.0869939928500895,0.5084790056660465,True,p>=500M,0.50-0.55,0.10-0.25
383,31019393,31019392,31019393,1,17.250123147500577,16.250123147500577,17.250123146921396,5.791811474864517e-10,0.0546100101027406,-3159.530027717352,-3143.2799045704305,-0.0018966273495843418,-3143.2799045704305,-0.0018966273495843418,negative,negative,positive,False,0.0578361073290868,False,0.0,0.0578361073290868,0.5084677134586102,False,p<100M,0.50-0.55,0.50-1.00
384,30977831,30977830,30977831,1,17.248782377590423,16.248782377590423,17.248782377690077,-9.965361869035405e-11,0.05461399376535054,-3168.7263190336525,-3152.4775366559625,-0.0019037486651841732,-3152.4775366559625,-0.0019037486651841732,negative,negative,positive,False,0.0578287310274751,False,0.0,0.0578287310274751,0.5084306502104596,False,p<100M,0.50-0.55,0.50-1.00
385,7048859,7048858,7048859,1,15.76837631771867,14.76837631771867,15.768376317806542,-8.787104377461219e-11,0.059396218779368584,-1541.0236243745312,-1526.2552480567247,-0.0023120318186664827,-1526.2552480567247,-0.0023120318186664827,negative,negative,positive,False,0.0650198321388196,False,0.0,0.0650198321388196,0.5083783478511937,False,p<100M,0.50-0.55,>=1.00
386,4995779,4995778,4995779,1,15.42410391386088,14.42410391386088,15.42410391382873,3.215028243630513e-11,0.060630193956175554,-1325.267297458835,-1310.8431935450062,-0.0024651834838986626,-1310.8431935450062,-0.0024651834838986626,negative,negative,positive,False,0.0665766157119201,False,0.0,0.0665766157119201,0.5082704644810365,False,p<100M,0.50-0.55,>=1.00
387,12802553,12802552,12802553,1,16.365155162126715,15.365155162126715,16.36515516228974,-1.6302337257911859e-10,0.05737156483498693,-2057.9518657028675,-2042.5867105405778,-0.002131532486809184,-2042.5867105405778,-0.002131532486809184,negative,negative,positive,False,0.061787082836556,False,0.0,0.061787082836556,0.5082304389173754,False,p<100M,0.50-0.55,0.50-1.00
388,30333337,30333336,30333337,1,17.22775789669213,16.22775789669213,17.227757897228003,-5.358735677418736e-10,0.0546765369575494,-3111.6513502448797,-3095.4235923476517,-0.0018936620395561164,-3095.4235923476517,-0.0018936620395561164,negative,negative,positive,False,0.0585540342059468,False,0.0,0.0585540342059468,0.5082114621691353,False,p<100M,0.50-0.55,0.50-1.00
389,12783647,12783646,12783647,1,16.363677333966155,15.363677333966155,16.363677334040403,-7.424816317325167e-11,0.05737640890450268,-2069.2222709227353,-2053.858593588695,-0.0021452669396983077,-2053.858593588695,-0.0021452669396983077,negative,negative,positive,False,0.0620305679197299,False,0.0,0.0620305679197299,0.5082045635617256,False,p<100M,0.50-0.55,>=1.00
390,179409773,179409772,179409773,1,19.00518298213642,18.00518298213642,19.00518298149109,6.45332676185717e-10,0.04984865314471885,-7308.305372744799,-7290.300189763308,-0.0015068785553397127,-7290.300189763308,-0.0015068785553397127,negative,negative,positive,False,0.0528986214654153,False,0.0,0.0528986214654153,0.5081391939207802,False,100M<=p<500M,0.50-0.55,0.50-1.00
391,12807943,12807942,12807943,1,16.36557608330525,15.36557608330525,16.365576082840562,4.646878437597479e-10,0.057370185275841916,-2080.1131813786924,-2064.747605295852,-0.002154094158783331,-2064.747605295852,-0.002154094158783331,negative,negative,positive,False,0.0627475897600344,False,0.0,0.0627475897600344,0.508100034851656,False,p<100M,0.50-0.55,>=1.00
392,3439379,3439378,3439379,1,15.050801489797482,14.050801489797482,15.050801489967853,-1.7037038446687802e-10,0.06202715225945877,-1100.8910454078577,-1086.84024391789,-0.002587059624975769,-1086.84024391789,-0.002587059624975769,negative,negative,positive,False,0.0675932165846349,False,0.0,0.0675932165846349,0.508098247313516,False,p<100M,0.50-0.55,>=1.00
393,30801247,30801246,30801247,1,17.243065734137215,16.243065734137215,17.243065733462572,6.746425640358211e-10,0.05463098541170894,-3131.1215628758073,-3114.8784971423447,-0.0018876783432676101,-3114.8784971423447,-0.0018876783432676101,negative,negative,positive,False,0.0584941961271208,False,0.0,0.0584941961271208,0.5080861420164491,False,p<100M,0.50-0.55,0.50-1.00
394,3277457,3277456,3277457,1,15.002578374778016,14.002578374778016,15.002578374929726,-1.517097558689784e-10,0.062212292280136625,-1079.529460543301,-1065.5268821683712,-0.0026149542874789205,-1065.5268821683712,-0.0026149542874789205,negative,negative,positive,False,0.0667620359967211,False,0.0,0.0667620359967211,0.508057249453712,False,p<100M,0.50-0.55,0.50-1.00
395,33870359,33870358,33870359,1,17.33805082408824,16.33805082408824,17.338050827383995,-3.295756556553897e-09,0.05435001888641545,-3295.1665630191565,-3278.8285121917725,-0.0018741668836856971,-3278.8285121917725,-0.0018741668836856971,negative,negative,positive,False,0.0592817646450739,False,0.0,0.0592817646450739,0.5080152159192425,False,p<100M,0.50-0.55,>=1.00
396,1196399,1196398,1196399,1,13.994826769896724,12.994826769896724,13.994826769921929,-2.5204727194250154e-11,0.06634916173317579,-701.5673804145772,-688.5725536446553,-0.003214227651978404,-688.5725536446553,-0.003214227651978404,negative,negative,positive,False,0.073189163234131,False,0.0,0.073189163234131,0.5079986396563028,False,p<100M,0.50-0.55,>=1.00
397,7049759,7049758,7049759,1,15.76850398980699,14.76850398980699,15.768503990024328,-2.1733903565746004e-10,0.0593957704321283,-1526.45383037813,-1511.6853263881058,-0.0022897774681489274,-1511.6853263881058,-0.0022897774681489274,negative,negative,positive,False,0.0639775221679599,False,0.0,0.0639775221679599,0.5079871817184038,False,p<100M,0.50-0.55,0.50-1.00
398,39691853,39691852,39691853,1,17.49665651049233,16.49665651049233,17.496656507253647,3.238682211303967e-09,0.05388722254956077,-3540.1996498927474,-3523.7029933854938,-0.0018269997012381862,-3523.7029933854938,-0.0018269997012381862,negative,negative,positive,False,0.0570431336777607,False,0.0,0.0570431336777607,0.5079818330900457,False,p<100M,0.50-0.55,0.50-1.00
