rows,coordinate_test_rows,positive_rows,negative_rows,zero_rows,unknown_sign_rows,post_P0_rows,tail_rows,finite_certificate_rows,positive_Qmin,positive_Qmax,positive_Qmean,positive_Qmedian,positive_Qq95,positive_Qq99,positive_tail_rows,positive_tail_Qmin,positive_tail_Qmax,positive_tail_Qmean,positive_tail_Qmedian,positive_tail_Qq95,positive_tail_Qq99,post_P0_positive_rows,post_P0_positive_Qmax,non_tail_positive_rows,non_tail_positive_Qmax,finite_positive_rows,finite_positive_Qmax,positive_near_forbidden_count,positive_forbidden_count,positive_above_0p25_count,positive_above_0p50_count,positive_above_0p75_count,positive_above_1p00_count,lowest_global_positive_cap_passed,lowest_tail_positive_cap_passed,pass_positive_cap_0p25,pass_positive_cap_0p50,pass_positive_cap_0p75,pass_positive_cap_1p00,pass_positive_harmlessness_empirical,recommended_theorem_form,recommended_next_file
1469,1468,1320,148,0,0,142,142,1326,0.0489909092562281,0.2157084836048593,0.05974208202963205,0.057717756889844846,0.07588258117850578,0.10698189098852476,120,0.0489909092562281,0.0585344103602869,0.04998167621469551,0.049916660467031054,0.05045060587909455,0.056234009578331016,120,0.0585344103602869,1200,0.2157084836048593,1200,0.2157084836048593,0,0,0,0,0,0,0.25,0.25,True,True,True,True,True,global_strong_cap_Cplus_1_over_4,Prime_Mesh_R2Q_PositiveHarmlessness_Theorem_Target_v1.md
