Q_R2Q_gt_0p75_min,Q_R2Q_gt_0p75_gap_min,Q_R2Q_gt_0p75_count_below_0p805,Q_R2Q_gt_0p75_count_below_0p80,Q_R2Q_gt_0p75_count_below_0p78
0.7568596623500748,0.006859662350074847,1,1,1
