rows_all,positive_rows,positive_frac,C_plus_Qmax,C_plus_Q95,C_plus_Q99,pass_Q_le_1_frac,pass_Q_le_0p75_frac,pass_Q_le_0p5_frac,pass_Q_le_0p25_frac,tail_positive_rows,tail_C_plus_Qmax,finite_C_plus_Qmax,worst_block_id,worst_p_star,worst_h,worst_theta_local_norm,worst_scale_bin,worst_depth_bin,worst_mu_bin,scopes_Qmax_gt_0p25,scopes_Qmax_gt_0p5,scopes_Qmax_gt_0p75,scopes_Qmax_gt_1
1468,1320,0.8991825613079019,0.2157084836048593,0.07588258117850578,0.10698189098852476,1.0,1.0,1.0,1.0,120,0.0585344103602869,0.2157084836048593,34,127,1,0.1638184076850698,p<100M,0.50-0.55,0.50-1.00,0,0,0,0
