candidate_id,distance_to_mean_template
hexc_00000,2.508646560894145
hexc_00001,8.364447893303526
hexc_00002,2.8352145319663475
hexc_00003,0.314470220464094
hexc_00004,10.698858975974694
hexc_00005,7.5691669440875495
hexc_00006,4.827647687702701
hexc_00007,7.9458844863833775
hexc_00008,2.9825137702536613
hexc_00009,3.558618699064415
hexc_00010,0.3144702204640915
hexc_00011,7.61492006688909
hexc_00012,0.3144702204640915
hexc_00013,10.160530875979125
hexc_00014,0.3144702204640915
hexc_00015,0.3144702204640915
hexc_00016,0.3144702204640915
hexc_00017,7.185466480480163
hexc_00018,7.9410739710626155
hexc_00019,0.3144702204640915
hexc_00020,6.023257185932305
hexc_00021,0.3144702204640915
hexc_00022,10.734977227801163
hexc_00023,6.8353686477463045
hexc_00024,6.820736128668049
hexc_00025,10.355077738245066
hexc_00026,10.287795532635927
hexc_00027,11.59845468320717
hexc_00028,7.571737196230257
hexc_00029,5.123763788903723
hexc_00030,7.1492958862560725
hexc_00031,6.220329608505685
hexc_00032,15.92543692355324
hexc_00033,0.3144702204640915
hexc_00034,0.3144702204640915
hexc_00035,13.097879758200953
hexc_00036,0.3144702204640915
hexc_00037,0.3144702204640915
hexc_00038,8.593813899843223
hexc_00039,9.03621025549454
hexc_00040,1.684255192610895
hexc_00041,9.142427259404753
hexc_00042,4.149660693198469
hexc_00043,10.086512839346485
hexc_00044,5.926276958216198
hexc_00045,0.3144702204640915
hexc_00046,7.347396535827168
hexc_00047,7.093796348601474
hexc_00048,3.6784167447964347
hexc_00049,4.573052510172018
hexc_00050,6.303264581408315
hexc_00051,0.3144702204640915
hexc_00052,10.739001697717642
hexc_00053,2.553570525794136
hexc_00054,7.732031913831218
hexc_00055,6.060986161258538
hexc_00056,13.599131879945432
hexc_00057,11.802717561728029
hexc_00058,0.3144702204640915
hexc_00059,17.406008249438948
hexc_00060,11.803986993471979
hexc_00061,5.259374837015517
hexc_00062,7.74280906849858
hexc_00063,3.3493911963098433
hexc_00064,12.740789419786378
hexc_00065,0.3144702204640915
hexc_00066,10.122309955071996
hexc_00067,0.3144702204640915
hexc_00068,6.8079226005759645
hexc_00069,7.1726411644654755
hexc_00070,0.3144702204640915
hexc_00071,8.838609594872713
hexc_00072,8.034351637972748
hexc_00073,0.3144702204640915
hexc_00074,6.945720940002053
hexc_00075,0.3144702204640915
hexc_00076,4.688505059194755
hexc_00077,2.628359700441579
hexc_00078,5.294185619362544
hexc_00079,11.810227366822145
hexc_00080,0.3144702204640915
hexc_00081,13.491738480137267
hexc_00082,0.3144702204640915
hexc_00083,0.3144702204640915
hexc_00084,0.3144702204640915
hexc_00085,0.3144702204640915
hexc_00086,11.50909799702845
hexc_00087,7.202796924271426
hexc_00088,0.3144702204640915
hexc_00089,8.516440675991085
hexc_00090,7.522848887805142
hexc_00091,0.3144702204640915
hexc_00092,0.3144702204640915
hexc_00093,0.3144702204640915
hexc_00094,8.450653691292546
hexc_00095,9.913846973536423
hexc_00096,3.647743680889456
hexc_00097,4.918241468809098
hexc_00098,6.593434118883758
hexc_00099,0.3144702204640915
hexc_00100,0.3144702204640915
hexc_00101,7.130411936633132
hexc_00102,8.2917409724811
hexc_00103,2.9203419497432233
hexc_00104,8.004471000663193
hexc_00105,0.3144702204640915
hexc_00106,0.3144702204640915
hexc_00107,8.44448730663149
hexc_00108,4.165523894929706
hexc_00109,8.675298933662011
hexc_00110,6.707835899641275
hexc_00111,0.3144702204640915
hexc_00112,10.960417039564664
hexc_00113,10.747010751202208
hexc_00114,0.3144702204640915
hexc_00115,5.2421548607762825
hexc_00116,4.5631254110930195
hexc_00117,5.458906561796102
hexc_00118,0.3144702204640915
hexc_00119,8.575912358292245
hexc_00120,9.42096321218515
hexc_00121,0.3144702204640915
hexc_00122,0.3144702204640915
hexc_00123,19.626770666546197
hexc_00124,6.536658577949884
hexc_00125,0.3144702204640915
hexc_00126,0.3144702204640915
hexc_00127,8.733413483297698
hexc_00128,5.534407318565428
hexc_00129,5.151704961878785
hexc_00130,13.900181127540554
hexc_00131,0.3144702204640915
hexc_00132,4.268217262714318
hexc_00133,0.3144702204640915
hexc_00134,3.401146450385261
hexc_00135,0.3144702204640915
hexc_00136,0.3144702204640915
hexc_00137,13.374338121224682
hexc_00138,13.08785694534245
hexc_00139,0.3144702204640915
hexc_00140,0.3144702204640915
hexc_00141,0.3144702204640915
hexc_00142,0.3144702204640915
hexc_00143,0.3144702204640915
hexc_00144,0.3144702204640915
hexc_00145,0.3144702204640915
hexc_00146,0.3144702204640915
hexc_00147,0.3144702204640915
hexc_00148,12.015248738649406
hexc_00149,8.393034763897631
hexc_00150,14.899764266521686
hexc_00151,0.3144702204640915
hexc_00152,6.22077714176178
hexc_00153,5.157034884039543
hexc_00154,8.20588719501173
hexc_00155,5.238633406322405
hexc_00156,0.3144702204640915
hexc_00157,0.3144702204640915
hexc_00158,11.141720742592188
