column,primitive_candidate,leaky_excluded,non_null_count,min,max,mean,median,std,corr_with_R_R2Q_rec,corr_with_Q_R2Q,corr_with_E_theta,corr_with_negative_indicator,corr_with_near_forbidden_indicator
Q_o2p4_total,True,False,1468,0.0,0.0197548493142798,0.000368106081162204,0.0,0.0023629623710330456,-0.0075839635311552136,-0.007379847100942423,0.04679125477377069,-0.050889260116837025,-0.006443142217778928
O2_total_with_o2p4,True,False,1468,0.0301511056,0.0499059549142798,0.030519211681162207,0.0301511056,0.0023629623710330456,-0.007583963531156029,-0.007379847100943044,0.04679125477377126,-0.050889260116836824,-0.006443142217779414
theta_start_error,True,False,1468,-13335.393801808355,-18.930195560461783,-4895.596480267862,-3564.1973355561495,3484.9548348375497,-0.012016879607842432,0.08433766916594007,0.05627622325622205,-0.04091692721017864,-0.014653957052524539
Q_tail_start,True,False,1468,0.0,0.4646693892968376,0.005959849543065272,0.0027036043245924502,0.017597589395772762,-0.01510594268814263,0.10371047684768162,0.02772847036724935,-0.036419134752800626,-0.012203725211506908
theta_pstar_error,True,False,1468,-13316.174183368685,-15.086008474003194,-4909.322687721484,-3567.512616265565,3494.928649065676,-0.04162313488843293,0.0481718109026811,0.09542785146149145,-0.06374898434616713,-0.03876511086662611
theta_end_error,True,False,1468,-13316.174183368685,-15.086008474003194,-4904.964571871357,-3549.1320344656706,3495.4864417141152,-0.04167871137404032,0.04811990569794962,0.09573250447810872,-0.06367826427747955,-0.038815364130740854
scale_ratio_global_to_local,True,False,1468,11.269427669584644,24594.39633331137,7713.930928521868,5820.123362543805,6641.291222140541,-0.06644347974724708,-0.25776470485098213,0.22565059957997693,-0.37689411408036905,-0.0523596655247148
Q_theta,True,False,1468,0.0001978534306196,0.1638184076850698,0.05044892188049359,0.051125544533865655,0.01652629139985989,-0.13666373347123623,-0.24141645245359286,0.41943265894727627,-0.7887010890153398,-0.11064512391002733
theta_local_norm,True,False,1468,-0.0285688313843675,0.1638184076850698,0.04812290062502133,0.051125544533865655,0.022417733017159228,-0.15326449759650956,-0.3187512047555822,0.5281190747279956,-0.8914028525895453,-0.1174775374737252
E_theta_normalized,True,False,1468,-0.0285688313843675,0.1638184076850698,0.04812290062502133,0.051125544533865655,0.022417733017159228,-0.15326449759650956,-0.3187512047555822,0.5281190747279956,-0.8914028525895453,-0.1174775374737252
theta_positive_candidate,True,False,1468,0.0,1.0,0.8991825613079019,1.0,0.30118943832704537,-0.1717987598571358,-0.42390604584329866,0.5775175542256413,-1.0,-0.13514435906164335
endpoint_line_left,True,False,166,-13895.06128730599,-445.57865085028266,-5082.457755079932,-3449.217780228153,3578.5982308585935,-0.17384306503156846,-0.18356897449150872,0.3758929378195162,-0.243225864127584,-0.15317748288385347
