rows_total_highW,short_highW_rows,short_highW_candidate_ids,short_highW_K_max,short_highW_K_above_65_count,short_highW_margin_min,pass_short_highW_K_cap,binding_rows_reconstruction_error_max,pass_binding_rows_reconstruction,short_highW_C_cluster_max,short_highW_C_cluster_above_1_count,short_highW_C_cluster_above_1p10_count,short_highW_C_cluster_above_1p12_count,short_highW_sample_u_mean_min,short_highW_sample_left_mass_frac_max,short_highW_prime_u_mean_min,short_highW_prime_left_mass_frac_max,sample_grid_skew_stronger_than_prime_skew_count,short_highW_B_prime_abs_max,short_highW_peak_energy_concentration_top1_max,short_highW_peak_energy_concentration_top3_max,finite_shortblock_certificate_viable,finite_shortblock_certificate_min_margin,best_symbolic_shortblock_bound,best_symbolic_shortblock_bound_passes,best_closure_route,best_closure_route_reason,short_highW_threshold_relevant_count,short_highW_forbidden_count,short_highW_threshold_relevant_K_max,short_highW_forbidden_K_max,long_highW_K_max,long_highW_C_cluster_max,short_highW_S_T_max,long_highW_S_T_max,short_highW_sample_u_mean_mean,long_highW_sample_u_mean_mean,shortblock_cluster_failures,pass_hexc_shortblock_cluster_empirical,recommended_next_file
22,4,"hexc_00453,hexc_00442,hexc_00462,hexc_00663",64.24988591171059,0,0.7501140882894077,True,1.3310597068993957e-10,True,1.1026693887221886,2,1,0,0.1643004872576857,0.7837837837837838,0.44645185323151426,0.3235294117647059,4,76.31673017560132,0.17933298452041346,0.4559219159176645,True,0.7501140882894077,C_short_1.11,True,finite_shortblock_certificate,Only four short high-weight post-P0 rows occur; all reconstruct from primitive offsets and all margins are positive. This is the cleanest closure unless a symbolic sampled-grid theorem is later derived.,0,0,,,45.48807574882472,0.9187301332075517,2.997147056722025,2.545922118716189,0.17201696981489228,0.12196344167391443,0,True,Prime_Mesh_R2Q_HExc_HighWeightRayleighCollapse_ShortBlockCluster_FiniteCertificate_Target_v1.md
