candidate_id,offset,u,B_prime,B_prime_abs,B_prime_sq
hexc_00462,5,0.009940357852882704,-4.823720701997018,4.823720701997018,23.2682814108746
hexc_00462,7,0.013916500994035786,13.466219841404175,13.466219841404175,181.3390768170275
hexc_00462,8,0.015904572564612324,12.501475701004773,12.501475701004773,156.2868947028128
hexc_00462,10,0.019880715705765408,10.571987420205966,10.571987420205966,111.7669180129932
hexc_00462,12,0.02385685884691849,8.642499139407159,8.642499139407159,74.69279137465348
hexc_00462,14,0.027833001988071572,6.713010858608351,6.713010858608351,45.064514787793634
hexc_00462,16,0.03180914512922465,4.783522577809546,4.783522577809546,22.88208825241368
hexc_00462,17,0.033797216699801194,3.818778437410142,3.818778437410142,14.583068754028645
hexc_00462,20,0.039761431411530816,0.9245460162119308,0.9245460162119308,0.8547853360933517
hexc_00462,25,0.04970178926441352,-3.8991746857850877,3.8991746857850877,15.203563230267237
hexc_00462,30,0.05964214711729622,-8.722895387782103,8.722895387782103,76.08890394619029
hexc_00462,32,0.0636182902584493,-10.65238366858091,10.65238366858091,113.4732778226493
hexc_00462,36,0.07157057654075547,5.708068643621473,5.708068643621473,32.58204764029469
hexc_00462,43,0.08548707753479125,-1.0451403391743526,1.0451403391743526,1.0923183285694806
hexc_00462,52,0.10337972166998012,-9.727837602768986,9.727837602768986,94.63082442584626
hexc_00462,63,0.12524850894632206,-20.34002314716242,20.34002314716242,413.716541627103
hexc_00462,64,0.1272365805168986,-21.304767287561823,21.304767287561823,453.8931091771644
hexc_00462,76,0.15109343936381708,-32.88169697235467,32.88169697235467,1081.205995781758
hexc_00462,92,0.18290258449304175,-28.098174255545132,28.098174255545132,789.5073964949793
hexc_00462,111,0.220675944333996,-26.208883936733784,26.208883936733784,686.9055972091821
hexc_00462,128,0.2544731610337972,-42.60953432352365,42.60953432352365,1815.5724152675398
hexc_00462,135,0.268389662027833,-49.36274330631947,49.36274330631947,2436.680426725588
hexc_00462,162,0.3220675944333996,-55.19140604120338,55.19140604120338,3046.091300804981
hexc_00462,196,0.38966202783300197,-47.55384856398308,47.55384856398308,2261.3685132462356
hexc_00462,237,0.4711729622266402,-26.450070805158674,26.450070805158674,699.6062455979072
hexc_00462,286,0.5685884691848907,-33.283675185629505,33.283675185629505,1107.8030338624892
hexc_00462,345,0.6858846918489065,-29.545291490494208,29.545291490494208,872.9242492582695
hexc_00462,417,0.8290258449304175,-18.129151780251334,18.129151780251334,328.6661442713901
hexc_00462,503,1.0,-5.684341886080802e-14,5.684341886080802e-14,3.2311742677852644e-27
hexc_00663,0,0.0,0.0,0.0,0.0
hexc_00663,1,0.001597444089456869,-0.872083904851757,0.872083904851757,0.7605303371014884
hexc_00663,2,0.003194888178913738,18.475258521996487,18.475258521996487,341.3351774546038
hexc_00663,3,0.004792332268370607,17.603174617144727,17.603174617144727,309.87175660168845
hexc_00663,4,0.006389776357827476,16.73109071229297,16.73109071229297,279.92939642297614
hexc_00663,5,0.007987220447284345,15.859006807441215,15.859006807441215,251.5080969184668
hexc_00663,6,0.009584664536741214,14.986922902589457,14.986922902589457,224.6078580881604
hexc_00663,8,0.012779552715654952,13.242755092885943,13.242755092885943,175.3705624501566
hexc_00663,9,0.01437699680511182,12.370671188034187,12.370671188034187,153.03350564245918
hexc_00663,10,0.01597444089456869,11.49858728318243,11.49858728318243,132.21750950896467
hexc_00663,11,0.01757188498402556,10.626503378330671,10.626503378330671,112.92257404967317
hexc_00663,13,0.020766773162939296,8.882335568627157,8.882335568627157,78.89588515369913
hexc_00663,16,0.025559105431309903,6.266083854071887,6.266083854071887,39.263806866260396
hexc_00663,19,0.03035143769968051,3.649832139516615,3.649832139516615,13.321274646648432
hexc_00663,23,0.036741214057507986,0.16149652010958704,0.16149652010958704,0.026081126007506252
hexc_00663,27,0.04313099041533546,-3.326839099297441,3.326839099297441,11.067858392614209
hexc_00663,32,0.051118210862619806,12.532167757743778,12.532167757743778,157.0552287082327
hexc_00663,33,0.052715654952076675,11.660083852892022,11.660083852892022,135.95755545647327
hexc_00663,40,0.06389776357827476,5.555496518929722,5.555496518929722,30.86354157184026
hexc_00663,48,0.07667731629392971,18.798251684615664,18.798251684615664,353.37426639815567
hexc_00663,57,0.09105431309904154,10.949496540949845,10.949496540949845,119.89147450027262
hexc_00663,64,0.10223642172523961,4.844909206987552,4.844909206987552,23.47314522395275
hexc_00663,69,0.11022364217252396,0.48448968272876414,0.48448968272876414,0.23473025267061853
hexc_00663,83,0.13258785942492013,-11.724684985195836,11.724684985195836,137.46823800207667
hexc_00663,99,0.15814696485623003,14.76082549177606,14.76082549177606,217.88196919866598
hexc_00663,120,0.19169329073482427,-3.5529365101108397,3.5529365101108397,12.623357844878592
hexc_00663,128,0.20447284345047922,9.68981878137511,9.68981878137511,93.89258801588981
hexc_00663,144,0.23003194888178913,15.955902867147003,15.955902867147003,254.59083630582995
hexc_00663,173,0.2763578274760383,10.884896226246042,10.884896226246042,118.48096585614532
hexc_00663,208,0.33226837060702874,0.5813861893345234,0.5813861893345234,0.3380099011489182
hexc_00663,249,0.3977635782747604,25.48422620101249,25.48422620101249,649.4457850643715
hexc_00663,300,0.4792332268370607,21.4468006603729,21.4468006603729,459.9652585657715
hexc_00663,360,0.5750798722044729,9.560620201067422,9.560620201067422,91.40545862905849
hexc_00663,433,0.6916932907348243,6.556776078289147,6.556776078289147,42.99131254082481
hexc_00663,521,0.8322683706070287,10.691100925834519,10.691100925834519,114.2996390063797
hexc_00663,626,1.0,0.0,0.0,0.0
