extreme_type,candidate_id,block_id,x,y,h,p_star,E_theta_sign,row_regime,Q_R2Q,Q_energy_L2,Q_exc,C_bridge,C_exc,C_rms,post_P0_by_pstar,high_energy,threshold_relevant,forbidden,finite_certified_flag,surviving_proxy_flag,h_over_x,rho_proxy
top_C_bridge,hexc_00303,304,604870961,604869251,1710,604870961,negative,post_P0_negative_tail,0.084228112951883,0.0165421719649012,0.0064493327137434,6.763592223850025,2.63693647268628,1.1272653706416436,True,False,False,False,False,False,2.8270492555518795e-06,2.8270492555518795e-06
top_C_bridge,hexc_00673,674,187509559,187509555,4,187509659,positive,finite_positive,0.0532207644598697,0.0183852514257526,0.0130495572184996,6.671592040126676,4.735389255768944,2.983626663973933,False,False,False,False,True,False,2.133224578700012e-08,2.133224578700012e-08
top_C_bridge,hexc_00322,323,179438221,179438217,4,179438351,positive,finite_positive,0.0532141645529486,0.0184274100815586,0.0130795953907561,6.656036436858118,4.724389543344372,2.97666998670605,False,False,False,False,True,False,2.2291794789918253e-08,2.2291794789918253e-08
top_C_bridge,hexc_00444,445,179382103,179382099,4,179382319,positive,finite_positive,0.0531359360204135,0.0184277095556904,0.0130798087714223,6.655925850726108,4.724311345431454,2.9766205310843263,False,False,False,False,True,False,2.2298768567787392e-08,2.2298768567787392e-08
top_C_bridge,hexc_00525,526,179146273,179146269,4,179146433,positive,finite_positive,0.0531778236195784,0.0184289737116236,0.0130807094930725,6.655460745638621,4.723982459280236,2.97641252976588,False,False,False,False,True,False,2.2328122896533833e-08,2.2328122896533833e-08
top_C_bridge,hexc_00448,449,178913599,178913595,4,178913689,positive,finite_positive,0.0532662829880072,0.0184302229129119,0.013081599559448,6.655001264408736,4.723657549883665,2.976207043512983,False,False,False,False,True,False,2.235716022905559e-08,2.235716022905559e-08
top_C_bridge,hexc_00423,424,178906843,178906839,4,178907011,positive,finite_positive,0.0537613436683464,0.0184302583442049,0.0130816248069056,6.654987913833227,4.723648109394609,2.976201072954095,False,False,False,False,True,False,2.235800449511034e-08,2.235800449511034e-08
top_C_bridge,hexc_00459,460,178299031,178299027,4,178299217,positive,finite_positive,0.0536908999369261,0.0184335280556581,0.0130839545118638,6.653784744914708,4.722797321887344,2.9756629994560737,False,False,False,False,True,False,2.24342217541272e-08,2.24342217541272e-08
top_C_bridge,hexc_00095,96,3438637,3438262,375,3438637,negative,finite_negative,0.0753076301542394,0.0289409320608848,0.0091609752093495,6.55570371628648,2.0751453027979894,1.0926172860477392,False,True,False,False,True,False,0.0001090548377162,0.0001090548377162
top_C_bridge,hexc_00173,174,30825511,30824836,675,30825511,negative,finite_negative,0.0784523836661713,0.0218196897816464,0.0110815667281192,6.488095069490741,3.295109104228417,1.0813491782484468,False,False,False,False,True,False,2.1897447215068065e-05,2.1897447215068065e-05
