block_id,p_star,pos_y,pos_h,pos_theta_local_norm,neg_y,neg_h,neg_theta_local_norm,lag,neg_abs_over_pos
681,179436689,179436688,1,0.0498482815292664,,,,,
682,33912811,33912810,1,0.0543463329625448,,,,,
683,108595723,108595722,1,0.0511240251398497,,,,,
684,33924533,33924532,1,0.0543453160924176,,,,,
685,180619633,180619632,1,0.0498320094634061,,,,,
686,33844607,33844606,1,0.0543522573162375,,,,,
687,109814843,109814842,1,0.0510949587293409,,,,,
688,30819587,30819586,1,0.0546292156425185,,,,,
689,12776207,12776206,1,0.057378317359259,,,,,
690,179472523,179472522,1,0.0498477868826109,,,,,
691,39640879,39640878,1,0.0538909407175592,,,,,
692,108573587,108573586,1,0.0511245562264602,,,,,
693,109442251,109442250,1,0.051103804245746,,,,,
694,39640409,39640408,1,0.0538909750251262,,,,,
695,604435457,604435456,1,0.0470105185858104,,,,,
696,179413093,179413092,1,0.0498486073038633,,,,,
697,108592199,108592198,1,0.0511241096796283,,,,,
698,30419023,30419022,1,0.0546681373257709,,,,,
699,108553589,108553588,1,0.051125036120763,,,,,
700,17984893,17984892,1,0.0562786850641957,,,,,
701,33863117,33863116,1,0.0543506481890048,,,,,
702,33413759,33413758,1,0.0543899900955449,,,,,
703,179400479,179400478,1,0.0498487814764575,,,,,
704,109611101,109611100,1,0.0510997915606843,,,,,
705,108532859,108532858,1,0.0511255336837613,,,,,
706,109707751,109707750,1,0.0510974977564563,,,,,
707,31027937,31027936,1,0.0546091919047424,,,,,
708,109721779,109721778,1,0.0510971650135009,,,,,
709,30794947,30794946,1,0.0546315936172236,,,,,
710,31028143,31028142,1,0.0546091721806733,,,,,
711,179149753,179149752,1,0.0498522462661854,,,,,
712,30808223,30808222,1,0.0546303121056258,,,,,
713,178013153,178013152,1,0.0498680200984168,,,,,
714,109708829,109708828,1,0.0510974721847266,,,,,
715,39691237,39691236,1,0.0538872674505467,,,,,
716,179665093,179665092,1,0.0498451305355911,,,,,
717,179602889,179602888,1,0.0498459882470635,,,,,
718,33924997,33924996,1,0.0543452758489561,,,,,
719,179150627,179150626,1,0.0498522341791001,,,,,
720,7118591,7118590,1,0.0593616690720179,,,,,
721,604672807,604672806,1,0.0470096533013674,,,,,
722,1512547,1512546,1,0.0653385717686617,,,,,
723,179661607,179661606,1,0.04984517859432,,,,,
724,108811009,108811008,1,0.0511188662121912,,,,,
725,187504777,187504776,1,0.0497395669961162,,,,,
726,39674683,39674682,1,0.0538884743806344,,,,,
727,1509097,1509096,1,0.0653482661626475,,,,,
728,33902807,33902806,1,0.0543472011061403,,,,,
729,108537769,108537768,1,0.0511254158241163,,,,,
730,30981329,30981328,1,0.0546136582584466,,,,,
731,30649523,30649522,1,0.0546456713917394,,,,,
732,108548351,108548350,1,0.051125161833745,,,,,
733,604676711,604676710,1,0.0470096390720288,,,,,
734,109567411,109567410,1,0.051100829191146,,,,,
735,109721527,109721526,1,0.051097170990506,,,,,
736,179403751,179403750,1,0.0498487362957824,,,,,
737,180620933,180620932,1,0.0498319916456599,,,,,
738,12842237,12842236,1,0.0573614229152804,,,,,
739,109511539,109511538,1,0.0511021568064217,,,,,
740,39641299,39641298,1,0.0538909100601142,,,,,
741,179150393,179150392,1,0.0498522374152241,,,,,
742,12837437,12837436,1,0.0573626477798844,,,,,
743,108595901,108595900,1,0.0511240208697594,,,,,
744,109726187,109726186,1,0.051097060465795,,,,,
745,108538211,108538210,1,0.051125405214636,,,,,
746,187492807,187492806,1,0.0497397244545387,,,,,
747,33870209,33870208,1,0.05435003191934,,,,,
748,33471629,33471628,1,0.0543848907200689,,,,,
749,17585999,17585998,1,0.0563495250163588,,,,,
750,179665253,179665252,1,0.049845128329822,,,,,
751,39640607,39640606,1,0.0538909605720963,,,,,
752,12422119,12422118,1,0.0574706051705561,,,,,
753,108829241,108829240,1,0.0511184298327995,,,,,
754,180642263,180642262,1,0.0498316993176884,,,,,
755,3236957,3236956,1,0.0622602081539544,,,,,
756,108538103,108538102,1,0.0511254078069933,,,,,
757,108553421,108553420,1,0.0511250401526908,,,,,
758,33844303,33844302,1,0.0543522837519638,,,,,
759,3281171,3281170,1,0.0622079315375862,,,,,
760,12808039,12808038,1,0.057370160710705,,,,,
761,33914047,33914046,1,0.0543462257225922,,,,,
762,179410171,179410170,1,0.04984864764929,,,,,
763,17591191,17591190,1,0.0563485915310821,,,,,
764,109683073,109683072,1,0.0510980832302532,,,,,
765,12808583,12808582,1,0.0573700215121359,,,,,
766,33871373,33871372,1,0.0543499307855223,,,,,
767,40833493,40833382,1,0.0538052974386792,,,,,
768,30785057,30785056,1,0.0546325486815797,,,,,
769,30781873,30781872,1,0.0546328562286608,,,,,
770,39655523,39655522,1,0.0538898720068749,,,,,
771,179400653,179400652,1,0.0498487790737949,,,,,
772,604205269,604205268,1,0.0470113581153972,,,,,
773,179642051,179641948,1,0.0498454466446799,,,,,
774,604715861,604715860,1,0.0470094963832677,,,,,
775,12802243,12802242,1,0.0573716441985041,,,,,
776,33843647,33843646,1,0.0543523407983747,,,,,
777,17640809,17640808,1,0.0563396859822619,,,,,
778,7049899,7049898,1,0.0593957006949737,,,,,
779,109504859,109504858,1,0.0511023155846973,,,,,
780,33489829,33489828,1,0.0543832889953948,,,,,
781,179403241,179403240,1,0.0498487433379429,,,,,
782,39638461,39638460,1,0.0538911172238432,,,,,
783,33388679,33388678,1,0.0543922031292692,,,,,
784,109517449,109517448,1,0.0511020163393266,,,,,
785,30423473,30423472,1,0.0546677018175545,,,,,
786,179410691,179410690,1,0.0498486404693528,,,,,
787,179663243,179663242,1,0.0498451560399524,,,,,
788,33902543,33902542,1,0.0543472240198106,,,,,
789,30400081,30400080,1,0.0546699919131766,,,,,
790,108548801,108548800,1,0.0511251510333982,,,,,
791,109515877,109515876,1,0.0511020537013328,,,,,
792,3281233,3281232,1,0.062207858788179,,,,,
793,30819821,30819820,1,0.0546291930695815,,,,,
794,40869523,40869522,1,0.0538027623530677,,,,,
795,109516811,109516810,1,0.0511020315027159,,,,,
796,109773007,109773006,1,0.0510959502876306,,,,,
797,33411431,33411430,1,0.0543901954384035,,,,,
798,3280793,3280792,1,0.0622083751076957,,,,,
799,109494367,109494366,1,0.0511025649927141,,,,,
800,109588943,109588942,1,0.0511003177526691,,,,,
801,12776243,12776242,1,0.0573783081218207,,,,,
802,30417553,30417552,1,0.0546682812058003,,,,,
803,33925471,33925470,1,0.0543452347388083,,,,,
804,178898003,178898002,1,0.0498557305728472,,,,,
805,109709983,109709982,1,0.051097444810473,,,,,
806,108585227,108585226,1,0.051124276944871,,,,,
807,109720099,109720098,1,0.0510972048604867,,,,,
808,604691687,604691686,1,0.0470095844882844,,,,,
809,33492971,33492970,1,0.0543830125754874,,,,,
810,604693769,604693768,1,0.0470095769000363,,,,,
811,33844121,33844120,1,0.0543522995787416,,,,,
812,30419107,30419106,1,0.0546681291042877,,,,,
813,40395413,40395412,1,0.0538364365669145,,,,,
814,17640283,17640282,1,0.0563397802438101,,,,,
815,179434153,179434152,1,0.0498483165399077,,,,,
816,3454793,3454792,1,0.0620100401663813,,,,,
817,30802217,30802216,1,0.054630891779617,,,,,
818,31020079,31020078,1,0.0546099444001869,,,,,
819,1185749,1185748,1,0.0663883142401065,,,,,
820,33904331,33904330,1,0.0543470688356353,,,,,
821,179381039,179381038,1,0.0498490499279953,,,,,
822,179603471,179603470,1,0.0498459802205348,,,,,
823,30406001,30406000,1,0.0546694121558461,,,,,
824,179394233,179394232,1,0.0498488677254563,,,,,
825,179410591,179410590,1,0.0498486418501082,,,,,
826,604810681,604810680,1,0.0470091508376821,,,,,
827,31018847,31018846,1,0.0546100623977608,,,,,
828,30355397,30355396,1,0.0546743719470557,,,,,
829,1507091,1507090,1,0.0653539144729697,,,,,
830,108592873,108592872,1,0.0511240935103223,,,,,
831,108531679,108531678,1,0.0511255620093579,,,,,
832,179380633,179380632,1,0.0498490555348858,,,,,
833,187449623,187449622,1,0.0497402926068905,,,,,
834,3439333,3439332,1,0.062027203455851,,,,,
835,30811943,30811942,1,0.0546299531296021,,,,,
836,1189553,1189552,1,0.066374284128521,,,,,
837,30775181,30775180,1,0.0546335027333908,,,,,
838,31040293,31040292,1,0.0546080091002443,,,,,
839,109706111,109706110,1,0.0510975366601752,,,,,
840,3293167,3293166,1,0.0621938843736947,,,,,
841,109442429,109442428,1,0.0511038000120234,,,,,
842,179148029,179148028,1,0.0498522701086352,,,,,
843,1518427,1518426,1,0.0653221065458227,,,,,
844,7108613,7108612,1,0.0593665895680912,,,,,
845,30819511,30819510,1,0.0546292229739406,,,,,
846,1510391,1510390,1,0.0653446271325235,,,,,
847,17594219,17594218,1,0.0563480472592618,,,,,
848,187509781,187509780,1,0.049739501174666,,,,,
849,30405577,30405576,1,0.0546694536748463,,,,,
850,30419423,30419422,1,0.0546680981760764,,,,,
851,109638391,109638390,1,0.051099143658706,,,,,
852,40840829,40840828,1,0.0538047880586703,,,,,
853,108531433,108531432,1,0.0511255679145674,,,,,
854,109722043,109722042,1,0.0510971587518929,,,,,
855,17590231,17590230,1,0.0563487641092828,,,,,
856,12895819,12895818,1,0.0573477843667492,,,,,
857,604712203,604712202,1,0.0470095097150363,,,,,
858,179382757,179382756,1,0.0498490262024408,,,,,
859,1509019,1509018,1,0.0653484856294332,,,,,
860,7102489,7102488,1,0.0593696133477467,,,,,
861,30402013,30402012,1,0.0546698026948331,,,,,
862,39641179,39641178,1,0.0538909188193475,,,,,
863,109726417,109726416,1,0.0510970550108466,,,,,
864,12830303,12830302,1,0.0573644691775874,,,,,
865,33864067,33864066,1,0.0543505656290784,,,,,
866,31025143,31025142,1,0.0546094594387327,,,,,
867,30801877,30801876,1,0.0546309245987411,,,,,
868,359167,359166,1,0.0720650640478474,,,,,
869,33388841,33388840,1,0.0543921888286447,,,,,
870,604866473,604866472,1,0.0470089475466611,,,,,
871,33921259,33921258,1,0.0543456000690016,,,,,
872,604685567,604685566,1,0.0470096067939629,,,,,
873,30649621,30649620,1,0.0546456618799349,,,,,
874,40884703,40884702,1,0.0538016913296386,,,,,
875,39693497,39693496,1,0.0538871027201862,,,,,
876,108532477,108532476,1,0.051125542853536,,,,,
877,30341053,30341052,1,0.0546757794961756,,,,,
878,180627001,180627000,1,0.0498319084797672,,,,,
879,30781943,30781942,1,0.0546328494668824,,,,,
880,18002111,18002110,1,0.0562756667296418,,,,,
881,179149097,179149096,1,0.0498522553384568,,,,,
882,178894493,178894492,1,0.0498557791905389,,,,,
883,180640973,180640972,1,0.0498317169960801,,,,,
884,179412253,179412252,1,0.0498486189020639,,,,,
885,17998069,17998068,1,0.0562763750084137,,,,,
886,59183,59182,1,0.0827232092941124,,,,,
887,7113299,7113298,1,0.0593642777791867,,,,,
888,109814219,109814218,1,0.0510949735157565,,,,,
889,33868033,33868032,1,0.0543502209908248,,,,,
890,7102801,7102800,1,0.0593694592245316,,,,,
891,30642761,30642760,1,0.0546463277876741,,,,,
892,30776287,30776286,1,0.0546333958735352,,,,,
893,179662079,179662078,1,0.0498451720871688,,,,,
894,33844361,33844360,1,0.0543522787082852,,,,,
895,604814921,604814920,1,0.0470091353875441,,,,,
896,18002051,18002050,1,0.0562756772421361,,,,,
897,3437477,3437476,1,0.0620292697604796,,,,,
898,178011803,178011802,1,0.049868038899586,,,,,
899,40864177,40864176,1,0.0538031396444139,,,,,
900,1197739,1197738,1,0.0663442634350069,,,,,
901,112219777,112219776,1,0.0510386481085528,,,,,
902,179662261,179662260,1,0.0498451695780604,,,,,
903,604435093,604435092,1,0.047010519913096,,,,,
904,108532547,108532546,1,0.0511255411732081,,,,,
905,179151461,179151460,1,0.0498522226452599,,,,,
906,604712503,604712502,1,0.0470095086216676,,,,,
907,108595961,108595960,1,0.0511240194304049,,,,,
908,109527331,109527330,1,0.0511017814855867,,,,,
909,7103477,7103476,1,0.0593691253168531,,,,,
910,33486917,33486916,1,0.0543835452065274,,,,,
911,179436233,179436232,1,0.0498482878245151,,,,,
912,187510061,187510060,1,0.0497394974916682,,,,,
913,109594997,109594996,1,0.0511001739750686,,,,,
914,604814239,604814238,1,0.0470091378726762,,,,,
915,179143049,179143048,1,0.0498523389820934,,,,,
916,604811353,604811352,1,0.0470091483889731,,,,,
917,617647,617646,1,0.0693733789906287,,,,,
918,39641051,39641050,1,0.0538909281625621,,,,,
919,108548719,108548718,1,0.0511251530014578,,,,,
920,33920959,33920958,1,0.0543456260915877,,,,,
921,108540463,108540462,1,0.0511253511598328,,,,,
922,30808091,30808090,1,0.0546303248443673,,,,,
923,3291647,3291646,1,0.0621956610923246,,,,,
924,109683781,109683780,1,0.0510980664312688,,,,,
925,109773193,109773100,1,0.0510959434332203,,,,,
926,111004819,111004818,1,0.0510669279470187,,,,,
927,39639401,39639400,1,0.0538910486054268,,,,,
928,33489931,33489930,1,0.0543832800214138,,,,,
929,109769447,109769446,1,0.051096034682684,,,,,
930,604143751,604143750,1,0.0470115825398416,,,,,
931,40884761,40884760,1,0.0538016872382983,,,,,
932,108810703,108810702,1,0.0511188735369292,,,,,
933,108532727,108532726,1,0.0511255368523705,,,,,
934,7118443,7118442,1,0.0593617419995965,,,,,
935,177978791,177978790,1,0.0498684986996183,,,,,
936,39649187,39649186,1,0.0538903343508792,,,,,
937,604698079,604698078,1,0.047009561191506,,,,,
938,39693569,39693568,1,0.05388709747231,,,,,
939,3269009,3269008,1,0.06222223208744,,,,,
940,3277531,3277530,1,0.0622122053398678,,,,,
941,178299293,178299292,1,0.0498640386189143,,,,,
942,178037383,178037382,1,0.0498676826788926,,,,,
943,3291163,3291162,1,0.0621962270303515,,,,,
944,109489841,109489840,1,0.0511026725895456,,,,,
945,180620701,180620700,1,0.049831994825432,,,,,
946,109592773,109592772,1,0.0511002267922521,,,,,
947,33415721,33415720,1,0.0543898170482787,,,,,
948,33488537,33488536,1,0.0543834026684418,,,,,
949,178912931,178912930,1,0.0498555238139301,,,,,
950,604715537,604715536,1,0.0470094975640988,,,,,
951,179378933,179378932,1,0.0498490790121648,,,,,
952,31034411,31034410,1,0.0546085721021683,,,,,
953,39646561,39646560,1,0.0538905259965936,,,,,
954,178037701,178037700,1,0.049867678250858,,,,,
955,604170577,604170576,1,0.0470114846725645,,,,,
956,109706543,109706542,1,0.0510975264123042,,,,,
957,18001723,18001722,1,0.0562757347111262,,,,,
958,187422899,187422898,1,0.0497406442745158,,,,,
959,108582037,108582036,1,0.0511243534801015,,,,,
960,1197767,1197766,1,0.066344161148625,,,,,
961,604811017,604811016,1,0.0470091496133272,,,,,
962,109773067,109773066,1,0.0510959488652679,,,,,
963,179667317,179667316,1,0.0498450998755949,,,,,
964,1198187,1198186,1,0.0663426271773368,,,,,
965,12772481,12772480,1,0.0573792735909179,,,,,
966,179394643,179394642,1,0.0498488620637974,,,,,
967,12772691,12772690,1,0.0573792196887631,,,,,
968,7055803,7055802,1,0.0593927611876397,,,,,
969,30848669,30848668,1,0.0546264116859048,,,,,
970,33478231,33478230,1,0.0543843095873442,,,,,
971,39651991,39651990,1,0.0538901297302193,,,,,
972,1186033,1186032,1,0.0663872650190701,,,,,
973,179471339,179471338,1,0.0498478032246186,,,,,
974,30364123,30364122,1,0.0546735160420898,,,,,
975,17642869,17642868,1,0.0563393168511439,,,,,
976,604830077,604830076,1,0.047009080161557,,,,,
977,7108573,7108572,1,0.0593666093090015,,,,,
978,604872287,604872286,1,0.0470089263631908,,,,,
979,1516871,1516870,1,0.0653264566559481,,,,,
980,30399133,30399132,1,0.0546700847643196,,,,,
981,179471009,179471008,1,0.0498478077794222,,,,,
982,33489431,33489430,1,0.0543833240118063,,,,,
983,109559207,109559206,1,0.0511010240856487,,,,,
984,108834899,108834898,1,0.0511182944260373,,,,,
985,17591831,17591830,1,0.056348476484765,,,,,
986,108830363,108830362,1,0.051118402980577,,,,,
987,604692163,604692162,1,0.0470095827534086,,,,,
988,112219399,112219398,1,0.0510386568545017,,,,,
989,187492559,187492558,1,0.049739727716952,,,,,
990,109527281,109527280,1,0.0511017826738185,,,,,
991,39651919,39651918,1,0.0538901349841871,,,,,
992,109769281,109769280,1,0.0510960386180325,,,,,
993,179434019,179434018,1,0.0498483183898542,,,,,
994,30402601,30402600,1,0.0546697451092872,,,,,
995,40835357,40835356,1,0.0538051745433905,,,,,
996,40844953,40844952,1,0.0538044968204107,,,,,
997,31027889,31027888,1,0.0546091965006628,,,,,
998,40861603,40861602,1,0.053803321322694,,,,,
999,3260947,3260946,1,0.062231744670559,,,,,
1000,30784337,30784336,1,0.0546326182243171,,,,,
1001,179650267,179650266,1,0.049845334937034,,,,,
1002,12847993,12847992,1,0.0573599547705932,,,,,
1003,108811211,108811210,1,0.0511188613769191,,,,,
1004,178899659,178899658,1,0.0498557076356335,,,,,
1005,3459227,3459226,1,0.062005133562522,,,,,
1006,33827929,33827928,1,0.0543537080176778,,,,,
1007,39651163,39651162,1,0.0538901901514865,,,,,
1008,39640807,39640806,1,0.0538909459731573,,,,,
1009,604365197,604365196,1,0.0470107747973183,,,,,
1010,33496499,33496498,1,0.054382702231166,,,,,
1011,180643147,180643146,1,0.0498316872032738,,,,,
1012,109719781,109719780,1,0.0510972124030275,,,,,
1013,12842437,12842436,1,0.0573613718903203,,,,,
1014,604691863,604691862,1,0.0470095838468176,,,,,
1015,109511377,109511376,1,0.0511021606569063,,,,,
1016,33865879,33865878,1,0.054350408163996,,,,,
1017,39641611,39641610,1,0.053890887286245,,,,,
1018,187509191,187509190,1,0.0497395089352881,,,,,
1019,178014461,178014460,1,0.0498680018823225,,,,,
1020,40847533,40847532,1,0.0538043146364962,,,,,
1021,178037983,178037982,1,0.0498676743241176,,,,,
1022,604871249,604871248,1,0.0470089301451563,,,,,
1023,12828757,12828756,1,0.057364864039046,,,,,
1024,179667049,179667048,1,0.0498451035702127,,,,,
1025,178913809,178913808,1,0.0498555116538607,,,,,
1026,40840901,40840900,1,0.0538047829737271,,,,,
1027,179380543,179380542,1,0.0498490567777944,,,,,
1028,618377,618376,1,0.069367732062761,,,,,
1029,179439251,179439250,1,0.0498482461602354,,,,,
1030,31036051,31036050,1,0.0546084151159238,,,,,
1031,39640529,39640528,1,0.0538909662657046,,,,,
1032,180641369,180641368,1,0.0498317115692102,,,,,
1033,30819869,30819868,1,0.054629188439259,,,,,
1034,604866091,604866090,1,0.0470089489384965,,,,,
1035,12772339,12772338,1,0.057379310039601,,,,,
1036,109467517,109467516,1,0.0511032033708362,,,,,
1037,179472079,179472078,1,0.0498477930108499,,,,,
1038,187417903,187417902,1,0.0497407100242098,,,,,
1039,7055563,7055562,1,0.059392880626198,,,,,
1040,30400789,30400788,1,0.0546699225707457,,,,,
1041,33929477,33929476,1,0.0543448873227598,,,,,
1042,40836821,40836820,1,0.0538050711361608,,,,,
1043,30776353,30776352,1,0.054633389496861,,,,,
1044,3454223,3454222,1,0.0620106714333952,,,,,
1045,178016203,178016202,1,0.0498679776222784,,,,,
1046,109816381,109816380,1,0.0510949222850131,,,,,
1047,179661673,179661672,1,0.0498451776844206,,,,,
1048,30776717,30776716,1,0.0546333543288092,,,,,
1049,604141169,604141168,1,0.0470115919598086,,,,,
1050,17591569,17591568,1,0.0563485235812886,,,,,
1051,108835253,108835252,1,0.051118285954398,,,,,
1052,39640759,39640758,1,0.0538909494768952,,,,,
1053,30336773,30336772,1,0.0546761996272244,,,,,
1054,33865669,33865668,1,0.0543504264127823,,,,,
1055,179400047,179400046,1,0.0498487874416999,,,,,
1056,179379173,179379172,1,0.0498490756977105,,,,,
1057,31034303,31034302,1,0.0546085824406096,,,,,
1058,604357393,604357392,1,0.0470108032575491,,,,,
1059,109594403,109594402,1,0.0511001880817008,,,,,
1060,40846573,40846572,1,0.053804382424372,,,,,
1061,33914129,33914128,1,0.0543462186081207,,,,,
1062,604361011,604361010,1,0.0470107900630969,,,,,
1063,108592613,108592612,1,0.051124099747727,,,,,
1064,40882469,40882468,1,0.0538018489216704,,,,,
1065,109589027,109589026,1,0.0511003157576772,,,,,
1066,7114117,7114116,1,0.0593638744019584,,,,,
1067,108591991,108591990,1,0.0511241146695848,,,,,
1068,109706759,109706758,1,0.0510975212883854,,,,,
1069,40861279,40861278,1,0.0538033441921863,,,,,
1070,31039139,31039138,1,0.0546081195472651,,,,,
1071,30780077,30780076,1,0.0546330297224053,,,,,
1072,17594911,17594910,1,0.0563479228894353,,,,,
1073,187494023,187494022,1,0.0497397084582584,,,,,
1074,604884331,604884330,1,0.0470088824812508,,,,,
1075,604361111,604361110,1,0.047010789698409,,,,,
1076,30399821,30399820,1,0.0546700173783606,,,,,
1077,187494157,187494156,1,0.0497397066955174,,,,,
1078,109527767,109527766,1,0.051101771124231,,,,,
1079,30781769,30781768,1,0.0546328662747631,,,,,
1080,179663629,179663628,1,0.0498451507184781,,,,,
1081,17999011,17999010,1,0.0562762099261601,,,,,
1082,179380961,179380960,1,0.0498490510051801,,,,,
1083,109603309,109603308,1,0.0510999765860461,,,,,
1084,179408591,179408590,1,0.049848669465393,,,,,
1085,33412189,33412188,1,0.0543901285767462,,,,,
1086,12772057,12772056,1,0.0573793824249436,,,,,
1087,108548851,108548850,1,0.0511251498333628,,,,,
1088,108811249,108811248,1,0.0511188604673145,,,,,
1089,108537413,108537412,1,0.0511254243693432,,,,,
1090,179149561,179149560,1,0.0498522489214806,,,,,
1091,30336529,30336528,1,0.0546762235806002,,,,,
1092,108833029,108833028,1,0.0511183391778562,,,,,
1093,30781631,30781630,1,0.0546328796052262,,,,,
1094,76020619,76020618,1,0.0520702180044094,,,,,
1095,108532337,108532336,1,0.0511255462141953,,,,,
1096,33489283,33489282,1,0.0543833370331021,,,,,
1097,180619783,180619782,1,0.0498320074075051,,,,,
1098,30804737,30804736,1,0.0546306485445072,,,,,
1099,33920713,33920712,1,0.0543456474302986,,,,,
1100,179407897,179407896,1,0.0498486790479759,,,,,
1101,33866149,33866148,1,0.0543503847014549,,,,,
1102,18001811,18001810,1,0.0562757192925024,,,,,
1103,33902461,33902460,1,0.0543472311369756,,,,,
1104,108583633,108583632,1,0.0511243151881844,,,,,
1105,30799543,30799542,1,0.0546311499032151,,,,,
1106,108548933,108548932,1,0.0511251478653059,,,,,
1107,178014149,178014148,1,0.0498680062274325,,,,,
1108,33930191,33930190,1,0.0543448254066478,,,,,
1109,187509859,187509858,1,0.0497395001486874,,,,,
1110,108549031,108549030,1,0.0511251455132401,,,,,
1111,179400083,179400082,1,0.0498487869445957,,,,,
1112,30775301,30775300,1,0.0546334911389872,,,,,
1113,108547793,108547792,1,0.0511251752262434,,,,,
1114,604357543,604357542,1,0.0470108027105137,,,,,
1115,109467443,109467442,1,0.0511032051304779,,,,,
1116,33921493,33921492,1,0.0543455797715613,,,,,
1117,179604479,179604478,1,0.0498459663189858,,,,,
1118,17590163,17590162,1,0.0563487763339691,,,,,
1119,30802271,30802270,1,0.0546308865672048,,,,,
1120,178894409,178894408,1,0.049855780354052,,,,,
1121,178036589,178036588,1,0.0498676937350924,,,,,
1122,187494079,187494078,1,0.0497397077215904,,,,,
1123,187420817,187420816,1,0.0497406716743744,,,,,
1124,3241151,3241150,1,0.0622552150315636,,,,,
1125,178014073,178014072,1,0.049868007285858,,,,,
1126,109494269,109494268,1,0.0511025673224213,,,,,
1127,604676357,604676356,1,0.0470096403622874,,,,,
1128,12830347,12830346,1,0.0573644579403913,,,,,
1129,1510669,1510668,1,0.0653438457909719,,,,,
1130,180642733,180642732,1,0.0498316928767585,,,,,
1131,604713503,604713502,1,0.0470095049771095,,,,,
1132,178013497,178013496,1,0.0498680153076255,,,,,
1133,178037773,178037772,1,0.0498676772482854,,,,,
1134,604432771,604432770,1,0.0470105283800325,,,,,
1135,30372631,30372630,1,0.0546726817825096,,,,,
1136,5897,5896,1,0.1019121772932965,,,,,
1137,40397051,40397050,1,0.0538363194743474,,,,,
1138,33489319,33489318,1,0.054383333865754,,,,,
1139,33921133,33921132,1,0.0543456109984567,,,,,
1140,109452439,109452438,1,0.0511035619367919,,,,,
1141,179380801,179380800,1,0.0498490532147915,,,,,
1142,109507313,109507312,1,0.0511022572538336,,,,,
1143,109709489,109709488,1,0.0510974565287022,,,,,
1144,30402077,30402076,1,0.0546697964269587,,,,,
1145,30402173,30402172,1,0.0546697870251745,,,,,
1146,604814009,604814008,1,0.0470091387107713,,,,,
1147,1518089,1518088,1,0.065323051064597,,,,,
1148,33916499,33916498,1,0.0543460129907755,,,,,
1149,604692527,604692526,1,0.04700958142674,,,,,
1150,33822053,33822052,1,0.0543542193181911,,,,,
1151,30405101,30405100,1,0.0546695002865641,,,,,
1152,109688263,109688262,1,0.051097960087927,,,,,
1153,604205809,604205808,1,0.0470113561455283,,,,,
1154,179151251,179151250,1,0.0498522255494587,,,,,
1155,179408683,179408682,1,0.0498486681950825,,,,,
1156,31018763,31018762,1,0.054610070443239,,,,,
1157,179149627,179149626,1,0.0498522480087225,,,,,
1158,108625471,108625470,1,0.0511233116140169,,,,,
1159,179471161,179471160,1,0.0498478056814509,,,,,
1160,604676123,604676122,1,0.0470096412151707,,,,,
1161,33876413,33876412,1,0.0543494929309417,,,,,
1162,40835593,40835592,1,0.0538051578736417,,,,,
1163,33925349,33925348,1,0.0543452453198404,,,,,
1164,604356979,604356978,1,0.0470108047673675,,,,,
1165,179410001,179410000,1,0.0498486499965821,,,,,
1166,109568141,109568140,1,0.05110081185002,,,,,
1167,180641137,180641136,1,0.0498317147485869,,,,,
1168,604866191,604866190,1,0.0470089485741416,,,,,
1169,179436911,179436910,1,0.0498482784644807,,,,,
1170,40835407,40835406,1,0.0538051710116552,,,,,
1171,109710487,109710486,1,0.0510974328550926,,,,,
1172,108553853,108553852,1,0.0511250297848904,,,,,
1173,76018253,76018252,1,0.0520703021032276,,,,,
1174,604873349,604873348,1,0.0470089224937883,,,,,
1175,17586113,17586112,1,0.0563495045166667,,,,,
1176,108582377,108582376,1,0.0511243453226236,,,,,
1177,109526147,109526146,1,0.0511018096230757,,,,,
1178,33388547,33388546,1,0.0543922147816867,,,,,
1179,179642423,179642422,1,0.0498454430873174,,,,,
1180,178911827,178911826,1,0.0498555391041332,,,,,
1181,604810847,604810846,1,0.0470091502327924,,,,,
1182,39693151,39693150,1,0.053887127939294,,,,,
1183,108591871,108591870,1,0.0511241175484107,,,,,
1184,33902969,33902968,1,0.0543471870455769,,,,,
1185,178906097,178906096,1,0.0498556184652772,,,,,
1186,180640561,180640560,1,0.0498317226422313,,,,,
1187,108593897,108593896,1,0.0511240689447039,,,,,
1188,30776233,30776232,1,0.0546334010908253,,,,,
1189,33863147,33863146,1,0.05435064558181,,,,,
1190,109814501,109814500,1,0.0510949668334226,,,,,
1191,179382943,179382942,1,0.0498490236337985,,,,,
1192,179662363,179662362,1,0.0498451681718581,,,,,
1193,604692299,604692298,1,0.0470095822577301,,,,,
1194,30418693,30418692,1,0.0546681696246984,,,,,
1195,187449671,187449670,1,0.0497402919752964,,,,,
1196,108596063,108596062,1,0.0511240169835042,,,,,
1197,31020191,31020190,1,0.0546099336733923,,,,,
1198,108595631,108595630,1,0.0511240273468656,,,,,
1199,354353,354352,1,0.0721347053940645,,,,,
1200,2274949,2274948,1,0.0636505003522946,,,,,
1201,112219463,112219462,1,0.0510386553737038,,,,,
1202,604864277,604864276,1,0.047008955547906,,,,,
1203,187422077,187422076,1,0.0497406550922874,,,,,
1204,109588861,109588860,1,0.0511003197001628,,,,,
1205,30387079,30387078,1,0.0546712656641732,,,,,
1206,33471577,33471576,1,0.0543848952978074,,,,,
1207,39638069,39638068,1,0.0538911458397151,,,,,
1208,30802309,30802308,1,0.0546308828992171,,,,,
1209,109593481,109593480,1,0.0511002099780206,,,,,
1210,604170643,604170642,1,0.0470114844317875,,,,,
