rank_metric,rank,candidate_id,block_id,x,y,h,p_star,row_regime,post_P0_by_pstar,threshold_relevant_flag,forbidden_flag,finite_zone_flag,K_R,eta_aff,K_D,eta_times_KD,Q_exc,Q_energy_L2,C_end
Q_exc,7,hexc_00355,356,33821509,33821502,7,33821677,finite_positive,False,False,False,True,54.6007965610797,5.261093137005674e-06,10378222.764586046,54.6007965610797,0.0155337822934355,0.0245850448951147,7.38923518106439
Q_exc,8,hexc_00025,26,230563,230560,3,230647,finite_positive,False,False,False,True,10.711023833807426,5.554263419178818e-05,192843.28137593123,10.711023833807426,0.0151761792087925,0.0214623352385676,3.272770055137914
Q_exc,9,hexc_00185,186,22052341,22052337,4,22052431,finite_positive,False,False,False,True,34.98558085790533,4.4147960644023e-06,7924619.925256249,34.98558085790533,0.014690835140949,0.0206876955885622,5.9148610176322265
Q_exc,10,hexc_00022,23,354553,354550,3,354619,finite_positive,False,False,False,True,11.49137092698831,6.247311942863546e-05,183941.0458783826,11.491370926988312,0.0146788192753852,0.0207589711964358,3.389892465401861
Q_exc,11,hexc_00052,53,356173,356170,3,356243,finite_positive,False,False,False,True,11.499784360845952,7.467753112967915e-05,153992.5622457487,11.499784360845954,0.0146736966602346,0.0207517267987916,3.391133197154891
Q_exc,12,hexc_00113,114,359419,359416,3,359477,finite_positive,False,False,False,True,11.516537001316218,6.095139240186e-05,188946.24958501814,11.516537001316218,0.0146636407876059,0.0207375057936661,3.393602363465145
Q_exc,13,hexc_00123,124,30340831,30340827,4,30340987,finite_positive,False,False,False,True,36.33278410129205,3.2909855331628457e-06,11040092.317383705,36.33278410129205,0.0144204613622394,0.0203085588396176,6.027668214267608
Q_exc,14,hexc_00297,298,30423259,30423255,4,30423359,finite_positive,False,False,False,True,36.34434829479782,3.5431005298821045e-06,10257780.717276787,36.34434829479782,0.0144182081956392,0.0203053990582444,6.0286273972437385
Q_exc,15,hexc_00399,400,31019929,31019925,4,31019993,finite_positive,False,False,False,True,36.427188899825666,3.4566973425803245e-06,10538148.206123775,36.427188899825666,0.0144020784216403,0.0202827788463261,6.035494089121922
Q_exc,16,hexc_00254,255,33472333,33472329,4,33472553,finite_positive,False,False,False,True,36.75263343117713,3.2612635156772443e-06,11269446.107161617,36.75263343117713,0.0143392191682336,0.0201946235958818,6.062395024342865
Q_exc,17,hexc_00360,361,33862651,33862647,4,33862799,finite_positive,False,False,False,True,36.80234726640456,3.32347286093648e-06,11073461.047018897,36.80234726640456,0.0143296944521975,0.0201812656596905,6.066493819860411
Q_exc,18,hexc_00341,342,40863883,40863879,4,40864051,finite_positive,False,False,False,True,37.612913500416326,2.754484323581681e-06,13655156.131550575,37.612913500416326,0.014176984271913,0.0199670866976149,6.132936776163303
Q_exc,19,hexc_00057,58,1188361,1188358,3,1188511,finite_positive,False,False,False,True,13.83147958334183,2.5899059932083866e-05,534053.3447782532,13.831479583341828,0.0134398679639979,0.0190068400397767,3.7190697201507033
Q_exc,20,hexc_00060,61,1190071,1190068,3,1190143,finite_positive,False,False,False,True,13.834390676393525,2.2097751857162177e-05,626054.2142846814,13.834390676393525,0.0134386455041789,0.0190051112262544,3.719461073380595
Q_exc,21,hexc_00171,172,1198363,1198360,3,1198397,finite_positive,False,False,False,True,13.84845217460609,2.8762448870825627e-05,481476.81154690805,13.84845217460609,0.0134321981138236,0.0189959932670669,3.721350853467876
Q_exc,22,hexc_00079,80,1198513,1198510,3,1198607,finite_positive,False,False,False,True,13.84870571185177,2.7014463888327415e-05,512640.4051214804,13.84870571185177,0.0134319847655415,0.0189956915475551,3.7213849185285537
Q_exc,23,hexc_00428,429,108831199,108831195,4,108831299,finite_positive,False,False,False,True,41.980707369547154,1.153044944529206e-06,36408561.14822834,41.980707369547154,0.0134309492743368,0.0189204808195844,6.479252068684097
Q_exc,24,hexc_00619,620,109709029,109709025,4,109709357,finite_positive,False,False,False,True,42.01752080974671,1.1772522978111865e-06,35691177.57329337,42.01752080974671,0.0134251522178237,0.0189123463606488,6.482092317280486
Q_exc,25,hexc_00148,149,1511821,1511818,3,1511863,finite_positive,False,False,False,True,14.323127931689607,2.002351877434421e-05,715315.2297108531,14.323127931689609,0.013217952921949,0.0186930056214677,3.784590853935153
Q_energy_L2,1,hexc_00026,27,1192781,1192323,458,1192781,finite_negative,False,False,False,True,50.81680635690252,0.0013147173309265249,38652.26780047862,50.81680635690251,0.0120403626533005,0.036413013628854,7.12859076935284
Q_energy_L2,2,hexc_00059,60,3290983,3290975,8,3291137,finite_positive,False,False,False,True,47.12482161579511,4.0678337800586574e-05,1158474.612379948,47.12482161579511,0.0205672364492246,0.0304825946938867,6.864752116121537
Q_energy_L2,3,hexc_00013,14,1195591,1195386,205,1195669,finite_positive,False,False,False,True,34.0636585686781,0.0004154153049167087,81999.04569117381,34.0636585686781,0.0127144572989962,0.0298022102047381,5.836408019379565
Q_energy_L2,4,hexc_00095,96,3438637,3438262,375,3438637,finite_negative,False,False,False,True,42.97725121573246,0.0003997805963526505,107502.0939180895,42.97725121573246,0.0091609752093495,0.0289409320608848,6.555703716286487
Q_energy_L2,5,hexc_00304,305,30386689,30386676,13,30386821,finite_positive,False,False,False,True,73.62931311610959,9.861270095805126e-06,7466514.191455994,73.62931311610959,0.0172880108593613,0.0289054037503281,8.580752479596972
