rows,finite_zone_rows,post_P0_rows,coordinate_test_rows,finite_certificate_rows,finite_certificate_coordinate_excluded_rows,known_pstar_110312593_rows,positive_rows,negative_rows,unknown_sign_rows,near_forbidden_rows,forbidden_rows,certified_rows,unresolved_rows,exception_rows,failure_rows,certified_theta_envelope_direct_rows,certified_positive_harmless_rows,certified_negative_repaid_rows,certified_R2Q_below_threshold_rows,certified_endpoint_repaid_rows,certified_B3_no_accumulation_rows,certified_coordinate_excluded_rows,max_abs_theta_error,max_theta_ratio,worst_theta_x,worst_theta_status,pass_finite_candidate_certificate,pass_finite_theta_envelope_certificate,pass_finite_certificate_package,recommended_theorem_form,recommended_next_file,inputs_used,optional_inputs_missing,scope_note
1328,1328,0,1326,1328,2,1,1200,126,2,3,2,1328,0,0,0,0,1200,126,0,0,0,2,,,,not_run_no_theta_prefix_data,True,False,False,finite_candidate_certificate_continuous_theta_pending,Prime_Mesh_R2Q_FiniteCertificate_Closure_Update_v1.md,prime_mesh_r2q_b3_no_accumulation_rows.csv;prime_mesh_r2q_b3_no_accumulation_summary.csv;prime_mesh_r2q_blocksystem_definition_blocks.csv;prime_mesh_r2q_blocksystem_definition_candidates.csv;prime_mesh_r2q_blocksystem_definition_geometry.csv;prime_mesh_r2q_channel_compatibility_rows.csv;prime_mesh_r2q_firstcrossing_covering_localization_windows.csv;prime_mesh_r2q_hexc_bridge_rigidity_rows.csv;prime_mesh_r2q_negative_transfer_coordinate_rows.csv;prime_mesh_r2q_o2_local_repayment_assembly_rows.csv;prime_mesh_r2q_partial_full_interval_compatibility_rows.csv;prime_mesh_r2q_positive_harmlessness_summary.csv;prime_mesh_r2q_theta_first_crossing_crossings.csv;prime_mesh_r2q_theta_first_crossing_intervals.csv,,candidate-level finite certificate produced; continuous all-x<P0 theta-envelope certificate pending
