q,count,count_frac,sum_W,sum_W_frac,sum_W2,sum_W2_frac,mean_W,mean_W_over_shell2,mean_W2,side_left_frac
13159,3,1.8174548362473193e-05,4.3645443873147063e-07,5.063980024538313e-12,6.349749236280102e-14,9.846460409022113e-19,1.454848129104902e-07,9.240047606804282e-08,2.116583078760034e-14,0.6666666666666666
10753,2,1.2116365574982128e-05,4.357467311119325e-07,5.05576881867002e-12,9.493760683736739e-14,1.472183156006145e-18,2.1787336555596626e-07,1.3837597407712934e-07,4.7468803418683697e-14,0.5
7607,1,6.058182787491064e-06,4.3534804770895837e-07,5.05114307859359e-12,1.8952792264400141e-13,2.938980922357867e-18,4.3534804770895837e-07,2.764987359082636e-07,1.8952792264400141e-13,0.0
10771,2,1.2116365574982128e-05,4.342915482392403e-07,5.038885001379075e-12,9.430457443601819e-14,1.462366817997237e-18,2.1714577411962014e-07,1.379138653954295e-07,4.715228721800909e-14,0.5
7669,1,6.058182787491064e-06,4.2833736253446725e-07,4.9698013243771944e-12,1.8347289614298358e-13,2.8450865392896315e-18,4.2833736253446725e-07,2.7204610174854064e-07,1.8347289614298358e-13,0.0
7673,1,6.058182787491064e-06,4.27890887138055e-07,4.9646210757916814e-12,1.8309061129579172e-13,2.8391585057992117e-18,4.27890887138055e-07,2.7176253579855696e-07,1.8309061129579172e-13,0.0
10937,2,1.2116365574982128e-05,4.2120838216204794e-07,4.887087045411026e-12,8.870825060178491e-14,1.3755854680267512e-18,2.1060419108102397e-07,1.3375916790561793e-07,4.4354125300892455e-14,1.0
7757,1,6.058182787491064e-06,4.186738642366031e-07,4.857680200143075e-12,1.7528780459480957e-13,2.7181615586733393e-18,4.186738642366031e-07,2.659086099695552e-07,1.7528780459480957e-13,1.0
7789,1,6.058182787491064e-06,4.152408066779805e-07,4.817848012961101e-12,1.7242492753057998e-13,2.6737673556585626e-18,4.152408066779805e-07,2.637282026374106e-07,1.7242492753057998e-13,0.0
11027,2,1.2116365574982128e-05,4.143608165778304e-07,4.807637892743506e-12,8.58474431575232e-14,1.3312233582967915e-18,2.071804082889152e-07,1.315846511734896e-07,4.29237215787616e-14,0.0
11047,2,1.2116365574982128e-05,4.128618187410263e-07,4.79024571058478e-12,8.522744068707399e-14,1.3216090734618987e-18,2.0643090937051314e-07,1.3110862858743833e-07,4.2613720343536997e-14,0.0
11059,2,1.2116365574982128e-05,4.119663211600848e-07,4.7798556642031e-12,8.485812488508707e-14,1.3158821490002e-18,2.059831605800424e-07,1.3082425387800497e-07,4.2429062442543534e-14,1.0
7853,1,6.058182787491064e-06,4.085001674001209e-07,4.739639477025692e-12,1.6687238676592677e-13,2.5876649431471226e-18,4.085001674001209e-07,2.5944708032768624e-07,1.6687238676592677e-13,0.0
11117,2,1.2116365574982128e-05,4.0767888458534094e-07,4.730110510426956e-12,8.310103646837385e-14,1.2886352438287864e-18,2.0383944229267047e-07,1.294627331367933e-07,4.1550518234186927e-14,1.0
11119,2,1.2116365574982128e-05,4.07532237505741e-07,4.728409031839845e-12,8.304126230321783e-14,1.287708334861534e-18,2.037661187528705e-07,1.294161638087035e-07,4.1520631151608914e-14,0.5
7867,1,6.058182787491064e-06,4.070475390496793e-07,4.7227852986809955e-12,1.6568769904640018e-13,2.5692941692892765e-18,4.070475390496793e-07,2.585244853952975e-07,1.6568769904640018e-13,1.0
11131,2,1.2116365574982128e-05,4.066540143883622e-07,4.718219413110293e-12,8.268374370908515e-14,1.282164347923431e-18,2.033270071941811e-07,1.2913727478751855e-07,4.1341871854542576e-14,0.5
7873,1,6.058182787491064e-06,4.0642735497662645e-07,4.715589588249904e-12,1.6518319487329667e-13,2.56147089913828e-18,4.0642735497662645e-07,2.581305933975454e-07,1.6518319487329667e-13,1.0
7879,1,6.058182787491064e-06,4.058085872079577e-07,4.7084103105468896e-12,1.6468060945171861e-13,2.5536773827779095e-18,4.058085872079577e-07,2.577376009246079e-07,1.6468060945171861e-13,1.0
11159,2,1.2116365574982128e-05,4.046158340463259e-07,4.694571344440224e-12,8.185698658050196e-14,1.2693439497761171e-18,2.0230791702316294e-07,1.284900291054811e-07,4.092849329025098e-14,0.0
7901,1,6.058182787491064e-06,4.035518198637132e-07,4.682226077469778e-12,1.628540713153148e-13,2.5253535312738063e-18,4.035518198637132e-07,2.5630428034075214e-07,1.628540713153148e-13,1.0
11177,2,1.2116365574982128e-05,4.0331365627222e-07,4.679462774905141e-12,8.13309526678332e-14,1.261186821199603e-18,2.0165682813611e-07,1.2807650880791356e-07,4.06654763339166e-14,1.0
7927,1,6.058182787491064e-06,4.009089183278303e-07,4.651561707041031e-12,1.6072796079479084e-13,2.4923842559740324e-18,4.009089183278303e-07,2.546257177799521e-07,1.6072796079479084e-13,0.0
11239,2,1.2116365574982128e-05,3.9887616621924474e-07,4.627976619665969e-12,7.955109798888127e-14,1.2335868830319978e-18,1.9943808310962237e-07,1.2666733700076972e-07,3.9775548994440634e-14,1.0
11273,2,1.2116365574982128e-05,3.964737288747044e-07,4.600102244603324e-12,7.859570884390631e-14,1.2187718075996388e-18,1.982368644373522e-07,1.2590441766259882e-07,3.9297854421953155e-14,0.5
7993,1,6.058182787491064e-06,3.943154626618823e-07,4.575060874830266e-12,1.5548468409425426e-13,2.4110775546788067e-18,3.943154626618823e-07,2.504380748894054e-07,1.5548468409425426e-13,1.0
11321,2,1.2116365574982128e-05,3.931188318349619e-07,4.561176917957509e-12,7.727120797164253e-14,1.1982329722611572e-18,1.9655941591748095e-07,1.2483903469433603e-07,3.863560398582126e-14,0.5
8009,1,6.058182787491064e-06,3.927415469558291e-07,4.556799455106994e-12,1.5424592270525774e-13,2.39186826858088e-18,3.927415469558291e-07,2.494384477969215e-07,1.5424592270525774e-13,0.0
8039,1,6.058182787491064e-06,3.898157447736475e-07,4.522852718651797e-12,1.519563148734335e-13,2.3563636651243633e-18,3.898157447736475e-07,2.475802090632275e-07,1.519563148734335e-13,1.0
11369,2,1.2116365574982128e-05,3.898063382268986e-07,4.522743578818153e-12,7.597449066093161e-14,1.1781249724229013e-18,1.949031691134493e-07,1.2378711738340094e-07,3.7987245330465806e-14,0.5
8053,1,6.058182787491064e-06,3.8846154717977377e-07,4.5071405870841e-12,1.509023736373036e-13,2.3400203572726216e-18,3.8846154717977377e-07,2.4672012958234645e-07,1.509023736373036e-13,0.0
11393,2,1.2116365574982128e-05,3.881657697501494e-07,4.503708817665784e-12,7.533633240286297e-14,1.168229148526642e-18,1.940828848750747e-07,1.2326613754625767e-07,3.7668166201431487e-14,0.5
8069,1,6.058182787491064e-06,3.869225156964667e-07,4.489283912945891e-12,1.4970903315288252e-13,2.3215154062940866e-18,3.869225156964667e-07,2.4574265819618345e-07,1.4970903315288252e-13,1.0
11423,2,1.2116365574982128e-05,3.861295828271478e-07,4.480083877719531e-12,7.454802736713358e-14,1.1560050211860018e-18,1.930647914135739e-07,1.2261952489547663e-07,3.727401368356679e-14,0.5
8117,1,6.058182787491064e-06,3.823599021632755e-07,4.4363460075394955e-12,1.4619909478230962e-13,2.267087321155719e-18,3.823599021632755e-07,2.4284484601807836e-07,1.4619909478230962e-13,1.0
11483,2,1.2116365574982128e-05,3.821049816217346e-07,4.433388281793918e-12,7.300210849007306e-14,1.1320326902291122e-18,1.910524908108673e-07,1.2134147030020765e-07,3.650105424503653e-14,0.5
8123,1,6.058182787491064e-06,3.8179525557207217e-07,4.429794672955551e-12,1.457676171773439e-13,2.2603964629870212e-18,3.8179525557207217e-07,2.4248622704752307e-07,1.457676171773439e-13,0.0
11519,2,1.2116365574982128e-05,3.797203503052563e-07,4.405720501881696e-12,7.209377221797329e-14,1.1179472566025257e-18,1.8986017515262814e-07,1.20584205454203e-07,3.6046886108986644e-14,0.5
11527,2,1.2116365574982128e-05,3.791934640964896e-07,4.399607283640282e-12,7.189384160674789e-14,1.1148469627566922e-18,1.895967320482448e-07,1.2041688717695545e-07,3.5946920803373945e-14,1.0
11621,2,1.2116365574982128e-05,3.7308383046839e-07,4.328720015911108e-12,6.959577227848319e-14,1.079211148150567e-18,1.86541915234195e-07,1.1847670852688199e-07,3.4797886139241595e-14,1.0
8231,1,6.058182787491064e-06,3.7184181855235516e-07,4.3143095231427935e-12,1.3826633802432258e-13,2.1440752580877273e-18,3.7184181855235516e-07,2.3616458906527552e-07,1.3826633802432258e-13,1.0
8269,1,6.058182787491064e-06,3.684320901488162e-07,4.274748013412689e-12,1.3574220505142546e-13,2.1049339086266595e-18,3.684320901488162e-07,2.3399899857203573e-07,1.3574220505142546e-13,0.0
8311,1,6.058182787491064e-06,3.647177240925546e-07,4.23165193317256e-12,1.3301901826725278e-13,2.0627058617243902e-18,3.647177240925546e-07,2.316399262742234e-07,1.3301901826725278e-13,0.0
8329,1,6.058182787491064e-06,3.631430271944077e-07,4.213381449636879e-12,1.3187285819991828e-13,2.0449325303604846e-18,3.631430271944077e-07,2.3063980303014866e-07,1.3187285819991828e-13,0.0
11821,2,1.2116365574982128e-05,3.60566184925763e-07,4.183483534489701e-12,6.500398685595975e-14,1.0080070238817333e-18,1.802830924628815e-07,1.1450159805228774e-07,3.2501993427979875e-14,0.5
11831,2,1.2116365574982128e-05,3.5995691469844577e-07,4.176414452388834e-12,6.478449021961209e-14,1.0046033226341908e-18,1.7997845734922289e-07,1.1430811786032834e-07,3.2392245109806044e-14,0.5
11903,2,1.2116365574982128e-05,3.556154018767558e-07,4.12604187680176e-12,6.323115702598329e-14,9.805160189880927e-19,1.778077009383779e-07,1.1292942463608618e-07,3.161557851299164e-14,0.5
11909,2,1.2116365574982128e-05,3.5525715938584594e-07,4.1218853540197234e-12,6.310382464745019e-14,9.785414949913825e-19,1.7762857969292297e-07,1.1281566095159686e-07,3.1551912323725094e-14,0.5
8423,1,6.058182787491064e-06,3.550829606733225e-07,4.1198642065132785e-12,1.2608390896053224e-13,1.9551641672733682e-18,3.550829606733225e-07,2.2552068462329077e-07,1.2608390896053224e-13,0.0
8431,1,6.058182787491064e-06,3.5440941875370814e-07,4.112049409540358e-12,1.2560603610134125e-13,1.9477538648921566e-18,3.5440941875370814e-07,2.2509290393072844e-07,1.2560603610134125e-13,0.0
11933,2,1.2116365574982128e-05,3.5382958915510913e-07,4.1053219135078384e-12,6.259768908083665e-14,9.706929270671825e-19,1.7691479457755456e-07,1.123623209558208e-07,3.129884454041832e-14,0.5
11939,2,1.2116365574982128e-05,3.5347404110605773e-07,4.1011966530948785e-12,6.247194886792349e-14,9.687430925426985e-19,1.7673702055302887e-07,1.1224941291978536e-07,3.1235974433961743e-14,0.5
8443,1,6.058182787491064e-06,3.534026934898339e-07,4.100368839533385e-12,1.248934637658695e-13,1.9367041131166085e-18,3.534026934898339e-07,2.2445351146225865e-07,1.248934637658695e-13,1.0
11953,2,1.2116365574982128e-05,3.526465101899532e-07,4.091595192651444e-12,6.217978057457639e-14,9.64212482866372e-19,1.763232550949766e-07,1.1198662174220682e-07,3.1089890287288195e-14,0.5
8461,1,6.058182787491064e-06,3.519006294319169e-07,4.082941081421962e-12,1.2383405299457929e-13,1.9202759900077472e-18,3.519006294319169e-07,2.2349951886839513e-07,1.2383405299457929e-13,1.0
11969,2,1.2116365574982128e-05,3.51704314040279e-07,4.0806633242644155e-12,6.184796225727161e-14,9.590670262463498e-19,1.758521570201395e-07,1.1168741740933622e-07,3.0923981128635804e-14,1.0
8467,1,6.058182787491064e-06,3.514020689805533e-07,4.077156513910018e-12,1.234834140838135e-13,1.914838685282403e-18,3.514020689805533e-07,2.2318287260042325e-07,1.234834140838135e-13,1.0
12007,2,1.2116365574982128e-05,3.4948167468091355e-07,4.054875062492368e-12,6.106872046888793e-14,9.469834413158833e-19,1.7474083734045677e-07,1.1098159481925153e-07,3.0534360234443965e-14,0.0
8501,1,6.058182787491064e-06,3.485968042315746e-07,4.044608317828755e-12,1.215197319204667e-13,1.8843881620289452e-18,3.485968042315746e-07,2.214011897352708e-07,1.215197319204667e-13,0.0
8513,1,6.058182787491064e-06,3.476147266232176e-07,4.033213723227493e-12,1.2083599816533428e-13,1.873785605770885e-18,3.476147266232176e-07,2.2077745151316659e-07,1.2083599816533428e-13,0.0
8527,1,6.058182787491064e-06,3.464742056733563e-07,4.019980783440121e-12,1.2004437519698325e-13,1.8615100277493073e-18,3.464742056733563e-07,2.2005308257991168e-07,1.2004437519698325e-13,0.0
12113,2,1.2116365574982128e-05,3.43391859080044e-07,3.984217734214172e-12,5.895898444122438e-14,9.14268082808204e-19,1.71695929540022e-07,1.0904770959291817e-07,2.947949222061219e-14,0.5
12119,2,1.2116365574982128e-05,3.430519232562155e-07,3.980273615266738e-12,5.884231102489416e-14,9.124588457313805e-19,1.7152596162810774e-07,1.0893975938380026e-07,2.942115551244708e-14,1.0
12143,2,1.2116365574982128e-05,3.4169721521546253e-07,3.964555561218776e-12,5.837849344300105e-14,9.052664964161904e-19,1.7084860760773126e-07,1.0850955754556511e-07,2.9189246721500524e-14,0.0
8597,1,6.058182787491064e-06,3.408549303232871e-07,3.954782917179815e-12,1.161820835256929e-13,1.801618053099084e-18,3.408549303232871e-07,2.1648416217429336e-07,1.161820835256929e-13,0.0
8623,1,6.058182787491064e-06,3.388025430963465e-07,3.93097001256129e-12,1.1478716320855172e-13,1.7799872340456412e-18,3.388025430963465e-07,2.151806477176885e-07,1.1478716320855172e-13,0.0
8663,1,6.058182787491064e-06,3.3568103451825334e-07,3.894752584845738e-12,1.126817569352448e-13,1.747339016385997e-18,3.3568103451825334e-07,2.1319811172031434e-07,1.126817569352448e-13,1.0
12253,2,1.2116365574982128e-05,3.355896532456781e-07,3.89369232998779e-12,5.631020768277723e-14,8.731939009564699e-19,1.6779482662283905e-07,1.0657003677245745e-07,2.8155103841388614e-14,0.5
8677,1,6.058182787491064e-06,3.345986919515255e-07,3.882194662067939e-12,1.1195628465567185e-13,1.7360892271221253e-18,3.345986919515255e-07,2.125106931064148e-07,1.1195628465567185e-13,1.0
8689,1,6.058182787491064e-06,3.336751307349962e-07,3.871479006235601e-12,1.113390928710168e-13,1.7265185271680907e-18,3.336751307349962e-07,2.1192411988012355e-07,1.113390928710168e-13,1.0
12289,2,1.2116365574982128e-05,3.33626347550129e-07,3.8709129973884485e-12,5.565326988981973e-14,8.630068656439764e-19,1.668131737750645e-07,1.0594656832476644e-07,2.7826634944909864e-14,0.5
8731,1,6.058182787491064e-06,3.304726000182526e-07,3.834321515926428e-12,1.0921213936282397e-13,1.6935361797856285e-18,3.304726000182526e-07,2.0989012501200146e-07,1.0921213936282397e-13,0.0
8761,1,6.058182787491064e-06,3.282132224115705e-07,3.808106997175327e-12,1.07723919365787e-13,1.6704585766623214e-18,3.282132224115705e-07,2.0845514659536532e-07,1.07723919365787e-13,1.0
12391,2,1.2116365574982128e-05,3.28156276666842e-07,3.807446281901986e-12,5.3843270957922486e-14,8.349394850906314e-19,1.64078138333421e-07,1.0420948957534184e-07,2.6921635478961243e-14,0.5
12451,2,1.2116365574982128e-05,3.250011989815917e-07,3.770839367282419e-12,5.281288966973607e-14,8.189615177996453e-19,1.6250059949079586e-07,1.0320756135233154e-07,2.6406444834868035e-14,0.0
12473,2,1.2116365574982128e-05,3.238557294499324e-07,3.757549011377461e-12,5.244126674877391e-14,8.131988171918293e-19,1.619278647249662e-07,1.0284380541131838e-07,2.6220633374386955e-14,0.5
12491,2,1.2116365574982128e-05,3.229230254333277e-07,3.746727275842773e-12,5.2139640177506793e-14,8.085215394257696e-19,1.6146151271666385e-07,1.0254761540550013e-07,2.6069820088753397e-14,0.5
8837,1,6.058182787491064e-06,3.225920970790448e-07,3.742887666419822e-12,1.0406566109785584e-13,1.6137305172369949e-18,3.225920970790448e-07,2.0488505122683317e-07,1.0406566109785584e-13,0.0
12511,2,1.2116365574982128e-05,3.2189140553355653e-07,3.734757864830386e-12,5.180703847818427e-14,8.033639350189045e-19,1.6094570276677826e-07,1.022200136168558e-07,2.5903519239092134e-14,1.0
12517,2,1.2116365574982128e-05,3.215828834373493e-07,3.731178224909978e-12,5.1707775459939865e-14,8.018246783603279e-19,1.6079144171867465e-07,1.0212203916853796e-07,2.5853887729969932e-14,0.5
8863,1,6.058182787491064e-06,3.20702197016123e-07,3.720960025599337e-12,1.0284989917096817e-13,1.5948778803304877e-18,3.20702197016123e-07,2.036847357984287e-07,1.0284989917096817e-13,1.0
12541,2,1.2116365574982128e-05,3.203532200682694e-07,3.7169110066499795e-12,5.13130928040545e-14,7.957043939196472e-19,1.601766100341347e-07,1.0173154658572685e-07,2.565654640202725e-14,0.5
12569,2,1.2116365574982128e-05,3.189275061632737e-07,3.7003691042315085e-12,5.085737709376248e-14,7.886376791059005e-19,1.5946375308163686e-07,1.012787960857847e-07,2.542868854688124e-14,0.5
8893,1,6.058182787491064e-06,3.185421075373802e-07,3.695897501310751e-12,1.014690742743559e-13,1.5734656368380976e-18,3.185421075373802e-07,2.0231281736795854e-07,1.014690742743559e-13,0.0
12583,2,1.2116365574982128e-05,3.182182156621652e-07,3.692139532916693e-12,5.0631416389606144e-14,7.851337405334009e-19,1.591091078310826e-07,1.0105355340009869e-07,2.5315708194803072e-14,0.5
12611,2,1.2116365574982128e-05,3.168067148213594e-07,3.675762538142086e-12,5.018324727795107e-14,7.781840496869581e-19,1.584033574106797e-07,1.0060531640871892e-07,2.5091623638975536e-14,0.0
12619,2,1.2116365574982128e-05,3.164051536292634e-07,3.671103408402647e-12,5.0056110621578877e-14,7.76212560724289e-19,1.582025768146317e-07,1.0047779641340864e-07,2.5028055310789438e-14,0.5
8923,1,6.058182787491064e-06,3.1640376870971584e-07,3.671087339818387e-12,1.0011134485371137e-13,1.5524115314095613e-18,3.1640376870971584e-07,2.0095471323517505e-07,1.0011134485371137e-13,1.0
8941,1,6.058182787491064e-06,3.15131084449136e-07,3.656320969949742e-12,9.930760038608849e-14,1.539947987126267e-18,3.15131084449136e-07,2.0014640459312983e-07,9.930760038608849e-14,0.0
8951,1,6.058182787491064e-06,3.144273529035383e-07,3.648155896637848e-12,9.88645602539262e-14,1.5330778305915506e-18,3.144273529035383e-07,1.996994498317601e-07,9.88645602539262e-14,0.0
12671,2,1.2116365574982128e-05,3.13813518012271e-07,3.641033852841531e-12,4.923946204361897e-14,7.6354891434748e-19,1.569067590061355e-07,9.965479516670008e-08,2.4619731021809484e-14,0.5
