n_rows,K_prime_min,K_prime_median,K_prime_max,rho_min,rho_max,log_pstar_min,log_pstar_max,S_T_min,S_T_max,C_cluster_min,C_cluster_median,C_cluster_max,PNT_prediction_min,PNT_prediction_max,kh_logpstar_median,corr_log_rho_log_W,n_anomalous_K_gt_3logpstar,n_exceeds_cap_65,all_K_le_65,safe_C_cluster_empirical,theorem_target_K_le_ClogpstarST,worst_row_candidate_id,worst_row_K,worst_row_h,worst_row_k,worst_row_KS_stat,worst_row_u_mean,worst_row_prime_distribution
22,2.1420864345912927,15.883372959374345,64.24988591171059,7.088585359010924e-07,0.0044902565189875,20.21932240481067,20.220547114938658,1.4405551366662506,2.997147056722025,0.06672942998950603,0.3586791487561617,1.1026693887221886,29.128308871513166,60.60059721387805,0.9213636095424165,-0.9598980846322406,1,0,True,1.1026693887221886,K <= 1.12 * log(p*) * S_T,hexc_00453,64.24988591171059,767.0,35.0,0.5755312026498467,0.16445258818140174,concentrated
