rows,canonical_global_mean_z,canonical_global_std_z,canonical_global_min_z,canonical_global_neg_max,canonical_global_neg_frac,canonical_tail_neg_max,fitted_global_mean_z,fitted_global_neg_max,fitted_global_neg_frac,canonical_pass_Q_le_1_frac,canonical_pass_Q_le_0p1_frac,canonical_pass_Q_le_0p05_frac,worst_canonical_block_id,worst_canonical_p_star,worst_canonical_h
1468,0.03502034658669661,0.05036600955827812,-0.03946320129494251,0.03946320129494251,0.09264305177111716,0.03437235322817768,0.005747735299206303,0.06850346210343525,0.4489100817438692,1.0,1.0,1.0,272,39651113,347
