candidate_id,block_id,x,y,h,right_endpoint,p_star,post_P0_flag,finite_zone_flag,E_theta,E_theta_sign,Q_R2Q,D_start,D_end,DeltaD,DeltaD_sign,Q_delta_D,bridge_excursion_raw,bridge_excursion_argmax,bridge_path_n_samples,Q_exc,Q_formula_sum,formula_residual,abs_formula_residual,positive_harmless_flag,near_forbidden_flag,forbidden_flag,threshold_relevant_flag,primitive_available_flag,instrumentation_gap_flag
hexc_00281,282,1512877,1512876,1,1512877,1512877,False,True,13.229523694026316,positive,0.0708017239099497,-634.3497130536379,-648.2558866826641,-13.906173629026284,negative,0.06867946782089697,0.0,1512876,2,0.0,0.06867946782089697,0.0021222560890527264,0.0021222560890527264,True,False,False,False,True,False
hexc_00282,283,17591999,17591998,1,17591999,17591999,False,True,15.682954754372712,positive,0.0606328476734683,-2160.333887025602,-2176.6934917149747,-16.359604689372645,negative,0.05877963180632679,0.0,17591998,2,0.0,0.05877963180632679,0.0018532158671415097,0.0018532158671415097,True,False,False,False,True,False
hexc_00283,284,30400757,30400756,1,30400757,30400757,False,True,16.229978067382206,positive,0.0592359497084479,-2818.70887482513,-2835.615502827512,-16.90662800238215,negative,0.05694918951658711,0.0,30400756,2,0.0,0.05694918951658711,0.00228676019186079,0.00228676019186079,True,False,False,False,True,False
hexc_00284,285,187503637,187502433,1204,187503637,187503637,False,True,-118.1895832631717,negative,0.0793621467961531,-7015.439324096209,-7853.815321871806,-838.3759977755972,negative,0.06658358100147165,66.23191285530265,187503416,38,0.0052601195003006765,0.07184370050177233,0.007518446294380768,0.007518446294380768,False,False,False,False,True,False
hexc_00285,286,1188899,1188898,1,1188899,1188899,False,True,12.988538226732649,positive,0.0732650773543473,-549.7834791975279,-563.4486673592605,-13.665188161732658,negative,0.06983464794195783,0.0,1188898,2,0.0,0.06983464794195783,0.0034304294123894685,0.0034304294123894685,True,False,False,False,True,False
hexc_00286,287,108554851,108554850,1,108554851,108554851,False,True,17.50276614237342,positive,0.0546923953449301,-5374.772074438614,-5392.951490515988,-18.17941607737339,negative,0.05310147810040764,0.0,108554850,2,0.0,0.05310147810040764,0.001590917244522462,0.001590917244522462,True,False,False,False,True,False
hexc_00287,288,108533473,108533470,3,108533473,108533687,False,True,34.005138362130026,positive,0.06296609300304,-5505.010237434415,-5541.368675666546,-36.35843823213054,negative,0.06131693332880472,6.059739714568423,108533472,4,0.010219488903672008,0.07153642223247672,-0.008570329229436721,0.008570329229436721,True,False,False,False,True,False
hexc_00288,289,187420763,187420762,1,187420763,187420763,False,True,18.04886671672199,positive,0.0528698455510337,-7117.381280572588,-7136.106797224309,-18.72551665172159,negative,0.05160544446543628,9.094947017729282e-13,187420763,2,2.506466400735398e-15,0.051605444465438785,0.0012644010855949184,0.0012644010855949184,True,False,False,False,True,False
hexc_00289,290,1200061,1200060,1,1200061,1200061,False,True,12.997882946799592,positive,0.0734962713434768,-549.6146694286105,-563.28920231041,-13.674532881799564,negative,0.06978913006858825,0.0,1200060,2,0.0,0.06978913006858825,0.0037071412748885535,0.0037071412748885535,True,False,False,False,True,False
hexc_00290,291,22052747,22052746,1,22052747,22052747,False,True,15.908947732596488,positive,0.0591697378973292,-2468.106614543193,-2484.692212210789,-16.585597667596176,negative,0.05800934512795801,0.0,22052746,2,0.0,0.05800934512795801,0.001160392769371188,0.001160392769371188,True,False,False,False,True,False
hexc_00291,292,1196119,1196118,1,1196119,1196119,False,True,12.994592706870844,positive,0.072507583675384,-553.5134218722303,-567.1846645141011,-13.671242641870776,negative,0.06980514997076274,0.0,1196118,2,0.0,0.06980514997076274,0.0027024337046212543,0.0027024337046212543,True,False,False,False,True,False
hexc_00292,293,179406523,179405418,1105,179406523,179406523,False,True,-97.72642586632604,negative,0.0771394318911972,-6838.002231622098,-7618.005019689945,-780.0027880678463,negative,0.06496384676003021,46.99328283814975,179405824,38,0.003913914759985157,0.06887776152001537,0.00826167037118182,0.00826167037118182,False,False,False,False,True,False
hexc_00293,294,40836767,40836766,1,40836767,40836767,False,True,16.525093385541517,positive,0.0575917731273201,-3303.4986272826472,-3320.7003706031887,-17.201743320541482,negative,0.05600822137847416,0.0,40836766,2,0.0,0.05600822137847416,0.0015835517488459391,0.0015835517488459391,True,False,False,False,True,False
hexc_00294,295,30775879,30775878,1,30775879,30775879,False,True,16.242241791771498,positive,0.0597981788803012,-2811.075546285843,-2827.9944380126144,-16.918891726771562,negative,0.05690945795779282,0.0,30775878,2,0.0,0.05690945795779282,0.0028887209225083796,0.0028887209225083796,True,False,False,False,True,False
hexc_00295,296,12422077,12422076,1,12422077,12422077,False,True,15.334985850761935,positive,0.0608018746772307,-1907.372030131576,-1923.383665917337,-16.011635785761882,negative,0.06000648356503187,6.821210263296962e-13,12422077,2,2.5563711730323955e-15,0.06000648356503442,0.0007953911121962795,0.0007953911121962795,True,False,False,False,True,False
hexc_00296,297,604724143,604718720,5423,604724143,604724143,True,False,-287.04929571977755,negative,0.1444593757832343,-12562.492055257992,-16584.214961986207,-4021.722906728215,negative,0.13357275557751394,150.73391696427097,604721315,41,0.005006298324090504,0.13857905390160444,0.005880321881629874,0.005880321881629874,False,False,False,False,True,False
hexc_00297,298,30423259,30423255,4,30423259,30423359,False,True,30.46143587930456,positive,0.0588683256744303,-2851.212133067182,-2884.8831576764865,-33.67102460930437,negative,0.056704747726197116,8.561467292326142,30423256,5,0.014418208195639211,0.07112295592183633,-0.012254630247406029,0.012254630247406029,True,False,False,False,True,False
hexc_00298,299,39651863,39651244,619,39651863,39651863,False,True,-24.148225995829307,negative,0.0700647985436921,-3209.146527469194,-3676.801981337496,-467.65545386830127,negative,0.061407383049320426,43.71997974397391,39651253,36,0.00574082804089952,0.06714821109021994,0.002916587453472161,0.002916587453472161,False,False,False,False,True,False
hexc_00299,300,108555463,108555462,1,108555463,108555463,False,True,17.50277178006044,positive,0.0542277324548623,-5468.314284163619,-5486.49370587868,-18.17942171506093,negative,0.053101462208479444,0.0,108555462,2,0.0,0.053101462208479444,0.0011262702463828572,0.0011262702463828572,True,False,False,False,True,False
hexc_00300,301,604360789,604358714,2075,604360789,604360789,True,False,-235.00910780034724,negative,0.0905498237696835,-12570.765967447402,-13984.735845189109,-1413.9698777417052,negative,0.07592459236082011,75.26014542829944,604359792,40,0.004041172271495509,0.07996576463231561,0.010584059137367888,0.010584059137367888,False,False,False,False,True,False
hexc_00301,302,30848879,30848878,1,30848879,30848879,False,True,16.24461097054039,positive,0.0591459350334649,-2834.960107913136,-2851.881368818676,-16.921260905540294,negative,0.05690178876662888,4.547473508864641e-13,30848879,2,1.5291967807111495e-15,0.05690178876663041,0.0022441462668344944,0.0022441462668344944,True,False,False,False,True,False
hexc_00302,303,155849,155848,1,155849,155849,False,True,10.956642868748848,positive,0.0823330539773264,-217.53579629521155,-229.1690890989604,-11.633292803748844,negative,0.08137371510014209,0.0,155848,2,0.0,0.08137371510014209,0.0009593388771843153,0.0009593388771843153,True,False,False,False,True,False
hexc_00303,304,604870961,604869251,1710,604870961,604870961,True,False,-193.460685806944,negative,0.084228112951883,-12567.37546646226,-13732.825725140214,-1165.450258677953,negative,0.0689304006027278,109.0429826870186,604870633,36,0.006449332713743464,0.07537973331647127,0.008848379635411727,0.008848379635411727,False,False,False,False,True,False
hexc_00304,305,30386689,30386676,13,30386689,30386821,False,True,55.9180601763964,positive,0.0656901337841472,-2817.9073093929187,-2884.243883810409,-66.33657441749074,negative,0.06197763933326081,18.503889971281296,30386686,12,0.017288010859361377,0.07926565019262219,-0.013575516408474986,0.013575516408474986,True,False,False,False,True,False
hexc_00305,306,17997751,17997750,1,17997751,17997751,False,True,15.705757363609788,positive,0.0614815788836374,-2152.7841023014566,-2169.166509600066,-16.38240729860945,negative,0.058700983870679055,0.0,17997750,2,0.0,0.058700983870679055,0.0027805950129583465,0.0027805950129583465,True,False,False,False,True,False
hexc_00306,307,17642591,17642590,1,17642591,17642591,False,True,15.68582647984297,positive,0.0615114980157123,-2131.347092218588,-2147.709568633431,-16.36247641484306,negative,0.05876971541392912,0.0,17642590,2,0.0,0.05876971541392912,0.002741782601783177,0.002741782601783177,True,False,False,False,True,False
hexc_00307,308,2275513,2275512,1,2275513,2275513,False,True,13.637716079452618,positive,0.0691152327817433,-773.8749262170159,-788.1892922314685,-14.314366014452617,negative,0.06680753988023627,0.0,2275512,2,0.0,0.06680753988023627,0.002307692901507022,0.002307692901507022,True,False,False,False,True,False
hexc_00308,309,108834839,108833866,973,108834839,108834839,False,True,-84.74379677806667,negative,0.0759633517847871,-5334.194500249197,-6022.507405333554,-688.3129050843572,negative,0.06443699188399456,36.023724359908556,108834230,38,0.003372391273015866,0.06780938315701042,0.008153968627776675,0.008153968627776675,False,False,False,False,True,False
hexc_00309,310,3459473,3459472,1,3459473,3459473,False,True,14.056626823294508,positive,0.0675533283624984,-942.9627364869384,-957.696013245233,-14.73327675829455,negative,0.06498961643115185,0.0,3459472,2,0.0,0.06498961643115185,0.0025637119313465517,0.0025637119313465517,True,False,False,False,True,False
hexc_00310,311,1516759,1516758,1,1516759,1516759,False,True,13.232086379526844,positive,0.0704701582316363,-644.2415492860155,-658.1502856005424,-13.908736314526893,negative,0.06866738862747963,0.0,1516758,2,0.0,0.06866738862747963,0.0018027696041566649,0.0018027696041566649,True,False,False,False,True,False
hexc_00311,312,12785933,12785932,1,12785933,12785933,False,True,15.363856140188712,positive,0.0626516042594357,-1813.632910199353,-1829.6734162745424,-16.04050607518866,negative,0.05990275001472292,6.821210263296962e-13,12785933,2,2.5473588631481777e-15,0.05990275001472547,0.0027488542447102263,0.0027488542447102263,True,False,False,False,True,False
hexc_00312,313,33868273,33868272,1,33868273,33868273,False,True,16.33798923441809,positive,0.0584495095176475,-2983.207869067751,-3000.2225082371688,-17.014639169417933,negative,0.05660115396350972,0.0,33868272,2,0.0,0.05660115396350972,0.0018483555541377802,0.0018483555541377802,True,False,False,False,True,False
hexc_00313,314,30402367,30402366,1,30402367,30402367,False,True,16.23003102518748,positive,0.0585071691732537,-2852.076455968929,-2868.983136929117,-16.906680960187714,negative,0.056949017826637645,0.0,30402366,2,0.0,0.056949017826637645,0.001558151346616056,0.001558151346616056,True,False,False,False,True,False
hexc_00314,315,33926353,33926350,3,33926353,33926539,False,True,31.67940523101436,positive,0.0662381750517639,-3098.04264013218,-3132.075345233194,-34.03270510101447,negative,0.06535100599393698,5.672117546311256,33926352,4,0.010891834388922923,0.0762428403828599,-0.010004665331096008,0.010004665331096008,True,False,False,False,True,False
hexc_00315,316,604434563,604433380,1183,604434563,604434563,True,False,-212.4494583474634,negative,0.0706267903397897,-12537.426028580874,-13264.996981420278,-727.5709528394036,negative,0.051740318542925205,50.88383174985756,604433811,37,0.003618541467533499,0.055358860010458706,0.015267930329330999,0.015267930329330999,False,False,False,False,True,False
hexc_00316,317,12783493,12783492,1,12783493,12783493,False,True,15.36366528725307,positive,0.0614653493746613,-1851.946796442024,-1867.987111664277,-16.040315222252957,negative,0.059903434589369677,2.2737367544323206e-13,12783493,2,8.49139428093181e-16,0.05990343458937052,0.0015619147852907744,0.0015619147852907744,True,False,False,False,True,False
hexc_00317,318,30820421,30820420,1,30820421,30820421,False,True,16.24368804772401,positive,0.0586821462517961,-2856.48102854462,-2873.401366527344,-16.92033798272405,negative,0.05690477608422532,0.0,30820420,2,0.0,0.05690477608422532,0.001777370167570784,0.001777370167570784,True,False,False,False,True,False
hexc_00318,319,109684921,109684920,1,109684921,109684921,False,True,17.51312245909733,positive,0.0544238599579058,-5408.419253320758,-5426.609025714855,-18.189772394097417,negative,0.05307230097428953,0.0,109684920,2,0.0,0.05307230097428953,0.0013515589836162745,0.0013515589836162745,True,False,False,False,True,False
hexc_00319,320,604702619,604700469,2150,604702619,604702619,True,False,-249.2969172381811,negative,0.0924905344982734,-12541.416870148209,-14000.578285301732,-1459.161415153525,negative,0.07696817320378503,62.01625281546876,604700768,39,0.0032712471962181803,0.08023942040000322,0.012251114098270177,0.012251114098270177,False,False,False,False,True,False
hexc_00320,321,109471009,109470995,14,109471009,109471171,False,True,60.04468101919571,positive,0.0605347509168848,-5339.52837913216,-5410.797341641053,-71.26896250889331,negative,0.05558640612626561,13.164333829767202,109471003,14,0.010267555200510526,0.06585396132677614,-0.005319210409891334,0.005319210409891334,True,False,False,False,True,False
hexc_00321,322,39669379,39669378,1,39669379,39669379,False,True,16.496090138221277,positive,0.0582727770264986,-3217.4379382603456,-3234.6106783335667,-17.17274007322112,negative,0.0560993179947859,0.0,39669378,2,0.0,0.0560993179947859,0.0021734590317126976,0.0021734590317126976,True,False,False,False,True,False
hexc_00322,323,179438221,179438217,4,179438221,179438351,False,True,34.01068305675338,positive,0.0532141645529486,-7023.444939829735,-7060.665211616489,-37.22027178675398,negative,0.05152264550142228,9.448779086688774,179438218,5,0.013079595390756142,0.06460224089217842,-0.011388076339229822,0.011388076339229822,True,False,False,False,True,False
hexc_00323,324,109683631,109683630,1,109683631,109683631,False,True,17.51311069806788,positive,0.055032164231841,-5345.533099874529,-5363.722860507597,-18.189760633067635,negative,0.05307233409076959,0.0,109683630,2,0.0,0.05307233409076959,0.0019598301410714072,0.0019598301410714072,True,False,False,False,True,False
hexc_00324,325,1190201,1190200,1,1190201,1190201,False,True,12.989632758387462,positive,0.0715945211420518,-562.0638514116913,-575.7301341050787,-13.666282693387416,negative,0.06982931344055088,0.0,1190200,2,0.0,0.06982931344055088,0.0017652077015009177,0.0017652077015009177,True,False,False,False,True,False
hexc_00325,326,187501387,187501386,1,187501387,187501387,False,True,18.04929680068071,positive,0.0525393820764277,-7162.882875426831,-7181.608822162511,-18.725946735680736,negative,0.05160429946635132,0.0,187501386,2,0.0,0.05160429946635132,0.000935082610076382,0.000935082610076382,True,False,False,False,True,False
hexc_00326,327,109497079,109497076,3,109497079,109497203,False,True,34.02281684386655,positive,0.0638594994842023,-5353.179167345456,-5389.555284059323,-36.3761167138664,negative,0.0612881804444233,6.062686128110727,109497078,4,0.01021469675612491,0.07150287720054821,-0.007643377716345906,0.007643377716345906,True,False,False,False,True,False
hexc_00327,328,33488869,33488866,3,33488869,33489013,False,True,31.65344728612889,positive,0.0671490711147243,-2952.736205263504,-2986.7429524196327,-34.00674715612877,negative,0.06539903661876094,5.667791222548658,33488868,4,0.010899839493885522,0.07629887611264646,-0.009149804997922159,0.009149804997922159,True,False,False,False,True,False
hexc_00328,329,109452151,109452148,3,109452151,109452269,False,True,34.021996050826246,positive,0.0627535154340644,-5497.125411083666,-5533.500707004493,-36.37529592082683,negative,0.06128951543138168,6.062549329274589,109452150,4,0.010214919253958376,0.07150443468534005,-0.008750919251275649,0.008750919251275649,True,False,False,False,True,False
hexc_00329,330,187419913,187418830,1083,187419913,187419913,False,True,-73.41046525155639,negative,0.0766870226372487,-6967.565951848459,-7754.608840287644,-787.0428884391849,negative,0.0659092077597731,53.406596678197275,187418977,38,0.004472420153857603,0.0703816279136307,0.006305394723618005,0.006305394723618005,False,False,False,False,True,False
hexc_00330,331,33415939,33415938,1,33415939,33415939,False,True,16.324543559684656,positive,0.0587411588277256,-2945.456622621401,-2962.457816116086,-17.001193494684685,negative,0.05664424695975741,4.547473508864641e-13,33415939,2,1.51511840953764e-15,0.05664424695975892,0.0020969118679666776,0.0020969118679666776,True,False,False,False,True,False
hexc_00331,332,40835099,40835098,1,40835099,40835099,False,True,16.525052539162417,positive,0.0578586384299054,-3268.7306006017766,-3285.9323030759388,-17.201702474162175,negative,0.056008349465350084,0.0,40835098,2,0.0,0.056008349465350084,0.001850288964555316,0.001850288964555316,True,False,False,False,True,False
hexc_00332,333,445001,445000,1,445001,445001,False,True,12.005831808336865,positive,0.0776707266078231,-335.66229118896007,-348.34477293229696,-12.682481743336892,negative,0.07497698613394928,0.0,445000,2,0.0,0.07497698613394928,0.002693740473873829,0.002693740473873829,True,False,False,False,True,False
hexc_00333,334,40836461,40836460,1,40836461,40836461,False,True,16.525085892265995,positive,0.0572224328808061,-3335.7591780155144,-3352.9609138427804,-17.20173582726602,negative,0.05600824487599082,0.0,40836460,2,0.0,0.05600824487599082,0.0012141880048152781,0.0012141880048152781,True,False,False,False,True,False
hexc_00334,335,604685377,604682818,2559,604685377,604685377,True,False,-132.574005324258,negative,0.103142612325526,-12592.703310966106,-14493.44625151076,-1900.7429405446544,negative,0.09190021765388319,108.71694272910281,604684452,39,0.005256423941580637,0.09715664159546383,0.005985970730062171,0.005985970730062171,False,False,False,False,True,False
hexc_00335,336,12842771,12842770,1,12842771,12842771,False,True,15.368291642911316,positive,0.0614933608736022,-1852.9860692246425,-1869.0310108025533,-16.04494157791123,negative,0.059886844615466804,4.547473508864641e-13,12842771,2,1.6973189842787911e-15,0.059886844615468504,0.0016065162581336973,0.0016065162581336973,True,False,False,False,True,False
hexc_00336,337,3454739,3454738,1,3454739,3454739,False,True,14.055257469638663,positive,0.0678335682776829,-938.781418164528,-953.5133255691668,-14.73190740463872,negative,0.0649953978302506,1.1368683772161603e-13,3454739,2,5.015726099020225e-16,0.0649953978302511,0.002838170447431801,0.002838170447431801,True,False,False,False,True,False
hexc_00337,338,108591737,108591025,712,108591737,108591737,False,True,-45.88831219329336,negative,0.0670776998596762,-5298.902699934962,-5818.636488169276,-519.7337882343145,negative,0.05689206360445941,43.042973838391845,108591256,36,0.004711649811450903,0.06160371341591032,0.005473986443765878,0.005473986443765878,False,False,False,False,True,False
hexc_00338,339,108529951,108529950,1,108529951,108530069,False,True,17.50253673893403,positive,0.0549969698681508,-5319.347683516593,-5337.526870190527,-18.17918667393405,negative,0.05310211852704318,0.0,108529950,2,0.0,0.05310211852704318,0.0018948513411076243,0.0018948513411076243,True,False,False,False,True,False
hexc_00339,340,40882771,40882770,1,40882771,40882771,False,True,16.526219285319847,positive,0.0576333796617081,-3282.2377109247373,-3299.440580145057,-17.202869220319826,negative,0.05600469099040612,0.0,40882770,2,0.0,0.05600469099040612,0.0016286886713019824,0.0016286886713019824,True,False,False,False,True,False
hexc_00340,341,7102457,7102456,1,7102457,7102457,False,True,14.775951338485887,positive,0.0646932136535411,-1348.7977060980345,-1364.2503073715204,-15.452601273485923,negative,0.06208840203120991,0.0,7102456,2,0.0,0.06208840203120991,0.002604811622331185,0.002604811622331185,True,False,False,False,True,False
hexc_00341,342,40863883,40863879,4,40863883,40864051,False,True,31.05151430036597,positive,0.0574566735917498,-3291.4944889802155,-3325.755592010581,-34.26110303036603,negative,0.055772172413556156,8.708986897591785,40863880,5,0.014176984271913017,0.06994915668546917,-0.012492483093719364,0.012492483093719364,True,False,False,False,True,False
hexc_00342,343,1518239,1518238,1,1518239,1518239,False,True,13.233061668549976,positive,0.07170621495335,-620.5020021202735,-634.4117137238235,-13.909711603550022,negative,0.06866279272756931,0.0,1518238,2,0.0,0.06866279272756931,0.0030434222257806898,0.0030434222257806898,True,False,False,False,True,False
hexc_00343,344,109597217,109596735,482,109597217,109597217,False,True,-74.72895699034427,negative,0.0542204176570948,-5326.882494183475,-5635.030434989114,-308.14794080563934,negative,0.04095566047711019,47.04606017184142,109597074,36,0.006252848752278183,0.04720850922938837,0.00701190842770643,0.00701190842770643,False,False,False,False,True,False
hexc_00344,345,31018453,31018450,3,31018453,31018529,False,True,31.500185622358515,positive,0.0692098295960013,-2826.431329917193,-2860.284815409552,-33.853485492358686,negative,0.06568402610130883,5.642247614298867,31018452,4,0.010947337746103169,0.076631363847412,-0.007421534251410691,0.007421534251410691,True,False,False,False,True,False
hexc_00345,346,40845353,40845352,1,40845353,40845443,False,True,16.525303615149454,positive,0.0574305097109247,-3329.335300210672,-3346.5372537608214,-17.201953550149483,negative,0.056007548062116934,0.0,40845352,2,0.0,0.056007548062116934,0.0014229616488077648,0.0014229616488077648,True,False,False,False,True,False
hexc_00346,347,177979733,177979051,682,177979733,177979733,False,True,-55.09311664328777,negative,0.064256989998171,-6779.548771023843,-7266.534626455285,-486.9858554314424,negative,0.05167088183026705,32.95722622556514,177979139,36,0.003496875571972935,0.05516775740223999,0.009089232595931016,0.009089232595931016,False,False,False,False,True,False
hexc_00347,348,12783283,12783282,1,12783283,12783283,False,True,15.363648859683163,positive,0.0626209646339798,-1809.0564131616584,-1825.096711956341,-16.040298794683167,negative,0.05990349351451766,4.547473508864641e-13,12783283,2,1.6982822660137025e-15,0.05990349351451936,0.0027174711194604406,0.0027174711194604406,True,False,False,False,True,False
hexc_00348,349,7051327,7051326,1,7051327,7051327,False,True,14.768726384026335,positive,0.0640096837074059,-1376.1478256896823,-1391.5932020087089,-15.445376319026307,negative,0.06211625429897415,2.2737367544323206e-13,7051327,2,9.144225917840623e-16,0.06211625429897506,0.0018934294084308328,0.0018934294084308328,True,False,False,False,True,False
hexc_00349,350,178894801,178894798,3,178894801,178894987,False,True,35.0046169630778,positive,0.0624748732312566,-6815.701214190138,-6853.059131023216,-37.35791683307798,negative,0.059732301368142345,6.226319477769721,178894800,4,0.00995538357029511,0.06968768493843745,-0.007212811707180855,0.007212811707180855,True,False,False,False,True,False
hexc_00350,351,33843569,33843568,1,33843569,33843569,False,True,16.337259554044127,positive,0.0573142485737193,-3113.319293976105,-3130.3332034651494,-17.01390948904418,negative,0.0566034908858585,0.0,33843568,2,0.0,0.0566034908858585,0.0007107576878608024,0.0007107576878608024,True,False,False,False,True,False
hexc_00351,352,109712341,109712340,1,109712341,109712341,False,True,17.51337241663912,positive,0.0539020807162376,-5542.050932505572,-5560.24095485721,-18.190022351638618,negative,0.0530715971584078,0.0,109712340,2,0.0,0.0530715971584078,0.0008304835578298031,0.0008304835578298031,True,False,False,False,True,False
hexc_00352,353,179664509,179664508,1,179664509,179664509,False,True,18.00660183085661,positive,0.0530489105874725,-6935.19098110272,-6953.874232868577,-18.683251765856767,negative,0.05171821325681022,0.0,179664508,2,0.0,0.05171821325681022,0.001330697330662281,0.001330697330662281,True,False,False,False,True,False
hexc_00353,354,30784619,30784618,1,30784619,30784619,False,True,16.242525740093644,positive,0.0583295511087164,-2864.378913451751,-2881.298089126845,-16.91917567509381,negative,0.056908538688966434,0.0,30784618,2,0.0,0.056908538688966434,0.0014210124197499632,0.0014210124197499632,True,False,False,False,True,False
hexc_00354,355,33843947,33843946,1,33843947,33843947,False,True,16.337270723016555,positive,0.0578346580287957,-3051.444148621361,-3068.458069279377,-17.01392065801656,negative,0.05660345511391907,4.547473508864641e-13,33843947,2,1.5128947513897902e-15,0.056603455113920585,0.0012312029148751139,0.0012312029148751139,True,False,False,False,True,False
hexc_00355,356,33821509,33821502,7,33821509,33821677,False,True,45.00982232048878,positive,0.0654611569085146,-2990.306803429872,-3040.8795143503608,-50.57271092048859,negative,0.06359730769159669,12.35249588295892,33821506,8,0.015533782293435537,0.07913108998503222,-0.01366993307651762,0.01366993307651762,True,False,False,False,True,False
hexc_00356,357,30978317,30978316,1,30978317,30978317,False,True,16.24879806610611,positive,0.058206963587266,-2885.255563445091,-2902.1810114461973,-16.92544800110636,negative,0.056888239907921884,0.0,30978316,2,0.0,0.056888239907921884,0.0013187236793441165,0.0013187236793441165,True,False,False,False,True,False
hexc_00357,358,2275027,2275026,1,2275027,2275027,False,True,13.63750247842863,positive,0.0701677034244439,-757.6113157285585,-771.925468141987,-14.314152413428587,negative,0.06680849276156148,0.0,2275026,2,0.0,0.06680849276156148,0.003359210662882417,0.003359210662882417,True,False,False,False,True,False
hexc_00358,359,109548913,109548912,1,109548913,109548913,False,True,17.511881701546663,positive,0.0540412935367529,-5477.477879723199,-5495.666411359746,-18.18853163654694,negative,0.053075794903339586,0.0,109548912,2,0.0,0.053075794903339586,0.000965498633413317,0.000965498633413317,True,False,False,False,True,False
hexc_00359,360,33488180,33487676,504,33488180,33488281,False,True,-1.5258205110753806,negative,0.0702213435707402,-2940.6852775255284,-3339.8705776397314,-399.1853001142031,negative,0.059228025335701866,30.496952215941292,33487967,35,0.004524901738592835,0.0637529270742947,0.0064684164964455,0.0064684164964455,False,False,False,False,True,False
hexc_00360,361,33862651,33862647,4,33862651,33862799,False,True,30.67564639008905,positive,0.0585493445209605,-2962.844684874971,-2996.72991999506,-33.885235120088964,negative,0.05636261671122004,8.615019920022405,33862648,5,0.014329694452197547,0.07069231116341759,-0.012142966642457093,0.012142966642457093,True,False,False,False,True,False
hexc_00361,362,3441017,3441016,1,3441017,3441017,False,True,14.051277625191709,positive,0.0664152882950914,-961.1014688082256,-975.8293963684172,-14.727927560191688,negative,0.06501220653618439,1.1368683772161603e-13,3441017,2,5.018378956711261e-16,0.06501220653618489,0.0014030817589065075,0.0014030817589065075,True,False,False,False,True,False
hexc_00362,363,17998027,17998026,1,17998027,17998027,False,True,15.70577269874159,positive,0.0607228067308972,-2160.845606387388,-2177.228029021129,-16.3824226337415,negative,0.05870093104943167,9.094947017729282e-13,17998027,2,3.2588700079460117e-15,0.05870093104943493,0.002021875681462268,0.002021875681462268,True,False,False,False,True,False
hexc_00363,364,12783557,12783556,1,12783557,12783557,False,True,15.36367029369691,positive,0.0625314742892232,-1808.8740009551136,-1824.9143211838104,-16.040320228696828,negative,0.05990341663144509,0.0,12783556,2,0.0,0.05990341663144509,0.002628057657778113,0.002628057657778113,True,False,False,False,True,False
hexc_00364,365,1196653,1196652,1,1196653,1196653,False,True,12.995039051118322,positive,0.071617662491785,-562.114525096951,-575.7862140830692,-13.671688986118284,negative,0.06980297632715313,0.0,1196652,2,0.0,0.06980297632715313,0.0018146861646318735,0.0018146861646318735,True,False,False,False,True,False
hexc_00365,366,178000301,178000300,1,178000301,178000301,False,True,17.99729579926617,positive,0.0530150818740687,-6878.1802258523885,-6896.854171586654,-18.673945734265544,negative,0.05174310930343849,0.0,178000300,2,0.0,0.05174310930343849,0.001271972570630206,0.001271972570630206,True,False,False,False,True,False
hexc_00366,367,444929,444928,1,444929,444929,False,True,12.005669997857035,positive,0.0781852146270972,-333.92764158740084,-346.6099615202579,-12.68231993285707,negative,0.07497789517912591,0.0,444928,2,0.0,0.07497789517912591,0.003207319447971285,0.003207319447971285,True,False,False,False,True,False
hexc_00367,368,108530371,108530370,1,108530371,108530371,False,True,17.50254060882601,positive,0.0550780849806609,-5303.178859881066,-5321.358050424893,-18.17919054382673,negative,0.05310211385887608,0.0,108530370,2,0.0,0.05310211385887608,0.0019759711217848183,0.0019759711217848183,True,False,False,False,True,False
hexc_00368,369,33877069,33877068,1,33877069,33877069,False,True,16.33824891278976,positive,0.0580315698450999,-3011.8762068006404,-3028.8911056484303,-17.014898847789937,negative,0.056600322347018964,0.0,33877068,2,0.0,0.056600322347018964,0.0014312474980809342,0.0014312474980809342,True,False,False,False,True,False
hexc_00369,370,179411671,179411668,3,179411671,179411909,False,True,35.01038711128105,positive,0.0609062405598658,-6947.102704779431,-6984.466391760712,-37.36368698128172,negative,0.059723388878991666,6.227281169120943,179411670,4,0.009953898155408265,0.06967728703439993,-0.008771046474534132,0.008771046474534132,True,False,False,False,True,False
hexc_00370,371,30801703,30801702,1,30801703,30801703,False,True,16.243080538623037,positive,0.0590182314704876,-2822.5015861562874,-2839.4213166299105,-16.919730473623076,negative,0.056906742641486124,0.0,30801702,2,0.0,0.056906742641486124,0.0021114888290014733,0.0021114888290014733,True,False,False,False,True,False
hexc_00371,372,179380241,179380240,1,179380241,179380241,False,True,18.005018362169785,positive,0.0524959052411155,-7026.888233466923,-7045.569901764093,-18.68166829716938,negative,0.05172244775495286,0.0,179380240,2,0.0,0.05172244775495286,0.0007734574861626362,0.0007734574861626362,True,False,False,False,True,False
hexc_00372,373,1198289,1198288,1,1198289,1198289,False,True,12.996405263957271,positive,0.0723746919761434,-551.311527318278,-564.9845825172353,-13.673055198957286,negative,0.06979632387321665,0.0,1198288,2,0.0,0.06979632387321665,0.002578368102926748,0.002578368102926748,True,False,False,False,True,False
