rows,covered_count,uncovered_count,coverage_failure_count,coverage_pass,gap_count,max_gap,finite_transition_gap_count,boundary_failure_count,interior_failure_count,sample_grid_only_count,post_P0_candidate_points,finite_certificate_candidates,theta_candidates,theta_covered,theta_uncovered,B3_candidates,B3_covered,B3_uncovered,scale_compatibility_failures,upper_covered_count,lower_covered_count,upper_sign_failure_count,lower_sign_failure_count,local_theta_sign_available,sign_match_failures,localization_failures,finite_zone_pass,finite_continuous_all_x_pass,finite_zone_failures
1469,1469,0,0,True,0,,0,0,0,,142,1327,1468,1468,0,1,1,0,0,1320,149,0,0,True,0,0,True,True,0
