candidate_id,block_id,x,y,h,p_star,E_theta_sign,post_P0_flag,finite_zone_flag,E_theta,Q_R2Q,Q_delta_D,Q_exc,epsilon,bridge_excursion_raw,bridge_excursion_argmax,scale_denominator,threshold_relevant_flag,forbidden_flag,row_regime,bridge_sample_count,bridge_sample_min_t,bridge_sample_max_t,bridge_energy_raw,bridge_energy_mean,bridge_energy_rms,bridge_energy_max,bridge_samples_source,Q_exc_above_0p025_flag,missing_Q_exc_flag,bridge_samples_available_flag,bridge_energy_available_flag,Q_energy_sum,Q_energy_rms,Q_exc_over_Q_energy_rms,Q_exc_over_Q_energy_sum,V2_row_available_flag,V2_row,sqrt_V2_row,Q_exc_over_sqrt_V2_row,V2_global,sqrt_V2_global,Q_exc_over_sqrt_V2_global,variance_proxy_mode
hexc_00021,22,60209,60208,1,60209,positive,False,True,10.005577121783782,0.0940510554686493,0.0881934154907322,0.0,,0.0,60208,121.1227277835306,False,False,finite_positive,,,,,,,,,False,False,False,False,,,,,False,,,,0.0004263792000474,0.0206489515483821,0.0,partial_row_level_energy_available
hexc_00022,23,354553,354550,3,354619,positive,False,True,22.55722059933116,0.0920232096308952,0.088072855820278,0.0146788192753852,,4.1517562320296975,354552,282.8399310693702,False,False,finite_positive,,,,,,,,,False,False,False,False,,,,,False,,,,0.0004263792000474,0.0206489515483821,0.710874798703052,partial_row_level_energy_available
hexc_00023,24,180619079,180557417,61662,180619079,negative,False,True,-1166.673386312199,0.5459231094474968,0.5329138719787416,0.0051149881925594,,459.0970686143192,180574899,89755.2548180161,False,False,finite_negative,41.0,180557417.0,180619079.0,917884.65427707,22387.43059212366,149.6242981341054,459.0970686143192,prime_mesh_r2q_o2p3_bridge_excursion_worst_paths.csv,False,False,True,True,0.01067417135446717,0.0016670254954707356,3.068332311927255,0.47919299987804326,False,,,,0.0004263792000474,0.0206489515483821,0.24771176301976325,partial_row_level_energy_available
hexc_00024,25,109813367,109790208,23159,109813367,negative,False,True,-719.8064293124298,0.3557665519303423,0.3389837450779626,0.0045682420338709,,238.2995725304463,109799994,52164.39294669296,False,False,finite_negative,41.0,109790208.0,109813367.0,199974.4053595296,4877.424520964137,69.83856041589156,238.2995725304463,prime_mesh_r2q_o2p3_bridge_excursion_worst_paths.csv,False,False,True,True,0.008572609660451605,0.0013388166998753329,3.4121489777475014,0.5328881419791888,False,,,,0.0004263792000474,0.0206489515483821,0.2212336070994769,partial_row_level_energy_available
hexc_00025,26,230563,230560,3,230647,positive,False,True,21.69655017143579,0.0944180902326222,0.0910569767225814,0.0151761792087925,,4.00831267749993,230562,264.11869696278075,False,False,finite_positive,,,,,,,,,False,False,False,False,,,,,False,,,,0.0004263792000474,0.0206489515483821,0.7349612484311144,partial_row_level_energy_available
hexc_00026,27,1192781,1192323,458,1192781,negative,False,True,-38.252494546276125,0.0967472985369818,0.0776974809855303,0.0120403626533005,,50.44514412859007,1192436,4189.669828156048,False,False,finite_negative,35.0,1192323.0,1192781.0,23274.097311461304,664.9742088988944,25.787093843605067,50.44514412859007,prime_mesh_r2q_hexc_path_shape_worst_paths.csv,False,False,True,True,0.036413013628853984,0.006154922679182681,1.9562167196711808,0.33066097676023204,False,,,,0.0004263792000474,0.0206489515483821,0.5830980146904309,partial_row_level_energy_available
hexc_00027,28,109670797,109660803,9994,109670797,negative,False,True,-700.5003791113922,0.2345732370876761,0.2113316628996534,0.0098010101179576,,335.81014783297,109668485,34262.81003604829,False,False,finite_negative,40.0,109660803.0,109670797.0,171017.233850069,4275.430846251725,65.38677883373461,335.81014783297,prime_mesh_r2q_hexc_path_shape_worst_paths.csv,False,False,True,True,0.012069713474098786,0.0019083892641887934,5.135749976105505,0.8120333708824364,False,,,,0.0004263792000474,0.0206489515483821,0.4746492864295347,partial_row_level_energy_available
hexc_00028,29,3456977,3455716,1261,3456977,negative,False,True,-56.54292508843059,0.1341559286414388,0.1174356488415478,0.0077614986724626,,62.47652506736517,3456171,8049.543999669534,False,False,finite_negative,,,,,,,,,False,False,False,False,,,,,False,,,,0.0004263792000474,0.0206489515483821,0.3758785841633075,partial_row_level_energy_available
hexc_00029,30,4994789,4991760,3029,4994789,negative,False,True,-113.94054074237602,0.1879865387221068,0.1751074858509674,0.0057126820734734,,74.79600740040587,4992724,13092.975670345444,False,False,finite_negative,,,,,,,,,False,False,False,False,,,,,False,,,,0.0004263792000474,0.0206489515483821,0.2766572462571837,partial_row_level_energy_available
hexc_00030,31,7108243,7105465,2778,7108243,negative,False,True,-80.20709910296955,0.1766899326140388,0.1621275115134674,0.0068229245505902,,89.51022293063807,7107680,13119.040415432122,False,False,finite_negative,,,,,,,,,False,False,False,False,,,,,False,,,,0.0004263792000474,0.0206489515483821,0.3304247450338366,partial_row_level_energy_available
