candidate_rows_in_covering_crossings_table,theta_candidates_from_summary,theta_covered_from_summary,theta_uncovered_from_summary,all_candidate_rows_covered,all_candidate_rows_uncovered,sign_match_failures,scale_compatibility_failures,mode
1469,1468,1468,0,1469,0,0,0,theta_window_or_endpoint_candidate_coverage_plus_one_B3_candidate
