x,p_star,y,h,side,source_coordinate,block_id,Q_theta,Q_R2Q,E_theta_local,theta_local_norm,covered_flag,finite_certificate_flag,tail_flag,B2_active_flag,negative_transfer_flag,positive_harmless_flag,Cplus_value,O2_B3_repaid_flag,scale_ratio_local_to_global,scale_ratio_global_to_local,sign_match,scale_compatibility_ok,localization_ok,crossing_status,post_P0,failure_reason
109467389,109467389,109460158.0,7231.0,negative,theta_local,87,0.0061180353375162,0.2045445847739718,-178.26963014023477,-0.0061180353375162,True,True,False,True,True,False,,True,0.008127496684933797,123.03911508862653,True,True,True,negative_transferred_repaid,False,
3290641,3290641,3290318.0,323.0,negative,theta_local,88,0.0093582764758578,0.0705553720204413,-37.87575835699317,-0.0093582764758578,True,True,False,True,True,False,,True,0.009907429916728798,100.93435011954914,True,True,True,negative_transferred_repaid,False,
1188149,1188149,1188148.0,1.0,positive,theta_local,89,0.066379456518596,0.0739495641263946,12.987907191915609,0.066379456518596,True,True,False,True,False,True,0.0739495641263946,False,0.0009174122747504508,1090.0224768324733,True,True,True,positive_harmless,False,
179641471,179641471,179630689.0,10782.0,negative,theta_local,90,0.0123032569073018,0.2296201708973325,-461.50121601656247,-0.0123032569073018,True,True,False,True,True,False,,True,0.0077472284466200796,129.07841906175813,True,True,True,negative_transferred_repaid,False,
179602723,179602723,179595316.0,7407.0,negative,theta_local,91,0.0144973898480871,0.1917202756433797,-450.7172966904154,-0.0144973898480871,True,True,False,True,True,False,,True,0.006421917379753226,155.71673393880175,True,True,True,negative_transferred_repaid,False,
3453943,3453943,3453942.0,1.0,positive,theta_local,92,0.0620109815723074,0.0687276505309807,14.055027034946916,0.0620109815723074,True,True,False,True,False,True,0.0687276505309807,False,0.0005380745075758166,1858.4786789199384,True,True,True,positive_harmless,False,
1188839,1188839,1188838.0,1.0,positive,theta_local,93,0.0663769136686477,0.0717695715648134,12.988487758598636,0.0663769136686477,True,True,False,True,False,True,0.0717695715648134,False,0.0009171460038986556,1090.3389381288737,True,True,True,positive_harmless,False,
618119,618119,618118.0,1.0,positive,theta_local,94,0.0693697269600696,0.0765541684740735,12.334436274537484,0.0693697269600696,True,True,False,True,False,True,0.0765541684740735,False,0.001271932174692179,786.2054438885552,True,True,True,positive_harmless,False,
178011341,178011341,178005997.0,5344.0,negative,theta_local,95,0.0138991053900348,0.1648839859416764,-366.6962581891348,-0.0138991053900348,True,True,False,True,True,False,,True,0.005479102042827822,182.5116583307672,True,True,True,negative_transferred_repaid,False,
3438637,3438637,3438262.0,375.0,negative,theta_local,96,0.0065741761860351,0.0753076301542394,-28.83790962671685,-0.0065741761860351,True,True,False,True,True,False,,True,0.010442932428979085,95.75854357009962,True,True,True,negative_transferred_repaid,False,
30981239,30981239,30980149.0,1090.0,negative,theta_local,97,0.0178981055752952,0.0903727573504991,-175.80966234322875,-0.0178981055752952,True,True,False,True,True,False,,True,0.005931490756511593,168.59168142548305,True,True,True,negative_transferred_repaid,False,
33843191,33843191,33842396.0,795.0,negative,theta_local,98,0.0222058889162005,0.0761893412087709,-188.19672853522707,-0.0222058889162005,True,True,False,True,True,False,,True,0.0048467197883561575,206.32511134693965,True,True,True,negative_transferred_repaid,False,
4991034,4991101,4990677.0,357.0,negative,theta_local,99,0.0039362269712099,0.076175182058325,-17.691366021948568,-0.0039362269712099,True,True,False,True,True,False,,True,0.008457453133825978,118.23890527994217,True,True,True,negative_transferred_repaid,False,
6421,6421,6420.0,1.0,positive,theta_local,100,0.1010501788281202,0.1159896775054861,7.767329147794049,0.1010501788281202,True,True,False,True,False,True,0.1159896775054861,False,0.012479542518340214,80.1311425102625,True,True,True,positive_harmless,False,
1510643,1510643,1510642.0,1.0,positive,theta_local,101,0.0653439188591991,0.070535407834942,13.228045945966745,0.0653439188591991,True,True,False,True,False,True,0.070535407834942,False,0.0008136152472074629,1229.0821778872232,True,True,True,positive_harmless,False,
33477793,33477793,33476547.0,1246.0,negative,theta_local,102,0.0145740462550458,0.096662723146914,-154.43846648475437,-0.0145740462550458,True,True,False,True,True,False,,True,0.006100713233846165,163.91526067019458,True,True,True,negative_transferred_repaid,False,
33824779,33824779,33823778.0,1001.0,negative,theta_local,103,0.0013469655343771,0.0986530057695944,-12.808745615198404,-0.0013469655343771,True,True,False,True,True,False,,True,0.005440008206716705,183.82325209828056,True,True,True,negative_transferred_repaid,False,
