gap_id,prime,eval_label,R_value
gap_006,604146377,prime_after_jump,-0.0006945941044071088
gap_006,604146427,prime_left_limit,-0.0006971811194914753
gap_006,604146427,prime_after_jump,-0.0006961349514790238
gap_006,604146449,prime_left_limit,-0.0006972732380577147
gap_006,604146449,prime_after_jump,-0.0006962270700680796
gap_006,604146457,prime_left_limit,-0.0006966409924563178
gap_006,604146457,prime_after_jump,-0.0006955948244749795
gap_006,604146461,prime_left_limit,-0.000695801785670785
gap_006,604146461,prime_after_jump,-0.0006947556176935951
gap_006,604146469,prime_left_limit,-0.0006951695400885786
gap_006,604146469,prime_after_jump,-0.0006941233721196857
gap_006,604146479,prime_left_limit,-0.0006946407751145539
gap_006,604146479,prime_after_jump,-0.0006935946071560321
gap_006,604146559,prime_left_limit,-0.0006977338308286434
gap_006,604146559,prime_after_jump,-0.0006966876629469223
gap_006,604146563,prime_left_limit,-0.0006968946241174674
gap_006,604146563,prime_after_jump,-0.0006958484562337268
gap_006,604146577,prime_left_limit,-0.0006965728203322276
gap_006,604146577,prime_after_jump,-0.0006955266524691745
gap_006,604146581,prime_left_limit,-0.0006957336136406303
gap_006,604146581,prime_after_jump,-0.0006946874457755576
gap_006,604146593,prime_left_limit,-0.0006953083292925218
gap_006,604146593,prime_after_jump,-0.0006942621614398944
gap_006,604146611,prime_left_limit,-0.0006951934867063113
gap_006,604146611,prime_after_jump,-0.0006941473188723519
gap_006,604146637,prime_left_limit,-0.000695492566447685
gap_006,604146637,prime_after_jump,-0.0006944463986406905
gap_006,604146677,prime_left_limit,-0.0006965160102011225
gap_006,604146677,prime_after_jump,-0.0006954698424294442
gap_006,604146691,prime_left_limit,-0.0006961942064513383
gap_006,604146691,prime_after_jump,-0.0006951480386880116
gap_006,604146701,prime_left_limit,-0.0006956654415588539
gap_006,604146701,prime_after_jump,-0.0006946192738120663
gap_006,604146707,prime_left_limit,-0.0006949297155358701
gap_006,604146707,prime_after_jump,-0.0006938835477953052
gap_006,604146721,prime_left_limit,-0.0006946079118176726
gap_006,604146721,prime_after_jump,-0.000693561744085459
gap_006,604146757,prime_left_limit,-0.0006954243943736995
gap_006,604146757,prime_after_jump,-0.000694378226678822
gap_006,604146769,prime_left_limit,-0.0006949991100911365
gap_006,604146769,prime_after_jump,-0.0006939529424087042
gap_006,604146869,prime_left_limit,-0.0006991269703738993
gap_006,604146869,prime_after_jump,-0.0006980808027828418
gap_006,604146877,prime_left_limit,-0.000698494724984038
gap_006,604146877,prime_after_jump,-0.0006974485574012775
gap_006,604146887,prime_left_limit,-0.0006979659601539111
gap_006,604146887,prime_after_jump,-0.0006969197925815216
gap_006,604146889,prime_left_limit,-0.0006970232731328918
gap_006,604146889,prime_after_jump,-0.0006959771055625766
gap_006,604146899,prime_left_limit,-0.0006964945083236424
