rows,firstcrossing_candidate_count,surviving_first_crossing_proxy_count,threshold_relevant_count,threshold_relevance_failure_count,Q_R2Q_gt_0p75_count,Q_R2Q_le_0p75_count,Q_R2Q_min,Q_R2Q_max,Q_R2Q_gt_0p75_min,candidate_count,candidate_Q_R2Q_le_0p75_count,candidate_threshold_failures,pass_candidate_threshold_relevance,subthreshold_count,subthreshold_positive_harmless_count,subthreshold_O2_safe_count,subthreshold_B3_safe_count,subthreshold_finite_certified_count,subthreshold_non_surviving_count,subthreshold_unclassified_count,pass_subthreshold_non_obstruction,dangerous_count,dangerous_Q_R2Q_gt_0p75_count,dangerous_Q_R2Q_le_0p75_count,forbidden_count,forbidden_Q_R2Q_gt_0p75_count,forbidden_Q_R2Q_le_0p75_count,threshold_relevance_rows_expected,threshold_relevance_rows_actual,threshold_relevance_failures,prior_summary_found,prior_failures_file_rows
10140,10140,0,24,0,24,10115,0.0,1.8193520399038576,0.7568596623500748,0,0,0,True,10115,7800,4690,5865,9269,10115,0,True,24,24,0,11,11,0,10140,10140,0,True,0
