candidate_id,block_id,x,y,h,p_star,post_P0_flag,post_P0_by_pstar,finite_zone_flag,finite_certified_flag,threshold_relevant_flag,forbidden_flag,near_forbidden_flag,positive_harmless_flag,negative_transfer_flag,O2_B3_repaid_flag,B3_block_pass,covered_flag,row_regime,Q_R2Q,Q_delta_D,Q_exc,epsilon,E_theta,Q_2p1,Q_2p2,Q_2p3,Q_2p4,Q_O2_row_sum,O2_cap_sum,O2_value,O2_cap_pass_0p05,pass_Q_O2_lt_0p10,pass_Q_O2_lt_0p25,O2_status,O2_failure_type,surviving_first_crossing_proxy,subthreshold_surviving_proxy_flag,explicit_non_surviving_flag,subthreshold_flag,superthreshold_flag,threshold_relevance_pass_flag,threshold_classification,threshold_status,accumulation_proxy,unrepaid_tail,endpoint_repaid_flag,endpoint_harmful_flag,endpoint_repayment_failure_flag,positive_unrepaid_tail_flag,negative_unrepaid_tail_flag,tail_forbidden_unrepaid_flag,B3_status,E_theta_sign,threshold_row_flag,positive_row_flag,negative_subthreshold_flag,harmless_flag,repaid_flag,surviving_flag,non_surviving_flag,unrepaid_flag,surviving_unrepaid_flag,O2_available_flag,O2_margin,O2_balance,O2_balance_negative_flag,O2_cap_failure_flag,O2_repayment_failure_flag,O2_numeric_failure_flag,O2_failure_flag,Q_R2Q_bin
hexc_00000,1,180530237,179845447,684790,180530237,False,False,True,True,True,True,True,False,True,True,True,True,primitive_negative_transfer_verified,1.8193520399038576,1.8091175489119344,0.0022301154184481,0.0080043755734753,-3089.9881332697114,0.009502682738794,7.359533907369944e-06,0.0022301154184481,9.5330264469676e-05,,0.0499059549846063,0.0499059549846063,True,True,True,pass,,False,False,True,False,True,True,explicit_non_surviving,pass,0.0,0.0,True,False,False,False,False,False,pass,negative,True,False,False,False,True,False,True,False,False,True,9.404501539370114e-05,9.404501539370114e-05,False,False,False,False,False,"(1.0, inf]"
