candidate_id,x,source,theta_candidate_flag,B3_candidate_flag,post_P0_flag,finite_certificate_flag,selected_block_id,covered_flag,control_relation_flag,status
cand_00332,445001,theta,True,False,False,True,theta_local:333:445000:1,True,True,covered
cand_00333,40836461,theta,True,False,False,True,theta_local:334:40836460:1,True,True,covered
cand_00334,604685377,theta,True,False,True,False,theta_local:335:604682818:2559,True,True,covered
cand_00335,12842771,theta,True,False,False,True,theta_local:336:12842770:1,True,True,covered
cand_00336,3454739,theta,True,False,False,True,theta_local:337:3454738:1,True,True,covered
cand_00337,108591737,theta,True,False,False,True,theta_local:338:108591025:712,True,True,covered
cand_00338,108529951,theta,True,False,False,True,theta_local:339:108529950:1,True,True,covered
cand_00339,40882771,theta,True,False,False,True,theta_local:340:40882770:1,True,True,covered
cand_00340,7102457,theta,True,False,False,True,theta_local:341:7102456:1,True,True,covered
cand_00341,40863883,theta,True,False,False,True,theta_local:342:40863879:4,True,True,covered
cand_00342,1518239,theta,True,False,False,True,theta_local:343:1518238:1,True,True,covered
cand_00343,109597217,theta,True,False,False,True,theta_local:344:109596735:482,True,True,covered
cand_00344,31018453,theta,True,False,False,True,theta_local:345:31018450:3,True,True,covered
cand_00345,40845353,theta,True,False,False,True,theta_local:346:40845352:1,True,True,covered
cand_00346,177979733,theta,True,False,False,True,theta_local:347:177979051:682,True,True,covered
cand_00347,12783283,theta,True,False,False,True,theta_local:348:12783282:1,True,True,covered
cand_00348,7051327,theta,True,False,False,True,theta_local:349:7051326:1,True,True,covered
cand_00349,178894801,theta,True,False,False,True,theta_local:350:178894798:3,True,True,covered
cand_00350,33843569,theta,True,False,False,True,theta_local:351:33843568:1,True,True,covered
cand_00351,109712341,theta,True,False,False,True,theta_local:352:109712340:1,True,True,covered
cand_00352,179664509,theta,True,False,False,True,theta_local:353:179664508:1,True,True,covered
cand_00353,30784619,theta,True,False,False,True,theta_local:354:30784618:1,True,True,covered
cand_00354,33843947,theta,True,False,False,True,theta_local:355:33843946:1,True,True,covered
cand_00355,33821509,theta,True,False,False,True,theta_local:356:33821502:7,True,True,covered
cand_00356,30978317,theta,True,False,False,True,theta_local:357:30978316:1,True,True,covered
cand_00357,2275027,theta,True,False,False,True,theta_local:358:2275026:1,True,True,covered
cand_00358,109548913,theta,True,False,False,True,theta_local:359:109548912:1,True,True,covered
cand_00359,33488180,theta,True,False,False,True,theta_local:360:33487676:504,True,True,covered
cand_00360,33862651,theta,True,False,False,True,theta_local:361:33862647:4,True,True,covered
cand_00361,3441017,theta,True,False,False,True,theta_local:362:3441016:1,True,True,covered
cand_00362,17998027,theta,True,False,False,True,theta_local:363:17998026:1,True,True,covered
cand_00363,12783557,theta,True,False,False,True,theta_local:364:12783556:1,True,True,covered
cand_00364,1196653,theta,True,False,False,True,theta_local:365:1196652:1,True,True,covered
cand_00365,178000301,theta,True,False,False,True,theta_local:366:178000300:1,True,True,covered
cand_00366,444929,theta,True,False,False,True,theta_local:367:444928:1,True,True,covered
cand_00367,108530371,theta,True,False,False,True,theta_local:368:108530370:1,True,True,covered
cand_00368,33877069,theta,True,False,False,True,theta_local:369:33877068:1,True,True,covered
cand_00369,179411671,theta,True,False,False,True,theta_local:370:179411668:3,True,True,covered
cand_00370,30801703,theta,True,False,False,True,theta_local:371:30801702:1,True,True,covered
cand_00371,179380241,theta,True,False,False,True,theta_local:372:179380240:1,True,True,covered
cand_00372,1198289,theta,True,False,False,True,theta_local:373:1198288:1,True,True,covered
cand_00373,30339893,theta,True,False,False,True,theta_local:374:30339892:1,True,True,covered
cand_00374,33866071,theta,True,False,False,True,theta_local:375:33866070:1,True,True,covered
cand_00375,15937,theta,True,False,False,True,theta_local:376:15936:1,True,True,covered
cand_00376,187427707,theta,True,False,False,True,theta_local:377:187426768:939,True,True,covered
cand_00377,108563563,theta,True,False,False,True,theta_local:378:108563562:1,True,True,covered
cand_00378,604681513,theta,True,False,True,False,theta_local:379:604678930:2583,True,True,covered
cand_00379,3280747,theta,True,False,False,True,theta_local:380:3280746:1,True,True,covered
cand_00380,22053061,theta,True,False,False,True,theta_local:381:22053060:1,True,True,covered
cand_00381,604365031,theta,True,False,True,False,theta_local:382:604363228:1803,True,True,covered
cand_00382,31019393,theta,True,False,False,True,theta_local:383:31019392:1,True,True,covered
cand_00383,30977831,theta,True,False,False,True,theta_local:384:30977830:1,True,True,covered
cand_00384,7048859,theta,True,False,False,True,theta_local:385:7048858:1,True,True,covered
cand_00385,4995779,theta,True,False,False,True,theta_local:386:4995778:1,True,True,covered
cand_00386,12802553,theta,True,False,False,True,theta_local:387:12802552:1,True,True,covered
cand_00387,30333337,theta,True,False,False,True,theta_local:388:30333336:1,True,True,covered
cand_00388,12783647,theta,True,False,False,True,theta_local:389:12783646:1,True,True,covered
cand_00389,179409773,theta,True,False,False,True,theta_local:390:179409772:1,True,True,covered
cand_00390,12807943,theta,True,False,False,True,theta_local:391:12807942:1,True,True,covered
cand_00391,3439379,theta,True,False,False,True,theta_local:392:3439378:1,True,True,covered
cand_00392,30801247,theta,True,False,False,True,theta_local:393:30801246:1,True,True,covered
cand_00393,3277457,theta,True,False,False,True,theta_local:394:3277456:1,True,True,covered
cand_00394,33870359,theta,True,False,False,True,theta_local:395:33870358:1,True,True,covered
cand_00395,1196399,theta,True,False,False,True,theta_local:396:1196398:1,True,True,covered
cand_00396,7049759,theta,True,False,False,True,theta_local:397:7049758:1,True,True,covered
cand_00397,39691853,theta,True,False,False,True,theta_local:398:39691852:1,True,True,covered
cand_00398,3266671,theta,True,False,False,True,theta_local:399:3266670:1,True,True,covered
cand_00399,31019929,theta,True,False,False,True,theta_local:400:31019925:4,True,True,covered
cand_00400,617429,theta,True,False,False,True,theta_local:401:617428:1,True,True,covered
cand_00401,1518623,theta,True,False,False,True,theta_local:402:1518622:1,True,True,covered
cand_00402,30418939,theta,True,False,False,True,theta_local:403:30418938:1,True,True,covered
cand_00403,180628367,theta,True,False,False,True,theta_local:404:180627380:987,True,True,covered
cand_00404,33844781,theta,True,False,False,True,theta_local:405:33844780:1,True,True,covered
cand_00405,1189151,theta,True,False,False,True,theta_local:406:1189150:1,True,True,covered
cand_00406,3439063,theta,True,False,False,True,theta_local:407:3439062:1,True,True,covered
cand_00407,910277,theta,True,False,False,True,theta_local:408:910276:1,True,True,covered
cand_00408,40841363,theta,True,False,False,True,theta_local:409:40841362:1,True,True,covered
cand_00409,1517917,theta,True,False,False,True,theta_local:410:1517916:1,True,True,covered
cand_00410,179435749,theta,True,False,False,True,theta_local:411:179435746:3,True,True,covered
cand_00411,1511563,theta,True,False,False,True,theta_local:412:1511562:1,True,True,covered
cand_00412,108593347,theta,True,False,False,True,theta_local:413:108593346:1,True,True,covered
cand_00413,179407799,theta,True,False,False,True,theta_local:414:179407294:505,True,True,covered
cand_00414,17640599,theta,True,False,False,True,theta_local:415:17640598:1,True,True,covered
cand_00415,30371023,theta,True,False,False,True,theta_local:416:30371022:1,True,True,covered
cand_00416,4991237,theta,True,False,False,True,theta_local:417:4991236:1,True,True,covered
cand_00417,30400031,theta,True,False,False,True,theta_local:418:30400030:1,True,True,covered
cand_00418,109592159,theta,True,False,False,True,theta_local:419:109592158:1,True,True,covered
cand_00419,1512517,theta,True,False,False,True,theta_local:420:1512516:1,True,True,covered
cand_00420,179641801,theta,True,False,False,True,theta_local:421:179641800:1,True,True,covered
cand_00421,187430753,theta,True,False,False,True,theta_local:422:187430752:1,True,True,covered
cand_00422,1197103,theta,True,False,False,True,theta_local:423:1197102:1,True,True,covered
cand_00423,178906843,theta,True,False,False,True,theta_local:424:178906839:4,True,True,covered
cand_00424,108843373,theta,True,False,False,True,theta_local:425:108842535:838,True,True,covered
cand_00425,1198103,theta,True,False,False,True,theta_local:426:1198102:1,True,True,covered
cand_00426,108829177,theta,True,False,False,True,theta_local:427:108829176:1,True,True,covered
cand_00427,109588771,theta,True,False,False,True,theta_local:428:109588770:1,True,True,covered
cand_00428,108831199,theta,True,False,False,True,theta_local:429:108831195:4,True,True,covered
cand_00429,1190983,theta,True,False,False,True,theta_local:430:1190982:1,True,True,covered
cand_00430,39691187,theta,True,False,False,True,theta_local:431:39691186:1,True,True,covered
cand_00431,604813747,theta,True,False,True,False,theta_local:432:604812190:1557,True,True,covered
cand_00432,40864661,theta,True,False,False,True,theta_local:433:40864660:1,True,True,covered
cand_00433,30360431,theta,True,False,False,True,theta_local:434:30360430:1,True,True,covered
cand_00434,30360047,theta,True,False,False,True,theta_local:435:30360046:1,True,True,covered
cand_00435,109496869,theta,True,False,False,True,theta_local:436:109496868:1,True,True,covered
cand_00436,187505317,theta,True,False,False,True,theta_local:437:187505316:1,True,True,covered
cand_00437,12837337,theta,True,False,False,True,theta_local:438:12837336:1,True,True,covered
cand_00438,12830437,theta,True,False,False,True,theta_local:439:12830436:1,True,True,covered
cand_00439,39623959,theta,True,False,False,True,theta_local:440:39623958:1,True,True,covered
cand_00440,17992691,theta,True,False,False,True,theta_local:441:17992690:1,True,True,covered
cand_00441,39646073,theta,True,False,False,True,theta_local:442:39646072:1,True,True,covered
cand_00442,604711937,theta,True,False,True,False,theta_local:443:604711166:771,True,True,covered
cand_00443,178895309,theta,True,False,False,True,theta_local:444:178895308:1,True,True,covered
cand_00444,179382103,theta,True,False,False,True,theta_local:445:179382099:4,True,True,covered
cand_00445,3242093,theta,True,False,False,True,theta_local:446:3242092:1,True,True,covered
cand_00446,1192097,theta,True,False,False,True,theta_local:447:1192096:1,True,True,covered
cand_00447,179438731,theta,True,False,False,True,theta_local:448:179438730:1,True,True,covered
cand_00448,178913599,theta,True,False,False,True,theta_local:449:178913595:4,True,True,covered
cand_00449,1511597,theta,True,False,False,True,theta_local:450:1511596:1,True,True,covered
cand_00450,1199767,theta,True,False,False,True,theta_local:451:1199766:1,True,True,covered
cand_00451,179433593,theta,True,False,False,True,theta_local:452:179433592:1,True,True,covered
cand_00452,180641719,theta,True,False,False,True,theta_local:453:180641716:3,True,True,covered
cand_00453,604143557,theta,True,False,True,False,theta_local:454:604142790:767,True,True,covered
cand_00454,230891,theta,True,False,False,True,theta_local:455:230890:1,True,True,covered
cand_00455,30775091,theta,True,False,False,True,theta_local:456:30775090:1,True,True,covered
cand_00456,12783817,theta,True,False,False,True,theta_local:457:12783816:1,True,True,covered
cand_00457,109709671,theta,True,False,False,True,theta_local:458:109709668:3,True,True,covered
cand_00458,40861831,theta,True,False,False,True,theta_local:459:40861830:1,True,True,covered
cand_00459,178299031,theta,True,False,False,True,theta_local:460:178299027:4,True,True,covered
cand_00460,33487507,theta,True,False,False,True,theta_local:461:33487506:1,True,True,covered
cand_00461,17594867,theta,True,False,False,True,theta_local:462:17594866:1,True,True,covered
cand_00462,604208350,theta,True,False,True,False,theta_local:463:604207847:503,True,True,covered
cand_00463,109593397,theta,True,False,False,True,theta_local:464:109593396:1,True,True,covered
cand_00464,40864853,theta,True,False,False,True,theta_local:465:40864852:1,True,True,covered
cand_00465,33862469,theta,True,False,False,True,theta_local:466:33862468:1,True,True,covered
cand_00466,30400417,theta,True,False,False,True,theta_local:467:30400416:1,True,True,covered
cand_00467,31039963,theta,True,False,False,True,theta_local:468:31039962:1,True,True,covered
cand_00468,30802151,theta,True,False,False,True,theta_local:469:30802150:1,True,True,covered
cand_00469,33904141,theta,True,False,False,True,theta_local:470:33904140:1,True,True,covered
cand_00470,187509061,theta,True,False,False,True,theta_local:471:187509060:1,True,True,covered
cand_00471,33388783,theta,True,False,False,True,theta_local:472:33388782:1,True,True,covered
cand_00472,109490539,theta,True,False,False,True,theta_local:473:109490538:1,True,True,covered
cand_00473,39691573,theta,True,False,False,True,theta_local:474:39691572:1,True,True,covered
cand_00474,17585857,theta,True,False,False,True,theta_local:475:17585856:1,True,True,covered
cand_00475,59141,theta,True,False,False,True,theta_local:476:59140:1,True,True,covered
cand_00476,17998327,theta,True,False,False,True,theta_local:477:17998326:1,True,True,covered
cand_00477,12895963,theta,True,False,False,True,theta_local:478:12895962:1,True,True,covered
cand_00478,30795049,theta,True,False,False,True,theta_local:479:30795048:1,True,True,covered
cand_00479,12422209,theta,True,False,False,True,theta_local:480:12422208:1,True,True,covered
cand_00480,33877339,theta,True,False,False,True,theta_local:481:33877338:1,True,True,covered
cand_00481,178037333,theta,True,False,False,True,theta_local:482:178037332:1,True,True,covered
cand_00482,33453599,theta,True,False,False,True,theta_local:483:33453598:1,True,True,covered
cand_00483,33486469,theta,True,False,False,True,theta_local:484:33486468:1,True,True,covered
cand_00484,30788267,theta,True,False,False,True,theta_local:485:30788266:1,True,True,covered
cand_00485,179621503,theta,True,False,False,True,theta_local:486:179621500:3,True,True,covered
cand_00486,109567753,theta,True,False,False,True,theta_local:487:109567750:3,True,True,covered
cand_00487,108563857,theta,True,False,False,True,theta_local:488:108563856:1,True,True,covered
cand_00488,12883709,theta,True,False,False,True,theta_local:489:12883708:1,True,True,covered
cand_00489,1196177,theta,True,False,False,True,theta_local:490:1196176:1,True,True,covered
cand_00490,30805079,theta,True,False,False,True,theta_local:491:30805078:1,True,True,covered
cand_00491,40864429,theta,True,False,False,True,theta_local:492:40864428:1,True,True,covered
cand_00492,30776687,theta,True,False,False,True,theta_local:493:30776686:1,True,True,covered
cand_00493,3440929,theta,True,False,False,True,theta_local:494:3440928:1,True,True,covered
cand_00494,33475061,theta,True,False,False,True,theta_local:495:33475060:1,True,True,covered
cand_00495,7051189,theta,True,False,False,True,theta_local:496:7051188:1,True,True,covered
cand_00496,109712789,theta,True,False,False,True,theta_local:497:109712788:1,True,True,covered
cand_00497,12784687,theta,True,False,False,True,theta_local:498:12784686:1,True,True,covered
cand_00498,7047823,theta,True,False,False,True,theta_local:499:7047822:1,True,True,covered
cand_00499,30849131,theta,True,False,False,True,theta_local:500:30849130:1,True,True,covered
cand_00500,33921049,theta,True,False,False,True,theta_local:501:33921048:1,True,True,covered
cand_00501,3454387,theta,True,False,False,True,theta_local:502:3454386:1,True,True,covered
cand_00502,108585611,theta,True,False,False,True,theta_local:503:108585610:1,True,True,covered
cand_00503,109595947,theta,True,False,False,True,theta_local:504:109595946:1,True,True,covered
cand_00504,30816259,theta,True,False,False,True,theta_local:505:30816258:1,True,True,covered
cand_00505,109494731,theta,True,False,False,True,theta_local:506:109494730:1,True,True,covered
cand_00506,33844543,theta,True,False,False,True,theta_local:507:33844542:1,True,True,covered
cand_00507,356287,theta,True,False,False,True,theta_local:508:356286:1,True,True,covered
cand_00508,187493880,theta,True,False,False,True,theta_local:509:187493471:409,True,True,covered
cand_00509,109637959,theta,True,False,False,True,theta_local:510:109637958:1,True,True,covered
cand_00510,30824461,theta,True,False,False,True,theta_local:511:30824460:1,True,True,covered
cand_00511,3440893,theta,True,False,False,True,theta_local:512:3440892:1,True,True,covered
cand_00512,33413521,theta,True,False,False,True,theta_local:513:33413518:3,True,True,covered
cand_00513,33925271,theta,True,False,False,True,theta_local:514:33925270:1,True,True,covered
cand_00514,17988973,theta,True,False,False,True,theta_local:515:17988972:1,True,True,covered
cand_00515,108563101,theta,True,False,False,True,theta_local:516:108563100:1,True,True,covered
cand_00516,30819307,theta,True,False,False,True,theta_local:517:30819306:1,True,True,covered
cand_00517,179148961,theta,True,False,False,True,theta_local:518:179148960:1,True,True,covered
cand_00518,179651309,theta,True,False,False,True,theta_local:519:179651308:1,True,True,covered
cand_00519,179378389,theta,True,False,False,True,theta_local:520:179378386:3,True,True,covered
cand_00520,3452957,theta,True,False,False,True,theta_local:521:3452956:1,True,True,covered
cand_00521,33913889,theta,True,False,False,True,theta_local:522:33913888:1,True,True,covered
cand_00522,179152973,theta,True,False,False,True,theta_local:523:179152972:1,True,True,covered
cand_00523,179663573,theta,True,False,False,True,theta_local:524:179663572:1,True,True,covered
cand_00524,40862021,theta,True,False,False,True,theta_local:525:40862020:1,True,True,covered
cand_00525,179146273,theta,True,False,False,True,theta_local:526:179146269:4,True,True,covered
cand_00526,113356141,theta,True,False,False,True,theta_local:527:113356140:1,True,True,covered
cand_00527,12787051,theta,True,False,False,True,theta_local:528:12787050:1,True,True,covered
cand_00528,30775463,theta,True,False,False,True,theta_local:529:30775462:1,True,True,covered
cand_00529,30372257,theta,True,False,False,True,theta_local:530:30372256:1,True,True,covered
cand_00530,30405521,theta,True,False,False,True,theta_local:531:30405520:1,True,True,covered
cand_00531,604687003,theta,True,False,True,False,theta_local:532:604687002:1,True,True,covered
cand_00532,1516817,theta,True,False,False,True,theta_local:533:1516816:1,True,True,covered
cand_00533,109710431,theta,True,False,False,True,theta_local:534:109710430:1,True,True,covered
cand_00534,187510417,theta,True,False,False,True,theta_local:535:187510416:1,True,True,covered
cand_00535,40837523,theta,True,False,False,True,theta_local:536:40837522:1,True,True,covered
cand_00536,109705909,theta,True,False,False,True,theta_local:537:109705906:3,True,True,covered
cand_00537,22051937,theta,True,False,False,True,theta_local:538:22051936:1,True,True,covered
cand_00538,30405239,theta,True,False,False,True,theta_local:539:30405238:1,True,True,covered
cand_00539,39693659,theta,True,False,False,True,theta_local:540:39693658:1,True,True,covered
cand_00540,109549709,theta,True,False,False,True,theta_local:541:109549708:1,True,True,covered
cand_00541,109708373,theta,True,False,False,True,theta_local:542:109708372:1,True,True,covered
cand_00542,1513361,theta,True,False,False,True,theta_local:543:1513360:1,True,True,covered
cand_00543,39639179,theta,True,False,False,True,theta_local:544:39639178:1,True,True,covered
cand_00544,3439529,theta,True,False,False,True,theta_local:545:3439528:1,True,True,covered
cand_00545,109707407,theta,True,False,False,True,theta_local:546:109707406:1,True,True,covered
cand_00546,187428431,theta,True,False,False,True,theta_local:547:187428430:1,True,True,covered
cand_00547,187428029,theta,True,False,False,True,theta_local:548:187428028:1,True,True,covered
cand_00548,180642563,theta,True,False,False,True,theta_local:549:180642562:1,True,True,covered
cand_00549,7049821,theta,True,False,False,True,theta_local:550:7049820:1,True,True,covered
cand_00550,178893971,theta,True,False,False,True,theta_local:551:178893970:1,True,True,covered
cand_00551,40874503,theta,True,False,False,True,theta_local:552:40874502:1,True,True,covered
cand_00552,30819421,theta,True,False,False,True,theta_local:553:30819420:1,True,True,covered
cand_00553,180640799,theta,True,False,False,True,theta_local:554:180640798:1,True,True,covered
cand_00554,108537551,theta,True,False,False,True,theta_local:555:108537550:1,True,True,covered
cand_00555,17641999,theta,True,False,False,True,theta_local:556:17641998:1,True,True,covered
cand_00556,3290149,theta,True,False,False,True,theta_local:557:3290148:1,True,True,covered
cand_00557,33912947,theta,True,False,False,True,theta_local:558:33912946:1,True,True,covered
cand_00558,179412619,theta,True,False,False,True,theta_local:559:179412616:3,True,True,covered
cand_00559,12421481,theta,True,False,False,True,theta_local:560:12421480:1,True,True,covered
cand_00560,33413669,theta,True,False,False,True,theta_local:561:33413668:1,True,True,covered
cand_00561,30819749,theta,True,False,False,True,theta_local:562:30819748:1,True,True,covered
cand_00562,179149511,theta,True,False,False,True,theta_local:563:179149510:1,True,True,covered
cand_00563,33919969,theta,True,False,False,True,theta_local:564:33919968:1,True,True,covered
cand_00564,108548483,theta,True,False,False,True,theta_local:565:108548482:1,True,True,covered
cand_00565,179410463,theta,True,False,False,True,theta_local:566:179410462:1,True,True,covered
cand_00566,187494809,theta,True,False,False,True,theta_local:567:187494808:1,True,True,covered
cand_00567,22049009,theta,True,False,False,True,theta_local:568:22049008:1,True,True,covered
cand_00568,12801863,theta,True,False,False,True,theta_local:569:12801862:1,True,True,covered
cand_00569,3457007,theta,True,False,False,True,theta_local:570:3457006:1,True,True,covered
cand_00570,33876299,theta,True,False,False,True,theta_local:571:33876298:1,True,True,covered
cand_00571,109707049,theta,True,False,False,True,theta_local:572:109707048:1,True,True,covered
cand_00572,187422503,theta,True,False,False,True,theta_local:573:187422502:1,True,True,covered
cand_00573,39640721,theta,True,False,False,True,theta_local:574:39640720:1,True,True,covered
cand_00574,109549457,theta,True,False,False,True,theta_local:575:109549456:1,True,True,covered
cand_00575,31038971,theta,True,False,False,True,theta_local:576:31038970:1,True,True,covered
cand_00576,178897717,theta,True,False,False,True,theta_local:577:178897716:1,True,True,covered
cand_00577,30405371,theta,True,False,False,True,theta_local:578:30405370:1,True,True,covered
cand_00578,33453479,theta,True,False,False,True,theta_local:579:33453478:1,True,True,covered
cand_00579,108832879,theta,True,False,False,True,theta_local:580:108832878:1,True,True,covered
cand_00580,618463,theta,True,False,False,True,theta_local:581:618462:1,True,True,covered
cand_00581,30816061,theta,True,False,False,True,theta_local:582:30816060:1,True,True,covered
cand_00582,108833357,theta,True,False,False,True,theta_local:583:108833356:1,True,True,covered
cand_00583,1188223,theta,True,False,False,True,theta_local:584:1188222:1,True,True,covered
cand_00584,178900037,theta,True,False,False,True,theta_local:585:178900036:1,True,True,covered
cand_00585,30372487,theta,True,False,False,True,theta_local:586:30372486:1,True,True,covered
cand_00586,3459373,theta,True,False,False,True,theta_local:587:3459372:1,True,True,covered
cand_00587,108625339,theta,True,False,False,True,theta_local:588:108625338:1,True,True,covered
cand_00588,179148199,theta,True,False,False,True,theta_local:589:179148198:1,True,True,covered
cand_00589,30372071,theta,True,False,False,True,theta_local:590:30372070:1,True,True,covered
cand_00590,1188553,theta,True,False,False,True,theta_local:591:1188552:1,True,True,covered
cand_00591,30775243,theta,True,False,False,True,theta_local:592:30775242:1,True,True,covered
cand_00592,31020361,theta,True,False,False,True,theta_local:593:31020360:1,True,True,covered
cand_00593,7117519,theta,True,False,False,True,theta_local:594:7117518:1,True,True,covered
cand_00594,180625573,theta,True,False,False,True,theta_local:595:180625572:1,True,True,covered
cand_00595,187503917,theta,True,False,False,True,theta_local:596:187503916:1,True,True,covered
cand_00596,187494523,theta,True,False,False,True,theta_local:597:187494522:1,True,True,covered
cand_00597,604874233,theta,True,False,True,False,theta_local:598:604874232:1,True,True,covered
cand_00598,3293281,theta,True,False,False,True,theta_local:599:3293280:1,True,True,covered
cand_00599,39634897,theta,True,False,False,True,theta_local:600:39634896:1,True,True,covered
cand_00600,231131,theta,True,False,False,True,theta_local:601:231130:1,True,True,covered
cand_00601,3281137,theta,True,False,False,True,theta_local:602:3281136:1,True,True,covered
cand_00602,3279949,theta,True,False,False,True,theta_local:603:3279948:1,True,True,covered
cand_00603,108583547,theta,True,False,False,True,theta_local:604:108583546:1,True,True,covered
cand_00604,108549391,theta,True,False,False,True,theta_local:605:108549390:1,True,True,covered
cand_00605,179378777,theta,True,False,False,True,theta_local:606:179378776:1,True,True,covered
cand_00606,108835721,theta,True,False,False,True,theta_local:607:108835720:1,True,True,covered
cand_00607,604715329,theta,True,False,True,False,theta_local:608:604715326:3,True,True,covered
cand_00608,7050133,theta,True,False,False,True,theta_local:609:7050132:1,True,True,covered
cand_00609,39690817,theta,True,False,False,True,theta_local:610:39690816:1,True,True,covered
cand_00610,12787499,theta,True,False,False,True,theta_local:611:12787498:1,True,True,covered
cand_00611,179471947,theta,True,False,False,True,theta_local:612:179471946:1,True,True,covered
cand_00612,3454541,theta,True,False,False,True,theta_local:613:3454540:1,True,True,covered
cand_00613,178894333,theta,True,False,False,True,theta_local:614:178894332:1,True,True,covered
cand_00614,12772597,theta,True,False,False,True,theta_local:615:12772596:1,True,True,covered
cand_00615,39639547,theta,True,False,False,True,theta_local:616:39639546:1,True,True,covered
cand_00616,33924949,theta,True,False,False,True,theta_local:617:33924948:1,True,True,covered
cand_00617,40841677,theta,True,False,False,True,theta_local:618:40841676:1,True,True,covered
cand_00618,179143313,theta,True,False,False,True,theta_local:619:179143312:1,True,True,covered
cand_00619,109709029,theta,True,False,False,True,theta_local:620:109709025:4,True,True,covered
cand_00620,109547923,theta,True,False,False,True,theta_local:621:109547922:1,True,True,covered
cand_00621,109706381,theta,True,False,False,True,theta_local:622:109706380:1,True,True,covered
cand_00622,3236923,theta,True,False,False,True,theta_local:623:3236922:1,True,True,covered
cand_00623,17992787,theta,True,False,False,True,theta_local:624:17992786:1,True,True,covered
cand_00624,179156291,theta,True,False,False,True,theta_local:625:179156290:1,True,True,covered
cand_00625,39641387,theta,True,False,False,True,theta_local:626:39641386:1,True,True,covered
cand_00626,108562541,theta,True,False,False,True,theta_local:627:108562540:1,True,True,covered
cand_00627,179642357,theta,True,False,False,True,theta_local:628:179642356:1,True,True,covered
cand_00628,604176893,theta,True,False,True,False,theta_local:629:604176892:1,True,True,covered
cand_00629,30848971,theta,True,False,False,True,theta_local:630:30848970:1,True,True,covered
cand_00630,108582251,theta,True,False,False,True,theta_local:631:108582250:1,True,True,covered
cand_00631,39640963,theta,True,False,False,True,theta_local:632:39640962:1,True,True,covered
cand_00632,22048451,theta,True,False,False,True,theta_local:633:22048450:1,True,True,covered
cand_00633,33925711,theta,True,False,False,True,theta_local:634:33925710:1,True,True,covered
cand_00634,109814323,theta,True,False,False,True,theta_local:635:109814320:3,True,True,covered
cand_00635,31019627,theta,True,False,False,True,theta_local:636:31019626:1,True,True,covered
cand_00636,179471563,theta,True,False,False,True,theta_local:637:179471562:1,True,True,covered
cand_00637,40844891,theta,True,False,False,True,theta_local:638:40844890:1,True,True,covered
cand_00638,180628951,theta,True,False,False,True,theta_local:639:180628950:1,True,True,covered
cand_00639,30419219,theta,True,False,False,True,theta_local:640:30419218:1,True,True,covered
cand_00640,187504433,theta,True,False,False,True,theta_local:641:187504432:1,True,True,covered
cand_00641,17640383,theta,True,False,False,True,theta_local:642:17640382:1,True,True,covered
cand_00642,40865009,theta,True,False,False,True,theta_local:643:40865008:1,True,True,covered
cand_00643,109489717,theta,True,False,False,True,theta_local:644:109489716:1,True,True,covered
cand_00644,22052533,theta,True,False,False,True,theta_local:645:22052532:1,True,True,covered
cand_00645,4994851,theta,True,False,False,True,theta_local:646:4994850:1,True,True,covered
cand_00646,1184527,theta,True,False,False,True,theta_local:647:1184526:1,True,True,covered
cand_00647,12784897,theta,True,False,False,True,theta_local:648:12784896:1,True,True,covered
cand_00648,109494937,theta,True,False,False,True,theta_local:649:109494936:1,True,True,covered
cand_00649,180642689,theta,True,False,False,True,theta_local:650:180642688:1,True,True,covered
cand_00650,30372383,theta,True,False,False,True,theta_local:651:30372382:1,True,True,covered
cand_00651,39644461,theta,True,False,False,True,theta_local:652:39644460:1,True,True,covered
cand_00652,30336731,theta,True,False,False,True,theta_local:653:30336730:1,True,True,covered
cand_00653,109442621,theta,True,False,False,True,theta_local:654:109442620:1,True,True,covered
cand_00654,109568047,theta,True,False,False,True,theta_local:655:109568046:1,True,True,covered
cand_00655,1189057,theta,True,False,False,True,theta_local:656:1189056:1,True,True,covered
cand_00656,179470607,theta,True,False,False,True,theta_local:657:179470606:1,True,True,covered
cand_00657,604205663,theta,True,False,True,False,theta_local:658:604205662:1,True,True,covered
cand_00658,40835243,theta,True,False,False,True,theta_local:659:40835242:1,True,True,covered
cand_00659,109719919,theta,True,False,False,True,theta_local:660:109719918:1,True,True,covered
cand_00660,17998151,theta,True,False,False,True,theta_local:661:17998150:1,True,True,covered
cand_00661,33915559,theta,True,False,False,True,theta_local:662:33915558:1,True,True,covered
cand_00662,604872091,theta,True,False,True,False,theta_local:663:604872087:4,True,True,covered
cand_00663,604206971,theta,True,False,True,False,theta_local:664:604206345:626,True,True,covered
cand_00664,179661413,theta,True,False,False,True,theta_local:665:179661412:1,True,True,covered
cand_00665,604874693,theta,True,False,True,False,theta_local:666:604874692:1,True,True,covered
cand_00666,179381333,theta,True,False,False,True,theta_local:667:179381332:1,True,True,covered
cand_00667,108592553,theta,True,False,False,True,theta_local:668:108592552:1,True,True,covered
cand_00668,12837637,theta,True,False,False,True,theta_local:669:12837636:1,True,True,covered
cand_00669,31025339,theta,True,False,False,True,theta_local:670:31025338:1,True,True,covered
cand_00670,30824513,theta,True,False,False,True,theta_local:671:30824512:1,True,True,covered
cand_00671,40834943,theta,True,False,False,True,theta_local:672:40834942:1,True,True,covered
