rows,post_P0_rows,used_files,missing_expected_files,min_abs_E_theta,candidate_min_abs_E_theta,Q_R2Q_at_min_abs_E_theta,sign_at_min_abs_E_theta,positive_count,negative_count,unclassified_count,neutral_clause_failures,pass_neutral_clause_closure_empirical,neutral_0_count,neutral_0_Q_R2Q_max,neutral_0_Q_R2Q_above_0p75_count,neutral_0_uncovered_count,neutral_1e_minus_14_count,neutral_1e_minus_14_Q_R2Q_max,neutral_1e_minus_14_Q_R2Q_above_0p75_count,neutral_1e_minus_14_uncovered_count,neutral_1e_minus_12_count,neutral_1e_minus_12_Q_R2Q_max,neutral_1e_minus_12_Q_R2Q_above_0p75_count,neutral_1e_minus_12_uncovered_count,neutral_1e_minus_10_count,neutral_1e_minus_10_Q_R2Q_max,neutral_1e_minus_10_Q_R2Q_above_0p75_count,neutral_1e_minus_10_uncovered_count,neutral_1e_minus_8_count,neutral_1e_minus_8_Q_R2Q_max,neutral_1e_minus_8_Q_R2Q_above_0p75_count,neutral_1e_minus_8_uncovered_count,neutral_1e_minus_6_count,neutral_1e_minus_6_Q_R2Q_max,neutral_1e_minus_6_Q_R2Q_above_0p75_count,neutral_1e_minus_6_uncovered_count,neutral_1e_minus_4_count,neutral_1e_minus_4_Q_R2Q_max,neutral_1e_minus_4_Q_R2Q_above_0p75_count,neutral_1e_minus_4_uncovered_count,neutral_1e_minus_3_count,neutral_1e_minus_3_Q_R2Q_max,neutral_1e_minus_3_Q_R2Q_above_0p75_count,neutral_1e_minus_3_uncovered_count,neutral_1e_minus_2_count,neutral_1e_minus_2_Q_R2Q_max,neutral_1e_minus_2_Q_R2Q_above_0p75_count,neutral_1e_minus_2_uncovered_count,endpoint_neutral_rows_count,O2_neutral_rows_count,B3_neutral_rows_count,neutral_clause_file_rows_count,neutral_consistency_pass,threshold_rows_count,threshold_rows_min_abs_E_theta,threshold_rows_E_theta_max,threshold_rows_neutral_0_count,threshold_rows_neutral_1e_minus_14_count,threshold_rows_neutral_1e_minus_12_count,threshold_rows_neutral_1e_minus_10_count,threshold_rows_neutral_1e_minus_8_count,threshold_rows_neutral_1e_minus_6_count,threshold_rows_neutral_1e_minus_4_count,threshold_rows_neutral_1e_minus_3_count,threshold_rows_neutral_1e_minus_2_count,best_neutral_clause_form,recommended_next_file
1468,142,prime_mesh_r2q_rawr2q_primitive_decomposition_rows_v3.csv;prime_mesh_r2q_endpointmotion_thresholdtransfer_rows.csv;prime_mesh_r2q_endpointmotion_thresholdtransfer_neutral_rows.csv;prime_mesh_r2q_o2_repayment_closure_rows.csv;prime_mesh_r2q_o2_repayment_closure_neutral_rows.csv;prime_mesh_r2q_b3_noaccumulation_rows.csv;prime_mesh_r2q_b3_noaccumulation_neutral_rows.csv;prime_mesh_r2q_finite_certificate_rows.csv;prime_mesh_r2q_firstcrossing_threshold_relevance_rows.csv;prime_mesh_r2q_channel_compatibility_rows.csv;prime_mesh_r2q_negative_transfer_coordinate_rows.csv,prime_mesh_r2q_neutral_clause_rows.csv,1.5258205110753806,hexc_00359,0.0702213435707402,negative,1320,148,0,0,True,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,5,5,5,0,False,3.0,928.3530182520336,-928.3530182520336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,empty_neutral_clause,Prime_Mesh_R2Q_NeutralClause_Empty_Theorem_Target_v1.md
