candidate_id,block_id,x,y,h,p_star,Q_R2Q,Q_delta_D,Q_exc,epsilon,E_theta,abs_E_theta,row_regime,post_P0_flag,finite_zone_flag,finite_certified_flag,threshold_relevant_flag,forbidden_flag,O2_safe_flag,repaid_flag,B3_safe_flag,non_surviving_flag,surviving_unrepaid_flag,harmless_flag,positive_flag,negative_flag,E_theta_sign,threshold_flag,Q_R2Q_bin,B3_failure,B3_accumulation_risk_flag,B3_surviving_unrepaid_flag,B3_non_surviving_flag,B3_repaid_flag_from_b3,B3_pass,covered_flag
hexc_00075,76,2879,2878,1,2879,0.1282261417306278,0.1204495617554677,1.1199458377620308e-16,0.0077765799751599,6.965198290612176,6.965198290612176,sign_inconsistent_positive_harmless,False,True,True,False,False,True,True,True,True,False,True,True,False,positive,False,"(-inf, 0.305]",False,False,False,True,True,True,True
hexc_00076,77,39674417,39673239,1178,39674417,0.0933658727593846,0.070227735125299,0.0048863359951688,0.0182518016389167,-198.21267981504025,198.21267981504025,primitive_full_verified,False,True,True,False,False,True,True,True,True,False,True,False,True,negative,False,"(-inf, 0.305]",False,False,False,True,True,True,True
hexc_00077,78,3441797,3441229,568,3441797,0.0865309897820664,0.0731587940029086,0.0054337359968187,0.007938459782339,-56.25170384278789,56.25170384278789,primitive_full_verified,False,True,True,False,False,True,True,True,True,False,True,False,True,negative,False,"(-inf, 0.305]",False,False,False,True,True,True,True
hexc_00078,79,109546081,109535495,10586,109546081,0.2408302537232801,0.2292074218688508,0.0043289464415077,0.0072938854129215,-330.4584709322444,330.4584709322444,primitive_full_verified,False,True,True,False,False,True,True,True,True,False,True,False,True,negative,False,"(-inf, 0.305]",False,False,False,True,True,True,True
hexc_00079,80,1198513,1198510,3,1198607,0.0831464357639209,0.0805918938395926,0.0134319847655415,-0.0108774428412132,24.993182690643494,24.993182690643494,sign_inconsistent_positive_harmless,False,True,True,False,False,True,True,True,True,False,True,True,False,positive,False,"(-inf, 0.305]",False,False,False,True,True,True,True
hexc_00080,81,1512197,1512196,1,1512197,0.0705955645536329,0.0686815873299589,0.0,0.001913977223674,13.22907411823977,13.22907411823977,sign_inconsistent_positive_harmless,False,True,True,False,False,True,True,True,True,False,True,True,False,positive,False,"(-inf, 0.305]",False,False,False,True,True,True,True
hexc_00081,82,12782500,12782006,494,12782599,0.0796044258439215,0.0544062230194822,0.0108684538700757,0.0143297489543634,-68.54730774172731,68.54730774172731,primitive_full_verified,False,True,True,False,False,True,True,True,True,False,True,False,True,negative,False,"(-inf, 0.305]",False,False,False,True,True,True,True
hexc_00082,83,42923,42922,1,42923,0.0952612074725035,0.0909039576698389,1.248884654177082e-16,0.0043572498026643,9.66716309178561,9.66716309178561,sign_inconsistent_positive_harmless,False,True,True,False,False,True,True,True,True,False,True,True,False,positive,False,"(-inf, 0.305]",False,False,False,True,True,True,True
hexc_00083,84,617579,617578,1,617579,0.0752538383487422,0.0731799305719317,0.0,0.0020739077768104,12.33356227452393,12.33356227452393,sign_inconsistent_positive_harmless,False,True,True,False,False,True,True,True,True,False,True,True,False,positive,False,"(-inf, 0.305]",False,False,False,True,True,True,True
hexc_00084,85,10357,10356,1,10357,0.1086725867349362,0.1043788308928695,0.0,0.0042937558420666,8.24541789858888,8.24541789858888,sign_inconsistent_positive_harmless,False,True,True,False,False,True,True,True,True,False,True,True,False,positive,False,"(-inf, 0.305]",False,False,False,True,True,True,True
