threshold_rows_count,threshold_rows_min_abs_E_theta,threshold_rows_E_theta_max,threshold_rows_neutral_0_count,threshold_rows_neutral_1e_minus_14_count,threshold_rows_neutral_1e_minus_12_count,threshold_rows_neutral_1e_minus_10_count,threshold_rows_neutral_1e_minus_8_count,threshold_rows_neutral_1e_minus_6_count,threshold_rows_neutral_1e_minus_4_count,threshold_rows_neutral_1e_minus_3_count,threshold_rows_neutral_1e_minus_2_count
3,928.3530182520336,-928.3530182520336,0,0,0,0,0,0,0,0,0
