block_id,p_star,y,h,D_start,D_end,DeltaD,exc_abs,exc_t,exc_signed,Q_exc,Q_DeltaD,Q_DeltaD_log1,Q_delayed_proxy,sampled_points,sampled_offset_min,sampled_offset_max,is_tail,h_bin,p_scale_bin,mu_bin_if_available,depth_bin,recovery_position
176,30359687,30358683,1004,-2859.878579379,-3549.502158148514,-689.6235787695141,86.00128378202908,30359359,-86.00128378202908,0.009144011863746354,0.07332362853757014,1.2632653877616211,0.0824676404013165,38,0.0,1004.0,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.04743833017077799
305,30386821,30386676,13,-2817.9073093929187,-2884.243883810409,-66.33657441749074,18.503889971281296,30386686,18.503889971281296,0.017288010859361377,0.06197763933326081,1.067844948719058,0.07926565019262219,12,0.0,13.0,False,5<=h<=16,p<100M,0.50-1.00,0.50-0.55,0.35267857142857145
40,30417481,30409154,8327,-3185.022130148648,-9573.033681058874,-6388.011550910226,231.22636827276438,30414125,-231.22636827276438,0.008534850186440335,0.23578937810394623,4.062775489540209,0.24432422829038658,39,0.0,8327.0,False,8193<=h<=65536,p<100M,0.05-0.10,0.55-0.60,0.03151895789718539
7,30774449,30670319,104130,-3672.24244464055,-85488.94963792409,-81816.70719328354,363.3590972929378,30684688,363.3590972929378,0.003787590185198272,0.8528427097579773,14.704880583773212,0.8566302999431755,41,0.0,104130.0,False,h>65536,p<100M,0.01-0.018,0.65-0.70,0.0
111,30780011,30777698,2313,-2938.402426159111,-4635.73955686786,-1697.337130708749,103.84418611571164,30779552,-103.84418611571164,0.007262734120337649,0.11870966256289348,2.046836641936064,0.12597239668323112,40,0.0,2313.0,False,1025<=h<=8192,p<100M,0.10-0.25,0.50-0.55,0.01574468085106383
243,30781319,30781182,7,-3022.466545001178,-3072.7566762851056,-50.29013128392762,12.28521502684498,30781186,12.28521502684498,0.015618430041224854,0.06393481070585319,1.10239076533547,0.07955324074707805,8,0.0,7.0,False,5<=h<=16,p<100M,0.50-1.00,0.50-0.55,0.6674757281553398
113,30784249,30783029,1220,-2937.080989820042,-3772.818109536277,-835.7371197162352,86.71467660723147,30783842,-86.71467660723147,0.008350481782962244,0.08048012016634526,1.387679576238538,0.0888306019493075,37,0.0,1220.0,False,1025<=h<=8192,p<100M,0.25-0.50,0.50-0.55,0.031746031746031744
268,30796769,30796057,712,-2851.2621863035374,-3394.78964311343,-543.5274568098926,38.46280050324822,30796071,-38.46280050324822,0.004848185874481388,0.06851092754610978,1.181328466086377,0.07335911342059118,36,0.0,712.0,False,257<=h<=1024,p<100M,0.10-0.25,0.50-0.55,0.09414758269720101
166,30799397,30798784,510,-2891.3488816673644,-3269.5170712739714,-378.16818960660703,24.448484868743435,30798831,-24.448484868743435,0.003641169698940132,0.056321467792020095,0.9711513884709545,0.05996263749096023,35,0.0,510.0,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.06269113149847094
63,30816007,30813688,2319,-3050.1645931153994,-4677.495358670547,-1627.3307655551475,108.02985084773991,30815546,-108.02985084773991,0.007544670920713242,0.11365076420007665,1.9597420463947712,0.1211954351207899,40,0.0,2319.0,False,1025<=h<=8192,p<100M,0.10-0.25,0.50-0.55,0.03132832080200501
174,30825511,30824836,675,-2876.426532159537,-3375.7104723839648,-499.2839402244276,85.60944577509645,30825019,-85.60944577509645,0.011081566728119278,0.06462894660491776,1.1144520667131463,0.07571051333303704,36,0.0,675.0,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.10949868073878628
21,30847123,30831334,15789,-3291.774805658332,-15413.68237434975,-12121.907568691418,225.3338417937175,30843312,-225.3338417937175,0.006030386853480715,0.3244066291128366,5.5942476487040445,0.3304370159663173,40,0.0,15789.0,False,8193<=h<=65536,p<100M,0.05-0.10,0.55-0.60,0.007854719115244439
179,30851287,30850871,350,-2875.782446443294,-3166.1871111855094,-290.4046647422156,36.68218819202775,30851119,-36.68218819202775,0.006593416008431927,0.052198597188669656,0.9001485760825944,0.05879201319710158,35,0.0,350.0,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.15789473684210525
3,30974597,30910184,64413,-4189.11794672998,-54354.14035448835,-50165.02240775837,169.26185381026153,30957127,-169.26185381026153,0.0022416133345536226,0.6643586881865706,11.459309072358824,0.6666003015211243,41,0.0,64413.0,False,8193<=h<=65536,p<100M,0.018-0.05,>=0.70,0.0078707411742961
97,30981239,30980149,1090,-2976.2528450239724,-3666.4616926888266,-690.2088476648541,37.42060683590398,30980639,-37.42060683590398,0.0038095629268263586,0.07026593794595397,1.212009602009858,0.07407550087278032,38,0.0,1090.0,False,1025<=h<=8192,p<100M,0.25-0.50,0.50-0.55,0.023297491039426525
190,31026421,31025775,446,-2952.709296532543,-3395.796570052644,-443.08727352010055,35.48207442467492,31025803,-35.48207442467492,0.005646063608330093,0.07050599410829013,1.2162530535934912,0.07615205771662022,34,0.0,446.0,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.2591743119266055
188,31027859,31027175,684,-2891.9909143490586,-3337.928340354248,-445.9374260051891,28.506446297215916,31027329,28.506446297215916,0.0036628310672880793,0.057299090914668345,0.9884320107979874,0.06096192198195642,35,0.0,684.0,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.031161473087818695
102,33477793,33476547,1246,-3079.30505157482,-3914.8966061213528,-835.5915545465327,63.174471886694846,33477563,-63.174471886694846,0.005961647356202371,0.07885308785741538,1.3662395801339031,0.08481473521361775,37,0.0,1246.0,False,1025<=h<=8192,p<100M,0.25-0.50,0.50-0.55,0.03110419906687403
360,33488281,33487676,504,-2940.6852775255284,-3339.8705776397314,-399.1853001142031,30.496952215941292,33487967,30.496952215941292,0.004524901738592835,0.059228025335701866,1.0262265887456035,0.0637529270742947,35,0.0,504.0,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.03968253968253968
109,33492847,33491912,935,-3066.722650692943,-3671.3471259441794,-604.6244752512366,39.75796409945133,33492150,-39.75796409945133,0.004330913191046569,0.06586293274336268,1.1411966590451044,0.07019384593440925,38,0.0,935.0,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.06312625250501001
356,33821677,33821502,7,-2990.306803429872,-3040.8795143503608,-50.57271092048859,12.35249588295892,33821506,12.35249588295892,0.015533782293435537,0.06359730769159669,1.1025618786179625,0.07913108998503222,8,0.0,7.0,False,5<=h<=16,p<100M,0.25-0.50,0.50-0.55,0.38380281690140844
103,33824779,33823778,1001,-3161.1776682540994,-3943.867361391306,-782.6896931372066,56.77438811581533,33823984,-56.77438811581533,0.005970385104425438,0.08230751647664125,1.426941066458061,0.08827790158106669,38,0.0,1001.0,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.23587786259541985
125,33827861,33826320,1541,-3073.6423139922795,-4195.7947315169895,-1122.15241752471,68.07372789536021,33826860,-68.07372789536021,0.005769531803644376,0.09510708847027187,1.6488521254203572,0.10087662027391625,37,0.0,1541.0,False,1025<=h<=8192,p<100M,0.10-0.25,0.50-0.55,0.06265206812652069
98,33843191,33842396,795,-3106.0521747554208,-3549.304084688097,-443.2519099326764,36.11731957977736,33843053,-36.11731957977736,0.004261589416467068,0.05230060453477185,0.9067485715022224,0.05656219395123892,37,0.0,795.0,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.02334152334152334
171,33862193,33861455,738,-3031.303483407975,-3503.8807636605443,-472.5772802525694,27.177939626737498,33861874,-27.177939626737498,0.0033281269586732413,0.05787036133223827,1.003345312005666,0.061198488290911505,35,0.0,738.0,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.023809523809523808
195,33865589,33865210,379,-3012.4185247260684,-3246.5232321302697,-234.10470740420124,32.782920064288646,33865402,-32.782920064288646,0.005601889555006078,0.04000341374757293,0.6935755865708487,0.045605303302579,36,0.0,379.0,False,257<=h<=1024,p<100M,0.50-1.00,0.50-0.55,0.1186046511627907
160,33870121,33869043,1078,-3060.8559644416387,-3827.749854467516,-766.8938900258777,47.95622671325782,33869766,-47.95622671325782,0.004858871714992731,0.07770083857780537,1.347180542346642,0.0825597102927981,38,0.0,1078.0,False,1025<=h<=8192,p<100M,0.10-0.25,0.50-0.55,0.07863247863247863
156,33871261,33870647,614,-3041.957655003961,-3418.779021116518,-376.82136611255737,36.02097290845768,33870942,-36.02097290845768,0.004835811632867451,0.05058822676419855,0.8771025939330178,0.055424038397066,36,0.0,614.0,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.055384615384615386
194,33878389,33877658,605,-3051.2468144952045,-3533.6504169652867,-482.4036024700822,27.989365480809283,33877734,-27.989365480809283,0.003785323028191897,0.0652409739893801,1.131166788367238,0.069026297017572,35,0.0,605.0,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.142018779342723
49,33902159,33888759,13400,-3286.909262209392,-13643.06508801648,-10356.155825807087,173.36115126700133,33890762,173.36115126700133,0.0049814047227133606,0.2975764937115444,5.159675627790157,0.30255789843425773,41,0.0,13400.0,False,8193<=h<=65536,p<100M,0.018-0.05,0.55-0.60,0.007848363690211758
108,39634747,39633125,1622,-3357.612279663342,-4476.424760400061,-1118.8124807367185,69.15140939448793,39633986,-69.15140939448793,0.005609665388898256,0.09075973584359716,1.587861249938358,0.09636940123249542,36,0.0,1622.0,False,1025<=h<=8192,p<100M,0.10-0.25,0.50-0.55,0.03909952606635071
199,39635819,39635564,218,-3255.895196097652,-3456.2072471302763,-200.3120510326244,38.59059490648997,39635592,-38.59059490648997,0.00853912222235375,0.044323988539764124,0.7754589851417334,0.052863110762117874,35,0.0,218.0,False,65<=h<=256,p<100M,0.50-1.00,0.50-0.55,0.3625
164,39637237,39636755,482,-3302.7486855041047,-3623.5782156432056,-320.8295301391008,54.78549183449559,39637094,-54.78549183449559,0.008152677678309576,0.047742927211628615,0.835275858707927,0.055895604889938194,36,0.0,482.0,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.19666666666666666
252,39640253,39639838,294,-3250.9694006578543,-3523.0843947011504,-272.11499404329606,38.78742235319578,39639912,-38.78742235319578,0.007390463956802484,0.05184814905383387,0.9071018074831365,0.059238613010636355,34,0.0,294.0,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.19573643410852712
196,39648137,39647291,846,-3256.231601227321,-3869.7898157092286,-613.5582144819077,49.91766114514394,39647557,-49.91766114514394,0.005606781390782621,0.06891522359423742,1.2057100515691426,0.07452200498502004,36,0.0,846.0,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.07032967032967033
