block_id,p_star,y,h,D_start,D_end,DeltaD,exc_abs,exc_signed,exc_t,exc_offset,exc_offset_frac,Q_exc,Q_DeltaD,Q_delayed_proxy,sampled_points,endpoint_line_r2,rms_diff,mean_abs_diff,rms_diff_norm,mean_abs_diff_norm,exc_over_abs_DeltaD,rms_over_abs_DeltaD,max_abs_residual_slope,rms_residual_slope,max_abs_curvature,rms_curvature,zero_crossings,peak_count_90pct,shape_class,endpoint_dominated_2pct,is_tail,h_bin,p_scale_bin,mu_bin_if_available,depth_bin,recovery_position
96,3438637,3438262,375,-985.655207590264,-1254.5709637484956,-268.9157561582316,40.185015993486104,-40.185015993486104,3438398,136.0,0.3626666666666667,0.009160975209349569,0.0613047056138632,0.0704656808232128,36,0.9100856599158651,21.15844276320638,17.65098063639349,0.004823488676814143,0.004023892787722699,0.14943347525475972,0.07868056176952543,14.010018211874353,2.853317549865187,14.727126894963362,3.353562820524198,2,3,small_absolute_excursion,False,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.0942028985507246
48,3440807,3439819,811,-1059.9835425069589,-1751.6610990375343,-691.6775565305757,57.48108875473781,57.48108875473781,3440485,666.0,0.8212083847102343,0.008909869588272725,0.1072136412049886,0.1161235107932613,37,0.9826987118659942,21.065996416746817,16.463551023317788,0.0032653396949577453,0.0025519365717571736,0.08310388014186905,0.03045638277236135,13.874712270420105,3.3911592222185543,14.871293393811584,5.115540918827498,2,1,small_absolute_excursion,False,False,257<=h<=1024,p<100M,0.10-0.25,0.55-0.60,0.1099099099099099
78,3441797,3441229,568,-997.2058860575942,-1392.208998971388,-395.00311291379376,29.338135801005592,29.338135801005592,3441362,133.0,0.23415492957746478,0.005433735996818713,0.0731587940029086,0.0785925299997273,38,0.9866225166324994,10.971133566640361,8.816195870938293,0.002031971076530243,0.0016328536067816523,0.07427317618990108,0.027774802800186342,14.032562314668098,2.695297073523394,14.871701470361245,4.040805380859842,9,1,small_absolute_excursion,False,False,257<=h<=1024,p<100M,0.10-0.25,0.50-0.55,0.030716723549488
6,3448507,3446024,2483,-1269.9908564127795,-2957.528938594951,-1687.5380821821711,86.25508396793089,86.25508396793089,3447295,1271.0,0.5118807893677003,0.007638782450585998,0.1494490028165924,0.1570877852671784,40,0.9932997713476018,31.12171056069028,22.668190789341462,0.0027561503105324797,0.002007503442377212,0.05111297035524889,0.018442078960639815,14.049747444484183,3.3127273162860793,14.873095347344588,4.957849178558538,5,1,small_absolute_excursion,False,False,1025<=h<=8192,p<100M,0.10-0.25,0.65-0.70,0.031591263650546
8,3452747,3451296,1451,-1239.2532286860674,-2145.539374150402,-906.2861454643348,65.98354433162308,-65.98354433162308,3451634,338.0,0.23294279807029636,0.007642911592042622,0.1049756413821095,0.1126185529741521,36,0.9886361901805801,24.605433162051394,16.79360745505447,0.0028500613637292113,0.001945213134435029,0.07280652436523398,0.027149739941621665,14.106316422083637,2.5522360701138433,14.730910595387968,2.7891262016740743,6,3,small_absolute_excursion,False,False,1025<=h<=8192,p<100M,0.25-0.50,0.65-0.70,0.0553385416666666
29,3456977,3455716,1261,-1076.8098138024425,-2022.1132362822227,-945.3034224797802,62.47652506736517,-62.47652506736517,3456171,455.0,0.36082474226804123,0.007761498672462699,0.1174356488415478,0.1251971475140106,37,0.9864375141870491,27.016117949627276,22.820746826121134,0.0033562296138435165,0.0028350359755854515,0.06609150414739086,0.028579308301621156,13.982545178265582,2.913661195047118,14.732199385749254,4.467273975938717,1,1,small_absolute_excursion,False,False,1025<=h<=8192,p<100M,0.10-0.25,0.55-0.60,0.086231884057971
50,3457967,3457512,455,-1032.5412923104789,-1300.260569031474,-267.71927672099514,30.359882641400645,30.359882641400645,3457702,190.0,0.4175824175824176,0.006278619086263076,0.055366069112823,0.0616446881990861,35,0.9742863637607116,10.287887267070007,8.138773701283384,0.0021276012860558476,0.0016831507718007546,0.11340192986192897,0.03842789130866947,14.144316022684734,2.5659155492142514,14.732710037456627,2.809077533397723,6,1,small_absolute_excursion,False,False,257<=h<=1024,p<100M,0.25-0.50,0.55-0.60,0.0637860082304526
99,4991101,4990677,357,-1187.829339260422,-1454.0770886755686,-266.2477494151465,32.04545306747309,32.04545306747309,4990889,212.0,0.5938375350140056,0.007129928605419145,0.0592385896584613,0.0663685182638805,34,0.9648727682803245,11.49765801514872,8.633868403584703,0.0025581626387034826,0.0019209859563080055,0.12035952656075323,0.04318405710622933,14.353940450446089,2.7450618732925136,15.243443605614175,4.08420770832057,6,1,small_absolute_excursion,False,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.0619469026548672
30,4994789,4991760,3029,-1282.5533183929576,-3575.231370335033,-2292.6780519420754,74.79600740040587,-74.79600740040587,4992724,964.0,0.31825685044569163,0.005712682073473406,0.1751074858509674,0.1808201679244408,37,0.9981849647148164,23.54634876672947,16.729533833814624,0.001798395518297654,0.0012777487910334774,0.03262385982935889,0.010270237788853036,6.793066396681752,1.403426249946069,7.7835062272906725,2.079412541867039,3,1,small_absolute_excursion,False,False,1025<=h<=8192,p<100M,0.05-0.10,0.55-0.60,0.0235332043842682
31,7108243,7105465,2778,-1580.4968693296976,-3707.454245328314,-2126.957375998616,89.51022293063807,-89.51022293063807,7107680,2215.0,0.7973362131029518,0.00682292455059029,0.1621275115134674,0.1689504360640577,38,0.997324670607066,26.1725036712332,17.784676047192324,0.001995001375287029,0.0013556384830000177,0.04208369379692558,0.012305137830486656,14.687383547138325,2.822078613651649,15.608714019359013,4.326745848175306,9,1,small_absolute_excursion,False,False,1025<=h<=8192,p<100M,0.10-0.25,0.55-0.60,0.0709030100334448
54,7112297,7110038,2259,-1488.4660516560812,-3170.0701790061385,-1681.6041273500573,36.23123036355423,36.23123036355423,7110425,387.0,0.17131474103585656,0.003062369762677568,0.1421341086327225,0.1451964783954001,39,0.9987788453800012,13.75024465635568,10.873494465236787,0.001162210972205904,0.0009190596159957863,0.021545635964065415,0.00817686186226475,14.709267624318727,2.753042153737908,15.60935669679111,4.128458548568084,7,1,small_absolute_excursion,False,False,1025<=h<=8192,p<100M,0.10-0.25,0.55-0.60,0.0237683664649956
42,7117417,7115469,1948,-1505.373515836785,-2935.478994847477,-1430.1054790106923,83.96168172265811,-83.96168172265811,7116001,532.0,0.2731006160164271,0.007641518998895068,0.1301567329770984,0.1377982519759935,39,0.9905667370646759,33.46885468131481,26.96733653088916,0.003046066773213609,0.00245435072550215,0.05871013219300474,0.02340306723701782,14.720292374084693,3.5174955548715774,15.598143903720711,5.305349945133955,1,1,small_absolute_excursion,False,False,1025<=h<=8192,p<100M,0.10-0.25,0.55-0.60,0.039447731755424
175,12776941,12776609,332,-1883.618079285617,-2159.0713721740294,-275.4532928884128,36.60171411558758,-36.60171411558758,12776811,202.0,0.608433734939759,0.007502368993893705,0.0564605318020301,0.0639629007959238,36,0.9321263950606417,18.793853394434233,16.148896349238935,0.0038522355138045383,0.003310090310894405,0.13287811422321633,0.06822882092771966,15.21009813374053,3.1187682972777324,16.039934646286838,4.752140927946236,2,1,small_absolute_excursion,False,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,0.2905982905982906
43,12781267,12779528,1739,-2025.7534664814043,-3255.654084869332,-1229.9006183879278,59.990640028518555,-59.990640028518555,12780269,741.0,0.4261069580218516,0.005372566168616574,0.1101458902583867,0.1155184564270032,37,0.9964947420522187,17.554709960365066,12.517875420776996,0.00157214260071402,0.0011210601179892804,0.04877681914425761,0.014273275171919677,15.33275934425933,2.7965957824599657,16.183716383274714,4.198417860582935,11,1,small_absolute_excursion,False,False,1025<=h<=8192,p<100M,0.10-0.25,0.55-0.60,0.0630387931034482
82,12782599,12782006,494,-1913.6440995584924,-2237.438634810692,-323.79453525219947,64.68278396224969,-64.68278396224969,12782349,343.0,0.694331983805668,0.010868453870075753,0.0544062230194822,0.065274676889558,36,0.9007626875474253,27.553872701924174,22.8991994604525,0.004629794453151222,0.003847683691889991,0.19976490311014386,0.08509678114382879,15.38474522938509,4.032664054353188,16.24714379578745,6.099494293449518,1,1,small_absolute_excursion,False,False,257<=h<=1024,p<100M,0.50-1.00,0.50-0.55,0.1015151515151515
154,12801751,12800706,1045,-1866.3131855344056,-2649.979196511098,-783.6660109766922,43.333099842119736,-43.333099842119736,12800849,143.0,0.1368421052631579,0.005005237417988441,0.0905182056127375,0.095523443030726,38,0.9912020631038866,17.807874709383334,13.705764833386219,0.002056918179290249,0.0015830994606006719,0.05529536720383366,0.02272380639194645,15.291746268721681,3.7235209910065934,16.243190013068816,4.801374166458164,4,3,small_absolute_excursion,False,False,1025<=h<=8192,p<100M,0.10-0.25,0.50-0.55,0.0395220588235294
235,12805417,12804850,567,-1837.6669933460464,-2261.2276249081365,-423.5606315620903,33.06833922147416,-33.06833922147416,12805245,395.0,0.6966490299823633,0.00518523839410864,0.066415879984152,0.0716011183782606,37,0.9909397334660219,10.143469899094232,7.929692972672948,0.0015905337494576482,0.0012434053062058876,0.07807226818866105,0.023948094188275114,15.294964062249164,2.704330188347428,16.041984576468167,2.9012186207432094,9,1,small_absolute_excursion,False,False,257<=h<=1024,p<100M,0.10-0.25,0.50-0.55,0.055
47,12807413,12805898,1515,-2004.667713167148,-3002.6634605183744,-997.9957473512264,69.99762783200504,-69.99762783200504,12806707,809.0,0.533993399339934,0.006714545286013088,0.0957330676536776,0.1024476129396907,37,0.99299630880591,20.79472235480123,14.38937890734557,0.0019947405260145093,0.0013803058661196032,0.07013820251016625,0.020836483932914904,15.383323505721364,2.710233248948235,16.185777713280004,4.036618753831372,7,1,small_absolute_excursion,False,False,1025<=h<=8192,p<100M,0.25-0.50,0.55-0.60,0.023840206185567
246,12808469,12808371,16,-1918.8696589913725,-1980.9002777768744,-62.0306187855017,12.237202579598716,12.237202579598716,12808378,7.0,0.4375,0.011422400501544017,0.0579003711442876,0.0693227716458317,15,0.9012898733445299,5.781495532826793,4.3845697128698395,0.005396540348521451,0.00409262745807886,0.1972768097302762,0.09320389907472744,12.165346541155486,6.677451860192,16.185971199101687,11.16349189979243,5,1,small_absolute_excursion,False,False,5<=h<=16,p<100M,0.50-1.00,0.50-0.55,0.644927536231884
116,12830269,12829371,898,-1886.385366561933,-2552.943113018573,-666.5577464566404,36.110070122254,-36.110070122254,12830110,739.0,0.8229398663697105,0.004498162477209614,0.0830318255781195,0.0875299880553291,37,0.9915359325989679,15.301057482508346,11.495891767090855,0.0019060235107942866,0.001432021284193597,0.054173956141402316,0.022955336673900137,15.3016296863982,3.7242326963103833,16.309045945106618,5.609707506490057,6,1,small_absolute_excursion,False,False,257<=h<=1024,p<100M,0.10-0.25,0.50-0.55,0.0703933747412008
