scope,rows,Q_exc_max,Q_exc_mean,Q_exc_median,Q_exc_q95,Q_exc_q99,pass_Q_exc_le_0p05_frac,pass_Q_exc_le_0p10_frac,pass_Q_exc_le_0p25_frac,exc_over_delta_max,exc_over_delta_mean,exc_over_delta_median,exc_over_delta_q95,endpoint_dominated_2pct_frac,endpoint_line_r2_min,endpoint_line_r2_mean,endpoint_line_r2_median,rms_diff_norm_max,rms_diff_norm_mean,mean_abs_diff_norm_max,zero_crossings_max,zero_crossings_mean,max_abs_residual_slope_max,max_abs_curvature_max,near_linear_endpoint_dominated_frac,small_absolute_excursion_frac,large_excursion_frac,worst_Q_block_id,worst_Q_p_star,worst_Q_y,worst_Q_h,worst_Q_exc,worst_Q_exc_over_delta,worst_ratio_block_id,worst_ratio_p_star,worst_ratio_y,worst_ratio_h,worst_ratio_exc_over_delta,worst_ratio_Q_exc,interval_rows,sample_source,interval_source,route_verdict
global,166,0.020567236449224698,0.006318694000692523,0.005722562223876077,0.011325087838312521,0.016202783327572627,1.0,1.0,1.0,0.30202579395003215,0.08092323055139351,0.06853557645488101,0.19247894711175323,0.09036144578313253,0.7291274662139872,0.9727843964131524,0.9904022609674461,0.010160864897962174,0.0023718541027220956,0.00781257598924059,14,5.373493975903615,19.26798014936685,20.104035108564858,0.09036144578313253,0.9096385542168675,0.0,60,3291137,3290975,8,0.020567236449224698,0.30202579395003215,60,3291137,3290975,8,0.30202579395003215,0.020567236449224698,166,notes\sr11_realpath_pstar\prime_mesh_r2q_sr11_realpath_noise_samples.csv,prime_mesh_r2q_o2p3_bridge_excursion_intervals.csv,small_absolute_excursion
