rank_metric,rank,candidate_id,block_id,x,y,h,p_star,row_regime,post_P0_by_pstar,threshold_relevant_flag,forbidden_flag,finite_zone_flag,C_bridge,C_bridge_sq,B_abs_max_shape,B_L2_shape,dB_L2,ddB_L2,kappa_L2_shape,effective_support_frac,bridge_energy_fraction_shape,B_sq_over_h_shape,ratio_B_L2_to_ddB_L2,ratio_B_L2_to_h_ddB_L2,effective_support,shape_distance_to_mean
B_sq_over_h_shape,18,hexc_00448,449,178913599,178913595,4,178913689,finite_positive,False,False,False,True,6.655001264408736,44.28904182928188,9.447315099767366,13.310002528817508,18.751194415905005,32.436270905205404,0.7097906314677979,0.3969807702788322,7.448955074200034e-07,44.28904182928211,,,,
B_sq_over_h_shape,19,hexc_00423,424,178906843,178906839,4,178907011,finite_positive,False,False,False,True,6.654987913833227,44.28886413326633,9.447296218789234,13.309975827666483,18.751156654503266,32.436205500006,0.709790636820829,0.39698076429100904,7.612323883255991e-07,44.288864133266515,,,,
B_sq_over_h_shape,20,hexc_00459,460,178299031,178299027,4,178299217,finite_positive,False,False,False,True,6.653784744914708,44.27285143165968,9.445594643774712,13.307569489829442,18.74775355445967,32.43031110981836,0.7097911193320225,0.3969802245615251,7.690564429437336e-07,44.27285143165986,,,,
B_sq_over_h_shape,21,hexc_00095,96,3438637,3438262,375,3438637,finite_negative,False,False,False,True,6.55570371628648,42.977251215732366,40.1850159934861,126.9506565792383,59.16336554857242,91.4395473594453,0.31654043449869024,0.2772292888542527,0.0003997805963526512,42.97725121573253,,,,
B_sq_over_h_shape,22,hexc_00173,174,30825511,30824836,675,30825511,finite_negative,False,False,False,True,6.488095069490741,42.09537763075006,85.60944577509645,168.56565457042637,85.84066149154755,136.07897779915314,0.507870040271632,0.1076941991222326,8.866595523415061e-05,42.095377630750086,,,,
B_sq_over_h_shape,23,hexc_00270,271,187425023,187423758,1265,187425023,finite_negative,False,False,False,True,6.487786304142406,42.09137112821778,104.27347431840008,230.75004762122163,124.29714825986285,189.40201891473464,0.45188928623566726,0.13235312083443532,2.7773637107415588e-05,42.09137112821822,,,,
B_sq_over_h_shape,24,hexc_00619,620,109709029,109709025,4,109709357,finite_positive,False,False,False,True,6.482092317280465,42.01752080974642,9.20277943201654,12.96418463456097,18.262130454622493,31.589180193018585,0.7098617993670829,0.3969011748666775,1.1772522978111859e-06,42.017520809746685,,,,
B_sq_over_h_shape,25,hexc_00428,429,108831199,108831195,4,108831299,finite_positive,False,False,False,True,6.47925206868407,41.9807073695468,9.198762621303104,12.958504137368195,18.25409695762525,31.575265648534725,0.7098629999103682,0.3968998323635819,1.1530449445292063e-06,41.980707369547154,,,,
dB_L2,1,hexc_00000,1,180530237,179845447,684790,180530237,forbidden_negative,False,True,True,True,2.059215174853389,4.240367136346474,667.0135370697717,1704.0425497324798,1474.2515025952246,2715.107599721836,0.3914300949671046,0.1591870435082944,4.980267198828744e-06,,,,,
dB_L2,2,hexc_00006,7,30774449,30670319,104130,30774449,threshold_relevant_negative,False,True,False,True,2.2898667182106016,5.243489587168591,363.3590972929378,738.9212209105052,665.981382093748,1034.6839898829146,0.491742674334354,0.10086496581760224,3.305358838670055e-05,,,,,
dB_L2,3,hexc_00023,24,180619079,180557417,61662,180619079,finite_negative,False,False,False,True,3.858204569994385,14.88574250392556,459.0970686143192,958.0629698913689,623.7746511368516,986.0596668527957,0.47919299987805025,0.10621728905872158,9.100077814527191e-05,,,,,
dB_L2,4,hexc_00183,184,604356173,604335487,20686,604356173,post_P0_negative_tail,True,False,False,False,3.217020248908076,10.34921928188458,311.51713925927834,462.69206829711806,583.7179531620146,818.8316415567805,0.67327097351329,0.05515186793150996,2.4265633807775952e-05,,,,,
dB_L2,5,hexc_00027,28,109670797,109660803,9994,109670797,finite_negative,False,False,False,True,4.136664184987013,17.111990579354266,335.81014783297,413.5422999525792,464.1544990091314,709.0068651172052,0.8120333708824401,0.037913358230867514,8.612504006920932e-05,,,,,
dB_L2,6,hexc_00074,75,113195507,113182659,12848,113195507,finite_negative,False,False,False,True,3.910332937491072,15.290703682027557,206.45914079307292,443.23240056057836,454.78645948565077,817.74774526063,0.4658033585359591,0.1124115437836037,9.384499837790004e-05,,,,,
dB_L2,7,hexc_00002,3,30974597,30910184,64413,30974597,finite_negative,False,False,False,True,1.4559801260994336,2.1198781275965226,169.26185381026153,369.5236255408819,433.8723809245187,659.9903596984539,0.4580542138882414,0.11624716698561027,1.7827582935812384e-05,,,,,
dB_L2,8,hexc_00040,41,604672261,604520611,151650,604672261,threshold_relevant_negative,True,True,False,False,1.4656777515477335,2.1482112713820194,234.02143940953465,570.768113427068,420.0949136008386,678.3768404436078,0.410011410771351,0.1450855820467432,6.803174577721109e-06,,,,,
dB_L2,9,hexc_00009,10,178298621,178254856,43765,178298621,finite_negative,False,False,False,True,1.9041830682272305,3.6259131573232697,189.86549926782936,398.356736268201,404.06546787985013,671.3940271081284,0.47662178640804737,0.1100505528190032,2.0921081111323846e-05,,,,,
dB_L2,10,hexc_00063,64,604810421,604757400,53021,604810421,post_P0_negative_tail,True,False,False,False,1.4639642344415196,2.1431912797239443,157.97632240264647,337.096640212042,400.97648107067215,627.9097143689118,0.46863808047234023,0.11105573539938403,7.342673518918376e-06,,,,,
dB_L2,11,hexc_00218,219,604167899,604161649,6250,604167899,post_P0_negative_tail,True,False,False,False,4.484403745293162,20.109876950799336,163.4324342131622,354.5232445729002,398.247935091611,632.3465429561313,0.4609921541535361,0.11763943789654092,1.7886554881604902e-05,,,,,
dB_L2,12,hexc_00089,90,179641471,179630689,10782,179641471,finite_negative,False,False,False,True,3.972523031931926,15.78093923922962,218.7079087637594,412.49252948068556,377.6771996937301,573.9380625597532,0.5302105932417865,0.08892895887519195,6.206770650640546e-05,,,,,
dB_L2,13,hexc_00020,21,30847123,30831334,15789,30847123,finite_negative,False,False,False,True,2.507968798244117,6.289907492966041,225.3338417937175,315.13703274360233,355.82325371349447,579.7475020518663,0.7150344719309796,0.048897431756620056,8.917534931222223e-05,,,,,
dB_L2,14,hexc_00104,105,604432601,604410439,22162,604432601,post_P0_negative_tail,True,False,False,False,2.993479707499257,8.960920759209838,292.8305669368456,445.6365400924948,326.94924081601056,430.90660181887097,0.657106275163313,0.05648653227683891,2.0850541453084038e-05,,,,,
dB_L2,15,hexc_00008,9,12883477,12871995,11482,12883477,finite_negative,False,False,False,True,1.858105964170959,3.452557774087689,112.55777793578729,199.10366235224123,322.4449248026572,611.2205321140697,0.5653224888282437,0.08023112250948247,6.7555306493957e-05,,,,,
dB_L2,16,hexc_00043,44,109588091,109577354,10737,109588091,finite_negative,False,False,False,True,3.959631268924325,15.67867978584326,235.6779201208592,410.29499736238625,296.6886833147208,376.78795229498405,0.5744109034619805,0.07576954137171539,8.542050280370883e-05,,,,,
dB_L2,17,hexc_00038,39,39690667,39682692,7975,39690667,finite_negative,False,False,False,True,3.893281737544136,15.157642687894686,188.65092151155025,347.6811764188016,293.20317290915256,445.5344184662168,0.5425974551015369,0.08709232568846512,0.00015270097539979438,,,,,
dB_L2,18,hexc_00086,87,109467389,109460158,7231,109467389,finite_negative,False,False,False,True,4.115813491290787,16.939920695091256,216.5692739450369,349.98938061919085,280.4119477631578,328.7028296209785,0.6187881288337633,0.06872780228360383,7.629671252521654e-05,,,,,
dB_L2,19,hexc_00061,62,113166227,113154493,11734,113166227,finite_negative,False,False,False,True,2.578645204524974,6.649411090819646,155.79720659571103,279.32810409924434,274.3423830860066,427.619288967443,0.557757004430735,0.08036185309714164,3.925069105674595e-05,,,,,
dB_L2,20,hexc_00127,128,187449539,187440181,9358,187449539,finite_negative,False,False,False,True,3.369238417105729,11.351767511301118,179.56893819121797,325.9291953335223,271.0513568356661,377.8693272792892,0.5509446246675315,0.08447330624282831,4.033259760632397e-05,,,,,
dB_L2,21,hexc_00039,40,30417481,30409154,8327,30417481,finite_negative,False,False,False,True,3.924855301745167,15.404489139637146,231.2263682727644,358.15245506035376,270.67969781566075,387.9410930285636,0.6456087763904885,0.061517197432279305,0.00018634179473541563,,,,,
dB_L2,22,hexc_00094,95,178011341,178005997,5344,178011341,finite_negative,False,False,False,True,3.640097843201652,13.250312308081318,182.22731859912344,266.1008624081996,261.7839911148126,361.3825978702772,0.6848054416283181,0.05200938733928593,2.943906070270426e-05,,,,,
dB_L2,23,hexc_00024,25,109813367,109790208,23159,109813367,finite_negative,False,False,False,True,2.9385108976466805,8.6348462955883,238.2995725304463,447.1849789064136,255.5248912241057,295.0934370574604,0.5328881419791995,0.08589028241459497,6.209563255379281e-05,,,,,
dB_L2,24,hexc_00048,49,33902159,33888759,13400,33902159,finite_negative,False,False,False,True,2.2053770129128165,4.863687769084257,173.36115126700133,255.29084610641544,251.50786903510172,421.3249140870893,0.6790731195850926,0.05289115657479552,6.635068265301413e-05,,,,,
dB_L2,25,hexc_00222,223,604848841,604844050,4791,604848841,post_P0_negative_tail,True,False,False,False,5.844620224509285,34.15958556874296,195.88185471513864,404.5473698590188,246.54525255495184,269.18484722722496,0.4842000450612292,0.10663268814077849,2.3668597395800367e-05,,,,,
ddB_L2,1,hexc_00000,1,180530237,179845447,684790,180530237,forbidden_negative,False,True,True,True,2.059215174853389,4.240367136346474,667.0135370697717,1704.0425497324798,1474.2515025952246,2715.107599721836,0.3914300949671046,0.1591870435082944,4.980267198828744e-06,,,,,
ddB_L2,2,hexc_00006,7,30774449,30670319,104130,30774449,threshold_relevant_negative,False,True,False,True,2.2898667182106016,5.243489587168591,363.3590972929378,738.9212209105052,665.981382093748,1034.6839898829146,0.491742674334354,0.10086496581760224,3.305358838670055e-05,,,,,
ddB_L2,3,hexc_00023,24,180619079,180557417,61662,180619079,finite_negative,False,False,False,True,3.858204569994385,14.88574250392556,459.0970686143192,958.0629698913689,623.7746511368516,986.0596668527957,0.47919299987805025,0.10621728905872158,9.100077814527191e-05,,,,,
ddB_L2,4,hexc_00183,184,604356173,604335487,20686,604356173,post_P0_negative_tail,True,False,False,False,3.217020248908076,10.34921928188458,311.51713925927834,462.69206829711806,583.7179531620146,818.8316415567805,0.67327097351329,0.05515186793150996,2.4265633807775952e-05,,,,,
ddB_L2,5,hexc_00074,75,113195507,113182659,12848,113195507,finite_negative,False,False,False,True,3.910332937491072,15.290703682027557,206.45914079307292,443.23240056057836,454.78645948565077,817.74774526063,0.4658033585359591,0.1124115437836037,9.384499837790004e-05,,,,,
ddB_L2,6,hexc_00027,28,109670797,109660803,9994,109670797,finite_negative,False,False,False,True,4.136664184987013,17.111990579354266,335.81014783297,413.5422999525792,464.1544990091314,709.0068651172052,0.8120333708824401,0.037913358230867514,8.612504006920932e-05,,,,,
ddB_L2,7,hexc_00040,41,604672261,604520611,151650,604672261,threshold_relevant_negative,True,True,False,False,1.4656777515477335,2.1482112713820194,234.02143940953465,570.768113427068,420.0949136008386,678.3768404436078,0.410011410771351,0.1450855820467432,6.803174577721109e-06,,,,,
ddB_L2,8,hexc_00009,10,178298621,178254856,43765,178298621,finite_negative,False,False,False,True,1.9041830682272305,3.6259131573232697,189.86549926782936,398.356736268201,404.06546787985013,671.3940271081284,0.47662178640804737,0.1100505528190032,2.0921081111323846e-05,,,,,
ddB_L2,9,hexc_00002,3,30974597,30910184,64413,30974597,finite_negative,False,False,False,True,1.4559801260994336,2.1198781275965226,169.26185381026153,369.5236255408819,433.8723809245187,659.9903596984539,0.4580542138882414,0.11624716698561027,1.7827582935812384e-05,,,,,
ddB_L2,10,hexc_00218,219,604167899,604161649,6250,604167899,post_P0_negative_tail,True,False,False,False,4.484403745293162,20.109876950799336,163.4324342131622,354.5232445729002,398.247935091611,632.3465429561313,0.4609921541535361,0.11763943789654092,1.7886554881604902e-05,,,,,
ddB_L2,11,hexc_00063,64,604810421,604757400,53021,604810421,post_P0_negative_tail,True,False,False,False,1.4639642344415196,2.1431912797239443,157.97632240264647,337.096640212042,400.97648107067215,627.9097143689118,0.46863808047234023,0.11105573539938403,7.342673518918376e-06,,,,,
ddB_L2,12,hexc_00008,9,12883477,12871995,11482,12883477,finite_negative,False,False,False,True,1.858105964170959,3.452557774087689,112.55777793578729,199.10366235224123,322.4449248026572,611.2205321140697,0.5653224888282437,0.08023112250948247,6.7555306493957e-05,,,,,
ddB_L2,13,hexc_00020,21,30847123,30831334,15789,30847123,finite_negative,False,False,False,True,2.507968798244117,6.289907492966041,225.3338417937175,315.13703274360233,355.82325371349447,579.7475020518663,0.7150344719309796,0.048897431756620056,8.917534931222223e-05,,,,,
ddB_L2,14,hexc_00089,90,179641471,179630689,10782,179641471,finite_negative,False,False,False,True,3.972523031931926,15.78093923922962,218.7079087637594,412.49252948068556,377.6771996937301,573.9380625597532,0.5302105932417865,0.08892895887519195,6.206770650640546e-05,,,,,
ddB_L2,15,hexc_00038,39,39690667,39682692,7975,39690667,finite_negative,False,False,False,True,3.893281737544136,15.157642687894686,188.65092151155025,347.6811764188016,293.20317290915256,445.5344184662168,0.5425974551015369,0.08709232568846512,0.00015270097539979438,,,,,
ddB_L2,16,hexc_00104,105,604432601,604410439,22162,604432601,post_P0_negative_tail,True,False,False,False,2.993479707499257,8.960920759209838,292.8305669368456,445.6365400924948,326.94924081601056,430.90660181887097,0.657106275163313,0.05648653227683891,2.0850541453084038e-05,,,,,
ddB_L2,17,hexc_00061,62,113166227,113154493,11734,113166227,finite_negative,False,False,False,True,2.578645204524974,6.649411090819646,155.79720659571103,279.32810409924434,274.3423830860066,427.619288967443,0.557757004430735,0.08036185309714164,3.925069105674595e-05,,,,,
ddB_L2,18,hexc_00048,49,33902159,33888759,13400,33902159,finite_negative,False,False,False,True,2.2053770129128165,4.863687769084257,173.36115126700133,255.29084610641544,251.50786903510172,421.3249140870893,0.6790731195850926,0.05289115657479552,6.635068265301413e-05,,,,,
ddB_L2,19,hexc_00296,297,604724143,604718720,5423,604724143,post_P0_negative_tail,True,False,False,False,2.772632272144349,7.687489716536335,150.73391696427095,204.17947186917945,238.88091700974525,393.97694660566003,0.7382422708040317,0.04475260558285145,5.965509208089225e-06,,,,,
ddB_L2,20,hexc_00039,40,30417481,30409154,8327,30417481,finite_negative,False,False,False,True,3.924855301745167,15.404489139637146,231.2263682727644,358.15245506035376,270.67969781566075,387.9410930285636,0.6456087763904885,0.061517197432279305,0.00018634179473541563,,,,,
ddB_L2,21,hexc_00127,128,187449539,187440181,9358,187449539,finite_negative,False,False,False,True,3.369238417105729,11.351767511301118,179.56893819121797,325.9291953335223,271.0513568356661,377.8693272792892,0.5509446246675315,0.08447330624282831,4.033259760632397e-05,,,,,
ddB_L2,22,hexc_00090,91,179602723,179595316,7407,179602723,finite_negative,False,False,False,True,3.2430311152531206,10.5172508144999,171.42269419336662,279.10800200460443,241.19471418174714,377.6058516175929,0.6141805070516705,0.06976287116325325,3.2287520565772486e-05,,,,,
ddB_L2,23,hexc_00043,44,109588091,109577354,10737,109588091,finite_negative,False,False,False,True,3.959631268924325,15.67867978584326,235.6779201208592,410.29499736238625,296.6886833147208,376.78795229498405,0.5744109034619805,0.07576954137171539,8.542050280370883e-05,,,,,
ddB_L2,24,hexc_00094,95,178011341,178005997,5344,178011341,finite_negative,False,False,False,True,3.640097843201652,13.250312308081318,182.22731859912344,266.1008624081996,261.7839911148126,361.3825978702772,0.6848054416283181,0.05200938733928593,2.943906070270426e-05,,,,,
ddB_L2,25,hexc_00284,285,187503637,187502433,1204,187503637,finite_negative,False,False,False,True,5.1403620815467965,26.423322329404115,66.23191285530265,178.36389792949345,204.60599795445427,351.3266016764595,0.37133026147188075,0.19085156106276385,1.6356324536622738e-05,,,,,
ratio_B_L2_to_ddB_L2,1,hexc_01111,1112,30775301,30775300,1,30775301,finite_positive,False,False,False,True,4.54747350886464e-13,2.0679515313825685e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,1.3227969464282505e-32,,4.5474735088646406e+17,,,
ratio_B_L2_to_ddB_L2,2,hexc_01084,1085,33412189,33412188,1,33412189,finite_positive,False,False,False,True,4.547473508864641e-13,2.0679515313825687e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,1.231988181630225e-32,,4.5474735088646406e+17,,,
ratio_B_L2_to_ddB_L2,3,hexc_01063,1064,40882469,40882468,1,40882469,finite_positive,False,False,False,True,4.547473508864641e-13,2.0679515313825687e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,9.969887033643831e-33,,4.5474735088646406e+17,,,
ratio_B_L2_to_ddB_L2,4,hexc_00921,922,30808091,30808090,1,30808091,finite_positive,False,False,False,True,4.547473508864641e-13,2.0679515313825687e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,1.333732446500888e-32,,4.5474735088646406e+17,,,
ratio_B_L2_to_ddB_L2,5,hexc_00552,553,30819421,30819420,1,30819421,finite_positive,False,False,False,True,4.547473508864641e-13,2.0679515313825687e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,1.3075857558177865e-32,,4.5474735088646406e+17,,,
ratio_B_L2_to_ddB_L2,6,hexc_00249,250,12777763,12777762,1,12777763,finite_positive,False,False,False,True,4.547473508864641e-13,2.0679515313825687e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,2.8452198782834603e-32,,4.5474735088646406e+17,,,
ratio_B_L2_to_ddB_L2,7,hexc_00229,230,30405923,30405922,1,30405923,finite_positive,False,False,False,True,4.547473508864642e-13,2.06795153138257e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,1.2766764487296262e-32,,4.5474735088646406e+17,,,
ratio_B_L2_to_ddB_L2,8,hexc_00386,387,12802553,12802552,1,12802553,finite_positive,False,False,False,True,4.547473508864641e-13,2.0679515313825687e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,3.0887180180546536e-32,,4.5474735088646406e+17,,,
ratio_B_L2_to_ddB_L2,9,hexc_00209,210,30339269,30339268,1,30339269,finite_positive,False,False,False,True,4.547473508864641e-13,2.0679515313825687e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,1.1801760144529518e-32,,4.5474735088646406e+17,,,
ratio_B_L2_to_ddB_L2,10,hexc_00228,229,12421837,12421836,1,12421837,finite_positive,False,False,False,True,4.547473508864641e-13,2.0679515313825687e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,3.020724510144163e-32,,4.5474735088646406e+17,,,
ratio_B_L2_to_ddB_L2,11,hexc_00668,669,12837637,12837636,1,12837637,finite_positive,False,False,False,True,2.273736754432321e-13,5.169878828456425e-26,2.273736754432321e-13,2.273736754432321e-13,2.273736754432321e-13,0.0,1.0,0.5,7.939166340311767e-33,,2.273736754432321e+17,,,
ratio_B_L2_to_ddB_L2,12,hexc_00964,965,12772481,12772480,1,12772481,finite_positive,False,False,False,True,2.273736754432321e-13,5.169878828456425e-26,2.273736754432321e-13,2.273736754432321e-13,2.273736754432321e-13,0.0,1.0,0.5,8.026572381533159e-33,,2.273736754432321e+17,,,
ratio_B_L2_to_ddB_L2,13,hexc_00003,4,59921,59920,1,59921,finite_positive,False,False,False,True,5.684341886080803e-14,3.2311742677852644e-27,5.684341886080803e-14,5.684341886080803e-14,5.684341886080803e-14,0.0,1.0,0.5,2.701230124514765e-32,,5.6843418860808024e+16,,,
ratio_B_L2_to_ddB_L2,14,hexc_00454,455,230891,230890,1,230891,finite_positive,False,False,False,True,2.8421709430403998e-14,8.077935669463155e-28,2.8421709430404014e-14,2.8421709430404014e-14,2.8421709430404014e-14,0.0,1.0,0.5,6.675778854687101e-33,,2.8421709430404012e+16,,,
ratio_B_L2_to_ddB_L2,15,hexc_00066,67,39699197,39695992,3205,39699197,finite_negative,False,False,False,True,5.402608236258764,29.18817575449104,147.75622177868354,305.8563442094084,138.08823945447494,146.17843138718854,0.483090263046891,0.12242648691632445,0.00018718654451846726,,2.0923493384552385,,,
ratio_B_L2_to_ddB_L2,16,hexc_00462,463,604208350,604207847,503,604208581,post_P0_negative_tail,True,False,False,False,5.806926480333364,33.72039514799683,55.319856099673416,130.2357814098816,49.599570162650735,62.77139835800726,0.4247669534501371,0.16301202399389558,3.1910336584926068e-06,,2.0747631057556077,,,
ratio_B_L2_to_ddB_L2,17,hexc_00275,276,108562160,108561847,313,108562291,finite_negative,False,False,False,True,7.5172957888070675,56.50973597641647,55.15381198050545,132.99453883757167,54.741564430646974,70.51546021773471,0.41470734409527654,0.17619866246252047,1.8522158874289514e-05,,1.8860337637578575,,,
ratio_B_L2_to_ddB_L2,18,hexc_00337,338,108591737,108591025,712,108591737,finite_negative,False,False,False,True,4.3334342300024575,18.778652225756996,43.042973838391845,115.63044748135772,49.46633151763673,64.91924365409632,0.3722460197633617,0.20046445319417483,1.2718540454147243e-05,,1.7811428626227008,,,
ratio_B_L2_to_ddB_L2,19,hexc_00078,79,109546081,109535495,10586,109546081,finite_negative,False,False,False,True,3.776888156783636,14.26488414885249,152.6328723392062,388.5975599508477,144.17095232256085,225.63928456985025,0.3927787718443527,0.16204811853543893,8.377516743960187e-05,,1.7222070203406938,,,
ratio_B_L2_to_ddB_L2,20,hexc_00298,299,39651863,39651244,619,39651863,finite_negative,False,False,False,True,5.742296425322801,32.97396823627501,43.71997974397391,142.8666732945594,60.12489243938594,89.28890799399925,0.30601944271378817,0.29661933668366103,5.1699592959444736e-05,,1.6000495078757253,,,
ratio_B_L2_to_ddB_L2,21,hexc_00174,175,12776941,12776609,332,12776941,finite_positive,False,False,False,True,6.188680230584403,38.29976299642622,36.60171411558758,112.76312036660555,52.288673451993525,72.00460466206532,0.324589404732605,0.26365063418733964,9.22831606510852e-05,,1.5660542946639262,,,
ratio_B_L2_to_ddB_L2,22,hexc_00028,29,3456977,3455716,1261,3456977,finite_negative,False,False,False,True,4.627711351383398,21.415712351722757,62.47652506736517,164.33262997810996,71.7866269393117,105.60777054456095,0.3801833213263087,0.18698731913334746,0.00045714035807738933,,1.5560657054943716,,,
ratio_B_L2_to_ddB_L2,23,hexc_00011,12,3279709,3278912,797,3279709,finite_negative,False,False,False,True,5.722357435883896,32.74537462401572,72.48431875885103,161.54895101900416,80.5781761114805,106.38920275707841,0.44868331426258645,0.13425128075413112,0.00046694207578390365,,1.5184713000234962,,,
ratio_B_L2_to_ddB_L2,24,hexc_00087,88,3290641,3290318,323,3290641,finite_negative,False,False,False,True,6.088052372123501,37.06438168571859,31.763224857564865,109.41569944248012,45.37245380186362,72.09662932956026,0.29029860449105666,0.33903306777178926,0.00032146709121427043,,1.5176257261949238,,,
ratio_B_L2_to_ddB_L2,25,hexc_00024,25,109813367,109790208,23159,109813367,finite_negative,False,False,False,True,2.9385108976466805,8.6348462955883,238.2995725304463,447.1849789064136,255.5248912241057,295.0934370574604,0.5328881419791995,0.08589028241459497,6.209563255379281e-05,,1.5154013026028026,,,
ratio_B_L2_to_h_ddB_L2,1,hexc_01111,1112,30775301,30775300,1,30775301,finite_positive,False,False,False,True,4.54747350886464e-13,2.0679515313825685e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,1.3227969464282505e-32,,,4.5474735088646406e+17,,
ratio_B_L2_to_h_ddB_L2,2,hexc_01084,1085,33412189,33412188,1,33412189,finite_positive,False,False,False,True,4.547473508864641e-13,2.0679515313825687e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,1.231988181630225e-32,,,4.5474735088646406e+17,,
ratio_B_L2_to_h_ddB_L2,3,hexc_00921,922,30808091,30808090,1,30808091,finite_positive,False,False,False,True,4.547473508864641e-13,2.0679515313825687e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,1.333732446500888e-32,,,4.5474735088646406e+17,,
ratio_B_L2_to_h_ddB_L2,4,hexc_01063,1064,40882469,40882468,1,40882469,finite_positive,False,False,False,True,4.547473508864641e-13,2.0679515313825687e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,9.969887033643831e-33,,,4.5474735088646406e+17,,
ratio_B_L2_to_h_ddB_L2,5,hexc_00386,387,12802553,12802552,1,12802553,finite_positive,False,False,False,True,4.547473508864641e-13,2.0679515313825687e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,3.0887180180546536e-32,,,4.5474735088646406e+17,,
ratio_B_L2_to_h_ddB_L2,6,hexc_00552,553,30819421,30819420,1,30819421,finite_positive,False,False,False,True,4.547473508864641e-13,2.0679515313825687e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,1.3075857558177865e-32,,,4.5474735088646406e+17,,
ratio_B_L2_to_h_ddB_L2,7,hexc_00209,210,30339269,30339268,1,30339269,finite_positive,False,False,False,True,4.547473508864641e-13,2.0679515313825687e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,1.1801760144529518e-32,,,4.5474735088646406e+17,,
ratio_B_L2_to_h_ddB_L2,8,hexc_00249,250,12777763,12777762,1,12777763,finite_positive,False,False,False,True,4.547473508864641e-13,2.0679515313825687e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,2.8452198782834603e-32,,,4.5474735088646406e+17,,
ratio_B_L2_to_h_ddB_L2,9,hexc_00229,230,30405923,30405922,1,30405923,finite_positive,False,False,False,True,4.547473508864642e-13,2.06795153138257e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,1.2766764487296262e-32,,,4.5474735088646406e+17,,
ratio_B_L2_to_h_ddB_L2,10,hexc_00228,229,12421837,12421836,1,12421837,finite_positive,False,False,False,True,4.547473508864641e-13,2.0679515313825687e-25,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,1.0,0.5,3.020724510144163e-32,,,4.5474735088646406e+17,,
ratio_B_L2_to_h_ddB_L2,11,hexc_00964,965,12772481,12772480,1,12772481,finite_positive,False,False,False,True,2.273736754432321e-13,5.169878828456425e-26,2.273736754432321e-13,2.273736754432321e-13,2.273736754432321e-13,0.0,1.0,0.5,8.026572381533159e-33,,,2.273736754432321e+17,,
ratio_B_L2_to_h_ddB_L2,12,hexc_00668,669,12837637,12837636,1,12837637,finite_positive,False,False,False,True,2.273736754432321e-13,5.169878828456425e-26,2.273736754432321e-13,2.273736754432321e-13,2.273736754432321e-13,0.0,1.0,0.5,7.939166340311767e-33,,,2.273736754432321e+17,,
ratio_B_L2_to_h_ddB_L2,13,hexc_00003,4,59921,59920,1,59921,finite_positive,False,False,False,True,5.684341886080803e-14,3.2311742677852644e-27,5.684341886080803e-14,5.684341886080803e-14,5.684341886080803e-14,0.0,1.0,0.5,2.701230124514765e-32,,,5.6843418860808024e+16,,
ratio_B_L2_to_h_ddB_L2,14,hexc_00454,455,230891,230890,1,230891,finite_positive,False,False,False,True,2.8421709430403998e-14,8.077935669463155e-28,2.8421709430404014e-14,2.8421709430404014e-14,2.8421709430404014e-14,0.0,1.0,0.5,6.675778854687101e-33,,,2.8421709430404012e+16,,
ratio_B_L2_to_h_ddB_L2,15,hexc_00001,2,24181,24178,3,24317,finite_positive,False,False,False,True,2.6590384376271583,7.070485412778679,3.256685045547357,4.605589673248806,7.977115312452661,13.81676901875611,0.7071157607599191,0.4999873012074477,0.0002992154873217063,,,0.11111111111907493,,
