rank_metric,rank,candidate_id,block_id,x,y,h,p_star,row_regime,post_P0_by_pstar,threshold_relevant_flag,forbidden_flag,finite_zone_flag,C_bridge,C_bridge_sq,B_abs_max_shape,B_L2_shape,dB_L2,ddB_L2,kappa_L2_shape,effective_support_frac,bridge_energy_fraction_shape,B_sq_over_h_shape,ratio_B_L2_to_ddB_L2,ratio_B_L2_to_h_ddB_L2,effective_support,shape_distance_to_mean
B_abs_max_shape,1,hexc_00000,1,180530237,179845447,684790,180530237,forbidden_negative,False,True,True,True,2.059215174853389,4.240367136346474,667.0135370697717,1704.0425497324798,1474.2515025952246,2715.107599721836,0.3914300949671046,0.1591870435082944,4.980267198828744e-06,,,,,
B_abs_max_shape,2,hexc_00023,24,180619079,180557417,61662,180619079,finite_negative,False,False,False,True,3.858204569994385,14.88574250392556,459.0970686143192,958.0629698913689,623.7746511368516,986.0596668527957,0.47919299987805025,0.10621728905872158,9.100077814527191e-05,,,,,
B_abs_max_shape,3,hexc_00006,7,30774449,30670319,104130,30774449,threshold_relevant_negative,False,True,False,True,2.2898667182106016,5.243489587168591,363.3590972929378,738.9212209105052,665.981382093748,1034.6839898829146,0.491742674334354,0.10086496581760224,3.305358838670055e-05,,,,,
B_abs_max_shape,4,hexc_00027,28,109670797,109660803,9994,109670797,finite_negative,False,False,False,True,4.136664184987013,17.111990579354266,335.81014783297,413.5422999525792,464.1544990091314,709.0068651172052,0.8120333708824401,0.037913358230867514,8.612504006920932e-05,,,,,
B_abs_max_shape,5,hexc_00183,184,604356173,604335487,20686,604356173,post_P0_negative_tail,True,False,False,False,3.217020248908076,10.34921928188458,311.51713925927834,462.69206829711806,583.7179531620146,818.8316415567805,0.67327097351329,0.05515186793150996,2.4265633807775952e-05,,,,,
B_abs_max_shape,6,hexc_00104,105,604432601,604410439,22162,604432601,post_P0_negative_tail,True,False,False,False,2.993479707499257,8.960920759209838,292.8305669368456,445.6365400924948,326.94924081601056,430.90660181887097,0.657106275163313,0.05648653227683891,2.0850541453084038e-05,,,,,
B_abs_max_shape,7,hexc_00024,25,109813367,109790208,23159,109813367,finite_negative,False,False,False,True,2.9385108976466805,8.6348462955883,238.2995725304463,447.1849789064136,255.5248912241057,295.0934370574604,0.5328881419791995,0.08589028241459497,6.209563255379281e-05,,,,,
B_abs_max_shape,8,hexc_00043,44,109588091,109577354,10737,109588091,finite_negative,False,False,False,True,3.959631268924325,15.67867978584326,235.6779201208592,410.29499736238625,296.6886833147208,376.78795229498405,0.5744109034619805,0.07576954137171539,8.542050280370883e-05,,,,,
B_abs_max_shape,9,hexc_00040,41,604672261,604520611,151650,604672261,threshold_relevant_negative,True,True,False,False,1.4656777515477335,2.1482112713820194,234.02143940953465,570.768113427068,420.0949136008386,678.3768404436078,0.410011410771351,0.1450855820467432,6.803174577721109e-06,,,,,
B_abs_max_shape,10,hexc_00039,40,30417481,30409154,8327,30417481,finite_negative,False,False,False,True,3.924855301745167,15.404489139637146,231.2263682727644,358.15245506035376,270.67969781566075,387.9410930285636,0.6456087763904885,0.061517197432279305,0.00018634179473541563,,,,,
