scope,rows,DeltaD_negative_frac,DeltaD_positive_frac,Q_DeltaD_max,Q_DeltaD_mean,Q_DeltaD_median,Q_DeltaD_q95,endpoint_favorable_frac,endpoint_already_counted_frac,endpoint_harmful_frac,Q_DeltaD_harmful_max,Q_DeltaD_harmful_mean,endpoint_repayment_Q_max,double_count_risk_frac,large_QDeltaD_rows,large_QDeltaD_already_counted_frac,large_QDeltaD_harmful_max,delayed_risk_large_QDeltaD_frac,worst_block_id,worst_p_star,worst_h,worst_endpoint_harmful_Q,interval_rows,Q_DeltaD_repayment_max,positive_DeltaD_rows,negative_DeltaD_rows
global,166,1.0,0.0,1.8091175489119344,0.12791263659079674,0.07733282709465765,0.31854107900525525,1.0,1.0,0.0,0.0,0.0,1.8091175489119344,0.08433734939759036,14,1.0,0.0,1.0,5,356077,784,0.0,166,1.8091175489119344,0,166
