rows,post_P0_rows,K_prime_target,K_prime_component_delta_abs_max,K_prime_max,post_P0_K_prime_max,post_P0_C_prime_max,post_P0_K_prime_above_65_count,post_P0_lambda_event_count_max,post_P0_prime_event_count_max,post_P0_prime_power_event_count_max,post_P0_lambda_weight_sum_max,post_P0_lambda_weight_sq_sum_max,post_P0_lambda_event_weight_max,post_P0_max_lambda_gap_max,post_P0_sample_count_max,post_P0_sample_count_over_h_max,post_P0_effective_support_frac_max,post_P0_effective_support_frac_mean,post_P0_single_shock_bound_K_max,post_P0_event_l2_bound_K_max,post_P0_total_mass_bound_K_max,post_P0_event_count_log_bound_K_max,post_P0_single_shock_bound_pass_count,post_P0_event_l2_bound_pass_count,post_P0_total_mass_bound_pass_count,post_P0_event_count_log_bound_pass_count,threshold_relevant_rows,threshold_relevant_K_prime_max,forbidden_rows,forbidden_K_prime_max,best_proof_route_candidate,primeshock_bridge_failures,post_P0_primeshock_bridge_failures,pass_primeshock_bridge_profile_empirical
1468,142,65.0,7.105427357601002e-15,73.9100313047598,64.2498859117116,8.015602654305638,0,7420,7420,0,150032.93169378873,3033676.629773508,20.220547809286526,156,41,2.0,0.49999999975471576,0.030813845621177914,817.7411074152842,1090.318010426126,6085757.364312272,1090.3180369916752,22,0,0,0,3,5.249368097143086,1,4.242257262839463,sampled_bridge_direct,1,0,True
