rows,post_P0_rows,K_target,K_prime_profile_delta_abs_max,post_P0_K_prime_max,post_P0_K_prime_above_65_count,post_P0_gram_reconstruction_error_max,post_P0_spectral_bound_over_h_max,post_P0_spectral_bound_over_h_median,post_P0_spectral_tightness_max,post_P0_spectral_tightness_median,post_P0_diag_bound_over_h_max,post_P0_l1_bound_over_h_max,post_P0_rayleigh_over_h_max,post_P0_rayleigh_over_h_median,post_P0_top_eigenvalue_over_h_max,post_P0_top_eigenvalue_over_h_median,post_P0_top_eigenvector_alignment_max,post_P0_top_eigenvector_alignment_median,post_P0_top_output_alignment_max,post_P0_effective_rank_min,post_P0_effective_rank_median,post_P0_event_weight_effective_support_min,post_P0_event_weight_effective_support_median,threshold_relevant_rows,threshold_relevant_K_prime_max,forbidden_rows,forbidden_K_prime_max,best_proof_route_candidate,kernelgram_failures,post_P0_kernelgram_failures,pass_kernelgram_empirical
1468,142,65.0,1.5765166949677223e-12,64.24988591171167,0,3.4415279515087605e-08,119516.0554431092,0.0,55577.29324731847,131.67328350883045,599.7290715772987,3576763.9497514577,0.06250000001022005,0.0,0.3333333333333333,0.0,0.2897841487666825,0.0,0.945833807540678,0.0,0.0,1.0,1.0,3,5.2493680971415095,1,4.2422572628382875,rayleigh_structural_bound,0,0,True
