block_family_id,block_id,y,h,right_endpoint,p_star,E_theta,E_theta_sign,Q_R2Q,B2_active_flag,repayment_compatible_flag,endpoint_orientation,partial_interval_allowed,post_P0_block_flag
theta_local:749:17585998:1,749,17585998.0,1.0,17585999.0,17585999.0,15.68261363205767,positive,0.0611815204056907,True,True,positive,False,False
theta_local:750:179665252:1,750,179665252.0,1.0,179665253.0,179665253.0,18.006605971899624,positive,0.0527384927380705,True,True,positive,False,False
theta_local:751:39640606:1,751,39640606.0,1.0,39640607.0,39640607.0,16.49536458012416,positive,0.0581314530842754,True,True,positive,False,False
theta_local:752:12422118:1,752,12422118.0,1.0,12422119.0,12422119.0,15.334989231833312,positive,0.0619481415866009,True,True,positive,False,False
theta_local:753:108829240:1,753,108829240.0,1.0,108829241.0,108829241.0,17.50529061546801,positive,0.0550718611036335,True,True,positive,False,False
theta_local:754:180642262:1,754,180642262.0,1.0,180642263.0,180642263.0,18.01202918596652,positive,0.0523594101727958,True,True,positive,False,False
theta_local:755:3236956:1,755,3236956.0,1.0,3236957.0,3236957.0,13.9901442489153,positive,0.0674403172566828,True,True,positive,False,False
theta_local:756:108538102:1,756,108538102.0,1.0,108538103.0,108538103.0,17.502611849019125,positive,0.0540255426517967,True,True,positive,False,False
theta_local:757:108553420:1,757,108553420.0,1.0,108553421.0,108553421.0,17.50275296922265,positive,0.0536206781597749,True,True,positive,False,False
theta_local:758:33844302:1,758,33844302.0,1.0,33844303.0,33844303.0,16.337281241828904,positive,0.057322995670915,True,True,positive,False,False
theta_local:759:3281170:1,759,3281170.0,1.0,3281171.0,3281171.0,14.00371092884176,positive,0.0668113902823667,True,True,positive,False,False
theta_local:760:12808038:1,760,12808038.0,1.0,12808039.0,12808039.0,15.365583578625944,positive,0.0611901506330895,True,True,positive,False,False
theta_local:761:33914046:1,761,33914046.0,1.0,33914047.0,33914047.0,16.339339852306598,positive,0.0586737719164166,True,True,positive,False,False
theta_local:762:179410170:1,762,179410170.0,1.0,179410171.0,179410171.0,18.005185200519243,positive,0.0533353866234197,True,True,positive,False,False
theta_local:763:17591190:1,763,17591190.0,1.0,17591191.0,17591191.0,15.68290882334712,positive,0.0608443000978966,True,True,positive,False,False
theta_local:764:109683072:1,764,109683072.0,1.0,109683073.0,109683073.0,17.51310561069601,positive,0.0541096892228777,True,True,positive,False,False
theta_local:765:12808582:1,765,12808582.0,1.0,12808583.0,12808583.0,15.36562605104874,positive,0.0624356832554669,True,True,positive,False,False
theta_local:766:33871372:1,766,33871372.0,1.0,33871373.0,33871373.0,16.338080761321024,positive,0.0590450032161895,True,True,positive,False,False
theta_local:767:40833382:1,767,40833382.0,1.0,40833383.0,40833493.0,16.525010515606738,positive,0.0583978036622422,True,True,positive,False,False
theta_local:768:30785056:1,768,30785056.0,1.0,30785057.0,30785057.0,16.242539967876812,positive,0.0593828883794093,True,True,positive,False,False
theta_local:769:30781872:1,769,30781872.0,1.0,30781873.0,30781873.0,16.242436535725727,positive,0.0591803064401032,True,True,positive,False,False
theta_local:770:39655522:1,770,39655522.0,1.0,39655523.0,39655523.0,16.49574079016558,positive,0.0581089872552633,True,True,positive,False,False
theta_local:771:179400652:1,771,179400652.0,1.0,179400653.0,179400653.0,18.00513214749316,positive,0.0530759787374816,True,True,positive,False,False
theta_local:772:604205268:1,772,604205268.0,1.0,604205269.0,604205269.0,19.21942454750113,positive,0.050031926940773,True,True,positive,False,True
theta_local:773:179641948:1,773,179641948.0,1.0,179641949.0,179642051.0,18.006476255601687,positive,0.0531779872246815,True,True,positive,False,False
theta_local:774:604715860:1,774,604715860.0,1.0,604715861.0,604715861.0,19.22026925443476,positive,0.050523556039102,True,True,positive,False,True
theta_local:775:12802242:1,775,12802242.0,1.0,12802243.0,12802243.0,15.365130947913094,positive,0.0616732137971503,True,True,positive,False,False
theta_local:776:33843646:1,776,33843646.0,1.0,33843647.0,33843647.0,16.33726185876294,positive,0.0580181471462947,True,True,positive,False,False
theta_local:777:17640808:1,777,17640808.0,1.0,17640809.0,17640809.0,15.68572546916931,positive,0.0603935734510648,True,True,positive,False,False
theta_local:778:7049898:1,778,7049898.0,1.0,7049899.0,7049899.0,14.768523848444696,positive,0.0630278233070192,True,True,positive,False,False
theta_local:779:109504858:1,779,109504858.0,1.0,109504859.0,109504859.0,17.51147948066554,positive,0.0544341084483662,True,True,positive,False,False
theta_local:780:33489828:1,780,33489828.0,1.0,33489829.0,33489829.0,16.32675233875556,positive,0.0580387605100748,True,True,positive,False,False
theta_local:781:179403240:1,781,179403240.0,1.0,179403241.0,179403241.0,18.00514657320059,positive,0.0537922432211968,True,True,positive,False,False
theta_local:782:39638460:1,782,39638460.0,1.0,39638461.0,39638461.0,16.495310442252595,positive,0.058224590403179,True,True,positive,False,False
theta_local:783:33388678:1,783,33388678.0,1.0,33388679.0,33388679.0,16.323727448393875,positive,0.0577338441229788,True,True,positive,False,False
theta_local:784:109517448:1,784,109517448.0,1.0,109517449.0,109517449.0,17.511594446123887,positive,0.054757713314497,True,True,positive,False,False
theta_local:785:30423472:1,785,30423472.0,1.0,30423473.0,30423473.0,16.230725006589036,positive,0.0593544515613056,True,True,positive,False,False
theta_local:786:179410690:1,786,179410690.0,1.0,179410691.0,179410691.0,18.00518809890144,positive,0.0536146024132842,True,True,positive,False,False
theta_local:787:179663242:1,787,179663242.0,1.0,179663243.0,179663243.0,18.00659478436497,positive,0.0536805356077712,True,True,positive,False,False
theta_local:788:33902542:1,788,33902542.0,1.0,33902543.0,33902543.0,16.339000584286474,positive,0.0582634791934014,True,True,positive,False,False
theta_local:789:30400080:1,789,30400080.0,1.0,30400081.0,30400081.0,16.229955830846585,positive,0.0584791030093198,True,True,positive,False,False
theta_local:790:108548800:1,790,108548800.0,1.0,108548801.0,108548801.0,17.502710408626463,positive,0.0550239769450118,True,True,positive,False,False
theta_local:791:109515876:1,791,109515876.0,1.0,109515877.0,109515877.0,17.5115800921438,positive,0.0549357814860258,True,True,positive,False,False
theta_local:792:3281232:1,792,3281232.0,1.0,3281233.0,3281233.0,14.003729824356268,positive,0.0668612257977394,True,True,positive,False,False
theta_local:793:30819820:1,793,30819820.0,1.0,30819821.0,30819821.0,16.243668579922442,positive,0.0585918386816566,True,True,positive,False,False
theta_local:794:40869522:1,794,40869522.0,1.0,40869523.0,40869523.0,16.525895184319918,positive,0.0579407179303479,True,True,positive,False,False
theta_local:795:109516810:1,795,109516810.0,1.0,109516811.0,109516811.0,17.51158862055121,positive,0.0550972136041918,True,True,positive,False,False
theta_local:796:109773006:1,796,109773006.0,1.0,109773007.0,109773007.0,17.51392521892955,positive,0.0537023351121069,True,True,positive,False,False
theta_local:797:33411430:1,797,33411430.0,1.0,33411431.0,33411431.0,16.324408644903276,positive,0.0588318641221281,True,True,positive,False,False
theta_local:798:3280792:1,798,3280792.0,1.0,3280793.0,3280793.0,14.003595719431765,positive,0.0676751651816931,True,True,positive,False,False
theta_local:799:109494366:1,799,109494366.0,1.0,109494367.0,109494367.0,17.511383662975224,positive,0.0544354326344731,True,True,positive,False,False
theta_local:800:109588942:1,800,109588942.0,1.0,109588943.0,109588943.0,17.512247042352456,positive,0.0551859703215391,True,True,positive,False,False
theta_local:801:12776242:1,801,12776242.0,1.0,12776243.0,12776243.0,15.363097988733678,positive,0.0615826442165738,True,True,positive,False,False
theta_local:802:30417552:1,802,30417552.0,1.0,30417553.0,30417553.0,16.23053040106024,positive,0.0580181511169566,True,True,positive,False,False
theta_local:803:33925470:1,803,33925470.0,1.0,33925471.0,33925471.0,16.33967664715552,positive,0.0580579226831622,True,True,positive,False,False
theta_local:804:178898002:1,804,178898002.0,1.0,178898003.0,178898003.0,18.00232638575594,positive,0.0527469382777879,True,True,positive,False,False
theta_local:805:109709982:1,805,109709982.0,1.0,109709983.0,109709983.0,17.51335092383969,positive,0.0550647003640815,True,True,positive,False,False
theta_local:806:108585226:1,806,108585226.0,1.0,108585227.0,108585227.0,17.50304592490346,positive,0.0543407069590195,True,True,positive,False,False
theta_local:807:109720098:1,807,109720098.0,1.0,109720099.0,109720099.0,17.513443126330024,positive,0.0549238276792854,True,True,positive,False,False
theta_local:808:604691686:1,808,604691686.0,1.0,604691687.0,604691687.0,19.22022927783623,positive,0.0491088496551064,True,True,positive,False,True
theta_local:809:33492970:1,809,33492970.0,1.0,33492971.0,33492971.0,16.32684615388429,positive,0.0587843967905765,True,True,positive,False,False
theta_local:810:604693768:1,810,604693768.0,1.0,604693769.0,604693769.0,19.22023272090724,positive,0.0503376269382549,True,True,positive,False,True
theta_local:811:33844120:1,811,33844120.0,1.0,33844121.0,33844121.0,16.33727586424765,positive,0.0585494753453541,True,True,positive,False,False
theta_local:812:30419106:1,812,30419106.0,1.0,30419107.0,30419107.0,16.230581488677487,positive,0.0587260679523749,True,True,positive,False,False
theta_local:813:40395412:1,813,40395412.0,1.0,40395413.0,40395413.0,16.51422679688131,positive,0.0577659682430466,True,True,positive,False,False
theta_local:814:17640282:1,814,17640282.0,1.0,17640283.0,17640283.0,15.68569565149813,positive,0.0603442256773584,True,True,positive,False,False
theta_local:815:179434152:1,815,179434152.0,1.0,179434153.0,179434153.0,18.005318862937354,positive,0.0538741721336456,True,True,positive,False,False
theta_local:816:3454792:1,816,3454792.0,1.0,3454793.0,3454793.0,14.055273100219722,positive,0.0663843003850636,True,True,positive,False,False
theta_local:817:30802216:1,817,30802216.0,1.0,30802217.0,30802217.0,16.24309722587281,positive,0.0585321383384456,True,True,positive,False,False
theta_local:818:31020078:1,818,31020078.0,1.0,31020079.0,31020079.0,16.25014526245346,positive,0.0594310936382445,True,True,positive,False,False
theta_local:819:1185748:1,819,1185748.0,1.0,1185749.0,1185749.0,12.98588520039138,positive,0.0716117424653728,True,True,positive,False,False
theta_local:820:33904330:1,820,33904330.0,1.0,33904331.0,33904331.0,16.3390533223024,positive,0.0579569097919857,True,True,positive,False,False
theta_local:821:179381038:1,821,179381038.0,1.0,179381039.0,179381039.0,18.0050228108104,positive,0.0529985614028999,True,True,positive,False,False
theta_local:822:179603470:1,822,179603470.0,1.0,179603471.0,179603471.0,18.00626203992625,positive,0.0536815582664552,True,True,positive,False,False
theta_local:823:30406000:1,823,30406000.0,1.0,30406001.0,30406001.0,16.230150548211164,positive,0.0593466964714865,True,True,positive,False,False
theta_local:824:179394232:1,824,179394232.0,1.0,179394233.0,179394233.0,18.00509636102991,positive,0.0535472114495682,True,True,positive,False,False
theta_local:825:179410590:1,825,179410590.0,1.0,179410591.0,179410591.0,18.005187541520904,positive,0.0534232251378626,True,True,positive,False,False
theta_local:826:604810680:1,826,604810680.0,1.0,604810681.0,604810681.0,19.22042604305725,positive,0.0501523170498039,True,True,positive,False,True
theta_local:827:31018846:1,827,31018846.0,1.0,31018847.0,31018847.0,16.25010554545384,positive,0.0593598199872785,True,True,positive,False,False
theta_local:828:30355396:1,828,30355396.0,1.0,30355397.0,30355397.0,16.2284848850314,positive,0.0592740371209023,True,True,positive,False,False
theta_local:829:1507090:1,829,1507090.0,1.0,1507091.0,1507091.0,13.225691860656145,positive,0.069946484813987,True,True,positive,False,False
theta_local:830:108592872:1,830,108592872.0,1.0,108592873.0,108592873.0,17.503116337159607,positive,0.0539425138851413,True,True,positive,False,False
theta_local:831:108531678:1,831,108531678.0,1.0,108531679.0,108531679.0,17.502552660679388,positive,0.0537885048618473,True,True,positive,False,False
theta_local:832:179380632:1,832,179380632.0,1.0,179380633.0,179380633.0,18.0050205474694,positive,0.0536472988717289,True,True,positive,False,False
theta_local:833:187449622:1,833,187449622.0,1.0,187449623.0,187449623.0,18.049020689941184,positive,0.0533469583478093,True,True,positive,False,False
theta_local:834:3439332:1,834,3439332.0,1.0,3439333.0,3439333.0,14.05078811520061,positive,0.0667417119043933,True,True,positive,False,False
theta_local:835:30811942:1,835,30811942.0,1.0,30811943.0,30811943.0,16.243412932524684,positive,0.0585590592521217,True,True,positive,False,False
theta_local:836:1189552:1,836,1189552.0,1.0,1189553.0,1189553.0,12.989088164268896,positive,0.0738165199461072,True,True,positive,False,False
theta_local:837:30775180:1,837,30775180.0,1.0,30775181.0,30775181.0,16.242219111414734,positive,0.0575277906754467,True,True,positive,False,False
theta_local:838:31040292:1,838,31040292.0,1.0,31040293.0,31040293.0,16.25079669266773,positive,0.0583320902109802,True,True,positive,False,False
theta_local:839:109706110:1,839,109706110.0,1.0,109706111.0,109706111.0,17.513315630166108,positive,0.0544823672840614,True,True,positive,False,False
theta_local:840:3293166:1,840,3293166.0,1.0,3293167.0,3293167.0,14.007360273707592,positive,0.0681897010081382,True,True,positive,False,False
theta_local:841:109442428:1,841,109442428.0,1.0,109442429.0,109442429.0,17.51090920640216,positive,0.0545916136692518,True,True,positive,False,False
theta_local:842:179148028:1,842,179148028.0,1.0,179148029.0,179148029.0,18.003722999701044,positive,0.0529334073685359,True,True,positive,False,False
theta_local:843:1518426:1,843,1518426.0,1.0,1518427.0,1518427.0,13.233185488555364,positive,0.0720703082374865,True,True,positive,False,False
theta_local:844:7108612:1,844,7108612.0,1.0,7108613.0,7108613.0,14.776817705393524,positive,0.0639845617092927,True,True,positive,False,False
theta_local:845:30819510:1,845,30819510.0,1.0,30819511.0,30819511.0,16.243658521409802,positive,0.0584555384497958,True,True,positive,False,False
theta_local:846:1510390:1,846,1510390.0,1.0,1510391.0,1510391.0,13.22787911566918,positive,0.0698496571702368,True,True,positive,False,False
theta_local:847:17594218:1,847,17594218.0,1.0,17594219.0,17594219.0,15.683080940142546,positive,0.0602853522506817,True,True,positive,False,False
theta_local:848:187509780:1,848,187509780.0,1.0,187509781.0,187509781.0,18.049341567347508,positive,0.0535126337722001,True,True,positive,False,False
theta_local:849:30405576:1,849,30405576.0,1.0,30405577.0,30405577.0,16.230136603498202,positive,0.0584289519707461,True,True,positive,False,False
theta_local:850:30419422:1,850,30419422.0,1.0,30419423.0,30419423.0,16.230591876831177,positive,0.0588391093536454,True,True,positive,False,False
theta_local:851:109638390:1,851,109638390.0,1.0,109638391.0,109638391.0,17.51269815399019,positive,0.0552138610279271,True,True,positive,False,False
theta_local:852:40840828:1,852,40840828.0,1.0,40840829.0,40840829.0,16.52519284978146,positive,0.0581785538517203,True,True,positive,False,False
theta_local:853:108531432:1,853,108531432.0,1.0,108531433.0,108531433.0,17.5025503940575,positive,0.0552671935291183,True,True,positive,False,False
theta_local:854:109722042:1,854,109722042.0,1.0,109722043.0,109722043.0,17.51346084398428,positive,0.0547359397556698,True,True,positive,False,False
theta_local:855:17590230:1,855,17590230.0,1.0,17590231.0,17590231.0,15.682854249089136,positive,0.0613662107477397,True,True,positive,False,False
theta_local:856:12895818:1,856,12895818.0,1.0,12895819.0,12895819.0,15.372413708270248,positive,0.0616168261681965,True,True,positive,False,False
theta_local:857:604712202:1,857,604712202.0,1.0,604712203.0,604712203.0,19.220263205294494,positive,0.0492150762316946,True,True,positive,False,True
theta_local:858:179382756:1,858,179382756.0,1.0,179382757.0,179382757.0,18.005032388142443,positive,0.0535747962963188,True,True,positive,False,False
theta_local:859:1509018:1,859,1509018.0,1.0,1509019.0,1509019.0,13.226970328790664,positive,0.0709615737150018,True,True,positive,False,False
theta_local:860:7102488:1,860,7102488.0,1.0,7102489.0,7102489.0,14.77595584395884,positive,0.0636864195243564,True,True,positive,False,False
theta_local:861:30402012:1,861,30402012.0,1.0,30402013.0,30402013.0,16.23001938128946,positive,0.0584739115607995,True,True,positive,False,False
theta_local:862:39641178:1,862,39641178.0,1.0,39641179.0,39641179.0,16.495379009667914,positive,0.0577647807069204,True,True,positive,False,False
theta_local:863:109726416:1,863,109726416.0,1.0,109726417.0,109726417.0,17.513500707558627,positive,0.0547346133640878,True,True,positive,False,False
theta_local:864:12830302:1,864,12830302.0,1.0,12830303.0,12830303.0,15.367320352836725,positive,0.061618925562123,True,True,positive,False,False
theta_local:865:33864066:1,865,33864066.0,1.0,33864067.0,33864067.0,16.337865039683184,positive,0.0578379832097438,True,True,positive,False,False
theta_local:866:31025142:1,866,31025142.0,1.0,31025143.0,31025143.0,16.250308498230464,positive,0.0595441933396197,True,True,positive,False,False
theta_local:867:30801876:1,867,30801876.0,1.0,30801877.0,30801877.0,16.243086187645382,positive,0.0578221710482515,True,True,positive,False,False
theta_local:868:359166:1,868,359166.0,1.0,359167.0,359167.0,11.791542740365744,positive,0.0770398696559618,True,True,positive,False,False
theta_local:869:33388840:1,869,33388840.0,1.0,33388841.0,33388841.0,16.323732300326082,positive,0.0589455636856937,True,True,positive,False,False
theta_local:870:604866472:1,870,604866472.0,1.0,604866473.0,604866473.0,19.220518285850886,positive,0.0491519986144946,True,True,positive,False,True
theta_local:871:33921258:1,871,33921258.0,1.0,33921259.0,33921259.0,16.33955248494445,positive,0.0589072212043223,True,True,positive,False,False
theta_local:872:604685566:1,872,604685566.0,1.0,604685567.0,604685567.0,19.22021915692486,positive,0.0499192156985863,True,True,positive,False,True
theta_local:873:30649620:1,873,30649620.0,1.0,30649621.0,30649621.0,16.238130854854056,positive,0.0590986334793916,True,True,positive,False,False
theta_local:874:40884702:1,874,40884702.0,1.0,40884703.0,40884703.0,16.526266541273976,positive,0.0579413878612287,True,True,positive,False,False
theta_local:875:39693496:1,875,39693496.0,1.0,39693497.0,39693497.0,16.496697928713708,positive,0.0577138689826572,True,True,positive,False,False
theta_local:876:108532476:1,876,108532476.0,1.0,108532477.0,108532477.0,17.502560013344283,positive,0.0539817996673655,True,True,positive,False,False
theta_local:877:30341052:1,877,30341052.0,1.0,30341053.0,30341053.0,16.228012237940277,positive,0.0589348047105401,True,True,positive,False,False
theta_local:878:180627000:1,878,180627000.0,1.0,180627001.0,180627001.0,18.0119446949703,positive,0.0533332629001659,True,True,positive,False,False
theta_local:879:30781942:1,879,30781942.0,1.0,30781943.0,30781943.0,16.24243880978879,positive,0.058586881232034,True,True,positive,False,False
theta_local:880:18002110:1,880,18002110.0,1.0,18002111.0,18002111.0,15.705999586761717,positive,0.0611464846554823,True,True,positive,False,False
theta_local:881:179149096:1,881,179149096.0,1.0,179149097.0,179149097.0,18.00372896123365,positive,0.0523875652398403,True,True,positive,False,False
theta_local:882:178894492:1,882,178894492.0,1.0,178894493.0,178894493.0,18.002306765445063,positive,0.0529924606807178,True,True,positive,False,False
theta_local:883:180640972:1,883,180640972.0,1.0,180640973.0,180640973.0,18.012022044755017,positive,0.0538739677253463,True,True,positive,False,False
theta_local:884:179412252:1,884,179412252.0,1.0,179412253.0,179412253.0,18.00519680514516,positive,0.0527759043101292,True,True,positive,False,False
theta_local:885:17998068:1,885,17998068.0,1.0,17998069.0,17998069.0,15.705775032327988,positive,0.0605791328840376,True,True,positive,False,False
theta_local:886:59182:1,886,59182.0,1.0,59183.0,59183.0,9.988389617470986,positive,0.0905353629639327,True,True,positive,False,False
theta_local:887:7113298:1,887,7113298.0,1.0,7113299.0,7113299.0,14.77747668854144,positive,0.0652555822922497,True,True,positive,False,False
theta_local:888:109814218:1,888,109814218.0,1.0,109814219.0,109814219.0,17.51430057774468,positive,0.0543812614326261,True,True,positive,False,False
theta_local:889:33868032:1,889,33868032.0,1.0,33868033.0,33868033.0,16.337982148114918,positive,0.0580902158457348,True,True,positive,False,False
theta_local:890:7102800:1,890,7102800.0,1.0,7102801.0,7102801.0,14.775999771256355,positive,0.064466073133591,True,True,positive,False,False
theta_local:891:30642760:1,891,30642760.0,1.0,30642761.0,30642761.0,16.237907009742973,positive,0.0578939114446271,True,True,positive,False,False
theta_local:892:30776286:1,892,30776286.0,1.0,30776287.0,30776287.0,16.24225504881919,positive,0.0591546579044083,True,True,positive,False,False
theta_local:893:179662078:1,893,179662078.0,1.0,179662079.0,179662079.0,18.00658830555633,positive,0.0534604288438405,True,True,positive,False,False
theta_local:894:33844360:1,894,33844360.0,1.0,33844361.0,33844361.0,16.337282955557516,positive,0.0585939985010802,True,True,positive,False,False
theta_local:895:604814920:1,895,604814920.0,1.0,604814921.0,604814921.0,19.220433053490883,positive,0.0492165780619318,True,True,positive,False,True
theta_local:896:18002050:1,896,18002050.0,1.0,18002051.0,18002051.0,15.705996253813709,positive,0.060904601565583,True,True,positive,False,False
theta_local:897:3437476:1,897,3437476.0,1.0,3437477.0,3437477.0,14.05024833002549,positive,0.0654695768526705,True,True,positive,False,False
theta_local:898:178011802:1,898,178011802.0,1.0,178011803.0,178011803.0,17.99736041504677,positive,0.0534994171955925,True,True,positive,False,False
theta_local:899:40864176:1,899,40864176.0,1.0,40864177.0,40864177.0,16.5257643692459,positive,0.0577574596493002,True,True,positive,False,False
theta_local:900:1197738:1,900,1197738.0,1.0,1197739.0,1197739.0,12.995946170816742,positive,0.0724750996658737,True,True,positive,False,False
theta_local:901:112219776:1,901,112219776.0,1.0,112219777.0,112219777.0,17.535969801117066,positive,0.0552387382691653,True,True,positive,False,False
theta_local:902:179662260:1,902,179662260.0,1.0,179662261.0,179662261.0,18.0065893185687,positive,0.0527959244485922,True,True,positive,False,False
theta_local:903:604435092:1,903,604435092.0,1.0,604435093.0,604435093.0,19.21980484921865,positive,0.0491846653022056,True,True,positive,False,True
theta_local:904:108532546:1,904,108532546.0,1.0,108532547.0,108532547.0,17.50256065831231,positive,0.0540662185454775,True,True,positive,False,False
theta_local:905:179151460:1,905,179151460.0,1.0,179151461.0,179151461.0,18.00374215685921,positive,0.0532813829057262,True,True,positive,False,False
theta_local:906:604712502:1,906,604712502.0,1.0,604712503.0,604712503.0,19.22026370139813,positive,0.0496511704472867,True,True,positive,False,True
theta_local:907:108595960:1,907,108595960.0,1.0,108595961.0,108595961.0,17.503144773243942,positive,0.0547479999666079,True,True,positive,False,False
theta_local:908:109527330:1,908,109527330.0,1.0,109527331.0,109527331.0,17.511684674249903,positive,0.0546177716113432,True,True,positive,False,False
theta_local:909:7103476:1,909,7103476.0,1.0,7103477.0,7103477.0,14.776094940448528,positive,0.0625995472242675,True,True,positive,False,False
theta_local:910:33486916:1,910,33486916.0,1.0,33486917.0,33486917.0,16.326665383202304,positive,0.0589292298645833,True,True,positive,False,False
theta_local:911:179436232:1,911,179436232.0,1.0,179436233.0,179436233.0,18.005330454866257,positive,0.0536850831213623,True,True,positive,False,False
theta_local:912:187510060:1,912,187510060.0,1.0,187510061.0,187510061.0,18.04934306060183,positive,0.0524473870154861,True,True,positive,False,False
theta_local:913:109594996:1,913,109594996.0,1.0,109594997.0,109594997.0,17.51230228362608,positive,0.054632572985037,True,True,positive,False,False
theta_local:914:604814238:1,914,604814238.0,1.0,604814239.0,604814239.0,19.220431925872564,positive,0.0493688680772857,True,True,positive,False,True
theta_local:915:179143048:1,915,179143048.0,1.0,179143049.0,179143049.0,18.00369520107414,positive,0.0536214877934271,True,True,positive,False,False
theta_local:916:604811352:1,916,604811352.0,1.0,604811353.0,604811353.0,19.220427154148123,positive,0.0502642768158267,True,True,positive,False,True
theta_local:917:617646:1,917,617646.0,1.0,617647.0,617647.0,12.333672375833435,positive,0.0774150599023891,True,True,positive,False,False
theta_local:918:39641050:1,918,39641050.0,1.0,39641051.0,39641051.0,16.495375780697184,positive,0.0584684694230504,True,True,positive,False,False
theta_local:919:108548718:1,919,108548718.0,1.0,108548719.0,108548719.0,17.502709653205585,positive,0.0545307991961619,True,True,positive,False,False
theta_local:920:33920958:1,920,33920958.0,1.0,33920959.0,33920959.0,16.33954364089398,positive,0.0581434284620721,True,True,positive,False,False
theta_local:921:108540462:1,921,108540462.0,1.0,108540463.0,108540463.0,17.502633592298928,positive,0.0549539576212059,True,True,positive,False,False
theta_local:922:30808090:1,922,30808090.0,1.0,30808091.0,30808091.0,16.24328790825076,positive,0.0588642345773177,True,True,positive,False,False
theta_local:923:3291646:1,923,3291646.0,1.0,3291647.0,3291647.0,14.006898605381958,positive,0.0684103219780649,True,True,positive,False,False
theta_local:924:109683780:1,924,109683780.0,1.0,109683781.0,109683781.0,17.51311206563655,positive,0.0551290948259741,True,True,positive,False,False
theta_local:925:109773100:1,925,109773100.0,1.0,109773101.0,109773193.0,17.513926075241702,positive,0.0550956797823624,True,True,positive,False,False
theta_local:926:111004818:1,926,111004818.0,1.0,111004819.0,111004819.0,17.525084172748645,positive,0.0553538355119092,True,True,positive,False,False
theta_local:927:39639400:1,927,39639400.0,1.0,39639401.0,39639401.0,16.495334156312897,positive,0.0580108520218464,True,True,positive,False,False
theta_local:928:33489930:1,928,33489930.0,1.0,33489931.0,33489931.0,16.32675538445175,positive,0.0578008375393387,True,True,positive,False,False
theta_local:929:109769446:1,929,109769446.0,1.0,109769447.0,109769447.0,17.513892787844487,positive,0.0550907910074587,True,True,positive,False,False
theta_local:930:604143750:1,930,604143750.0,1.0,604143751.0,604143751.0,19.219322725926347,positive,0.0499265506780113,True,True,positive,False,True
theta_local:931:40884760:1,931,40884760.0,1.0,40884761.0,40884761.0,16.526267959896458,positive,0.0572384388419331,True,True,positive,False,False
theta_local:932:108810702:1,932,108810702.0,1.0,108810703.0,108810703.0,17.50512026070956,positive,0.0547312475022079,True,True,positive,False,False
theta_local:933:108532726:1,933,108532726.0,1.0,108532727.0,108532727.0,17.502562316799608,positive,0.0549057081271222,True,True,positive,False,False
theta_local:934:7118442:1,934,7118442.0,1.0,7118443.0,7118443.0,14.778199579698969,positive,0.0639860467502799,True,True,positive,False,False
theta_local:935:177978790:1,935,177978790.0,1.0,177978791.0,177978791.0,17.99717494947184,positive,0.0526763305513066,True,True,positive,False,False
theta_local:936:39649186:1,936,39649186.0,1.0,39649187.0,39649187.0,16.495581001421293,positive,0.0585131648548839,True,True,positive,False,False
theta_local:937:604698078:1,937,604698078.0,1.0,604698079.0,604698079.0,19.22023984845652,positive,0.0500423855703042,True,True,positive,False,True
theta_local:938:39693568:1,938,39693568.0,1.0,39693569.0,39693569.0,16.496699742611202,positive,0.0571426503152974,True,True,positive,False,False
theta_local:939:3269008:1,939,3269008.0,1.0,3269009.0,3269009.0,13.999997438838074,positive,0.0682460248436658,True,True,positive,False,False
theta_local:940:3277530:1,940,3277530.0,1.0,3277531.0,3277531.0,14.002600953003942,positive,0.0659166392050288,True,True,positive,False,False
theta_local:941:178299292:1,941,178299292.0,1.0,178299293.0,178299293.0,17.99897411759836,positive,0.0537060290310206,True,True,positive,False,False
theta_local:942:178037382:1,942,178037382.0,1.0,178037383.0,178037383.0,17.99750410305984,positive,0.0532726980772996,True,True,positive,False,False
theta_local:943:3291162:1,943,3291162.0,1.0,3291163.0,3291163.0,14.006751555717493,positive,0.0663088578637002,True,True,positive,False,False
theta_local:944:109489840:1,944,109489840.0,1.0,109489841.0,109489841.0,17.51134232666114,positive,0.0553662236802841,True,True,positive,False,False
theta_local:945:180620700:1,945,180620700.0,1.0,180620701.0,180620701.0,18.011909815855688,positive,0.0532484287553092,True,True,positive,False,False
theta_local:946:109592772:1,946,109592772.0,1.0,109592773.0,109592773.0,17.512281990523043,positive,0.053857183474842,True,True,positive,False,False
theta_local:947:33415720:1,947,33415720.0,1.0,33415721.0,33415721.0,16.32453703583054,positive,0.0578975849812232,True,True,positive,False,False
theta_local:948:33488536:1,948,33488536.0,1.0,33488537.0,33488537.0,16.32671375913419,positive,0.0578979058425053,True,True,positive,False,False
theta_local:949:178912930:1,949,178912930.0,1.0,178912931.0,178912931.0,18.00240982647052,positive,0.0530418844504978,True,True,positive,False,False
theta_local:950:604715536:1,950,604715536.0,1.0,604715537.0,604715537.0,19.22026871864579,positive,0.050292038029149,True,True,positive,False,True
theta_local:951:179378932:1,951,179378932.0,1.0,179378933.0,179378933.0,18.00501107037019,positive,0.0528374174512601,True,True,positive,False,False
theta_local:952:31034410:1,952,31034410.0,1.0,31034411.0,31034411.0,16.250607179077214,positive,0.0595614854614243,True,True,positive,False,False
