block_family_id,block_id,y,h,right_endpoint,p_star,E_theta,E_theta_sign,Q_R2Q,B2_active_flag,repayment_compatible_flag,endpoint_orientation,partial_interval_allowed,post_P0_block_flag
theta_local:340:40882770:1,340,40882770.0,1.0,40882771.0,40882771.0,16.526219285319847,positive,0.0576333796617081,True,True,positive,False,False
theta_local:341:7102456:1,341,7102456.0,1.0,7102457.0,7102457.0,14.775951338485887,positive,0.0646932136535411,True,True,positive,False,False
theta_local:342:40863879:4,342,40863879.0,4.0,40863883.0,40864051.0,31.05151430036597,positive,0.0574566735917498,True,True,positive,False,False
theta_local:343:1518238:1,343,1518238.0,1.0,1518239.0,1518239.0,13.233061668549976,positive,0.07170621495335,True,True,positive,False,False
theta_local:344:109596735:482,344,109596735.0,482.0,109597217.0,109597217.0,-74.72895699034427,negative,0.0542204176570948,True,True,negative,False,False
theta_local:345:31018450:3,345,31018450.0,3.0,31018453.0,31018529.0,31.500185622358515,positive,0.0692098295960013,True,True,positive,False,False
theta_local:346:40845352:1,346,40845352.0,1.0,40845353.0,40845443.0,16.525303615149454,positive,0.0574305097109247,True,True,positive,False,False
theta_local:347:177979051:682,347,177979051.0,682.0,177979733.0,177979733.0,-55.09311664328777,negative,0.064256989998171,True,True,negative,False,False
theta_local:348:12783282:1,348,12783282.0,1.0,12783283.0,12783283.0,15.363648859683163,positive,0.0626209646339798,True,True,positive,False,False
theta_local:349:7051326:1,349,7051326.0,1.0,7051327.0,7051327.0,14.768726384026335,positive,0.0640096837074059,True,True,positive,False,False
theta_local:350:178894798:3,350,178894798.0,3.0,178894801.0,178894987.0,35.0046169630778,positive,0.0624748732312566,True,True,positive,False,False
theta_local:351:33843568:1,351,33843568.0,1.0,33843569.0,33843569.0,16.337259554044127,positive,0.0573142485737193,True,True,positive,False,False
theta_local:352:109712340:1,352,109712340.0,1.0,109712341.0,109712341.0,17.51337241663912,positive,0.0539020807162376,True,True,positive,False,False
theta_local:353:179664508:1,353,179664508.0,1.0,179664509.0,179664509.0,18.00660183085661,positive,0.0530489105874725,True,True,positive,False,False
theta_local:354:30784618:1,354,30784618.0,1.0,30784619.0,30784619.0,16.242525740093644,positive,0.0583295511087164,True,True,positive,False,False
theta_local:355:33843946:1,355,33843946.0,1.0,33843947.0,33843947.0,16.337270723016555,positive,0.0578346580287957,True,True,positive,False,False
theta_local:356:33821502:7,356,33821502.0,7.0,33821509.0,33821677.0,45.00982232048878,positive,0.0654611569085146,True,True,positive,False,False
theta_local:357:30978316:1,357,30978316.0,1.0,30978317.0,30978317.0,16.24879806610611,positive,0.058206963587266,True,True,positive,False,False
theta_local:358:2275026:1,358,2275026.0,1.0,2275027.0,2275027.0,13.63750247842863,positive,0.0701677034244439,True,True,positive,False,False
theta_local:359:109548912:1,359,109548912.0,1.0,109548913.0,109548913.0,17.511881701546663,positive,0.0540412935367529,True,True,positive,False,False
theta_local:360:33487676:504,360,33487676.0,504.0,33488180.0,33488281.0,-1.5258205110753806,negative,0.0702213435707402,True,True,negative,False,False
theta_local:361:33862647:4,361,33862647.0,4.0,33862651.0,33862799.0,30.67564639008905,positive,0.0585493445209605,True,True,positive,False,False
theta_local:362:3441016:1,362,3441016.0,1.0,3441017.0,3441017.0,14.051277625191709,positive,0.0664152882950914,True,True,positive,False,False
theta_local:363:17998026:1,363,17998026.0,1.0,17998027.0,17998027.0,15.70577269874159,positive,0.0607228067308972,True,True,positive,False,False
theta_local:364:12783556:1,364,12783556.0,1.0,12783557.0,12783557.0,15.36367029369691,positive,0.0625314742892232,True,True,positive,False,False
theta_local:365:1196652:1,365,1196652.0,1.0,1196653.0,1196653.0,12.995039051118322,positive,0.071617662491785,True,True,positive,False,False
theta_local:366:178000300:1,366,178000300.0,1.0,178000301.0,178000301.0,17.99729579926617,positive,0.0530150818740687,True,True,positive,False,False
theta_local:367:444928:1,367,444928.0,1.0,444929.0,444929.0,12.005669997857035,positive,0.0781852146270972,True,True,positive,False,False
theta_local:368:108530370:1,368,108530370.0,1.0,108530371.0,108530371.0,17.50254060882601,positive,0.0550780849806609,True,True,positive,False,False
theta_local:369:33877068:1,369,33877068.0,1.0,33877069.0,33877069.0,16.33824891278976,positive,0.0580315698450999,True,True,positive,False,False
theta_local:370:179411668:3,370,179411668.0,3.0,179411671.0,179411909.0,35.01038711128105,positive,0.0609062405598658,True,True,positive,False,False
theta_local:371:30801702:1,371,30801702.0,1.0,30801703.0,30801703.0,16.243080538623037,positive,0.0590182314704876,True,True,positive,False,False
theta_local:372:179380240:1,372,179380240.0,1.0,179380241.0,179380241.0,18.005018362169785,positive,0.0524959052411155,True,True,positive,False,False
theta_local:373:1198288:1,373,1198288.0,1.0,1198289.0,1198289.0,12.996405263957271,positive,0.0723746919761434,True,True,positive,False,False
theta_local:374:30339892:1,374,30339892.0,1.0,30339893.0,30339893.0,16.22797400518101,positive,0.0584872273607094,True,True,positive,False,False
theta_local:375:33866070:1,375,33866070.0,1.0,33866071.0,33866071.0,16.337924215703186,positive,0.0578606794756717,True,True,positive,False,False
theta_local:376:15936:1,376,15936.0,1.0,15937.0,15937.0,8.676398728859631,positive,0.1034376505744083,True,True,positive,False,False
theta_local:377:187426768:939,377,187426768.0,939.0,187427707.0,187427707.0,-24.65274645334739,negative,0.0744485929586305,True,True,negative,False,False
theta_local:378:108563562:1,378,108563562.0,1.0,108563563.0,108563563.0,17.502846393512364,positive,0.054274460944475,True,True,positive,False,False
theta_local:379:604678930:2583,379,604678930.0,2583.0,604681513.0,604681513.0,-197.01518438104904,negative,0.1005708971627918,True,True,negative,False,True
theta_local:380:3280746:1,380,3280746.0,1.0,3280747.0,3280747.0,14.00358169833306,positive,0.0681975726185681,True,True,positive,False,False
theta_local:381:22053060:1,381,22053060.0,1.0,22053061.0,22053061.0,15.908961971084082,positive,0.0603424434897043,True,True,positive,False,False
theta_local:382:604363228:1803,382,604363228.0,1803.0,604365031.0,604365031.0,-144.9856360139354,negative,0.0869939928500895,True,True,negative,False,True
theta_local:383:31019392:1,383,31019392.0,1.0,31019393.0,31019393.0,16.250123147500577,positive,0.0578361073290868,True,True,positive,False,False
theta_local:384:30977830:1,384,30977830.0,1.0,30977831.0,30977831.0,16.248782377590423,positive,0.0578287310274751,True,True,positive,False,False
theta_local:385:7048858:1,385,7048858.0,1.0,7048859.0,7048859.0,14.76837631771867,positive,0.0650198321388196,True,True,positive,False,False
theta_local:386:4995778:1,386,4995778.0,1.0,4995779.0,4995779.0,14.42410391386088,positive,0.0665766157119201,True,True,positive,False,False
theta_local:387:12802552:1,387,12802552.0,1.0,12802553.0,12802553.0,15.365155162126715,positive,0.061787082836556,True,True,positive,False,False
theta_local:388:30333336:1,388,30333336.0,1.0,30333337.0,30333337.0,16.22775789669213,positive,0.0585540342059468,True,True,positive,False,False
theta_local:389:12783646:1,389,12783646.0,1.0,12783647.0,12783647.0,15.363677333966155,positive,0.0620305679197299,True,True,positive,False,False
theta_local:390:179409772:1,390,179409772.0,1.0,179409773.0,179409773.0,18.00518298213642,positive,0.0528986214654153,True,True,positive,False,False
theta_local:391:12807942:1,391,12807942.0,1.0,12807943.0,12807943.0,15.36557608330525,positive,0.0627475897600344,True,True,positive,False,False
theta_local:392:3439378:1,392,3439378.0,1.0,3439379.0,3439379.0,14.050801489797482,positive,0.0675932165846349,True,True,positive,False,False
theta_local:393:30801246:1,393,30801246.0,1.0,30801247.0,30801247.0,16.243065734137215,positive,0.0584941961271208,True,True,positive,False,False
theta_local:394:3277456:1,394,3277456.0,1.0,3277457.0,3277457.0,14.002578374778016,positive,0.0667620359967211,True,True,positive,False,False
theta_local:395:33870358:1,395,33870358.0,1.0,33870359.0,33870359.0,16.33805082408824,positive,0.0592817646450739,True,True,positive,False,False
theta_local:396:1196398:1,396,1196398.0,1.0,1196399.0,1196399.0,12.994826769896724,positive,0.073189163234131,True,True,positive,False,False
theta_local:397:7049758:1,397,7049758.0,1.0,7049759.0,7049759.0,14.76850398980699,positive,0.0639775221679599,True,True,positive,False,False
theta_local:398:39691852:1,398,39691852.0,1.0,39691853.0,39691853.0,16.49665651049233,positive,0.0570431336777607,True,True,positive,False,False
theta_local:399:3266670:1,399,3266670.0,1.0,3266671.0,3266671.0,13.999281981502422,positive,0.0678918946863361,True,True,positive,False,False
theta_local:400:31019925:4,400,31019925.0,4.0,31019929.0,31019993.0,30.5002807892536,positive,0.058517488803213,True,True,positive,False,False
theta_local:401:617428:1,401,617428.0,1.0,617429.0,617429.0,12.333319361116503,positive,0.0738358982563811,True,True,positive,False,False
theta_local:402:1518622:1,402,1518622.0,1.0,1518623.0,1518623.0,13.233314561175357,positive,0.0714560474941763,True,True,positive,False,False
theta_local:403:30418938:1,403,30418938.0,1.0,30418939.0,30418939.0,16.230575965817664,positive,0.0579128565004976,True,True,positive,False,False
theta_local:404:180627380:987,404,180627380.0,987.0,180628367.0,180628367.0,-74.42642537397955,negative,0.0719233861912456,True,True,negative,False,False
theta_local:405:33844780:1,405,33844780.0,1.0,33844781.0,33844781.0,16.337295365228773,positive,0.059041266201577,True,True,positive,False,False
theta_local:406:1189150:1,406,1189150.0,1.0,1189151.0,1189151.0,12.988750165086293,positive,0.0720468489481977,True,True,positive,False,False
theta_local:407:3439062:1,407,3439062.0,1.0,3439063.0,3439063.0,14.050709608525468,positive,0.0681046044048134,True,True,positive,False,False
theta_local:408:910276:1,408,910276.0,1.0,910277.0,910277.0,12.721504227778484,positive,0.0749287563478817,True,True,positive,False,False
theta_local:409:40841362:1,409,40841362.0,1.0,40841363.0,40841363.0,16.52520592484683,positive,0.0586737489929136,True,True,positive,False,False
theta_local:410:1517916:1,410,1517916.0,1.0,1517917.0,1517917.0,13.232849558236008,positive,0.0705537248388434,True,True,positive,False,False
theta_local:411:179435746:3,411,179435746.0,3.0,179435749.0,179436077.0,35.010655503905085,positive,0.0608113493141144,True,True,positive,False,False
theta_local:412:1511562:1,412,1511562.0,1.0,1511563.0,1511563.0,13.228654772782928,positive,0.0706974408897726,True,True,positive,False,False
theta_local:413:108593346:1,413,108593346.0,1.0,108593347.0,108593347.0,17.503120702077418,positive,0.0546182774138054,True,True,positive,False,False
theta_local:414:179407294:505,414,179407294.0,505.0,179407799.0,179407799.0,-48.87590784572831,negative,0.0551196856546969,True,True,negative,False,False
theta_local:415:17640598:1,415,17640598.0,1.0,17640599.0,17640599.0,15.685713564882494,positive,0.0611881261978987,True,True,positive,False,False
theta_local:416:30371022:1,416,30371022.0,1.0,30371023.0,30371023.0,16.228999521011747,positive,0.0596340487654195,True,True,positive,False,False
theta_local:417:4991236:1,417,4991236.0,1.0,4991237.0,4991237.0,14.4231943327982,positive,0.0657125416893429,True,True,positive,False,False
theta_local:418:30400030:1,418,30400030.0,1.0,30400031.0,30400031.0,16.22995418611277,positive,0.0580098213946896,True,True,positive,False,False
theta_local:419:109592158:1,419,109592158.0,1.0,109592159.0,109592159.0,17.512276387948138,positive,0.0538415692856274,True,True,positive,False,False
theta_local:420:1512516:1,420,1512516.0,1.0,1512517.0,1512517.0,13.229285708493393,positive,0.0708371017721546,True,True,positive,False,False
theta_local:421:179641800:1,421,179641800.0,1.0,179641801.0,179641801.0,18.006475431740324,positive,0.0535518097468465,True,True,positive,False,False
theta_local:422:187430752:1,422,187430752.0,1.0,187430753.0,187430753.0,18.04892001782697,positive,0.0533821363327469,True,True,positive,False,False
theta_local:423:1197102:1,423,1197102.0,1.0,1197103.0,1197103.0,12.995415029292625,positive,0.0725973533181587,True,True,positive,False,False
theta_local:424:178906839:4,424,178906839.0,4.0,178906843.0,178907011.0,34.004751585154295,positive,0.0537613436683464,True,True,positive,False,False
theta_local:425:108842535:838,425,108842535.0,838.0,108843373.0,108843373.0,-42.267090202042255,negative,0.0705332046108587,True,True,negative,False,False
theta_local:426:1198102:1,426,1198102.0,1.0,1198103.0,1198103.0,12.996250030589469,positive,0.0716439824546732,True,True,positive,False,False
theta_local:427:108829176:1,427,108829176.0,1.0,108829177.0,108829177.0,17.5052900273906,positive,0.0544294247853158,True,True,positive,False,False
theta_local:428:109588770:1,428,109588770.0,1.0,109588771.0,109588771.0,17.51224547284982,positive,0.0537769958239419,True,True,positive,False,False
theta_local:429:108831195:4,429,108831195.0,4.0,108831199.0,108831299.0,33.01061719521155,positive,0.055060010476967,True,True,positive,False,False
theta_local:430:1190982:1,430,1190982.0,1.0,1190983.0,1190983.0,12.990289574516003,positive,0.072546546180588,True,True,positive,False,False
theta_local:431:39691186:1,431,39691186.0,1.0,39691187.0,39691187.0,16.496639731089576,positive,0.0580269088590896,True,True,positive,False,False
theta_local:432:604812190:1557,432,604812190.0,1557.0,604813747.0,604813747.0,-101.12905906513606,negative,0.0809591793277333,True,True,negative,False,True
theta_local:433:40864660:1,433,40864660.0,1.0,40864661.0,40864661.0,16.52577621329047,positive,0.0575819322666712,True,True,positive,False,False
theta_local:434:30360430:1,434,30360430.0,1.0,30360431.0,30360431.0,16.22865070670187,positive,0.0588814400924941,True,True,positive,False,False
theta_local:435:30360046:1,435,30360046.0,1.0,30360047.0,30360047.0,16.228638058580096,positive,0.0581421661772224,True,True,positive,False,False
theta_local:436:109496868:1,436,109496868.0,1.0,109496869.0,109496869.0,17.51140651320472,positive,0.0551035992031224,True,True,positive,False,False
theta_local:437:187505316:1,437,187505316.0,1.0,187505317.0,187505317.0,18.04931776030601,positive,0.0530690201586509,True,True,positive,False,False
theta_local:438:12837336:1,438,12837336.0,1.0,12837337.0,12837337.0,15.367868435962098,positive,0.0612899637796794,True,True,positive,False,False
theta_local:439:12830436:1,439,12830436.0,1.0,12830437.0,12830437.0,15.367330796806776,positive,0.0626960586435312,True,True,positive,False,False
theta_local:440:39623958:1,440,39623958.0,1.0,39623959.0,39623959.0,16.494944518523248,positive,0.0579331348020495,True,True,positive,False,False
theta_local:441:17992690:1,441,17992690.0,1.0,17992691.0,17992691.0,15.705476177842002,positive,0.0612759643063083,True,True,positive,False,False
theta_local:442:39646072:1,442,39646072.0,1.0,39646073.0,39646073.0,16.49550245952606,positive,0.0571023960704463,True,True,positive,False,False
theta_local:443:604711166:771,443,604711166.0,771.0,604711937.0,604711937.0,-83.51108885949861,negative,0.0595213337383874,True,True,negative,False,True
theta_local:444:178895308:1,444,178895308.0,1.0,178895309.0,178895413.0,18.00231132678245,positive,0.0530953390628619,True,True,positive,False,False
theta_local:445:179382099:4,445,179382099.0,4.0,179382103.0,179382319.0,34.01005747345147,positive,0.0531359360204135,True,True,positive,False,False
theta_local:446:3242092:1,446,3242092.0,1.0,3242093.0,3242093.0,13.99172966686262,positive,0.0681785423845579,True,True,positive,False,False
theta_local:447:1192096:1,447,1192096.0,1.0,1192097.0,1192097.0,12.991224499135525,positive,0.072182493775885,True,True,positive,False,False
theta_local:448:179438730:1,448,179438730.0,1.0,179438731.0,179438731.0,18.00534437614944,positive,0.0535246964138259,True,True,positive,False,False
theta_local:449:178913595:4,449,178913595.0,4.0,178913599.0,178913689.0,34.00482710906792,positive,0.0532662829880072,True,True,positive,False,False
theta_local:450:1511596:1,450,1511596.0,1.0,1511597.0,1511597.0,13.228677265803476,positive,0.0712006740325232,True,True,positive,False,False
theta_local:451:1199766:1,451,1199766.0,1.0,1199767.0,1199767.0,12.997637929238774,positive,0.073442667720498,True,True,positive,False,False
theta_local:452:179433592:1,452,179433592.0,1.0,179433593.0,179433593.0,18.00531574201046,positive,0.053478344253127,True,True,positive,False,False
theta_local:453:180641716:3,453,180641716.0,3.0,180641719.0,180641999.0,35.02405233789855,positive,0.0607003725406591,True,True,positive,False,False
theta_local:454:604142790:767,454,604142790.0,767.0,604143557.0,604143557.0,-59.3237404284406,negative,0.0613546266448391,True,True,negative,False,True
theta_local:455:230890:1,455,230890.0,1.0,230891.0,230891.0,11.349701016670412,positive,0.0812431088851837,True,True,positive,False,False
theta_local:456:30775090:1,456,30775090.0,1.0,30775091.0,30775091.0,16.24221618697599,positive,0.0592299076839352,True,True,positive,False,False
theta_local:457:12783816:1,457,12783816.0,1.0,12783817.0,12783817.0,15.363690632117276,positive,0.0622910070873101,True,True,positive,False,False
theta_local:458:109709668:3,458,109709668.0,3.0,109709671.0,109709861.0,34.026696141718304,positive,0.063077134089216,True,True,positive,False,False
theta_local:459:40861830:1,459,40861830.0,1.0,40861831.0,40861831.0,16.52570695790138,positive,0.0574831963320775,True,True,positive,False,False
theta_local:460:178299027:4,460,178299027.0,4.0,178299031.0,178299217.0,33.99794528509872,positive,0.0536908999369261,True,True,positive,False,False
theta_local:461:33487506:1,461,33487506.0,1.0,33487507.0,33487507.0,16.3266830018682,positive,0.0575407317020136,True,True,positive,False,False
theta_local:462:17594866:1,462,17594866.0,1.0,17594867.0,17594867.0,15.68311776974364,positive,0.0600786871028681,True,True,positive,False,False
theta_local:463:604207847:503,463,604207847.0,503.0,604208350.0,604208581.0,-17.733697378940747,negative,0.0555703834394379,True,True,negative,False,True
theta_local:464:109593396:1,464,109593396.0,1.0,109593397.0,109593397.0,17.51228768431294,positive,0.054101887905503,True,True,positive,False,False
theta_local:465:40864852:1,465,40864852.0,1.0,40864853.0,40864853.0,16.52578091171557,positive,0.0570730258776849,True,True,positive,False,False
theta_local:466:33862468:1,466,33862468.0,1.0,33862469.0,33862469.0,16.337817849908106,positive,0.0578902569502811,True,True,positive,False,False
theta_local:467:30400416:1,467,30400416.0,1.0,30400417.0,30400417.0,16.229966883387636,positive,0.0588312415358487,True,True,positive,False,False
theta_local:468:31039962:1,468,31039962.0,1.0,31039963.0,31039963.0,16.250786061268272,positive,0.0583303218485938,True,True,positive,False,False
theta_local:469:30802150:1,469,30802150.0,1.0,30802151.0,30802151.0,16.243095083167603,positive,0.0592880023223457,True,True,positive,False,False
theta_local:470:33904140:1,470,33904140.0,1.0,33904141.0,33904141.0,16.33904771828289,positive,0.0581891914296216,True,True,positive,False,False
theta_local:471:187509060:1,471,187509060.0,1.0,187509061.0,187509061.0,18.049337727540443,positive,0.0522625737058333,True,True,positive,False,False
theta_local:472:33388782:1,472,33388782.0,1.0,33388783.0,33388783.0,16.323730563217257,positive,0.0589474946578349,True,True,positive,False,False
theta_local:473:109490538:1,473,109490538.0,1.0,109490539.0,109490539.0,17.511348701661493,positive,0.0545556595614845,True,True,positive,False,False
theta_local:474:39691572:1,474,39691572.0,1.0,39691573.0,39691573.0,16.49664945612307,positive,0.0584362579013333,True,True,positive,False,False
theta_local:475:17585856:1,475,17585856.0,1.0,17585857.0,17585857.0,15.682605557419812,positive,0.0607320488763139,True,True,positive,False,False
theta_local:476:59140:1,476,59140.0,1.0,59141.0,59141.0,9.987679702292931,positive,0.091902998374857,True,True,positive,False,False
theta_local:477:17998326:1,477,17998326.0,1.0,17998327.0,17998327.0,15.705789367096394,positive,0.060032945144278,True,True,positive,False,False
theta_local:478:12895962:1,478,12895962.0,1.0,12895963.0,12895963.0,15.372424874617732,positive,0.0621454033244644,True,True,positive,False,False
theta_local:479:30795048:1,479,30795048.0,1.0,30795049.0,30795049.0,16.24286448826941,positive,0.0587764106373514,True,True,positive,False,False
theta_local:480:12422208:1,480,12422208.0,1.0,12422209.0,12422209.0,15.334996476947772,positive,0.0626318690183186,True,True,positive,False,False
theta_local:481:33877338:1,481,33877338.0,1.0,33877339.0,33877339.0,16.33825688275092,positive,0.0574697978033588,True,True,positive,False,False
theta_local:482:178037332:1,482,178037332.0,1.0,178037333.0,178037333.0,17.997503822219905,positive,0.0526050690035047,True,True,positive,False,False
theta_local:483:33453598:1,483,33453598.0,1.0,33453599.0,33453599.0,16.325669932173774,positive,0.0582047066805612,True,True,positive,False,False
theta_local:484:33486468:1,484,33486468.0,1.0,33486469.0,33486469.0,16.326652004753736,positive,0.0590543775726441,True,True,positive,False,False
theta_local:485:30788266:1,485,30788266.0,1.0,30788267.0,30788267.0,16.242644233808694,positive,0.0592444114270652,True,True,positive,False,False
theta_local:486:179621500:3,486,179621500.0,3.0,179621503.0,179621809.0,35.01272485653976,positive,0.0607185564329466,True,True,positive,False,False
theta_local:487:109567750:3,487,109567750.0,3.0,109567753.0,109567891.0,34.02410731121271,positive,0.062415968235633,True,True,positive,False,False
theta_local:488:108563856:1,488,108563856.0,1.0,108563857.0,108563857.0,17.502849101599622,positive,0.054996504598093,True,True,positive,False,False
theta_local:489:12883708:1,489,12883708.0,1.0,12883709.0,12883709.0,15.371474203024786,positive,0.0626855439789416,True,True,positive,False,False
theta_local:490:1196176:1,490,1196176.0,1.0,1196177.0,1196177.0,12.994641195853822,positive,0.0723425694553522,True,True,positive,False,False
theta_local:491:30805078:1,491,30805078.0,1.0,30805079.0,30805079.0,16.243190136946268,positive,0.059199372758358,True,True,positive,False,False
theta_local:492:40864428:1,492,40864428.0,1.0,40864429.0,40864429.0,16.525770535997356,positive,0.0574003500361583,True,True,positive,False,False
theta_local:493:30776686:1,493,30776686.0,1.0,30776687.0,30776687.0,16.24226804575415,positive,0.0575172282560766,True,True,positive,False,False
theta_local:494:3440928:1,494,3440928.0,1.0,3440929.0,3440929.0,14.05125205102998,positive,0.067330432211459,True,True,positive,False,False
theta_local:495:33475060:1,495,33475060.0,1.0,33475061.0,33475061.0,16.326311271795266,positive,0.0589771353560745,True,True,positive,False,False
theta_local:496:7051188:1,496,7051188.0,1.0,7051189.0,7051189.0,14.768706813050487,positive,0.0641413382477075,True,True,positive,False,False
theta_local:497:109712788:1,497,109712788.0,1.0,109712789.0,109712789.0,17.513376500036497,positive,0.0538341563467544,True,True,positive,False,False
theta_local:498:12784686:1,498,12784686.0,1.0,12784687.0,12784687.0,15.363758684593112,positive,0.0623343985337305,True,True,positive,False,False
theta_local:499:7047822:1,499,7047822.0,1.0,7047823.0,7047823.0,14.768229332775425,positive,0.0635363577559428,True,True,positive,False,False
theta_local:500:30849130:1,500,30849130.0,1.0,30849131.0,30849131.0,16.244619139361394,positive,0.0582246638945879,True,True,positive,False,False
theta_local:501:33921048:1,501,33921048.0,1.0,33921049.0,33921049.0,16.339546294117334,positive,0.0589798781115919,True,True,positive,False,False
theta_local:502:3454386:1,502,3454386.0,1.0,3454387.0,3454387.0,14.05515557541925,positive,0.0679790673252031,True,True,positive,False,False
theta_local:503:108585610:1,503,108585610.0,1.0,108585611.0,108585611.0,17.50304946128987,positive,0.0539363070407058,True,True,positive,False,False
theta_local:504:109595946:1,504,109595946.0,1.0,109595947.0,109595947.0,17.51231095186741,positive,0.0549182451089935,True,True,positive,False,False
theta_local:505:30816258:1,505,30816258.0,1.0,30816259.0,30816259.0,16.24355299826949,positive,0.0592946600278837,True,True,positive,False,False
theta_local:506:109494730:1,506,109494730.0,1.0,109494731.0,109494731.0,17.511386987341627,positive,0.0542490598802129,True,True,positive,False,False
theta_local:507:33844542:1,507,33844542.0,1.0,33844543.0,33844543.0,16.337288333100634,positive,0.0580375180528237,True,True,positive,False,False
theta_local:508:356286:1,508,356286.0,1.0,356287.0,356287.0,11.78349186482108,positive,0.079146666755995,True,True,positive,False,False
theta_local:509:187493471:409,509,187493471.0,409.0,187493880.0,187493959.0,-8.965630290394472,negative,0.0527000394631234,True,True,negative,False,False
theta_local:510:109637958:1,510,109637958.0,1.0,109637959.0,109637959.0,17.51269421375678,positive,0.0539602066688582,True,True,positive,False,False
theta_local:511:30824460:1,511,30824460.0,1.0,30824461.0,30824461.0,16.24381912105483,positive,0.0591672091169923,True,True,positive,False,False
theta_local:512:3440892:1,512,3440892.0,1.0,3440893.0,3440893.0,14.051241588684398,positive,0.0667862835392073,True,True,positive,False,False
theta_local:513:33413518:3,513,33413518.0,3.0,33413521.0,33413579.0,31.64894233292109,positive,0.0672557489636599,True,True,positive,False,False
theta_local:514:33925270:1,514,33925270.0,1.0,33925271.0,33925271.0,16.339670751862588,positive,0.0576781537726849,True,True,positive,False,False
theta_local:515:17988972:1,515,17988972.0,1.0,17988973.0,17988973.0,15.70526951702647,positive,0.0612996030095636,True,True,positive,False,False
theta_local:516:108563100:1,516,108563100.0,1.0,108563101.0,108563101.0,17.50284213793185,positive,0.0539925958935485,True,True,positive,False,False
theta_local:517:30819306:1,517,30819306.0,1.0,30819307.0,30819307.0,16.243651902204352,positive,0.0592365302710272,True,True,positive,False,False
theta_local:518:179148960:1,518,179148960.0,1.0,179148961.0,179148961.0,18.00372820208916,positive,0.0522904782391367,True,True,positive,False,False
theta_local:519:179651308:1,519,179651308.0,1.0,179651309.0,179651309.0,18.006528357887458,positive,0.0530909043365744,True,True,positive,False,False
theta_local:520:179378386:3,520,179378386.0,3.0,179378389.0,179378513.0,35.01001606420933,positive,0.0607122453167207,True,True,positive,False,False
theta_local:521:3452956:1,521,3452956.0,1.0,3452957.0,3452957.0,14.054741523355116,positive,0.0671528393559398,True,True,positive,False,False
theta_local:522:33913888:1,522,33913888.0,1.0,33913889.0,33913889.0,16.339335193459245,positive,0.0584378328293779,True,True,positive,False,False
theta_local:523:179152972:1,523,179152972.0,1.0,179152973.0,179152973.0,18.00375059660964,positive,0.0538687959944211,True,True,positive,False,False
theta_local:524:179663572:1,524,179663572.0,1.0,179663573.0,179663573.0,18.00659662113298,positive,0.0534388495763542,True,True,positive,False,False
theta_local:525:40862020:1,525,40862020.0,1.0,40862021.0,40862021.0,16.52571160770668,positive,0.0578255929598368,True,True,positive,False,False
theta_local:526:179146269:4,526,179146269.0,4.0,179146273.0,179146433.0,34.0074263842422,positive,0.0531778236195784,True,True,positive,False,False
theta_local:527:113356140:1,527,113356140.0,1.0,113356141.0,113356141.0,17.546045110777136,positive,0.0543127915521944,True,True,positive,False,False
theta_local:528:12787050:1,528,12787050.0,1.0,12787051.0,12787051.0,15.363943576211096,positive,0.0623841782535297,True,True,positive,False,False
theta_local:529:30775462:1,529,30775462.0,1.0,30775463.0,30775463.0,16.242228274600745,positive,0.0589936799309258,True,True,positive,False,False
theta_local:530:30372256:1,530,30372256.0,1.0,30372257.0,30372257.0,16.229040151020538,positive,0.0585621346261097,True,True,positive,False,False
theta_local:531:30405520:1,531,30405520.0,1.0,30405521.0,30405521.0,16.230134761729122,positive,0.0588415207934629,True,True,positive,False,False
theta_local:532:604687002:1,532,604687002.0,1.0,604687003.0,604687003.0,19.220221531709992,positive,0.0495970487553804,True,True,positive,False,True
theta_local:533:1516816:1,533,1516816.0,1.0,1516817.0,1516817.0,13.232124618225994,positive,0.0719952590113774,True,True,positive,False,False
theta_local:534:109710430:1,534,109710430.0,1.0,109710431.0,109710431.0,17.51335500732484,positive,0.0537419808709699,True,True,positive,False,False
theta_local:535:187510416:1,535,187510416.0,1.0,187510417.0,187510417.0,18.04934495916482,positive,0.0531373503880506,True,True,positive,False,False
theta_local:536:40837522:1,536,40837522.0,1.0,40837523.0,40837523.0,16.52511189809914,positive,0.0582862399690892,True,True,positive,False,False
theta_local:537:109705906:3,537,109705906.0,3.0,109705909.0,109705961.0,34.026627559532216,positive,0.062945964652692,True,True,positive,False,False
theta_local:538:22051936:1,538,22051936.0,1.0,22051937.0,22051937.0,15.9089110018039,positive,0.0592227219681117,True,True,positive,False,False
theta_local:539:30405238:1,539,30405238.0,1.0,30405239.0,30405239.0,16.230125487054703,positive,0.0586840450587244,True,True,positive,False,False
theta_local:540:39693658:1,540,39693658.0,1.0,39693659.0,39693659.0,16.49670200997844,positive,0.0578586689500238,True,True,positive,False,False
theta_local:541:109549708:1,541,109549708.0,1.0,109549709.0,109549709.0,17.511888967680907,positive,0.0553866981611319,True,True,positive,False,False
theta_local:542:109708372:1,542,109708372.0,1.0,109708373.0,109708373.0,17.513336248677327,positive,0.0539226810221447,True,True,positive,False,False
theta_local:543:1513360:1,543,1513360.0,1.0,1513361.0,1513361.0,13.229843563120635,positive,0.0719137564642965,True,True,positive,False,False
