rows,blocks,tail_endpoints,candidate_crossings,tail_candidate_crossings,covered_crossings,uncovered_crossings,uncovered_tail_crossings,coverage_frac,tail_coverage_frac,Q_tail_max,Q_tail_q95,Q_tail_q99,Q_tail_tail_max,Q_tail_tail_q95,Q_tail_end_max,Q_tail_end_tail_max,Q_local_max,Q_local_q95,Q_local_q99,Q_exc_max,Q_o2_max,Q_boundary_max,first_crossing_exists,first_crossing_block_id,first_crossing_p_star,first_crossing_h,first_crossing_covered,first_crossing_local_violation,first_crossing_absorbed_by_HExc,accumulation_proxy_max,accumulation_proxy_mean,accumulation_proxy_q95,tail_accumulation_proxy_max,endpoint_favorable_frac,endpoint_repayment_covers_excess_frac,pass_no_uncovered_crossings,pass_no_accumulation,pass_tail_no_candidate_crossing,pass_B3_empirical
1469,1469,142,1,0,1,0,0,1.0,1.0,1.1611207216949437,0.1625305292252603,0.446753993019563,0.260270594288893,0.06756918130289642,0.0,0.0,1.8193520399038576,0.11197206188260186,0.24985438637345367,0.0205672364492246,0.0499059549142798,0.0197548493142798,True,0,110312593,,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,True
