candidate_id,x,selected_block_id,control_type,right_endpoint_control_flag,containing_block_control_flag,partial_interval_used_flag,x_precedes_J_flag,scale_ratio,pstar_over_x,h_over_x,status
cand_00025,230563,theta_local:26:230560:3,finite_certificate,True,True,False,True,0.00360737625360393,1.0003643255856316,1.3011628058274744e-05,covered
cand_00026,1192781,theta_local:27:1192323:458,finite_certificate,True,True,False,True,0.019595321021403343,1.0,0.0003839766059318517,covered
cand_00027,109670797,theta_local:28:109660803:9994,finite_certificate,True,True,False,True,0.009546060286687162,1.0,9.112726699706577e-05,covered
cand_00028,3456977,theta_local:29:3455716:1261,finite_certificate,True,True,False,True,0.019098941489281478,1.0,0.0003647695660109975,covered
cand_00029,4994789,theta_local:30:4991760:3029,finite_certificate,True,True,False,True,0.02462584056341722,1.0,0.0006064320234548447,covered
cand_00030,7108243,theta_local:31:7105465:2778,finite_certificate,True,True,False,True,0.01976901303120424,1.0,0.000390813876227923,covered
cand_00031,3293113,theta_local:32:3292080:1033,finite_certificate,True,True,False,True,0.01771115337926206,1.0,0.0003136849540237459,covered
cand_00032,1197619,theta_local:33:1197615:4,finite_certificate,True,True,False,True,0.0018275728547393424,1.0000651292272418,3.3399603713701938e-06,covered
cand_00033,127,theta_local:34:126:1,finite_certificate,True,True,False,True,0.08873565094161139,1.0,0.007874015748031496,covered
cand_00034,354953,theta_local:35:354952:1,finite_certificate,True,True,False,True,0.0016784738305106986,1.0,2.8172743997092572e-06,covered
cand_00035,39707851,theta_local:36:39704004:3847,finite_certificate,True,True,False,True,0.009842896113245398,1.0,9.688260389614134e-05,covered
cand_00036,1657,theta_local:37:1656:1,finite_certificate,True,True,False,True,0.024566243134638045,1.0,0.0006035003017501509,covered
cand_00037,155921,theta_local:38:155920:1,finite_certificate,True,True,False,True,0.0025327233183619464,1.0005515613676157,6.4135042746005994e-06,covered
cand_00038,39690667,theta_local:39:39682692:7975,finite_certificate,True,True,False,True,0.014174937322052258,1.0,0.00020092884808411006,covered
cand_00039,30417481,theta_local:40:30409154:8327,finite_certificate,True,True,False,True,0.0165456052888004,1.0,0.0002737570543727799,covered
cand_00040,604672261,theta_local:41:604520611:151650,right_endpoint,True,True,False,True,0.01583657217083879,1.0,0.0002507970181221857,covered
cand_00041,7117417,theta_local:42:7115469:1948,finite_certificate,True,True,False,True,0.01654372379068271,1.0,0.00027369479686240104,covered
cand_00042,12781267,theta_local:43:12779528:1739,finite_certificate,True,True,False,True,0.011664411632775068,1.0,0.0001360584987388183,covered
cand_00043,109588091,theta_local:44:109577354:10737,finite_certificate,True,True,False,True,0.009898281386935673,1.0,9.797597441495719e-05,covered
cand_00044,12836777,theta_local:45:12833438:3339,finite_certificate,True,True,False,True,0.016127988725514932,1.0,0.0002601120203303368,covered
cand_00045,618029,theta_local:46:618028:1,finite_certificate,True,True,False,True,0.0012720247833953975,1.0,1.6180470495721075e-06,covered
cand_00046,12807413,theta_local:47:12805898:1515,finite_certificate,True,True,False,True,0.01087616053360753,1.0,0.00011829086795280202,covered
cand_00047,3440630,theta_local:48:3439819:811,finite_certificate,True,True,False,True,0.015353041008055443,1.0000514440669297,0.00023571264564919796,covered
cand_00048,33902159,theta_local:49:33888759:13400,finite_certificate,True,True,False,True,0.019881022691356477,1.0,0.00039525506325423107,covered
cand_00049,3457967,theta_local:50:3457512:455,finite_certificate,True,True,False,True,0.011470841427286074,1.0,0.00013158020304994235,covered
cand_00050,12842173,theta_local:51:12840082:2091,finite_certificate,True,True,False,True,0.012760208135750566,1.0,0.00016282291166767494,covered
cand_00051,1512479,theta_local:52:1512478:1,finite_certificate,True,True,False,True,0.0008131212730101727,1.0,6.61166204621684e-07,covered
cand_00052,356173,theta_local:53:356170:3,finite_certificate,True,True,False,True,0.0029023078923781065,1.0001965337069345,8.42287315433792e-06,covered
cand_00053,7112297,theta_local:54:7110038:2259,finite_certificate,True,True,False,True,0.01782186598211445,1.0,0.0003176189070844482,covered
cand_00054,12895717,theta_local:55:12894136:1581,finite_certificate,True,True,False,True,0.011072436238332223,1.0,0.00012259884425193263,covered
cand_00055,1511449,theta_local:56:1511046:403,finite_certificate,True,True,False,True,0.01632897501409536,1.0000516061077813,0.0002666315568702616,covered
cand_00056,179620853,theta_local:57:179616870:3983,finite_certificate,True,True,False,True,0.004708979241626892,1.0,2.217448549807299e-05,covered
cand_00057,1188361,theta_local:58:1188358:3,finite_certificate,True,True,False,True,0.0015888916013855126,1.0001262242702345,2.524485404687633e-06,covered
cand_00058,293,theta_local:59:292:1,finite_certificate,True,True,False,True,0.0584206237836986,1.0,0.0034129692832764505,covered
cand_00059,3290983,theta_local:60:3290975:8,finite_certificate,True,True,False,True,0.001559139170225631,1.0000467945291727,2.430884632342373e-06,covered
cand_00060,1190071,theta_local:61:1190068:3,finite_certificate,True,True,False,True,0.0015877347404659647,1.0000605005919816,2.5208579992286177e-06,covered
cand_00061,113166227,theta_local:62:113154493:11734,finite_certificate,True,True,False,True,0.010182739267158906,1.0,0.00010368817898293985,covered
cand_00062,30816007,theta_local:63:30813688:2319,finite_certificate,True,True,False,True,0.008674854360201137,1.0,7.52530981707007e-05,covered
cand_00063,604810421,theta_local:64:604757400:53021,right_endpoint,True,True,False,True,0.009362984931914294,1.0,8.766548683525411e-05,covered
cand_00064,3438889,theta_local:65:3438886:3,finite_certificate,True,True,False,True,0.000934014090272692,1.0000325686580753,8.723747698748055e-07,covered
cand_00065,1196077,theta_local:66:1196076:1,finite_certificate,True,True,False,True,0.0009143667613759694,1.0,8.360665743091791e-07,covered
cand_00066,39699197,theta_local:67:39695992:3205,finite_certificate,True,True,False,True,0.008985104981781868,1.0,8.073211153364134e-05,covered
cand_00067,1192069,theta_local:68:1192068:1,finite_certificate,True,True,False,True,0.0009159026232661555,1.0,8.388776153058254e-07,covered
cand_00068,108581987,theta_local:69:108578163:3824,finite_certificate,True,True,False,True,0.005934444183208561,1.0,3.521762776361792e-05,covered
cand_00069,12847921,theta_local:70:12847029:892,finite_certificate,True,True,False,True,0.00833232111069425,1.0,6.942757509172107e-05,covered
cand_00070,1191481,theta_local:71:1191480:1,finite_certificate,True,True,False,True,0.0009161285959483498,1.0,8.392916043142945e-07,covered
cand_00071,12843647,theta_local:72:12843190:457,finite_certificate,True,True,False,True,0.005965047683192118,1.0,3.558179386275565e-05,covered
cand_00072,40882169,theta_local:73:40877269:4900,finite_certificate,True,True,False,True,0.010947906392394416,1.0,0.00011985665437663056,covered
cand_00073,1186291,theta_local:74:1186290:1,finite_certificate,True,True,False,True,0.0009181304312146575,1.0,8.429634887224129e-07,covered
cand_00074,113195507,theta_local:75:113182659:12848,finite_certificate,True,True,False,True,0.010653766387126862,1.0,0.00011350273823147415,covered
cand_00075,2879,theta_local:76:2878:1,finite_certificate,True,True,False,True,0.01863713570725434,1.0,0.0003473428273706148,covered
cand_00076,39674417,theta_local:77:39673239:1178,finite_certificate,True,True,False,True,0.005449007032203408,1.0,2.9691677637002203e-05,covered
cand_00077,3441797,theta_local:78:3441229:568,finite_certificate,True,True,False,True,0.01284640300036203,1.0,0.00016503007004771054,covered
cand_00078,109546081,theta_local:79:109535495:10586,finite_certificate,True,True,False,True,0.009830316984851505,1.0,9.663513202265995e-05,covered
cand_00079,1198513,theta_local:80:1198510:3,finite_certificate,True,True,False,True,0.0015821371190578566,1.0000784305218215,2.5031017602645947e-06,covered
cand_00080,1512197,theta_local:81:1512196:1,finite_certificate,True,True,False,True,0.000813197086382968,1.0,6.612895013017483e-07,covered
cand_00081,12782500,theta_local:82:12782006:494,finite_certificate,True,True,False,True,0.0062166438129480535,1.0000077449638176,3.864658713084295e-05,covered
cand_00082,42923,theta_local:83:42922:1,finite_certificate,True,True,False,True,0.004826751784717897,1.0,2.3297532791277403e-05,covered
cand_00083,617579,theta_local:84:617578:1,finite_certificate,True,True,False,True,0.0012724881305286443,1.0,1.619226042336284e-06,covered
cand_00084,10357,theta_local:85:10356:1,finite_certificate,True,True,False,True,0.009826141455536825,1.0,9.655305590421937e-05,covered
cand_00085,15859,theta_local:86:15858:1,finite_certificate,True,True,False,True,0.007940760553235355,1.0,6.305567816381865e-05,covered
