metric,rank,candidate_id,block_id,p_star,h,post_P0_flag,value,K_total,K_unreduced,K_comp,K_prime,cancellation_fraction,cos_comp_prime,component_proof_source
K_unreduced,1,hexc_00304,305,30386821,13,False,73.915350645076,73.62931311611258,73.915350645076,0.005319340316209004,73.9100313047598,0.003869798715247841,0.22809325389471877,smallness_driven
K_unreduced,2,hexc_00453,454,604143557,767,True,64.2506254824152,64.13704142037267,64.2506254824152,0.0007395707036048801,64.2498859117116,0.0017678281135742324,0.2605321781434479,smallness_driven
K_unreduced,3,hexc_00442,443,604711937,771,True,59.23653456336192,59.290005435130254,59.23653456336192,0.0005016844322055034,59.23603287892971,-0.0009026671151928234,-0.15508827804259612,smallness_driven
K_unreduced,4,hexc_00275,276,108562291,313,False,56.086426457240464,56.509735976416216,56.086426457240464,0.0024622685923902923,56.083964188648075,-0.007547450353223573,-0.5695619585114439,smallness_driven
K_unreduced,5,hexc_00355,356,33821677,7,False,55.2109509165674,54.60079656107757,55.2109509165674,0.006427685700847152,55.20452323086655,0.011051328502055036,0.5121475176450129,smallness_driven
K_unreduced,6,hexc_00081,82,12782599,494,False,55.20582670882396,55.32747455760693,55.20582670882396,0.0008732789832913145,55.20495342984067,-0.002203532779693429,-0.2770185868688213,smallness_driven
K_unreduced,7,hexc_00242,243,30781319,7,False,54.612706422197725,54.005867155844314,54.612706422197725,0.006427685700847117,54.60627873649688,0.011111686384155384,0.5121475174263944,smallness_driven
K_unreduced,8,hexc_00198,199,39635819,218,False,51.892768643386084,51.974835616458854,51.892768643386084,0.0012416694392961,51.891526973946796,-0.0015814722401255032,-0.16165427656288092,smallness_driven
K_unreduced,9,hexc_00662,663,604872131,4,True,51.11468689691603,50.206588437872796,51.11468689691603,0.005969976524403797,51.10871692039162,0.01776590084322749,0.821994936499904,smallness_driven
K_unreduced,10,hexc_00026,27,1192781,458,False,50.66836356405416,50.81680635690199,50.66836356405416,0.0009778726842060834,50.66738569136996,-0.0029296938445657617,-0.3334446206391775,smallness_driven
K_unreduced,11,hexc_00273,274,109547591,776,False,47.5802242611498,47.73220909892047,47.5802242611498,0.0005708622372342151,47.57965339891257,-0.003194285864153823,-0.46109878088405043,smallness_driven
K_unreduced,12,hexc_00059,60,3291137,8,False,47.50897122456521,47.12482161579665,47.50897122456521,0.00564340267342963,47.50332782189178,0.008085833030413658,0.3709692075225468,smallness_driven
K_unreduced,13,hexc_00303,304,604870961,1710,True,45.48865936161616,45.74617977051351,45.48865936161616,0.0005836127900246105,45.488075748826134,-0.0056612002312526055,-0.7902608628450173,smallness_driven
K_unreduced,14,hexc_00673,674,187509659,4,False,45.36564110689446,44.51014034988161,45.36564110689446,0.005969976524403786,45.35967113037005,0.018857900740277045,0.8219949364347363,smallness_driven
K_unreduced,15,hexc_00322,323,179438351,4,False,45.15634582928329,44.302821048779265,45.15634582928329,0.005969976524403786,45.150375852758884,0.018901546722377316,0.8219949364303732,smallness_driven
K_unreduced,16,hexc_00444,445,179382319,4,False,45.15485966348256,44.30134893036747,45.15485966348256,0.005969976524403786,45.14888968695816,0.018901857728623184,0.8219949364303416,smallness_driven
K_unreduced,17,hexc_00525,526,179146433,4,False,45.148609389093934,44.29515773673329,45.148609389093934,0.005969976524403786,45.14263941256953,0.018903165876174355,0.8219949364302077,smallness_driven
K_unreduced,18,hexc_00448,449,178913689,4,False,45.14243511526891,44.28904182928282,45.14243511526891,0.005969976524403786,45.136465138744505,0.018904458383934952,0.8219949364300753,smallness_driven
K_unreduced,19,hexc_00423,424,178907011,4,False,45.1422557233681,44.288864133261356,45.1422557233681,0.005969976524403786,45.1362857468437,0.018904495941371002,0.8219949364300716,smallness_driven
K_unreduced,20,hexc_00459,460,178299217,4,False,45.12609018720598,44.272851431651866,45.12609018720598,0.005969976524403786,45.12012021068158,0.01890788127255094,0.8219949364297247,smallness_driven
K_comp,1,hexc_00245,246,12808469,16,False,0.010516759050602615,31.336584933841834,31.397220444857005,0.010516759050602615,31.386703685806403,0.0019312381846560145,0.052769530562304004,smallness_driven
K_comp,2,hexc_00240,241,40846543,128,False,0.0078848241965992,19.685745457439726,19.329754820705055,0.0078848241965992,19.321869996508457,-0.018416717647828262,-0.45602430959395013,smallness_driven
K_comp,3,hexc_00679,680,604865039,3,True,0.00774483441003735,29.325718449088214,30.29435623513575,0.00774483441003735,30.286611400725715,0.03197419936998369,1.0,smallness_driven
K_comp,4,hexc_00607,608,604715411,3,True,0.00774483441003735,29.324989493064212,30.293615432728846,0.00774483441003735,30.28587059831881,0.03197459021738758,1.0,smallness_driven
K_comp,5,hexc_00452,453,180641999,3,False,0.007744834410037341,25.871601075431457,26.782347726914637,0.007744834410037341,26.7746028925046,0.03400548229638345,0.9999999999999999,smallness_driven
K_comp,6,hexc_00410,411,179436077,3,False,0.007744834410037341,25.853058540429085,26.763484312864662,0.007744834410037341,26.755739478454625,0.03401746057399391,0.9999999999999999,smallness_driven
K_comp,7,hexc_00485,486,179621809,3,False,0.007744834410037341,25.855922293784825,26.766397631058098,0.007744834410037341,26.75865279664806,0.03401560978892482,1.0,smallness_driven
K_comp,8,hexc_00519,520,179378513,3,False,0.007744834410037341,25.852173659250752,26.762584115918397,0.007744834410037341,26.754839281508357,0.034018032516005436,1.0,smallness_driven
K_comp,9,hexc_00349,350,178894987,3,False,0.007744834410037341,25.844702779762184,26.754983917933384,0.007744834410037341,26.747239083523343,0.03402286246791786,1.0,smallness_driven
K_comp,10,hexc_00369,370,179411909,3,False,0.007744834410037341,25.852687126576868,26.763106470510788,0.007744834410037341,26.755361636100748,0.03401770063341025,1.0000000000000002,smallness_driven
K_comp,11,hexc_00558,559,179412683,3,False,0.007744834410037341,25.85270175079039,26.763121347843853,0.007744834410037341,26.755376513433816,0.034017691181107645,1.0,smallness_driven
K_comp,12,hexc_00634,635,109814437,3,False,0.0077448344100373295,24.51190479121725,25.39880858359186,0.0077448344100373295,25.391063749181825,0.03491911006201953,1.0,smallness_driven
K_comp,13,hexc_00287,288,108533687,3,False,0.0077448344100373295,24.480296864437303,25.366638634417203,0.0077448344100373295,25.358893800007166,0.034941238480739156,1.0,smallness_driven
K_comp,14,hexc_00457,458,109709861,3,False,0.0077448344100373295,24.50933536690074,25.39619348572739,0.0077448344100373295,25.38844865131735,0.034920907313336746,1.0,smallness_driven
K_comp,15,hexc_00486,487,109567891,3,False,0.0077448344100373295,24.5058472819953,25.39264339352475,0.0077448344100373295,25.384898559114713,0.03492334759269633,1.0,smallness_driven
K_comp,16,hexc_00536,537,109705961,3,False,0.0077448344100373295,24.509242958852422,25.396099435008377,0.0077448344100373295,25.388354600598337,0.03492097195577326,1.0000000000000002,smallness_driven
K_comp,17,hexc_00328,329,109452269,3,False,0.0077448344100373295,24.50300283940146,25.389748382324743,0.0077448344100373295,25.382003547914707,0.03492533795807906,1.0,smallness_driven
K_comp,18,hexc_00326,327,109497203,3,False,0.0077448344100373295,24.504108651497063,25.390873853937606,0.0077448344100373295,25.38312901952757,0.03492456413834788,0.9999999999999998,smallness_driven
K_comp,19,hexc_00197,198,40839853,3,False,0.007744834410037202,21.918686960090493,22.75820721327341,0.007744834410037202,22.75046237886337,0.03688868131463696,1.0,smallness_driven
K_comp,20,hexc_00150,151,39670973,3,False,0.007744834410037192,21.84475676371152,22.68288614434348,0.007744834410037192,22.67514130993344,0.036949856173437934,1.0000000000000002,smallness_driven
