candidate_id,block_id,x,y,h,p_star,E_theta_sign,DeltaD_sign,post_P0_flag,finite_zone_flag,finite_certificate_flag,E_theta,Q_R2Q,Q_delta_D,DeltaD,Q_exc,epsilon,abs_epsilon,Q_reconstructed,formula_residual,abs_formula_residual,near_forbidden_flag,forbidden_flag,threshold_relevant_flag,positive_harmless_flag,negative_transfer_flag,channel_compatible_flag,O2_repaid_flag,B3_no_accumulation_flag,primitive_available_flag,row_regime,failure_type,component_bound_status,status
hexc_00029,30,4994789,4991760,3029,4994789,negative,negative,False,True,True,-113.94054074237602,0.1879865387221068,0.1751074858509674,-2292.6780519420754,0.0057126820734734,0.0071663707976659,0.0071663707976659,0.1879865387221067,1.1102230246251565e-16,1.1102230246251565e-16,False,False,False,False,True,True,True,True,True,subthreshold_negative,,pass,pass
hexc_00030,31,7108243,7105465,2778,7108243,negative,negative,False,True,True,-80.20709910296955,0.1766899326140388,0.1621275115134674,-2126.957375998616,0.0068229245505902,0.007739496549981,0.007739496549981,0.1766899326140386,2.220446049250313e-16,2.220446049250313e-16,False,False,False,False,True,True,True,True,True,subthreshold_negative,,pass,pass
hexc_00031,32,3293113,3292080,1033,3293113,negative,negative,False,True,True,-117.56184933337444,0.1154116378424172,0.0971366049932867,-703.1382912358818,0.0061349229944132,0.0121401098547171,0.0121401098547171,0.11541163784241701,1.942890293094024e-16,1.942890293094024e-16,False,False,False,False,True,True,True,True,True,subthreshold_negative,,pass,pass
hexc_00032,33,1197619,1197615,4,1197697,positive,negative,False,True,True,23.99169028406876,0.0726584885625681,0.069431568892584,-27.20127901406522,0.0177247165152088,-0.0144977968452248,0.0144977968452248,0.072658488562568,9.71445146547012e-17,9.71445146547012e-17,False,False,False,True,False,True,False,True,True,positive_harmless,,pass,pass
hexc_00033,34,127,126,1,127,positive,negative,False,True,True,3.844187086458591,0.2157084836048593,0.1926535586334653,-4.520837021458592,0.0,0.0230549249713939,0.0230549249713939,0.21570848360485922,8.326672684688674e-17,8.326672684688674e-17,False,False,False,True,False,True,False,True,True,positive_harmless,,pass,pass
hexc_00034,35,354953,354952,1,354953,positive,negative,False,True,True,11.779740665326448,0.080127585396028,0.0762690147674882,-12.456390600326472,0.0,0.0038585706285397,0.0038585706285397,0.08012758539602789,1.1102230246251565e-16,1.1102230246251565e-16,False,False,False,True,False,True,False,True,True,positive_harmless,,pass,pass
hexc_00035,36,39707851,39704004,3847,39707851,negative,negative,False,True,True,-452.5803398765943,0.1623741874086595,0.1371454844597804,-2604.19045438886,0.0110407093348006,0.0141879936140783,0.0141879936140783,0.16237418740865928,2.220446049250313e-16,2.220446049250313e-16,False,False,False,False,True,True,True,True,True,subthreshold_negative,,pass,pass
hexc_00036,37,1657,1656,1,1657,positive,negative,False,True,True,6.412764017426562,0.1389495863976313,0.129017905192041,-7.089413952426561,6.465466393439502e-17,0.0099316812055901,0.0099316812055901,0.13894958639763116,1.3877787807814457e-16,1.3877787807814457e-16,False,False,False,True,False,True,False,True,True,positive_harmless,,pass,pass
hexc_00037,38,155921,155920,1,156007,positive,negative,False,True,True,10.957104747706284,0.0868104441327406,0.081363154764434,-11.633754682706297,0.0,0.0054472893683065,0.0054472893683065,0.0868104441327405,9.71445146547012e-17,9.71445146547012e-17,False,False,False,True,False,True,False,True,True,positive_harmless,,pass,pass
hexc_00038,39,39690667,39682692,7975,39690667,negative,negative,False,True,True,-364.0109776889212,0.2349256240499423,0.2184817075940539,-5972.95270429004,0.0069005695359736,0.0095433469199146,0.0095433469199146,0.23492562404994208,2.220446049250313e-16,2.220446049250313e-16,False,False,False,False,True,True,True,True,True,subthreshold_negative,,pass,pass
