crossing_id,block_id,p_star,y,h,local_theta_sign,theta_end_error,theta_end_norm,E_theta_local,theta_local_norm,Q_theta,Q_R2Q,B2_active_flag,covered_flag,finite_certificate_flag,negative_transfer_flag,positive_harmless_flag,Cplus_value,O2_B3_repaid_flag,tail_flag,near_forbidden_R2Q,forbidden_R2Q,crossing_status
11,12,3279709,3278912,797,negative,-1067.0933722653426,-0.002617659727276,-166.86828088206357,-0.0262586899807756,0.0262586899807756,0.1060058846880691,True,True,True,True,False,,True,False,False,False,negative_transferred_repaid
12,13,42899,42898,1,positive,-141.32867865182925,-0.0059972808444038,9.666603794621116,0.0849613864787405,0.0849613864787405,0.0968247715409328,True,True,True,False,True,0.0968247715409328,False,False,False,False,positive_harmless
13,14,1195669,1195386,205,positive,-622.2809931556694,-0.0029060433926579,18.90523282037472,0.0067422977497207,0.0067422977497207,0.0899443884131837,True,True,True,False,True,0.0899443884131837,False,False,False,False,positive_harmless
14,15,43133,43132,1,positive,-140.6063379862317,-0.0059443569379127,9.672043644375696,0.0849225570081055,0.0849225570081055,0.0943896668138165,True,True,True,False,True,0.0943896668138165,False,False,False,False,positive_harmless
15,16,58309,58308,1,positive,-184.52605011811104,-0.006345978904787,9.973511734352114,0.0828241215201216,0.0828241215201216,0.0939517191622745,True,True,True,False,True,0.0939517191622745,False,False,False,False,positive_harmless
16,17,59333,59332,1,positive,-187.17507097122143,-0.0063610921373628,9.990920922612805,0.0827060643791465,0.0827060643791465,0.0929815072257821,True,True,True,False,True,0.0929815072257821,False,False,False,False,positive_harmless
17,18,3241093,3239129,1964,negative,-1084.3729132032022,-0.002680077193231,-165.06704136906455,-0.0165731100488926,0.0165731100488926,0.159654089699117,True,True,True,True,False,,True,False,False,False,negative_transferred_repaid
18,19,1515197,1513853,1344,negative,-752.8837917060591,-0.0030200848182414,-63.24655312102391,-0.0085184969239803,0.0085184969239803,0.1510851987794436,True,True,True,True,False,,True,False,False,False,negative_transferred_repaid
19,20,58511,58510,1,positive,-167.02216924589447,-0.0057304720825253,9.97697004973177,0.0828006431181152,0.0828006431181152,0.0923670994574258,True,True,True,False,True,0.0923670994574258,False,False,False,False,positive_harmless
20,21,30847123,30831334,15789,negative,-3122.351781517267,-0.0018904733671001,-424.33160930738086,-0.0113559673856094,0.0113559673856094,0.338124053326903,True,True,True,True,False,,True,False,False,False,negative_transferred_repaid
