rows,post_P0_rows,right_endpoint_rows,partial_used_rows,post_P0_partial_used_rows,finite_certificate_outside_block_rows,partial_used_frac,sign_known_rows,sign_preserved_rows,sign_mismatch_rows,dangerous_sign_mismatch_rows,positive_partial_rows,negative_partial_rows,zero_partial_rows,positive_partial_Qmax,negative_partial_Qmax,full_Qmax,mismatch_Qmax,boundary_slack_proxy_max,boundary_repaid_rows,boundary_unknown_rows,partial_full_failures,post_P0_partial_full_failures,pass_partial_full_empirical,inputs_used,optional_inputs_missing
1469,142,1469,0,0,0,0.0,1468,1468,0,0,1320,148,0,0.2157084836048593,1.8193520399038576,1.8193520399038576,0.0,0.0,1469,0,0,0,True,prime_mesh_r2q_blocksystem_definition_candidates.csv;prime_mesh_r2q_blocksystem_definition_blocks.csv;prime_mesh_r2q_blocksystem_definition_selection_map.csv;prime_mesh_r2q_blocksystem_definition_geometry.csv;prime_mesh_r2q_firstcrossing_covering_localization_crossings.csv;prime_mesh_r2q_o2p4_final_slack_intervals.csv,
