rows,K_prime_max,K_prime_above_65_count,margin_to_65_min,pass_highweight_K_cap,C_cluster_min,C_cluster_median,C_cluster_q95,C_cluster_max,C_cluster_above_1_count,C_cluster_above_1p05_count,C_cluster_above_1p10_count,C_cluster_above_1p12_count,pass_C_cluster_le_1p12,S_T_min,S_T_median,S_T_max,C_cluster_times_ST_max,maxK_candidate_id,maxK_h,maxK_k,maxK_C_cluster,maxK_S_T,maxK_u_mean,maxK_sample_u_mean,maxK_KS_stat,maxK_sample_KS_stat,maxK_left_mass_frac,maxK_sample_left_mass_frac,corr_C_cluster_KS_stat,corr_C_cluster_KS_stat_spearman,corr_C_cluster_u_mean,corr_C_cluster_u_mean_spearman,corr_C_cluster_sample_KS_stat,corr_C_cluster_sample_u_mean,corr_C_cluster_sample_left_mass_frac,corr_C_cluster_abs_u_mean_minus_0p5,corr_C_cluster_left_mass_frac,corr_C_cluster_right_mass_frac,corr_C_cluster_event_gap_cv,corr_C_cluster_h,corr_C_cluster_k,corr_C_cluster_S_T,corr_C_cluster_sample_count,short_block_threshold_best,cluster_exception_count,cluster_exception_candidate_ids,cluster_exception_h_max,cluster_exception_pstar_range,recommended_exception_handling,best_clusterfactor_theorem_form,best_clusterfactor_theorem_reason,clusterfactor_failures,pass_hexc_highweight_clusterfactor_empirical,recommended_next_file
22,64.24988591171059,0,0.7501140882894077,True,0.06672942998950603,0.3586791487561617,1.0130003314233014,1.1026693887221886,2,1,1,0,True,1.4405551366662506,2.3012077630052588,2.997147056722025,3.177647827427885,hexc_00453,767,35,1.1026693887221886,2.8817774937148237,0.44645185323151426,0.16445258818140174,0.1143602160551313,0.5755312026498467,0.3142857142857143,0.7837837837837838,-0.44557353148519985,-0.3867871259175608,0.4447172314342262,0.39130434782608703,-0.48452180024539415,0.50047091462829,-0.462510420458154,-0.4485386543896977,-0.40911732136903045,0.4490117955031113,0.29591933986284336,-0.3911834443348567,-0.34113041667081595,0.5098296212879343,-0.4691654380047834,1000,2,"hexc_00453,hexc_00442",771,604143557..604711937,short_block_cluster_lemma,short_block_cluster_lemma,All C_cluster>1 rows are few and have h<1000; the binding rows are short-block cases. The left-skew signal is strongest in the sampled grid rather than the reconstructed prime-event offsets.,0,True,Prime_Mesh_R2Q_HExc_HighWeightRayleighCollapse_ShortBlockCluster_Theorem_Target_v1.md
