rows,negative_rows,negative_frac,global_neg_max,global_mean_z,global_std_z,tail_rows,tail_negative_rows,tail_negative_frac,tail_neg_max,worst_block_id,worst_p_star,worst_y,worst_h,worst_is_tail,worst_scale_bin,worst_mu_bin,worst_depth_bin,worst_h_bin,worst_Q_pp,worst_Qpp_over_denom,worst_shell_pattern,tail_worst_block_id,tail_worst_p_star,tail_worst_y,tail_worst_h,top_neg_mass_scale_bin,top_neg_mass_frac_scale_bin,top_neg_mass_h_bin,top_neg_mass_frac_h_bin,top_neg_mass_mu_bin,top_neg_mass_frac_mu_bin,top_neg_mass_depth_bin,top_neg_mass_frac_depth_bin,top_neg_mass_pstar_mod_30,top_neg_mass_frac_pstar_mod_30,top_neg_mass_y_mod_30,top_neg_mass_frac_y_mod_30,top_neg_mass_shell_pattern,top_neg_mass_frac_shell_pattern
1468,136,0.09264305177111716,0.03946320129494251,0.03502034658669661,0.05036600955827812,142,23,0.1619718309859155,0.03437235322817768,272,39651113,39650618,347,False,p<100M,0.25-0.50,0.50-0.55,257<=h<=1024,0.0,0.0,11111,41,604672261,604520611,151650,100M<=p<500M,0.4030843810796788,1025<=h<=8192,0.36376823206429254,0.25-0.50,0.37895467004071626,0.50-0.55,0.9365235052222338,29,0.16669253524304414,10,0.19623191263483117,11111,0.7312450385522723
