gap_id,gap_start,gap_end,gap_length,left_candidate_id,right_candidate_id,global_error_process,envelope_type,envelope_constant,envelope_constant_status,R_upper_max_bound,R_upper_max_location,R_upper_max_label,R_lower_min_bound,R_lower_min_location,R_lower_min_label,theta_error_at_Rmax,theta_error_at_Rmin,upper_margin_to_1,lower_margin_to_minus1,prime_jump_count,prime_power_jump_count,jump_inventory_available,sampled_only,continuous_bound_available,upper_exit_possible,lower_exit_possible,margin_safe,margin_class,needed_data,eval_point_count
gap_067,604691159,604691686,527,1237,808,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006804594979712586,604691317.0,prime_after_jump,-0.0006849022681299568,604691686.0,gap_end,-13158.368090033531,-13244.28488445282,1.0006804594979712,0.99931509773187,26,,True,False,True,False,False,True,margin_safe,,54
gap_068,604691687,604691862,175,808,1014,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006818520430457554,604691809.0,prime_after_jump,-0.000685769975997328,604691723.0,prime_left_limit,-13185.30281984806,-13261.064655184746,1.0006818520430458,0.9993142300240027,9,,True,False,True,False,False,True,margin_safe,,20
gap_069,604691863,604692162,299,1014,987,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006816924114889982,604692089.0,prime_after_jump,-0.0006853570810412984,604691897.0,prime_left_limit,-13182.219602942467,-13253.082590341568,1.000681692411489,0.9993146429189587,15,,True,False,True,False,False,True,margin_safe,,32
gap_070,604692163,604692298,135,987,1193,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006825434177179959,604692247.0,prime_after_jump,-0.000685180746813881,604692298.0,gap_end,-13198.677992105484,-13249.677992105484,1.000682543417718,0.9993148192531861,6,,True,False,True,False,False,True,margin_safe,,14
gap_071,604692299,604692526,227,1193,1149,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006824179924384221,604692467.0,prime_after_jump,-0.000686324520960271,604692401.0,prime_left_limit,-13196.255457162857,-13271.797070741653,1.0006824179924385,0.9993136754790397,11,,True,False,True,False,False,True,margin_safe,,24
gap_072,604692527,604692972,445,1149,1318,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006829831358400103,604692943.0,prime_after_jump,-0.0006906463535051,604692707.0,prime_left_limit,-13207.190142154694,-13355.374534130096,1.00068298313584,0.9993093536464949,23,,True,False,True,False,False,True,margin_safe,,48
gap_073,604692973,604693020,47,1318,1307,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006829603311382138,604692983.0,prime_after_jump,-0.000684873686157611,604693020.0,gap_end,-13206.749679327011,-13243.749679327011,1.0006829603311382,0.9993151263138423,2,,True,False,True,False,False,True,margin_safe,,6
gap_074,604693021,604693458,437,1307,1229,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006827094790260915,604693423.0,prime_after_jump,-0.0006887529103603756,604693277.0,prime_left_limit,-13201.904578328133,-13318.767594575882,1.000682709479026,0.9993112470896396,22,,True,False,True,False,False,True,margin_safe,,46
gap_075,604693459,604693498,39,1229,1338,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006829969479102577,604693469.0,prime_after_jump,-0.0006845711209471729,604693459.0,prime_left_limit,-13207.46411383152,-13237.904578328133,1.0006829969479103,0.9993154288790528,2,,True,False,True,False,False,True,margin_safe,,6
gap_076,604693499,604693768,269,1338,810,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.000680492757338097,604693643.0,prime_after_jump,-0.0006859111424890257,604693768.0,gap_end,-13159.041557431221,-13263.821324825287,1.000680492757338,0.9993140888575109,12,,True,False,True,False,False,True,margin_safe,,26
gap_077,604693769,604698078,4309,810,937,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006813621922323622,604697987.0,prime_after_jump,-0.000699128561499123,604695803.0,prime_left_limit,-13175.910959601402,-13519.440695285797,1.0006813621922324,0.9993008714385009,214,,True,False,True,False,False,True,margin_safe,,430
gap_078,604698079,604700469,2390,937,320,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006700431644610609,604700417.0,prime_after_jump,-0.0006850740564349008,604698079.0,prime_left_limit,-12957.059288620949,-13247.690719723701,1.000670043164461,0.9993149259435651,130,,True,False,True,False,False,True,margin_safe,,262
gap_079,604702619,604704593,1974,320,228,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006622249476356034,604704593.0,gap_end,-0.0006866681539458491,604702619.0,prime_left_limit,-12805.926323890686,-13278.576453328133,1.0006622249476356,0.9993133318460542,121,,True,False,True,False,False,True,margin_safe,,244
gap_080,604708931,604711166,2235,228,443,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006745479094741544,604711039.0,prime_after_jump,-0.0006872708361551857,604709081.0,prime_left_limit,-13044.307693004608,-13290.315994262695,1.000674547909474,0.9993127291638448,117,,True,False,True,False,False,True,margin_safe,,236
gap_081,604711937,604712202,265,443,857,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006808142408087507,604711969.0,prime_after_jump,-0.0006844979371869857,604712202.0,gap_end,-13165.49720788002,-13236.735103726387,1.0006808142408088,0.999315502062813,13,,True,False,True,False,False,True,margin_safe,,28
gap_082,604712203,604712502,299,857,906,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006811952980679874,604712401.0,prime_after_jump,-0.0006852622030589576,604712237.0,prime_left_limit,-13172.871679663658,-13251.514840483665,1.000681195298068,0.999314737796941,15,,True,False,True,False,False,True,margin_safe,,32
gap_083,604712503,604713502,999,906,1131,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006822798683864614,604713433.0,prime_after_jump,-0.0006884600495704067,604713047.0,prime_left_limit,-13193.85845375061,-13313.365077018738,1.0006822798683865,0.9993115399504295,49,,True,False,True,False,False,True,margin_safe,,100
gap_084,604713503,604713540,37,1131,1381,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006830730367931092,604713509.0,prime_after_jump,-0.0006848540270026284,604713503.0,prime_left_limit,-13209.197657704353,-13243.63818848133,1.000683073036793,0.9993151459729974,2,,True,False,True,False,False,True,margin_safe,,6
gap_085,604713541,604715326,1785,1381,608,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006780238286797491,604715029.0,prime_after_jump,-0.0006901317178347253,604714333.0,prime_left_limit,-13111.576317548752,-13345.708612799644,1.0006780238286797,0.9993098682821653,89,,True,False,True,False,False,True,margin_safe,,180
gap_086,604715329,604715536,207,608,950,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.000681426935109604,604715479.0,prime_after_jump,-0.0006852299660115141,604715411.0,prime_left_limit,-13177.391219258308,-13250.933099269867,1.0006814269351096,0.9993147700339885,9,,True,False,True,False,False,True,margin_safe,,20
gap_087,604715537,604715860,323,950,774,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006802102483979226,604715779.0,prime_after_jump,-0.0006844261815841859,604715537.0,prime_left_limit,-13153.866916418076,-13235.391219258308,1.0006802102483978,0.9993155738184158,16,,True,False,True,False,False,True,margin_safe,,34
gap_088,604715861,604718720,2859,774,297,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006690426198145053,604718677.0,prime_after_jump,-0.0006844505611173772,604715861.0,prime_left_limit,-12937.945087075233,-13235.866916418076,1.0006690426198146,0.9993155494388827,154,,True,False,True,False,False,True,margin_safe,,310
gap_089,604724143,604724506,363,297,1339,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006829938142990315,604724467.0,prime_after_jump,-0.0006874743688892552,604724311.0,prime_left_limit,-13207.809001326561,-13294.452401518822,1.000682993814299,0.9993125256311107,20,,True,False,True,False,False,True,margin_safe,,42
gap_090,604724507,604757400,32893,1339,64,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006211654258188976,604756979.0,prime_after_jump,-0.0006850622417060279,604724507.0,prime_left_limit,-12012.55165040493,-13247.809001326561,1.0006211654258188,0.9993149377582939,1679,,True,False,True,False,False,True,margin_safe,,3360
gap_091,604810421,604810680,259,64,826,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.000680509086999558,604810579.0,prime_after_jump,-0.0006853801755191219,604810471.0,prime_left_limit,-13160.881358981133,-13255.085616707802,1.0006805090869995,0.9993146198244809,13,,True,False,True,False,False,True,margin_safe,,28
gap_092,604810681,604810752,71,826,1214,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006825316938156561,604810699.0,prime_after_jump,-0.0006847375905104071,604810681.0,prime_left_limit,-13199.999654769897,-13242.66093301773,1.0006825316938157,0.9993152624094896,4,,True,False,True,False,False,True,margin_safe,,10
gap_093,604810753,604810846,93,1214,1181,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006823826369550728,604810777.0,prime_after_jump,-0.0006859503692126044,604810846.0,gap_end,-13197.117950081825,-13266.117950081825,1.000682382636955,0.9993140496307874,3,,True,False,True,False,False,True,margin_safe,,8
gap_094,604810847,604811016,169,1181,961,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006813606355604645,604810919.0,prime_after_jump,-0.000686082665678613,604810889.0,prime_left_limit,-13177.35453903675,-13268.677097439766,1.0006813606355605,0.9993139173343214,9,,True,False,True,False,False,True,margin_safe,,20
gap_095,604811017,604811068,51,961,1327,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006828661789410523,604811029.0,prime_after_jump,-0.00068538231252015,604811017.0,prime_left_limit,-13206.472832679749,-13255.134112477303,1.000682866178941,0.9993146176874799,3,,True,False,True,False,False,True,margin_safe,,8
gap_096,604811069,604811166,97,1327,1398,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006830273594960025,604811113.0,prime_after_jump,-0.0006857677906176933,604811166.0,gap_end,-13209.59112584591,-13262.59112584591,1.000683027359496,0.9993142322093823,4,,True,False,True,False,False,True,margin_safe,,10
gap_097,604811167,604811352,185,1398,916,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006811780582112443,604811239.0,prime_after_jump,-0.0006859753274281937,604811352.0,gap_end,-13173.8277105093,-13266.607283473015,1.0006811780582112,0.9993140246725718,9,,True,False,True,False,False,True,margin_safe,,20
gap_098,604811353,604812190,837,916,432,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006740925206398771,604812113.0,prime_after_jump,-0.0006873599845187316,604811399.0,prime_left_limit,-13036.806318879128,-13293.38685631752,1.0006740925206399,0.9993126400154813,49,,True,False,True,False,False,True,margin_safe,,100
gap_099,604813747,604813788,41,432,1232,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006825666151622205,604813753.0,prime_after_jump,-0.0006843763291447315,604813788.0,gap_end,-13200.714946746826,-13235.714946746826,1.0006825666151622,0.9993156236708552,2,,True,False,True,False,False,True,margin_safe,,6
gap_100,604813789,604813830,41,1232,1383,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.000682957441457204,604813801.0,prime_after_jump,-0.0006844569186834129,604813830.0,gap_end,-13208.274084448814,-13237.274084448814,1.0006829574414573,0.9993155430813165,2,,True,False,True,False,False,True,margin_safe,,6
gap_101,604813831,604814008,177,1383,1146,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006822456776082593,604813949.0,prime_after_jump,-0.0006860369852723114,604813901.0,prime_left_limit,-13194.510633349419,-13267.833221793175,1.0006822456776083,0.9993139630147276,9,,True,False,True,False,False,True,margin_safe,,20
gap_102,604814009,604814238,229,1146,914,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006811316763875289,604814069.0,prime_after_jump,-0.0006846423402255264,604814238.0,gap_end,-13172.96761226654,-13240.865453362465,1.0006811316763875,0.9993153576597745,11,,True,False,True,False,False,True,margin_safe,,24
gap_103,604814239,604814332,93,914,1313,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006827983930171881,604814263.0,prime_after_jump,-0.0006863661129307109,604814332.0,gap_end,-13205.204157471657,-13274.204157471657,1.000682798393017,0.9993136338870693,3,,True,False,True,False,False,True,margin_safe,,8
gap_104,604814333,604814518,185,1313,1468,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006832013402336255,604814473.0,prime_after_jump,-0.0006871880591054149,604814449.0,prime_left_limit,-13212.999835371971,-13290.101996779442,1.0006832013402336,0.9993128119408946,10,,True,False,True,False,False,True,margin_safe,,22
gap_105,604814519,604814920,401,1468,895,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006809733382955751,604814713.0,prime_after_jump,-0.0006855798197171899,604814519.0,prime_left_limit,-13169.913779854774,-13258.999835371971,1.0006809733382955,0.9993144201802828,21,,True,False,True,False,False,True,margin_safe,,44
gap_106,604814921,604819805,4884,895,208,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006608293154189441,604819783.0,prime_after_jump,-0.0006852253561419968,604814957.0,prime_left_limit,-12780.395812153816,-13252.150316476822,1.0006608293154189,0.999314774643858,263,,True,False,True,False,False,True,margin_safe,,528
gap_107,604822567,604828962,6395,208,1253,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006831193334628881,604828909.0,prime_after_jump,-0.0007024837069139534,604827221.0,prime_left_limit,-13211.60269522667,-13586.08908879757,1.0006831193334629,0.999297516293086,317,,True,False,True,False,False,True,margin_safe,,636
gap_108,604828963,604829736,773,1253,1346,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006834095337703987,604829683.0,prime_after_jump,-0.0006919441745161392,604829201.0,prime_left_limit,-13217.22533094883,-13382.279956698418,1.0006834095337704,0.9993080558254839,39,,True,False,True,False,False,True,margin_safe,,80
gap_109,604829737,604830076,339,1346,976,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006819510711090271,604829857.0,prime_after_jump,-0.0006867992581424484,604829789.0,prime_left_limit,-13189.020754218102,-13282.784415841103,1.0006819510711091,0.9993132007418576,16,,True,False,True,False,False,True,margin_safe,,34
gap_110,604830077,604838292,8215,976,1254,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006831205365911998,604838251.0,prime_after_jump,-0.0007077805408625135,604833329.0,prime_left_limit,-13211.748178601265,-13688.613057374954,1.0006831205365911,0.9992922194591375,407,,True,False,True,False,False,True,margin_safe,,816
gap_111,604838293,604844050,5757,1254,223,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.000662186157749037,604843973.0,prime_after_jump,-0.0006877397339579344,604838401.0,prime_left_limit,-12806.943817138672,-13301.086763381958,1.000662186157749,0.999312260266042,305,,True,False,True,False,False,True,margin_safe,,612
gap_112,604848841,604848940,99,223,1288,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006832181707154252,604848889.0,prime_after_jump,-0.0006858550906993376,604848940.0,gap_end,-13213.77563905716,-13264.77563905716,1.0006832181707155,0.9993141449093007,4,,True,False,True,False,False,True,margin_safe,,10
gap_113,604848941,604849312,371,1288,1276,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006832195369921492,604849253.0,prime_after_jump,-0.0006884691823471083,604849031.0,prime_left_limit,-13213.806826114655,-13315.334660291672,1.0006832195369921,0.9993115308176529,18,,True,False,True,False,False,True,margin_safe,,38
gap_114,604849313,604849350,37,1276,1438,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006835989294754359,604849321.0,prime_after_jump,-0.0006863217946509017,604849313.0,prime_left_limit,-13221.145356297493,-13273.806826114655,1.0006835989294753,0.9993136782053491,3,,True,False,True,False,False,True,margin_safe,,8
gap_115,604849351,604863730,14379,1438,1293,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006832387990672931,604863691.0,prime_after_jump,-0.0007061622165612279,604852103.0,prime_left_limit,-13214.368276119232,-13657.568240880966,1.0006832387990674,0.9992938377834387,711,,True,False,True,False,False,True,margin_safe,,1424
gap_116,604863731,604864228,497,1293,1403,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006834704583427872,604864201.0,prime_after_jump,-0.0006887777929583995,604864061.0,prime_left_limit,-13218.855421423912,-13321.501594305038,1.0006834704583427,0.9993112222070416,25,,True,False,True,False,False,True,margin_safe,,52
gap_117,604864229,604864276,47,1403,1202,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006829305929051349,604864231.0,prime_after_jump,-0.0006852572516906397,604864276.0,gap_end,-13208.414392232895,-13253.414392232895,1.000682930592905,0.9993147427483093,2,,True,False,True,False,False,True,margin_safe,,6
gap_118,604864277,604864888,611,1202,680,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006793825234788276,604864769.0,prime_after_jump,-0.0006853089552168516,604864277.0,prime_left_limit,-13139.79894065857,-13254.414392232895,1.0006793825234788,0.9993146910447831,32,,True,False,True,False,False,True,margin_safe,,66
gap_119,604864891,604866090,1199,680,1034,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006815084103793701,604864891.0,gap_start,-0.0006929080151257778,604865617.0,prime_left_limit,-13180.91687822342,-13401.403970837593,1.0006815084103793,0.9993070919848742,56,,True,False,True,False,False,True,margin_safe,,114
gap_120,604866091,604866190,99,1034,1168,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006827768182822004,604866149.0,prime_after_jump,-0.0006861429140664076,604866113.0,prime_left_limit,-13205.46534883976,-13270.567937374115,1.0006827768182822,0.9993138570859336,6,,True,False,True,False,False,True,margin_safe,,14
gap_121,604866191,604866472,281,1168,870,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006812720462702572,604866221.0,prime_after_jump,-0.0006849483623708725,604866191.0,prime_left_limit,-13176.362759590149,-13247.46534883976,1.0006812720462703,0.9993150516376291,14,,True,False,True,False,False,True,margin_safe,,30
gap_122,604866473,604869251,2778,870,304,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006696676415212816,604869151.0,prime_after_jump,-0.0006848919557450378,604866473.0,prime_left_limit,-12951.961584806442,-13246.378096938133,1.0006696676415212,0.9993151080442549,148,,True,False,True,False,False,True,margin_safe,,298
gap_123,604870961,604871020,59,304,1262,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006831621593997464,604870969.0,prime_after_jump,-0.0006848394924776266,604870961.0,prime_left_limit,-13212.9812220335,-13245.422273516655,1.0006831621593997,0.9993151605075223,3,,True,False,True,False,False,True,margin_safe,,8
gap_124,604871021,604871248,227,1262,1022,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006822093373378026,604871173.0,prime_after_jump,-0.0006855868341277352,604871117.0,prime_left_limit,-13194.555436730385,-13259.878592848778,1.0006822093373378,0.9993144131658722,11,,True,False,True,False,False,True,margin_safe,,24
gap_125,604871249,604872087,838,1022,663,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006791675570011361,604871923.0,prime_after_jump,-0.0006881619074507139,604871551.0,prime_left_limit,-13135.734364748001,-13309.688593745232,1.000679167557001,0.9993118380925493,42,,True,False,True,False,False,True,margin_safe,,86
gap_126,604872091,604872286,195,663,978,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006819487765204608,604872179.0,prime_after_jump,-0.0006874810103047007,604872286.0,gap_end,-13189.529088973999,-13296.529088973999,1.0006819487765204,0.9993125189896953,6,,True,False,True,False,False,True,margin_safe,,14
gap_127,604872287,604872472,185,978,1409,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006834777040673414,604872431.0,prime_after_jump,-0.0006886587661338958,604872329.0,prime_left_limit,-13219.103280425072,-13319.308561086655,1.0006834777040674,0.9993113412338661,11,,True,False,True,False,False,True,margin_safe,,24
gap_128,604872473,604872550,77,1409,1379,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.00068343204134991,604872511.0,prime_after_jump,-0.0006856492346198035,604872473.0,prime_left_limit,-13218.221167445183,-13261.103280425072,1.00068343204135,0.9993143507653802,4,,True,False,True,False,False,True,margin_safe,,10
gap_129,604872551,604872576,25,1379,1416,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006835126161903094,604872553.0,prime_after_jump,-0.0006855001655276746,604872551.0,prime_left_limit,-13219.78011071682,-13258.221167445183,1.0006835126161904,0.9993144998344723,2,,True,False,True,False,False,True,margin_safe,,6
gap_130,604872577,604872720,143,1416,1299,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006832258939685698,604872689.0,prime_after_jump,-0.0006857647212128874,604872637.0,prime_left_limit,-13214.236411333084,-13263.339053869247,1.0006832258939686,0.9993142352787872,7,,True,False,True,False,False,True,margin_safe,,16
gap_131,604872721,604872760,39,1299,1328,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006833064687786905,604872731.0,prime_after_jump,-0.0006848803930388238,604872721.0,prime_left_limit,-13215.795354127884,-13246.236411333084,1.0006833064687788,0.9993151196069612,2,,True,False,True,False,False,True,margin_safe,,6
gap_132,604872761,604872802,41,1328,1282,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.000683180231196469,604872769.0,prime_after_jump,-0.0006848864332273217,604872802.0,gap_end,-13213.354296684265,-13246.354296684265,1.0006831802311964,0.9993151135667727,2,,True,False,True,False,False,True,margin_safe,,6
gap_133,604872803,604872870,67,1282,1345,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006833527964678974,604872833.0,prime_after_jump,-0.0006852658107310031,604872870.0,gap_end,-13216.692710399628,-13253.692710399628,1.0006833527964678,0.999314734189269,3,,True,False,True,False,False,True,margin_safe,,8
gap_134,604872871,604873176,305,1345,1455,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006836066010744946,604873121.0,prime_after_jump,-0.0006871445775066855,604872967.0,prime_left_limit,-13221.605303049088,-13290.031123638153,1.0006836066010745,0.9993128554224933,14,,True,False,True,False,False,True,margin_safe,,30
gap_135,604873177,604873348,171,1455,1174,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006827914322355729,604873267.0,prime_after_jump,-0.0006866973695985075,604873201.0,prime_left_limit,-13205.841067314148,-13281.384773612022,1.0006827914322356,0.9993133026304015,10,,True,False,True,False,False,True,margin_safe,,22
gap_136,604873349,604874232,883,1174,598,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.000678290550247019,604874009.0,prime_after_jump,-0.000685638419821222,604874232.0,gap_end,-13118.799331665039,-13260.917207956314,1.000678290550247,0.9993143615801787,43,,True,False,True,False,False,True,margin_safe,,88
gap_137,604874233,604874692,459,598,666,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006791768708938303,604874471.0,prime_after_jump,-0.0006856901228373753,604874233.0,prime_left_limit,-13135.947644472122,-13261.917207956314,1.0006791768708938,0.9993143098771626,23,,True,False,True,False,False,True,margin_safe,,48
gap_138,604874693,604879711,5018,666,215,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006615029856434713,604879609.0,prime_after_jump,-0.0006867033403472861,604874839.0,prime_left_limit,-12794.182435512543,-13281.521794199944,1.0006615029856434,0.9993132966596527,267,,True,False,True,False,False,True,margin_safe,,536
gap_139,604883911,604884126,215,215,1424,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.0006835199950582162,604884079.0,prime_after_jump,-0.0006894134258787745,604884011.0,prime_left_limit,-13220.073695063591,-13334.058621168137,1.0006835199950581,0.9993105865741212,13,,True,False,True,False,False,True,margin_safe,,28
gap_140,604884127,604884330,203,1424,1074,theta(x)-x,C_theta*sqrt(x)*log(x)^2,1.9233607946440099,minimum_required_global_constant,-0.000682383196017459,604884239.0,prime_after_jump,-0.0006860937040488772,604884149.0,prime_left_limit,-13198.088766932487,-13269.853147625923,1.0006823831960174,0.9993139062959511,10,,True,False,True,False,False,True,margin_safe,,22
