rows,post_P0_rows,used_files,missing_expected_files,Q_R2Q_gt_0p75_count,Q_R2Q_gt_0p75_Q_R2Q_min,Q_R2Q_gt_0p75_Q_delta_D_min,Q_R2Q_gt_0p75_E_theta_max,Q_R2Q_gt_0p75_positive_E_theta_count,Q_R2Q_gt_0p75_nonnegative_E_theta_count,Q_R2Q_gt_0p75_Q_delta_D_le_0p75_count,pass_direct_threshold_transfer,pass_direct_delta_threshold,Q_delta_D_gt_0p75_count,Q_delta_D_gt_0p75_E_theta_max,Q_delta_D_gt_0p75_positive_E_theta_count,Q_delta_D_gt_0p75_nonnegative_E_theta_count,pass_endpoint_sign_bridge,positive_E_theta_count,positive_E_theta_Q_R2Q_max,positive_E_theta_Q_delta_D_max,positive_E_theta_Q_exc_max,positive_E_theta_epsilon_abs_max,positive_E_theta_Q_R2Q_above_0p305_count,positive_E_theta_Q_R2Q_above_0p75_count,pass_positive_harmless_0p305,pass_positive_subthreshold_0p75,neutral_1e_minus_8_count,neutral_1e_minus_8_Q_R2Q_max,neutral_1e_minus_8_Q_R2Q_above_0p75_count,threshold_gap_min,Q_R2Q_gt_0p75_count_below_0p805,Q_R2Q_gt_0p75_count_below_0p80,Q_R2Q_gt_0p75_count_below_0p78,Q_exc_max_on_threshold_rows,epsilon_abs_max_on_threshold_rows,Q_exc_plus_abs_epsilon_max_on_threshold_rows,Q_R2Q_minus_Q_delta_D_max_on_threshold_rows,component_cap_0p055_pass_on_threshold_rows,threshold_relevant_count,threshold_relevant_Q_R2Q_max,threshold_relevant_Q_R2Q_min,threshold_relevant_Q_delta_D_min,threshold_relevant_E_theta_max,threshold_relevant_positive_E_theta_count,threshold_relevant_nonnegative_E_theta_count,threshold_relevant_Q_delta_D_le_0p75_count,pass_threshold_relevant_transfer,forbidden_count,forbidden_Q_R2Q_max,forbidden_Q_R2Q_min,forbidden_Q_delta_D_min,forbidden_E_theta_max,forbidden_positive_E_theta_count,forbidden_nonnegative_E_theta_count,forbidden_Q_delta_D_le_0p75_count,pass_forbidden_transfer,thresholdtransfer_failures,pass_endpointmotion_thresholdtransfer_empirical,best_thresholdtransfer_theorem_form,recommended_next_file
1468,142,prime_mesh_r2q_rawr2q_primitive_decomposition_rows_v3.csv;prime_mesh_r2q_firstcrossing_threshold_relevance_rows.csv;prime_mesh_r2q_residual_epsilon_bound_rows.csv;prime_mesh_r2q_hexc_bridge_energy_export_rows_v1.csv;prime_mesh_r2q_finite_certificate_rows.csv,prime_mesh_r2q_endpointmotion_sign_bridge_rows.csv,3,0.7568596623500748,0.7467076670478365,-928.3530182520336,0,0,1,True,False,2,-928.3530182520336,0,0,True,1320,0.2157084836048593,0.1926535586334653,0.0205672364492246,0.0230549249713939,0,0,True,True,0,,0,0.006859662350074847,1,1,1,0.0037875901851982,0.0086821769441568,0.0102344909919231,0.010234490991923195,True,3,1.8193520399038576,0.7568596623500748,0.7467076670478365,-928.3530182520336,0,0,1,False,1,1.8193520399038576,1.8193520399038576,1.8091175489119344,-3089.9881332697114,0,0,0,True,1,True,direct_threshold_sign,Prime_Mesh_R2Q_EndpointMotion_DirectThresholdSign_Theorem_Target_v1.md
