candidate_id,block_id,x,y,h,right_endpoint,p_star,E_theta_sign,DeltaD_sign,post_P0_flag,finite_zone_flag,E_theta,Q_R2Q,Q_delta_D,Q_exc,epsilon,D_start,D_end,DeltaD,bridge_excursion_raw,bridge_excursion_argmax,threshold_relevant_flag,forbidden_flag,row_regime,scale_denominator,DeltaD_recomputed,DeltaD_recompute_error,Q_delta_D_recomputed,Q_delta_D_recompute_error,Q_exc_recomputed,Q_exc_recompute_error,line_slope_D,Q_R2Q_recomputed,formula_reconstruction_error,endpoint_path_valid_flag,endpoint_delta_valid_flag,normalization_valid_flag,bridge_excursion_valid_flag,formula_reconstruction_valid_flag,failure_type,status
hexc_00010,11,211,210,1,211,211,positive,negative,False,True,4.351858133476067,0.1912764152417241,0.1755617761599286,0.0,0.0157146390817954,-6.690759694963868,-11.719267763439934,-5.028508068476066,0.0,210,False,False,positive_harmless,28.642385480853928,-5.028508068476066,0.0,0.1755617761599286,0.0,0.0,0.0,-5.028508068476066,0.191276415241724,8.326672684688674e-17,True,True,True,True,True,,pass
hexc_00011,12,3279709,3278912,797,3279709,3279709,negative,negative,False,True,-166.86828088206357,0.1060058846880691,0.0733688760483797,0.0114062615417102,0.021230747097979,-1129.0381509763808,-1595.281448924815,-466.2432979484343,72.48431875885103,3279010,False,False,subthreshold_negative,6354.78315956471,-466.24329794843425,-5.684341886080802e-14,0.07336887604837976,-5.551115123125783e-17,0.01140626154171027,-6.938893903907228e-17,-0.5849978644271446,0.1060058846880689,1.942890293094024e-16,True,True,True,True,True,,pass
hexc_00012,13,42899,42898,1,42899,42899,positive,negative,False,True,9.666603794621116,0.0968247715409328,0.0909085751563544,0.0,0.0059161963845783,-121.0460264651359,-131.38928019475702,-10.343253729621123,0.0,42898,False,False,positive_harmless,113.77643651142559,-10.343253729621125,1.7763568394002505e-15,0.09090857515635445,-5.551115123125783e-17,0.0,0.0,-10.343253729621123,0.09682477154093269,1.1102230246251565e-16,True,True,True,True,True,,pass
hexc_00013,14,1195591,1195386,205,1195591,1195669,positive,negative,False,True,18.90523282037472,0.0899443884131837,0.0648220454203745,0.0127144572989962,0.0124078856938128,-686.8422426041038,-868.601622871141,-181.7593802670372,35.651017552909366,1195534,False,False,positive_harmless,2803.974775684992,-181.75938026703716,-2.842170943040401e-14,0.06482204542037459,-9.71445146547012e-17,0.01271445729899623,-3.122502256758253e-17,-0.88663112325384,0.0899443884131835,1.942890293094024e-16,True,True,True,True,True,,pass
hexc_00014,15,43133,43132,1,43133,43133,positive,negative,False,True,9.672043644375696,0.0943896668138165,0.0908636843222885,0.0,0.0035259824915279,-145.4789301390939,-155.82762371846962,-10.34869357937572,0.0,43132,False,False,positive_harmless,113.8925155474597,-10.34869357937572,0.0,0.09086368432228856,-5.551115123125783e-17,0.0,0.0,-10.34869357937572,0.0943896668138164,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00015,16,58309,58308,1,58309,58309,positive,negative,False,True,9.973511734352114,0.0939517191622745,0.0884432993920433,0.0,0.0055084197702311,-142.77574764669592,-153.42590931604803,-10.650161669352116,0.0,58308,False,False,positive_harmless,120.41795978396352,-10.650161669352116,0.0,0.0884432993920433,0.0,0.0,0.0,-10.650161669352116,0.0939517191622744,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00016,17,59333,59332,1,59333,59333,positive,negative,False,True,9.990920922612805,0.0929815072257821,0.0883074552338765,2.3527838405727803e-16,0.0046740519919053,-160.6996955654813,-171.36726642309412,-10.667570857612787,2.8421709430404014e-14,59333,False,False,positive_harmless,120.80034272712787,-10.667570857612816,2.842170943040401e-14,0.08830745523387654,-4.163336342344337e-17,2.3527838405727813e-16,-9.860761315262648e-32,-10.667570857612787,0.09298150722578204,6.938893903907228e-17,True,True,True,True,True,,pass
hexc_00017,18,3241093,3239129,1964,3241093,3241093,negative,negative,False,True,-165.06704136906455,0.159654089699117,0.1401120285534746,0.0081749848918229,0.0113670762538194,-1080.182066429391,-2475.688277714416,-1395.5062112850246,81.42228980252094,3240710,False,False,subthreshold_negative,9959.931532590872,-1395.506211285025,4.547473508864641e-13,0.14011202855347463,-2.7755575615628914e-17,0.008174984891822905,-5.204170427930421e-18,-0.7105428774363669,0.15965408969911687,1.3877787807814457e-16,True,True,True,True,True,,pass
hexc_00018,19,1515197,1513853,1344,1515197,1515197,negative,negative,False,True,-63.24655312102391,0.1510851987794436,0.1353288100910507,0.0103425912084517,0.0054137974799411,-753.3241327486062,-1758.088336176791,-1004.7642034281848,76.78974942550394,1514743,False,False,subthreshold_negative,7424.614187859693,-1004.7642034281848,0.0,0.1353288100910507,0.0,0.010342591208451771,-7.112366251504909e-17,-0.7475924132650185,0.1510851987794435,8.326672684688674e-17,True,True,True,True,True,,pass
hexc_00019,20,58511,58510,1,58511,58511,positive,negative,False,True,9.97697004973177,0.0923670994574258,0.0884162808823417,0.0,0.003950818575084,-153.79246668300976,-164.44608666774153,-10.653619984731762,0.0,58510,False,False,positive_harmless,120.4938714727083,-10.653619984731762,0.0,0.08841628088234174,-4.163336342344337e-17,0.0,0.0,-10.653619984731762,0.0923670994574257,9.71445146547012e-17,True,True,True,True,True,,pass
